epoch,policy_surrogate_mode,actor_structure_mode,theta_ratio_mean,theta_ratio_std,theta_ratio_max,route_ratio_mean,route_ratio_std,route_ratio_max,offload_active_fraction,route_logprob_active_fraction,theta_positive_fraction,route_credit_gate_fraction,route_credit_effective_fraction,route_credit_effective_count,route_credit_weight_mean,route_credit_weight_std,route_credit_weight_min,route_credit_weight_max,route_credit_fallback_trigger_count,route_credit_fallback_rate,theta_old_logprob_mean,theta_new_logprob_mean,route_old_logprob_mean,route_new_logprob_mean,theta_approx_kl,route_approx_kl,theta_clip_fraction,route_clip_fraction,conditional_policy_consistency_score,theta_only_step_kl,route_only_step_kl,theta_kl_target,route_kl_target,theta_early_stop_count,route_early_stop_count,coupled_stop_trigger_count,coupled_stop_blocked_by_theta_floor_count,coupled_stop_blocked_by_severity_gate_count,coupled_stop_min_theta_updates_per_epoch,coupled_stop_severity_factor,coupled_stop_severity_freeze_kl_threshold,route_update_cap_trigger_count,route_update_cap_per_epoch,route_alignment_gate_threshold,route_alignment_gate_accept_count,route_alignment_gate_reject_count,route_alignment_gate_reject_rate,route_alignment_gate_score_mean,route_step_alignment_mean,route_step_alignment_min,route_step_alignment_max,route_step_accept_count,route_step_reject_count,route_step_accept_rate,route_step_reject_rate,theta_update_count,route_update_count,route_mask_mean,route_mask_active_fraction,route_mask_threshold,route_confident_mask_margin
0,hierarchical_actor_true_conditional_route_policy,hierarchical_actor_separate_theta_route_backbones,1.0041003227233887,0.16007862985134125,1.2648043632507324,1.0014052391052246,0.14012937247753143,1.285965919494629,0.4970833361148834,0.4970833361148834,0.49125000834465027,0.49125000834465027,0.4970833361148834,1193.0,1.0,0.0,1.0,1.0,0,0.0,-0.6858436465263367,-0.6947736740112305,-0.686707615852356,-0.6952470541000366,0.008929979987442493,0.008539398200809956,0.1795833259820938,0.107292540371418,0.5058320462703705,0.00025480505597670345,0.00025047091571650526,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,40,0,0.0,0.003279349489002925,0.003279349489002925,5.805438195238821e-05,0.012530089356005192,40,0,1.0,0.0,40,40,0.4970833361148834,0.4970833361148834,0.5,0.0
1,hierarchical_actor_true_conditional_route_policy,hierarchical_actor_separate_theta_route_backbones,1.005289077758789,0.1317744106054306,1.4441677331924438,0.9971001744270325,0.17256121337413788,1.4562466144561768,0.4970833361148834,0.4970833361148834,0.4925000071525574,0.4925000071525574,0.4970833361148834,1193.0,1.0,0.0,1.0,1.0,0,0.0,-0.65595942735672,-0.6595295071601868,-0.6616843342781067,-0.6803165674209595,0.0035701151937246323,0.01863214187324047,0.13500000536441803,0.28080469369888306,0.5208176374435425,0.00014986507808316673,0.0006564330990840972,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,40,0,0.0,0.007752078457269817,0.007752078457269817,0.002152849920094013,0.02373623661696911,40,0,1.0,0.0,40,40,0.4970833361148834,0.4970833361148834,0.5,0.0
2,hierarchical_actor_true_conditional_route_policy,hierarchical_actor_separate_theta_route_backbones,0.9940289258956909,0.12183817476034164,1.5369209051132202,0.9982360601425171,0.1605297327041626,1.5577183961868286,0.4833333194255829,0.4833333194255829,0.49041667580604553,0.49041667580604553,0.4833333194255829,1160.0,1.0,0.0,1.0,1.0,0,0.0,-0.6216347813606262,-0.6353168487548828,-0.6271733641624451,-0.6425625085830688,0.013682018965482712,0.015389150008559227,0.11166666448116302,0.22068965435028076,0.538595974445343,0.0005841826662845051,0.0006173091896016558,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,40,0,0.0,0.0076983631093753505,0.0076983631093753505,0.0018107591895386577,0.030429983511567116,40,0,1.0,0.0,40,40,0.4833333194255829,0.4833333194255829,0.5,0.0
3,hierarchical_actor_true_conditional_route_policy,hierarchical_actor_separate_theta_route_backbones,1.0027718544006348,0.11662522703409195,1.4688395261764526,1.0031733512878418,0.1816195845603943,1.738976001739502,0.4829166531562805,0.4829166531562805,0.4808333218097687,0.4808333218097687,0.4829166531562805,1159.0,1.0,0.0,1.0,1.0,0,0.0,-0.6085836887359619,-0.6127883791923523,-0.5975370407104492,-0.6120094060897827,0.004204788710922003,0.014472339302301407,0.08666666597127914,0.2855910360813141,0.5558553040027618,0.0004015128070022911,0.0008675831313667004,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,40,0,0.0,0.008062177585088648,0.008062177585088648,0.0015632098075002432,0.025959134101867676,40,0,1.0,0.0,40,40,0.4829166531562805,0.4829166531562805,0.5,0.0
4,hierarchical_actor_true_conditional_route_policy,hierarchical_actor_separate_theta_route_backbones,0.99112468957901,0.11570869386196136,1.395660161972046,0.995905876159668,0.16912271082401276,1.7972763776779175,0.4754166603088379,0.4754166603088379,0.49416667222976685,0.49416667222976685,0.4754166603088379,1141.0,1.0,0.0,1.0,1.0,0,0.0,-0.5755457282066345,-0.5914592742919922,-0.5479626059532166,-0.5670228600502014,0.01591361127793789,0.019060183316469193,0.09125000238418579,0.23838737607002258,0.5752474069595337,0.0005365025018676306,0.0006312584130869325,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,40,0,0.0,0.007175092451507226,0.007175092451507226,0.0016356271225959063,0.024307716637849808,40,0,1.0,0.0,40,40,0.4754166603088379,0.4754166603088379,0.5,0.0
