telemetry_step,train_epoch,update_epoch,minibatch_id,final_critic_backbone_delta_norm,backbone_active_count,backbone_clipped_active_count,backbone_clipped_active_fraction,backbone_active_preconditioner_mean,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_active_preconditioner_max,backbone_active_preconditioner_mean_after_clip,backbone_active_preconditioner_p95_after_clip,backbone_active_preconditioner_p99_after_clip,backbone_active_preconditioner_max_after_clip,backbone_soft_geometry_scale_factor_mean,backbone_soft_geometry_scale_factor_p50,backbone_soft_geometry_scale_factor_p95,backbone_soft_geometry_scale_factor_min,backbone_soft_geometry_trigger_active_fraction,backbone_soft_geometry_overflow_stat_mean,backbone_soft_geometry_overflow_stat_p95
0,0,0,0,0.1379421966652294,76800,0,0.0,538567.0625,998402.4375,12039742.0,99907032.0,538567.0625,998402.4375,12039742.0,99907032.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,0,0,1,0.10394762897025052,76800,0,0.0,391165.21875,611544.8125,10620562.0,93226608.0,391165.21875,611544.8125,10620562.0,93226608.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2,0,0,2,0.09057418482251964,76800,0,0.0,328213.375,606542.375,9203186.0,55153312.0,328213.375,606542.375,9203186.0,55153312.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3,0,0,3,0.08249247911963649,76800,0,0.0,316957.78125,586616.625,9042318.0,55110268.0,316957.78125,586616.625,9042318.0,55110268.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
4,0,0,4,0.07778633903735105,76800,0,0.0,305526.5625,594203.125,8581791.0,53414632.0,305526.5625,594203.125,8581791.0,53414632.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
5,0,0,5,0.07228915386935132,76800,0,0.0,294267.53125,609100.25,8070072.0,55021564.0,294267.53125,609100.25,8070072.0,55021564.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
6,0,0,6,0.07026763104780658,76800,0,0.0,284374.1875,612512.4375,8026491.0,51489000.0,284374.1875,612512.4375,8026491.0,51489000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
7,0,1,7,0.06971562965093772,76800,0,0.0,280117.53125,613429.8125,7718639.5,48559928.0,280117.53125,613429.8125,7718639.5,48559928.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
8,0,1,8,0.06825392630790152,76800,0,0.0,276516.6875,611923.5,7716420.0,49195332.0,276516.6875,611923.5,7716420.0,49195332.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
9,0,1,9,0.0678875000159071,76800,0,0.0,272260.71875,618810.625,7808337.584999805,49635472.0,272260.71875,618810.625,7808337.584999805,49635472.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
10,0,1,10,0.06704706733583976,76800,0,0.0,270630.25,622735.625,7476436.0,50732792.0,270630.25,622735.625,7476436.0,50732792.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
11,0,1,11,0.06618143776354139,76800,0,0.0,267132.40625,597669.1875,7163305.5,51574608.0,267132.40625,597669.1875,7163305.5,51574608.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
12,0,1,12,0.06571417433591643,76800,0,0.0,264133.71875,585065.9375,7213835.5,51905388.0,264133.71875,585065.9375,7213835.5,51905388.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
13,0,1,13,0.0650310152173727,76800,0,0.0,260442.421875,582411.75,7152689.5,50422988.0,260442.421875,582411.75,7152689.5,50422988.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
14,0,2,14,0.06604290951876945,76800,0,0.0,258391.0625,577111.3125,7050027.5,51206188.0,258391.0625,577111.3125,7050027.5,51206188.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
15,0,2,15,0.0662069427622432,76800,0,0.0,257879.25,574476.125,6987055.5,51404608.0,257879.25,574476.125,6987055.5,51404608.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
16,0,2,16,0.06547403862558128,76800,0,0.0,257071.5,563170.0625,7004657.0,48774244.0,257071.5,563170.0625,7004657.0,48774244.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
17,0,2,17,0.06487995519161598,76800,0,0.0,255166.671875,566403.0625,7016940.5,48559480.0,255166.671875,566403.0625,7016940.5,48559480.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
18,0,2,18,0.06407000734492985,76800,0,0.0,251930.6875,564007.25,6908242.5,48972932.0,251930.6875,564007.25,6908242.5,48972932.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
19,0,2,19,0.0645228569845281,76800,0,0.0,247774.453125,550115.875,6657557.0,49567928.0,247774.453125,550115.875,6657557.0,49567928.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
20,0,2,20,0.06506385835121578,76800,0,0.0,243360.15625,548846.125,6754026.0,50152768.0,243360.15625,548846.125,6754026.0,50152768.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
21,0,3,21,0.06436948276287488,76800,0,0.0,245253.40625,551297.125,6792841.5,50738372.0,245253.40625,551297.125,6792841.5,50738372.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
22,0,3,22,0.06473876932339687,76800,0,0.0,244880.078125,536661.3125,6694077.049999911,51184584.0,244880.078125,536661.3125,6694077.049999911,51184584.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
23,0,3,23,0.06505458036645294,76800,0,0.0,243018.984375,528481.5625,6535215.0,51247300.0,243018.984375,528481.5625,6535215.0,51247300.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
24,0,3,24,0.06442443276355589,76800,0,0.0,243278.59375,526073.3125,6545601.5,51739316.0,243278.59375,526073.3125,6545601.5,51739316.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
25,0,3,25,0.06430400695658528,76800,0,0.0,241523.4375,525456.125,6540781.0,52000704.0,241523.4375,525456.125,6540781.0,52000704.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
26,0,3,26,0.06391767881001395,76800,0,0.0,241542.3125,528436.4375,6563599.0,52379404.0,241542.3125,528436.4375,6563599.0,52379404.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
27,0,3,27,0.0652731173598276,76800,0,0.0,238065.015625,532558.9375,6565194.0,52812268.0,238065.015625,532558.9375,6565194.0,52812268.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
28,0,4,28,0.06510271547917929,76800,0,0.0,238941.515625,538344.125,6606439.0,53085880.0,238941.515625,538344.125,6606439.0,53085880.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
29,0,4,29,0.06466852697774009,76800,0,0.0,239072.453125,538612.9375,6639335.0,53092432.0,239072.453125,538612.9375,6639335.0,53092432.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
30,0,4,30,0.0639917028001679,76800,0,0.0,239275.890625,533221.5625,6671333.099999914,53416648.0,239275.890625,533221.5625,6671333.099999914,53416648.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
31,0,4,31,0.06368166156938869,76800,0,0.0,238998.859375,529145.375,6764542.5,53807724.0,238998.859375,529145.375,6764542.5,53807724.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
32,0,4,32,0.06320885365522642,76800,0,0.0,238713.3125,523906.34375,6742276.644999791,54195128.0,238713.3125,523906.34375,6742276.644999791,54195128.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
33,0,4,33,0.06194641916773163,76800,0,0.0,239195.734375,525728.875,6821649.5,54398016.0,239195.734375,525728.875,6821649.5,54398016.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
34,0,4,34,0.06229279039373535,76800,0,0.0,237622.640625,525459.9375,6805430.904999716,50118128.0,237622.640625,525459.9375,6805430.904999716,50118128.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
35,0,5,35,0.06192784558612924,76800,0,0.0,238592.828125,524723.3125,6867049.0,50220580.0,238592.828125,524723.3125,6867049.0,50220580.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
36,0,5,36,0.06119493434224305,76800,0,0.0,239088.796875,526776.0,6924578.5,50059860.0,239088.796875,526776.0,6924578.5,50059860.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
37,0,5,37,0.06169598824864736,76800,0,0.0,239606.671875,531072.9375,6981915.5,50388484.0,239606.671875,531072.9375,6981915.5,50388484.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
38,0,5,38,0.06048613974579159,76800,0,0.0,240606.234375,535905.9375,7046034.5,50686268.0,240606.234375,535905.9375,7046034.5,50686268.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
39,0,5,39,0.060003721824941646,76800,0,0.0,240718.828125,539475.375,7104298.5,50950760.0,240718.828125,539475.375,7104298.5,50950760.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
40,0,5,40,0.05888635886269021,76800,0,0.0,241598.078125,543043.0,7150659.5,49999264.0,241598.078125,543043.0,7150659.5,49999264.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
41,0,5,41,0.058122149481308276,76800,0,0.0,242455.578125,546327.75,7231684.5,50083492.0,242455.578125,546327.75,7231684.5,50083492.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
42,0,6,42,0.05781802484147897,76800,0,0.0,244128.375,552107.625,7282253.5,49831840.0,244128.375,552107.625,7282253.5,49831840.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
43,0,6,43,0.05644366484192647,76800,0,0.0,245908.15625,556229.625,7349931.0,50067592.0,245908.15625,556229.625,7349931.0,50067592.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
44,0,6,44,0.05509964421439297,76800,0,0.0,247287.3125,560588.8125,7398952.5,49922728.0,247287.3125,560588.8125,7398952.5,49922728.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
45,0,6,45,0.05433573148274031,76800,0,0.0,248884.109375,564711.0625,7454757.5,50034036.0,248884.109375,564711.0625,7454757.5,50034036.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
46,0,6,46,0.053512892118438814,76800,0,0.0,250215.96875,569423.4375,7506628.5,50296748.0,250215.96875,569423.4375,7506628.5,50296748.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
47,0,6,47,0.05224142674506066,76800,0,0.0,251639.921875,573137.25,7562248.0,50392340.0,251639.921875,573137.25,7562248.0,50392340.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
48,0,6,48,0.051200101443045674,76800,0,0.0,253155.65625,577421.8125,7600776.0,50082840.0,253155.65625,577421.8125,7600776.0,50082840.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
