epoch,layer_name,layer_active_count,layer_clipped_active_count,layer_clipped_active_fraction,layer_active_preconditioner_mean,layer_active_preconditioner_p95,layer_active_preconditioner_p99,layer_active_preconditioner_max,layer_active_preconditioner_mean_after_clip,layer_active_preconditioner_p95_after_clip,layer_active_preconditioner_p99_after_clip,layer_active_preconditioner_max_after_clip,layer_actual_param_delta_norm,layer_raw_grad_norm,layer_preconditioned_grad_norm,layer_soft_geometry_scale_factor,layer_soft_geometry_scale_factor_min,layer_soft_geometry_scale_factor_p50,layer_soft_geometry_scale_factor_p95,layer_soft_geometry_trigger_active_fraction,layer_soft_geometry_overflow_stat,layer_soft_geometry_overflow_stat_p95
0,critic_backbone.0.weight,3001596,0,0.0,469557.03125,2827790.75,10803237.149999864,99907032.0,469557.03125,2827790.75,10803237.149999864,99907032.0,0.04104684796184301,0.12230339007718223,217.82827137538365,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0,critic_backbone.4.bias,8960,0,0.0,1883.2427978515625,5809.525024414059,9973.572685546875,72934.0078125,1883.2427978515625,5809.525024414059,9973.572685546875,72934.0078125,0.004174393911047705,0.008065314404666424,8.590321748597281,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0,critic_backbone.6.weight,1146880,0,0.0,5402.70654296875,12909.050292968752,23001.6391015624,98397920.0,5402.70654296875,12909.050292968752,23001.6391015624,98397920.0,0.03430647299225841,0.036509778962603635,109.00700885227748,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0,critic_backbone.7.bias,8960,0,0.0,1783.27587890625,4922.495556640616,9029.091523437499,64086.16015625,1783.27587890625,4922.495556640616,9029.091523437499,64086.16015625,0.0051798745324569085,0.008748350352314966,10.821943610055106,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0,critic_backbone.7.weight,8960,0,0.0,12901.2490234375,41777.91777343745,152229.18890625,4675123.0,12901.2490234375,41777.91777343745,152229.18890625,4675123.0,0.006227872723580471,0.004489224691808756,17.29555014201573,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,critic_backbone.0.weight,3001600,0,0.0,468571.125,3021371.25,10334384.0,48952100.0,468571.125,3021371.25,10334384.0,48952100.0,0.035624602969203674,0.31534942111798697,298.72364164079937,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,critic_backbone.4.bias,8960,0,0.0,2126.333251953125,5519.183032226561,8658.338828124999,11563.4482421875,2126.333251953125,5519.183032226561,8658.338828124999,11563.4482421875,0.001632740449193599,0.006326465717782932,10.292472342082432,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,critic_backbone.6.weight,1146880,0,0.0,4025.956787109375,7295.8570068359395,11310.831826171863,24730.869140625,4025.956787109375,7295.8570068359395,11310.831826171863,24730.869140625,0.024030608657215322,0.04462416712194681,164.42853295462473,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,critic_backbone.7.bias,8960,0,0.0,1645.2845458984375,2578.4286865234367,3956.104267578118,8541.916015625,1645.2845458984375,2578.4286865234367,3956.104267578118,8541.916015625,0.0028744505219427605,0.005289104457811586,8.663684810910906,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,critic_backbone.7.weight,8960,0,0.0,3040.431884765625,5686.549121093745,10957.326162109366,69408.90625,3040.431884765625,5686.549121093745,10957.326162109366,69408.90625,0.0040884675965311805,0.0038727890949563255,10.347124099731445,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2,critic_backbone.0.weight,3001600,0,0.0,422098.3125,2784684.25,9253389.259999972,34382580.0,422098.3125,2784684.25,9253389.259999972,34382580.0,0.02762509366231305,0.29742864231978144,227.1907833644322,1.0,1.0,1.0,1.0,0.0,0.0,0.0
