epoch,policy_surrogate_mode,actor_structure_mode,theta_ratio_mean,theta_ratio_std,theta_ratio_max,route_ratio_mean,route_ratio_std,route_ratio_max,theta_approx_kl,route_approx_kl,theta_clip_fraction,route_clip_fraction,theta_only_step_kl,route_only_step_kl,theta_kl_target,route_kl_target,theta_early_stop_count,route_early_stop_count,theta_update_count,route_update_count,route_mask_mean,route_mask_active_fraction
0,hierarchical_actor_factorized_trust_region_pg_route_first,hierarchical_actor_separate_theta_route_backbones,0.9998475313186646,0.16523675620555878,2.6602530479431152,0.9966691136360168,0.13991712033748627,1.665308952331543,0.013359402306377888,0.013294567354023457,0.16833333671092987,0.1466890126466751,0.0001932375254909857,0.0010670108798270423,0.03,0.015,1,10,40,15,0.4970833361148834,0.4970833361148834
1,hierarchical_actor_factorized_trust_region_pg_route_first,hierarchical_actor_separate_theta_route_backbones,1.0071289539337158,0.3255145847797394,4.639540195465088,1.0086432695388794,0.34774407744407654,3.8960750102996826,0.03871987760066986,0.04608606547117233,0.3449999988079071,0.4855687618255615,0.0020586917484511752,0.0030851273844937645,0.03,0.015,9,9,21,19,0.4908333420753479,0.4908333420753479
2,hierarchical_actor_factorized_trust_region_pg_route_first,hierarchical_actor_separate_theta_route_backbones,1.0056155920028687,0.31255224347114563,8.00440502166748,1.0075204372406006,0.31548771262168884,3.633180618286133,0.031228147447109222,0.038707152009010315,0.2991666793823242,0.40771812200546265,0.001888131567587455,0.0024979547096235263,0.03,0.015,8,8,18,18,0.49666666984558105,0.49666666984558105
3,hierarchical_actor_factorized_trust_region_pg_route_first,hierarchical_actor_separate_theta_route_backbones,1.007633924484253,0.3271529972553253,5.610292434692383,1.0068347454071045,0.3025495707988739,3.6902928352355957,0.0374990850687027,0.03454173728823662,0.33125001192092896,0.4090521037578583,0.0015866226988411935,0.0019348905560845095,0.03,0.015,7,9,26,18,0.4879166781902313,0.4879166781902313
4,hierarchical_actor_factorized_trust_region_pg_route_first,hierarchical_actor_separate_theta_route_backbones,0.9963099360466003,0.30962592363357544,6.736746311187744,0.9945360422134399,0.26058027148246765,3.079005002975464,0.04719783738255501,0.041006527841091156,0.3304166793823242,0.3542562425136566,0.0027559501269768753,0.0030573136794070405,0.03,0.015,7,9,22,15,0.4845833480358124,0.4845833480358124
