feature,real_state_mean,real_next_state_mean,counterfactual_next_state_mean,real_state_std,real_next_state_std,counterfactual_next_state_std
workload,0.48659059405326843,0.47330236434936523,0.4732890725135803,0.08987820893526077,0.0742625743150711,0.0742468312382698
access_queue,0.12067016959190369,0.12545950710773468,0.1266023963689804,0.03399534150958061,0.022964997217059135,0.02402571775019169
virtual_queue,0.054671794176101685,0.05719238147139549,0.057573337107896805,0.01353397872298956,0.007327057421207428,0.007699110545217991
local_queue,0.037229519337415695,0.0386531762778759,0.038220539689064026,0.01030995324254036,0.0068488954566419125,0.007176870014518499
bs_queue,0.17559118568897247,0.18345992267131805,0.18519048392772675,0.04676481708884239,0.029114916920661926,0.030954554677009583
