telemetry_step,train_epoch,update_epoch,minibatch_id,final_critic_backbone_delta_norm,backbone_active_count,backbone_clipped_active_count,backbone_clipped_active_fraction,backbone_active_preconditioner_mean,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_active_preconditioner_max,backbone_active_preconditioner_mean_after_clip,backbone_active_preconditioner_p95_after_clip,backbone_active_preconditioner_p99_after_clip,backbone_active_preconditioner_max_after_clip,backbone_soft_geometry_scale_factor_mean,backbone_soft_geometry_scale_factor_p50,backbone_soft_geometry_scale_factor_p95,backbone_soft_geometry_scale_factor_min,backbone_soft_geometry_trigger_active_fraction,backbone_soft_geometry_overflow_stat_mean,backbone_soft_geometry_overflow_stat_p95
0,0,0,0,0.139714928744312,78848,0,0.0,570092.9375,1799155.8687499845,13401296.90999999,90497312.0,570092.9375,1799155.8687499845,13401296.90999999,90497312.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,0,0,1,0.10405426645342544,78848,0,0.0,423145.53125,1430818.5062499496,9395399.0,81855408.0,423145.53125,1430818.5062499496,9395399.0,81855408.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2,0,0,2,0.09148765882232716,78848,0,0.0,343501.40625,1412347.0,8630219.0,50621780.0,343501.40625,1412347.0,8630219.0,50621780.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3,0,0,3,0.07955198831766387,78848,0,0.0,334070.65625,1507189.25,8217102.5,53612768.0,334070.65625,1507189.25,8217102.5,53612768.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
4,0,1,4,0.07888000115038844,78848,0,0.0,318582.28125,1443399.625,7995199.0,55437956.0,318582.28125,1443399.625,7995199.0,55437956.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
5,0,1,5,0.07667243986739158,78848,0,0.0,296455.9375,1361749.375,7602296.874999949,54978856.0,296455.9375,1361749.375,7602296.874999949,54978856.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
6,0,1,6,0.07521368358718628,78848,0,0.0,279165.40625,1348999.7187499916,7288267.0,39423648.0,279165.40625,1348999.7187499916,7288267.0,39423648.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
7,0,1,7,0.07288640928682298,78848,0,0.0,276628.28125,1356026.0,7180269.5,39649952.0,276628.28125,1356026.0,7180269.5,39649952.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
8,0,2,8,0.07401444566323717,78848,0,0.0,267246.625,1323303.5,6952869.0,26951150.0,267246.625,1323303.5,6952869.0,26951150.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
9,0,2,9,0.07288923091350409,78848,0,0.0,262360.0625,1309051.0437499825,6864439.5,27477784.0,262360.0625,1309051.0437499825,6864439.5,27477784.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
10,0,2,10,0.07179661986206537,78848,0,0.0,258520.671875,1322932.375,6837169.5,27629942.0,258520.671875,1322932.375,6837169.5,27629942.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
11,0,2,11,0.06972228134374334,78848,0,0.0,259000.1875,1327341.625,6923878.0,28082478.0,259000.1875,1327341.625,6923878.0,28082478.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
12,0,3,12,0.07022809153300684,78848,0,0.0,257161.484375,1317217.0,7045734.5,28805130.0,257161.484375,1317217.0,7045734.5,28805130.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
13,0,3,13,0.07050644674581613,78848,0,0.0,253930.75,1298180.737499974,6837785.0,29426270.0,253930.75,1298180.737499974,6837785.0,29426270.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
14,0,3,14,0.0697253403504144,78848,0,0.0,250550.625,1268209.125,6758792.5,30143672.0,250550.625,1268209.125,6758792.5,30143672.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
15,0,3,15,0.06833538353264562,78848,0,0.0,250057.640625,1290490.25,6702338.389999967,30014204.0,250057.640625,1290490.25,6702338.389999967,30014204.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
16,0,4,16,0.06905841167578933,78848,0,0.0,249117.640625,1271974.4062499807,6612435.0,30113668.0,249117.640625,1271974.4062499807,6612435.0,30113668.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
17,0,4,17,0.06852901501146946,78848,0,0.0,247639.109375,1260791.931249994,6572190.5,29789428.0,247639.109375,1260791.931249994,6572190.5,29789428.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
18,0,4,18,0.06809404981442763,78848,0,0.0,246218.421875,1244747.5,6574788.0,30352042.0,246218.421875,1244747.5,6574788.0,30352042.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
19,0,4,19,0.0667705832081482,78848,0,0.0,249524.515625,1258420.625,6640176.5,30880434.0,249524.515625,1258420.625,6640176.5,30880434.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
20,0,5,20,0.06673120369106249,78848,0,0.0,250330.9375,1263232.375,6634659.5,31344108.0,250330.9375,1263232.375,6634659.5,31344108.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
21,0,5,21,0.06717901134893461,78848,0,0.0,245411.953125,1264271.381249987,6527033.0,29090756.0,245411.953125,1264271.381249987,6527033.0,29090756.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
22,0,5,22,0.0664885131433886,78848,0,0.0,245991.71875,1259319.75,6515098.0,29033016.0,245991.71875,1259319.75,6515098.0,29033016.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
23,0,5,23,0.0655937908346371,78848,0,0.0,246090.234375,1271333.8374999915,6478323.0,28111830.0,246090.234375,1271333.8374999915,6478323.0,28111830.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
24,0,6,24,0.06654285581898074,78848,0,0.0,243515.734375,1248443.125,6402349.0,26519868.0,243515.734375,1248443.125,6402349.0,26519868.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
25,0,6,25,0.0658058104879336,78848,0,0.0,244068.578125,1260010.75,6455121.0,25917674.0,244068.578125,1260010.75,6455121.0,25917674.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
26,0,6,26,0.06468623227212149,78848,0,0.0,244824.96875,1271584.375,6509403.314999997,25237580.0,244824.96875,1271584.375,6509403.314999997,25237580.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
27,0,6,27,0.0651963458551867,78848,0,0.0,245170.9375,1257904.125,6512539.0,25296708.0,245170.9375,1257904.125,6512539.0,25296708.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
28,0,7,28,0.06441403720884332,78848,0,0.0,246409.015625,1263146.0,6485918.5,25105314.0,246409.015625,1263146.0,6485918.5,25105314.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
29,0,7,29,0.06464542878368804,78848,0,0.0,245528.046875,1265296.375,6470919.0,25363602.0,245528.046875,1265296.375,6470919.0,25363602.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
30,0,7,30,0.06343864451915864,78848,0,0.0,246229.21875,1266886.125,6453877.0,25617442.0,246229.21875,1266886.125,6453877.0,25617442.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
31,0,7,31,0.06267629767696084,78848,0,0.0,246626.5,1272540.756249999,6400975.5,25804326.0,246626.5,1272540.756249999,6400975.5,25804326.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
32,0,8,32,0.06250862498714477,78848,0,0.0,246863.1875,1268349.75,6469043.0,26015962.0,246863.1875,1268349.75,6469043.0,26015962.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
33,0,8,33,0.061371485228414804,78848,0,0.0,248148.109375,1271956.75,6498475.5,26198504.0,248148.109375,1271956.75,6498475.5,26198504.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
34,0,8,34,0.060767165033917575,78848,0,0.0,249758.4375,1274036.25,6573592.0,26422058.0,249758.4375,1274036.25,6573592.0,26422058.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
35,0,8,35,0.058987619335174594,78848,0,0.0,252007.5,1288211.375,6657288.0,26629774.0,252007.5,1288211.375,6657288.0,26629774.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
36,0,9,36,0.05842486697797396,78848,0,0.0,253493.328125,1292414.0,6690939.5,26821684.0,253493.328125,1292414.0,6690939.5,26821684.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
37,0,9,37,0.0575376746636782,78848,0,0.0,255256.859375,1305521.0,6738058.5,26762124.0,255256.859375,1305521.0,6738058.5,26762124.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
38,0,9,38,0.056583037444650625,78848,0,0.0,256817.84375,1322155.875,6808641.5,26978536.0,256817.84375,1322155.875,6808641.5,26978536.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
39,0,9,39,0.05600664988560356,78848,0,0.0,258270.671875,1331175.375,6875534.0,26940344.0,258270.671875,1331175.375,6875534.0,26940344.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
40,1,0,0,0.05690707392891923,78848,0,0.0,254994.734375,1329944.25,6729492.5,27185554.0,254994.734375,1329944.25,6729492.5,27185554.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
41,1,0,1,0.05706945139977795,78848,0,0.0,253720.3125,1315840.375,6806902.5,27411614.0,253720.3125,1315840.375,6806902.5,27411614.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
42,1,0,2,0.05717002655640738,78848,0,0.0,253230.5,1311891.75,6800453.5,26815666.0,253230.5,1311891.75,6800453.5,26815666.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
43,1,0,3,0.06280176113584929,78848,0,0.0,245246.984375,1283630.625,6579862.0,24575420.0,245246.984375,1283630.625,6579862.0,24575420.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
44,1,1,4,0.06307200365186218,78848,0,0.0,245544.046875,1288649.875,6626623.079999992,24234260.0,245544.046875,1288649.875,6626623.079999992,24234260.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
45,1,1,5,0.06195500917642725,78848,0,0.0,246075.03125,1291748.25,6648158.0,24436686.0,246075.03125,1291748.25,6648158.0,24436686.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
46,1,1,6,0.06064134111512694,78848,0,0.0,246687.421875,1294795.0,6621683.0,24618508.0,246687.421875,1294795.0,6621683.0,24618508.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
47,1,1,7,0.0582499562230705,78848,0,0.0,248499.609375,1307882.5,6653774.5,24618998.0,248499.609375,1307882.5,6653774.5,24618998.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
48,1,2,8,0.056823271479920695,78848,0,0.0,250108.03125,1318714.5,6619653.5,24815510.0,250108.03125,1318714.5,6619653.5,24815510.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
49,1,2,9,0.0554124597556499,78848,0,0.0,251524.4375,1328543.44374998,6659549.5,24986412.0,251524.4375,1328543.44374998,6659549.5,24986412.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
50,1,2,10,0.054356337484088434,78848,0,0.0,252975.5,1338243.2374999942,6721792.5,24925512.0,252975.5,1338243.2374999942,6721792.5,24925512.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
51,1,2,11,0.05328848254571983,78848,0,0.0,254299.640625,1336289.625,6781547.0,25108664.0,254299.640625,1336289.625,6781547.0,25108664.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
52,1,3,12,0.05185239762847966,78848,0,0.0,255947.265625,1346080.625,6842356.0,25282278.0,255947.265625,1346080.625,6842356.0,25282278.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
53,1,3,13,0.050378965156853674,78848,0,0.0,257632.59375,1356239.125,6901860.0,25459076.0,257632.59375,1356239.125,6901860.0,25459076.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
54,1,3,14,0.04902095980357966,78848,0,0.0,259276.421875,1365134.75,6962311.5,25633908.0,259276.421875,1365134.75,6962311.5,25633908.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
55,1,3,15,0.049675243597484445,78848,0,0.0,260351.609375,1373550.125,7018036.5,25286990.0,260351.609375,1373550.125,7018036.5,25286990.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
56,1,4,16,0.0481637747107171,78848,0,0.0,262360.15625,1384226.875,7076664.5,25455836.0,262360.15625,1384226.875,7076664.5,25455836.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
57,1,4,17,0.0465441868179537,78848,0,0.0,264206.375,1395351.625,7134956.5,25618354.0,264206.375,1395351.625,7134956.5,25618354.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
58,1,4,18,0.04485493385110796,78848,0,0.0,266072.90625,1405586.0,7193453.5,25760364.0,266072.90625,1405586.0,7193453.5,25760364.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
59,1,4,19,0.05282980988439526,78848,0,0.0,265173.5,1412050.5,7224856.524999994,25557672.0,265173.5,1412050.5,7224856.524999994,25557672.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
60,1,5,20,0.04828299599167098,78848,0,0.0,267093.40625,1423383.875,7281092.164999994,25718224.0,267093.40625,1423383.875,7281092.164999994,25718224.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
61,1,5,21,0.04588715461150368,78848,0,0.0,268554.5,1430303.625,7333029.919999989,25849316.0,268554.5,1430303.625,7333029.919999989,25849316.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
62,1,5,22,0.043791559907186306,78848,0,0.0,270382.8125,1440226.0,7388215.279999987,26007238.0,270382.8125,1440226.0,7388215.279999987,26007238.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
63,1,5,23,0.0477328379978302,78848,0,0.0,268424.625,1409062.75,7367258.5,25846458.0,268424.625,1409062.75,7367258.5,25846458.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
64,1,6,24,0.04253075556962662,78848,0,0.0,265846.8125,1399130.625,7385484.0,22850428.0,265846.8125,1399130.625,7385484.0,22850428.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
65,1,6,25,0.04027157727588989,78848,0,0.0,267598.3125,1406279.875,7438557.5,22980812.0,267598.3125,1406279.875,7438557.5,22980812.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
66,1,6,26,0.038555299057738225,78848,0,0.0,268552.09375,1417096.375,7492015.0,23050478.0,268552.09375,1417096.375,7492015.0,23050478.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
67,1,6,27,0.03699636685056491,78848,0,0.0,270297.09375,1427595.5,7542355.5,23159936.0,270297.09375,1427595.5,7542355.5,23159936.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
68,1,7,28,0.03564010149135299,78848,0,0.0,272093.375,1438175.0,7595191.5,23253270.0,272093.375,1438175.0,7595191.5,23253270.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
69,1,7,29,0.038184754743723834,78848,0,0.0,272698.6875,1443589.125,7534594.0,23372636.0,272698.6875,1443589.125,7534594.0,23372636.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
70,1,7,30,0.03739188047139611,78848,0,0.0,274223.625,1453742.25,7573373.5,23390902.0,274223.625,1453742.25,7573373.5,23390902.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
71,1,7,31,0.03505515471085354,78848,0,0.0,275997.78125,1464146.875,7609485.0,23471982.0,275997.78125,1464146.875,7609485.0,23471982.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
72,1,8,32,0.03392227196202187,78848,0,0.0,277670.5,1473742.0,7654270.0,23496842.0,277670.5,1473742.0,7654270.0,23496842.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
73,1,8,33,0.033845964760981846,78848,0,0.0,279323.5,1483870.25,7698769.0,23610704.0,279323.5,1483870.25,7698769.0,23610704.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
74,1,8,34,0.034099279985227375,78848,0,0.0,280483.34375,1490982.625,7684499.5,23449820.0,280483.34375,1490982.625,7684499.5,23449820.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
75,1,8,35,0.032872972982104724,78848,0,0.0,282080.84375,1500378.25,7691854.5,23499922.0,282080.84375,1500378.25,7691854.5,23499922.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
76,1,9,36,0.033226681884864454,78848,0,0.0,283578.3125,1510225.75,7721536.0,23555654.0,283578.3125,1510225.75,7721536.0,23555654.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
