telemetry_step,train_epoch,update_epoch,minibatch_id,final_critic_backbone_delta_norm,backbone_active_count,backbone_clipped_active_count,backbone_clipped_active_fraction,backbone_active_preconditioner_mean,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_active_preconditioner_max,backbone_active_preconditioner_mean_after_clip,backbone_active_preconditioner_p95_after_clip,backbone_active_preconditioner_p99_after_clip,backbone_active_preconditioner_max_after_clip,backbone_soft_geometry_scale_factor_mean,backbone_soft_geometry_scale_factor_min,backbone_soft_geometry_trigger_active_fraction,backbone_soft_geometry_overflow_stat_mean
28,0,4,28,0.053621252305727035,76800,28219,0.36743489583333333,208445.546875,415648.96875,5984976.0,52185636.0,2207.0107421875,3999.999755859375,5279.379316406246,14593.3681640625,1.0,1.0,0.0,0.0
29,0,4,29,0.05362273068856456,76800,28467,0.3706640625,208847.71875,416331.5,5969837.5,52398324.0,2215.287109375,3999.999755859375,5308.329638671875,14401.6669921875,1.0,1.0,0.0,0.0
30,0,4,30,0.05301314862056121,76800,28774,0.3746614583333333,209827.484375,417156.78125,5889168.039999507,52622512.0,2225.3330078125,3999.999755859375,5326.956396484375,14624.93359375,1.0,1.0,0.0,0.0
31,0,4,31,0.05278366670070811,76800,28806,0.375078125,208865.3125,413846.84375,5842901.654999858,52966416.0,2230.00830078125,3999.999755859375,5348.176279296875,14860.41015625,1.0,1.0,0.0,0.0
32,0,4,32,0.05317146015050504,76800,28900,0.3763020833333333,208814.109375,410811.9375,5845855.679999812,53348276.0,2235.552978515625,3999.999755859375,5376.419409179687,15092.771484375,1.0,1.0,0.0,0.0
33,0,4,33,0.052400110188619266,76800,29053,0.37829427083333333,209171.734375,409496.84375,5873756.0,53618140.0,2242.275634765625,3999.999755859375,5388.344042968749,15181.3134765625,1.0,1.0,0.0,0.0
34,0,4,34,0.05198064090176751,76800,28586,0.37221354166666665,209386.65625,411429.28125,5911823.0,53794796.0,2231.338623046875,3999.999755859375,5311.933896484374,15164.3720703125,1.0,1.0,0.0,0.0
35,0,5,35,0.0513949265641105,76800,28893,0.3762109375,210542.015625,414508.84375,5851234.0,54148108.0,2241.674072265625,3999.999755859375,5339.965507812495,15381.5263671875,1.0,1.0,0.0,0.0
36,0,5,36,0.05049383278346708,76800,29220,0.38046875,211849.5,417692.78125,5859436.5,54467860.0,2252.546142578125,3999.999755859375,5370.097822265622,15541.478515625,1.0,1.0,0.0,0.0
37,0,5,37,0.0501079367563942,76800,29433,0.3832421875,212221.609375,419404.1875,5868529.5,52554836.0,2259.99755859375,3999.999755859375,5391.726425781249,15309.1318359375,1.0,1.0,0.0,0.0
38,0,5,38,0.04949994238064625,76800,29631,0.3858203125,213185.296875,421085.59375,5910227.0,52736956.0,2269.095703125,3999.999755859375,5430.789096679682,14981.501953125,1.0,1.0,0.0,0.0
39,0,5,39,0.048911516776206525,76800,29818,0.3882552083333333,214030.109375,423688.09375,5914338.0,53056480.0,2277.342041015625,3999.999755859375,5453.389018554677,15117.1572265625,1.0,1.0,0.0,0.0
40,0,5,40,0.0483577737652726,76800,30090,0.391796875,214678.4375,424588.5,5951160.5,52760100.0,2285.4306640625,4006.6020507812505,5465.764853515613,15194.1865234375,1.0,1.0,0.0,0.0
41,0,5,41,0.04828369590840919,76800,29398,0.38278645833333336,215740.046875,427097.6875,6019633.5,52791816.0,2273.359130859375,3999.999755859375,5437.966557617174,15380.865234375,1.0,1.0,0.0,0.0
42,0,6,42,0.048123194613970896,76800,29665,0.38626302083333336,216709.1875,429243.78125,6041553.0,52970840.0,2282.82275390625,4015.177001953125,5469.2934765624805,15295.4267578125,1.0,1.0,0.0,0.0
43,0,6,43,0.04711395047896284,76800,29970,0.390234375,218218.28125,433092.28125,6093030.0,53199512.0,2293.500732421875,4042.5954345703126,5496.456533203124,15351.6318359375,1.0,1.0,0.0,0.0
44,0,6,44,0.04566434681124692,76800,30307,0.3946223958333333,219756.453125,436917.53125,6143408.5,53481616.0,2305.424560546875,4077.832421875001,5536.163486328122,15392.6806640625,1.0,1.0,0.0,0.0
45,0,6,45,0.04460270994161402,76800,30582,0.398203125,221042.28125,440267.25,6192645.5,52943204.0,2316.26123046875,4106.4664306640625,5567.156972656248,15559.6650390625,1.0,1.0,0.0,0.0
46,0,6,46,0.04369813335808322,76800,30859,0.4018098958333333,222428.234375,443374.84375,6229818.5,52821260.0,2326.49462890625,4134.547900390625,5603.449492187497,15653.4111328125,1.0,1.0,0.0,0.0
47,0,6,47,0.04234701284423085,76800,31193,0.4061588541666667,223914.265625,447031.53125,6260327.0,53001948.0,2337.9013671875,4170.485571289063,5639.462983398424,15665.8154296875,1.0,1.0,0.0,0.0
48,0,6,48,0.04142372424737189,76800,31354,0.40825520833333334,225312.671875,451403.9375,6287377.0,52418608.0,2344.78515625,4187.244287109375,5651.816386718748,15828.7763671875,1.0,1.0,0.0,0.0
49,0,7,49,0.0406782879243794,76800,31694,0.41268229166666665,226661.8125,455587.5625,6339132.5,52132024.0,2355.880859375,4214.379931640627,5689.419409179674,15992.5966796875,1.0,1.0,0.0,0.0
50,0,7,50,0.039541177078862316,76800,31994,0.41658854166666665,228327.6875,459691.5,6386061.5,52376140.0,2367.802490234375,4251.670507812501,5726.4566064452765,16155.0625,1.0,1.0,0.0,0.0
51,0,7,51,0.03906773010878727,76800,32226,0.419609375,229777.125,463853.59375,6436692.0,52446464.0,2377.375244140625,4279.608447265626,5767.344321289047,16118.375,1.0,1.0,0.0,0.0
52,0,7,52,0.038180452335710297,76800,32543,0.4237369791666667,231184.109375,467887.1875,6481350.0,52478956.0,2387.504638671875,4308.779467773439,5799.434389648437,16022.0927734375,1.0,1.0,0.0,0.0
53,0,7,53,0.03784790418788572,76800,32484,0.42296875,231960.265625,471424.21875,6482589.0,52095156.0,2390.9609375,4325.9942382812515,5822.6234423828055,15950.677734375,1.0,1.0,0.0,0.0
54,0,7,54,0.03691409408808295,76800,32764,0.42661458333333335,233457.625,475577.65625,6514287.0,51832392.0,2401.003662109375,4355.966113281252,5862.162661132808,15580.38671875,1.0,1.0,0.0,0.0
55,0,7,55,0.03622304363921069,76800,32923,0.42868489583333336,235083.171875,479857.6875,6562543.0,52059816.0,2407.796142578125,4365.771875000001,5873.14130859375,15709.6806640625,1.0,1.0,0.0,0.0
56,0,8,56,0.03520510433971857,76800,32924,0.4286979166666667,236776.265625,484161.8125,6616389.5,52065968.0,2413.080078125,4384.409472656252,5898.0601220703,15842.283203125,1.0,1.0,0.0,0.0
57,0,8,57,0.03501459713263559,76800,32968,0.4292708333333333,238454.21875,488481.15625,6666073.5,52212256.0,2418.097900390625,4404.872949218752,5935.603984374997,15863.259765625,1.0,1.0,0.0,0.0
58,0,8,58,0.03395107186138077,76800,33297,0.4335546875,240012.21875,492628.46875,6719891.0,52297856.0,2428.899658203125,4440.463574218751,5981.123862304686,15943.966796875,1.0,1.0,0.0,0.0
59,0,8,59,0.032963793484301056,76800,33518,0.4364322916666667,241668.21875,496796.15625,6773346.5,52341360.0,2438.677001953125,4469.567041015626,6022.884999999998,15997.2060546875,1.0,1.0,0.0,0.0
60,0,8,60,0.032027421498205366,76800,33811,0.44024739583333333,243216.5625,500912.1875,6826358.5,52466012.0,2449.11669921875,4503.918115234375,6063.137607421871,15937.484375,1.0,1.0,0.0,0.0
61,0,8,61,0.031117305848419784,76800,34097,0.44397135416666667,244694.640625,505052.3125,6879502.5,52210652.0,2459.60205078125,4536.116894531254,6106.368823242187,15981.6357421875,1.0,1.0,0.0,0.0
62,0,8,62,0.032948365990761966,76800,33974,0.4423697916666667,245956.265625,509024.15625,6929730.5,51878636.0,2459.093017578125,4530.6241455078125,6087.462993164058,14767.515625,1.0,1.0,0.0,0.0
63,0,9,63,0.03186462262841911,76800,34246,0.44591145833333334,247488.765625,513003.25,6981268.5,51954456.0,2469.533203125,4563.252465820313,6128.209716796865,14842.5927734375,1.0,1.0,0.0,0.0
64,0,9,64,0.030993901648300258,76800,34398,0.447890625,248712.859375,516820.15625,7028553.5,51898604.0,2476.76171875,4591.424389648438,6162.843393554686,14959.8984375,1.0,1.0,0.0,0.0
65,0,9,65,0.031229708460594075,76800,34396,0.44786458333333334,249485.859375,520750.03125,7075447.0,51992996.0,2480.88623046875,4606.418188476564,6188.065971679685,14854.638671875,1.0,1.0,0.0,0.0
66,0,9,66,0.03073200952704189,76800,34554,0.449921875,251036.1875,524766.5625,7121466.0,52137108.0,2488.91455078125,4633.819018554688,6212.583769531245,14967.470703125,1.0,1.0,0.0,0.0
67,0,9,67,0.0325961320775697,76800,33719,0.43904947916666665,250719.703125,527921.4375,7167698.5,51709732.0,2474.329833984375,4619.221752929688,6190.210727539062,14684.501953125,1.0,1.0,0.0,0.0
68,0,9,68,0.033862124894226034,76800,33459,0.4356640625,251375.0625,531466.75,7206659.0,51866880.0,2474.167724609375,4637.803027343751,6221.341723632812,14765.4873046875,1.0,1.0,0.0,0.0
69,0,9,69,0.03286604033112566,76800,33664,0.43833333333333335,252753.171875,535324.9375,7256459.0,52020300.0,2481.5009765625,4654.111987304688,6241.034257812497,14825.287109375,1.0,1.0,0.0,0.0
70,1,0,0,0.03452513985888702,76800,33496,0.43614583333333334,250824.75,537989.6875,7150727.5,52193612.0,2482.167724609375,4668.597045898438,6255.454179687499,14927.49609375,1.0,1.0,0.0,0.0
71,1,0,1,0.03375530949519903,76800,33590,0.4373697916666667,251125.09375,541099.75,7116126.0,52197860.0,2486.93994140625,4684.047900390627,6260.950126953119,15031.2822265625,1.0,1.0,0.0,0.0
72,1,0,2,0.0356593389811848,76800,33383,0.4346744791666667,250228.5,543305.125,7015655.5,52303596.0,2485.178466796875,4684.87351074219,6269.0031542968645,15117.4140625,1.0,1.0,0.0,0.0
73,1,0,3,0.03494521845526841,76800,33504,0.43625,250835.546875,545846.25,6992427.0,52398168.0,2492.020751953125,4708.7618164062515,6295.223813476562,15193.8203125,1.0,1.0,0.0,0.0
74,1,0,4,0.03307066903734524,76800,33637,0.43798177083333334,251766.453125,547603.125,7027294.0,52462020.0,2498.666748046875,4731.492529296876,6321.621875,15289.84375,1.0,1.0,0.0,0.0
75,1,0,5,0.035269887019686925,76800,33252,0.43296875,250455.4375,547992.4375,7019924.0,52547160.0,2495.0390625,4733.187500000002,6323.3545312499655,15181.1005859375,1.0,1.0,0.0,0.0
76,1,0,6,0.04224793285302737,76800,31937,0.41584635416666665,247537.40625,533139.375,6964707.0,51737236.0,2462.68212890625,4658.395922851567,6274.597749023434,15161.0654296875,1.0,1.0,0.0,0.0
77,1,1,7,0.04011535611090074,76800,32114,0.41815104166666667,248572.1875,535793.3125,7004281.5,51899780.0,2470.087890625,4681.259741210939,6306.063422851558,15252.578125,1.0,1.0,0.0,0.0
78,1,1,8,0.037870535625757464,76800,32317,0.4207942708333333,249705.234375,538778.3125,7047042.0,52061596.0,2477.923583984375,4705.462475585938,6333.547641601548,15322.072265625,1.0,1.0,0.0,0.0
79,1,1,9,0.03651270032163844,76800,32466,0.422734375,250639.8125,541632.5625,7086380.5,52218460.0,2484.24560546875,4727.888061523438,6365.934902343742,15387.0419921875,1.0,1.0,0.0,0.0
80,1,1,10,0.03459777101812499,76800,32697,0.4257421875,251796.140625,544560.125,7128242.0,52371256.0,2492.3134765625,4752.473388671878,6400.214594726562,15448.392578125,1.0,1.0,0.0,0.0
81,1,1,11,0.033207089321362494,76800,32909,0.4285026041666667,253050.109375,547743.5,7167982.0,52530004.0,2500.091796875,4778.436206054687,6431.0804492187435,15547.2412109375,1.0,1.0,0.0,0.0
82,1,1,12,0.03178125190443876,76800,33109,0.4311067708333333,253964.140625,549735.0,7207049.5,52670572.0,2506.9638671875,4800.919799804688,6453.264638671873,15626.3662109375,1.0,1.0,0.0,0.0
83,1,1,13,0.03081426792838441,76800,33252,0.43296875,254933.046875,552890.4375,7248630.0,52816356.0,2512.470458984375,4818.408471679688,6472.108847656245,15678.58203125,1.0,1.0,0.0,0.0
84,1,2,14,0.03024884012372246,76800,33444,0.43546875,256184.609375,556100.8125,7289001.5,52952756.0,2519.829345703125,4843.756469726563,6509.296245117177,15775.5625,1.0,1.0,0.0,0.0
85,1,2,15,0.0289349611133071,76800,33654,0.438203125,257383.28125,559027.9375,7324130.5,53082596.0,2527.687744140625,4870.644116210939,6542.254257812499,15845.9423828125,1.0,1.0,0.0,0.0
86,1,2,16,0.0280513423315895,76800,33817,0.4403255208333333,258604.046875,561730.1875,7360471.0,53231712.0,2534.68359375,4894.851684570313,6564.996611328121,15908.5625,1.0,1.0,0.0,0.0
87,1,2,17,0.029815919166269838,76800,33835,0.4405598958333333,259695.625,564826.75,7400375.5,53289476.0,2538.030517578125,4911.335034179688,6584.12721191406,15931.2626953125,1.0,1.0,0.0,0.0
88,1,2,18,0.029789350828089596,76800,33994,0.44263020833333333,260939.703125,567992.0625,7440380.5,53424548.0,2544.2587890625,4934.4898681640625,6599.7341015625,15864.0478515625,1.0,1.0,0.0,0.0
89,1,2,19,0.03349041542206663,76800,33737,0.43928385416666665,262147.6875,570765.375,7477410.0,53544216.0,2541.636962890625,4935.388989257814,6603.440415039052,15925.9921875,1.0,1.0,0.0,0.0
90,1,2,20,0.036839477525964705,76800,32815,0.42727864583333336,262743.875,572419.75,7516931.0,53629196.0,2526.7724609375,4910.3924560546875,6583.634360351555,15894.8056640625,1.0,1.0,0.0,0.0
91,1,3,21,0.03784967931809618,76800,32480,0.42291666666666666,263589.65625,575033.25,7556507.5,53737408.0,2520.666259765625,4898.805249023438,6575.758530273411,15939.4921875,1.0,1.0,0.0,0.0
92,1,3,22,0.03572182501518187,76800,32686,0.42559895833333333,264798.4375,578080.375,7594877.0,53854132.0,2527.922607421875,4922.208569335938,6606.540151367179,15994.24609375,1.0,1.0,0.0,0.0
93,1,3,23,0.0332812445436954,76800,32890,0.42825520833333336,266035.03125,581171.1875,7631626.0,53991984.0,2535.4423828125,4948.609667968751,6639.217895507812,16077.4111328125,1.0,1.0,0.0,0.0
94,1,3,24,0.03386606191959001,76800,32752,0.42645833333333333,267172.125,583766.375,7670004.0,54120572.0,2533.029052734375,4941.728369140626,6645.79009765625,16146.4990234375,1.0,1.0,0.0,0.0
95,1,3,25,0.03215601219882146,76800,32856,0.4278125,268040.0,586047.5,7698462.5,54256732.0,2538.36083984375,4957.92216796875,6660.755727539047,16198.6982421875,1.0,1.0,0.0,0.0
96,1,3,26,0.03268404125723109,76800,32861,0.42787760416666665,269108.09375,589022.625,7736835.0,53996764.0,2540.06201171875,4964.9793701171875,6658.48561035156,16266.474609375,1.0,1.0,0.0,0.0
97,1,3,27,0.03171711496139584,76800,32975,0.4293619791666667,270257.1875,592169.125,7772796.5,54023296.0,2544.151123046875,4975.095654296876,6652.977553710937,16304.5546875,1.0,1.0,0.0,0.0
98,1,4,28,0.03293876940629569,76800,32457,0.4226171875,270939.6875,595310.1875,7787435.0,54140132.0,2527.877197265625,4941.252685546876,6650.561904296869,15883.8525390625,1.0,1.0,0.0,0.0
99,1,4,29,0.031644403234756674,76800,32570,0.42408854166666665,272057.8125,598254.4375,7810712.0,54219044.0,2531.99169921875,4953.589477539064,6663.555966796871,15953.2548828125,1.0,1.0,0.0,0.0
100,1,4,30,0.03826434325022438,76800,31733,0.4131901041666667,271701.90625,597639.5625,7775062.0,54173648.0,2515.450927734375,4919.160986328127,6632.405195312492,16006.884765625,1.0,1.0,0.0,0.0
101,1,4,31,0.03791086331267661,76800,31614,0.411640625,272540.28125,600713.8125,7802732.0,53909832.0,2516.038818359375,4928.952075195314,6642.893349609366,16086.7978515625,1.0,1.0,0.0,0.0
102,1,4,32,0.04142821710492604,76800,31015,0.40384114583333336,272301.5625,601717.875,7801796.0,53883520.0,2504.717529296875,4898.950561523439,6608.781508789061,16032.181640625,1.0,1.0,0.0,0.0
103,1,4,33,0.04563945073563667,76800,30466,0.3966927083333333,272045.5,602200.0625,7837235.5,53202032.0,2487.84765625,4854.604931640625,6550.133466796874,15922.845703125,1.0,1.0,0.0,0.0
104,1,4,34,0.0466576525301766,76800,30008,0.3907291666666667,271721.875,603283.5,7862462.0,53046348.0,2473.520751953125,4818.218701171876,6498.4934130859365,15576.3642578125,1.0,1.0,0.0,0.0
105,1,5,35,0.05128490595631025,76800,28717,0.3739192708333333,270133.5,603193.9375,7896611.0,53140532.0,2439.07421875,4715.840087890626,6387.380795898431,15463.2548828125,1.0,1.0,0.0,0.0
106,1,5,36,0.05102817058169135,76800,27467,0.3576432291666667,268630.15625,600421.875,7901077.5,53119088.0,2410.657958984375,4667.9349121093765,6350.585439453123,15380.6591796875,1.0,1.0,0.0,0.0
107,1,5,37,0.04916281303407044,76800,27250,0.3548177083333333,266505.0,597201.375,7621899.5,51962872.0,2402.766357421875,4630.402270507813,6321.960839843746,15359.796875,1.0,1.0,0.0,0.0
108,1,5,38,0.054104228140023664,76800,26445,0.3443359375,265256.46875,598878.9375,7307547.059998437,50698224.0,2366.2021484375,4464.198095703127,6175.05391601562,13831.1044921875,1.0,1.0,0.0,0.0
109,1,5,39,0.04987854680897314,76800,25709,0.3347526041666667,263624.5625,600909.4375,7315932.049998894,50782420.0,2340.003662109375,4395.807788085939,6123.094082031249,13895.4541015625,1.0,1.0,0.0,0.0
110,1,5,40,0.051051211277788326,76800,25124,0.3271354166666667,263819.625,601591.25,7345651.929999032,50736396.0,2318.864990234375,4352.043652343751,6082.3626171874985,13346.2314453125,1.0,1.0,0.0,0.0
111,1,5,41,0.05202647580634538,76800,24666,0.321171875,261780.453125,595005.5625,7373530.724999374,50736140.0,2296.5576171875,4299.185009765626,6052.091909179686,13378.982421875,1.0,1.0,0.0,0.0
112,1,6,42,0.049720750196460654,76800,24415,0.31790364583333336,261735.84375,596314.25,7404025.784999937,50330184.0,2284.33837890625,4263.051391601566,6012.484335937491,13151.9091796875,1.0,1.0,0.0,0.0
113,1,6,43,0.04839869355605764,76800,24140,0.3143229166666667,261854.0,598093.875,7431268.71999992,49833176.0,2269.180908203125,4216.474853515626,5970.136425781232,13204.7568359375,1.0,1.0,0.0,0.0
114,1,6,44,0.04970621523081255,76800,23922,0.311484375,262054.1875,600753.0,7455459.5,49916088.0,2256.839599609375,4174.369653320313,5927.8860302734365,13185.4697265625,1.0,1.0,0.0,0.0
115,1,6,45,0.051430447093908836,76800,23778,0.309609375,260687.890625,598770.875,7297573.0,50030676.0,2249.878173828125,4152.143115234376,5897.000078124991,13245.3076171875,1.0,1.0,0.0,0.0
116,1,6,46,0.049897967313433954,76800,23674,0.3082552083333333,261212.53125,601445.375,7325533.5,49827584.0,2244.3974609375,4141.448657226563,5888.313872070302,13132.607421875,1.0,1.0,0.0,0.0
117,1,6,47,0.05381497875994138,76800,23394,0.304609375,260072.484375,602446.375,7273120.0,48111392.0,2229.5927734375,4094.710607910157,5839.3731152343635,13171.931640625,1.0,1.0,0.0,0.0
118,1,6,48,0.05335093258202505,76800,23419,0.30493489583333333,260312.34375,604131.75,7299161.0,48156288.0,2229.678466796875,4079.5106811523447,5831.027885742172,13136.134765625,1.0,1.0,0.0,0.0
119,1,7,49,0.055540514023811625,76800,23044,0.30005208333333333,260522.234375,606423.25,7298239.5,48231096.0,2210.968017578125,4016.828259277344,5757.907807617187,13119.658203125,1.0,1.0,0.0,0.0
120,1,7,50,0.055720819824440354,76800,22669,0.29516927083333333,259461.0625,604928.8125,7304571.5,48340232.0,2191.822998046875,3999.999755859375,5704.554633789061,13117.22265625,1.0,1.0,0.0,0.0
121,1,7,51,0.057300117824594765,76800,22517,0.2931901041666667,259139.734375,606403.875,7298054.5,47451348.0,2185.028076171875,3999.999755859375,5659.594716796858,13147.6796875,1.0,1.0,0.0,0.0
122,1,7,52,0.059280393793315934,76800,22060,0.2872395833333333,258071.703125,607450.0,7255103.5,47502788.0,2164.62255859375,3999.999755859375,5532.922241210924,13187.0166015625,1.0,1.0,0.0,0.0
123,1,7,53,0.060605173737447476,76800,21755,0.28326822916666666,257642.421875,610008.375,7281228.0,47473556.0,2149.374755859375,3999.999755859375,5498.039013671873,13239.5546875,1.0,1.0,0.0,0.0
124,1,7,54,0.06505762903375364,76800,21328,0.27770833333333333,257468.265625,610298.125,7247872.5,47577832.0,2130.03759765625,3999.999755859375,5449.129433593742,13198.0009765625,1.0,1.0,0.0,0.0
125,1,7,55,0.05968352306995132,76800,20943,0.2726953125,255352.0,611690.0625,7152793.084999951,47683476.0,2114.55029296875,3999.999755859375,5389.779863281244,13246.62109375,1.0,1.0,0.0,0.0
126,1,8,56,0.055205622043599675,76800,20886,0.271953125,255519.921875,613646.4375,7150173.829999791,47788068.0,2109.530517578125,3999.999755859375,5362.893525390614,13286.08203125,1.0,1.0,0.0,0.0
127,1,8,57,0.05516529075163156,76800,20657,0.2689713541666667,253970.6875,608316.5625,7171515.5,47269468.0,2099.233642578125,3999.999755859375,5341.25798828123,13331.9052734375,1.0,1.0,0.0,0.0
