epoch,layer_name,layer_active_count,layer_clipped_active_count,layer_clipped_active_fraction,layer_active_preconditioner_mean,layer_active_preconditioner_p95,layer_active_preconditioner_p99,layer_active_preconditioner_max,layer_active_preconditioner_mean_after_clip,layer_active_preconditioner_p95_after_clip,layer_active_preconditioner_p99_after_clip,layer_active_preconditioner_max_after_clip,layer_actual_param_delta_norm,layer_raw_grad_norm,layer_preconditioned_grad_norm,layer_soft_geometry_scale_factor,layer_soft_geometry_trigger_active_fraction,layer_soft_geometry_overflow_stat
3,critic_backbone.7.weight,8960,70,0.0078125,2504.45458984375,3188.7690795898434,3638.727258300781,20575.923828125,2386.92578125,3188.7690795898434,3638.727258300781,3999.999755859375,0.0016344407265673259,0.0029601435617743325,7.053076195716858,1.0,0.0,0.0
4,critic_backbone.0.weight,3001600,436970,0.14557902452025587,420969.71875,2768647.25,9298316.0,37122228.0,1111.248046875,1999.9998779296875,1999.9998779296875,1999.9998779296875,0.020304725019793426,0.1786881903984717,139.66035962785995,1.0,0.0,0.0
4,critic_backbone.4.bias,8960,502,0.056026785714285716,2056.3564453125,4391.893408203123,5674.127314453125,5987.822265625,1999.093505859375,3999.999755859375,3999.999755859375,3999.999755859375,0.001522566714889503,0.005538131272520072,8.764232988016946,1.0,0.0,0.0
4,critic_backbone.6.weight,1146880,138073,0.12039010184151785,3234.182861328125,4468.01748046875,5455.988588867185,9206.1279296875,3163.791748046875,3999.999755859375,3999.999755859375,3999.999755859375,0.01658931930682489,0.03523498498169439,105.26410440717424,1.0,0.0,0.0
4,critic_backbone.7.bias,8960,0,0.0,1613.787841796875,2020.628674316406,2209.784436035156,3974.22119140625,1613.787841796875,2020.628674316406,2209.784436035156,3974.22119140625,0.0016628030812301275,0.0054712277941039895,8.747182174239839,1.0,0.0,0.0
4,critic_backbone.7.weight,8960,70,0.0078125,2547.314208984375,3063.742102050781,3532.63419921875,17741.845703125,2481.458740234375,3063.742102050781,3532.63419921875,3999.999755859375,0.0016734359968852783,0.003421712520815033,8.464223415510995,1.0,0.0,0.0
5,critic_backbone.0.weight,3001600,448911,0.14955723614072494,439828.6875,2960392.5749999923,9781230.0,37787816.0,1141.854248046875,1999.9998779296875,1999.9998779296875,1999.9998779296875,0.02165715236748968,0.17347915220473495,148.8048236301967,1.0,0.0,0.0
5,critic_backbone.4.bias,8960,515,0.05747767857142857,2076.919677734375,4234.335498046871,5365.9523583984355,5968.02587890625,2023.841552734375,3999.999755859375,3999.999755859375,3999.999755859375,0.0014926939146659736,0.005910043980527137,9.781926594461714,1.0,0.0,0.0
5,critic_backbone.6.weight,1146880,140318,0.12234758649553572,3274.752685546875,4440.250561523438,5403.850156249995,8186.61572265625,3210.636962890625,3999.999755859375,3999.999755859375,3999.999755859375,0.01633440821564623,0.036666173807212286,115.18978342328752,1.0,0.0,0.0
5,critic_backbone.7.bias,8960,0,0.0,1655.0989990234375,2042.6558593749999,2178.1866113281244,3382.154296875,1655.0989990234375,2042.6558593749999,2178.1866113281244,3382.154296875,0.0012418831426267778,0.004936540343831958,8.146840264116015,1.0,0.0,0.0
5,critic_backbone.7.weight,8960,70,0.0078125,2607.590087890625,3052.5902343749995,3434.7023437499997,10875.6015625,2570.50390625,3052.5902343749995,3434.7023437499997,3999.999755859375,0.0013801746700275025,0.0031012444906601947,7.906299935068403,1.0,0.0,0.0
6,critic_backbone.0.weight,3001600,408689,0.13615704957356076,443934.21875,2971999.75,9667831.0,37843252.0,1139.9805908203125,1999.9998779296875,1999.9998779296875,1999.9998779296875,0.021676419655393277,0.17882100851940258,152.5787365232195,1.0,0.0,0.0
6,critic_backbone.4.bias,8960,459,0.05122767857142857,2024.1439208984375,4022.0690307617183,5330.782143554687,6189.29443359375,1977.408935546875,3999.999755859375,3999.999755859375,3999.999755859375,0.0014530056089695012,0.006114027174355994,9.603955711637225,1.0,0.0,0.0
6,critic_backbone.6.weight,1146880,114133,0.09951607840401785,3232.228759765625,4281.320361328126,5010.444506835936,7612.7421875,3189.45947265625,3999.999755859375,3999.999755859375,3999.999755859375,0.015524641078497683,0.036502646229096825,111.95442164284843,1.0,0.0,0.0
6,critic_backbone.7.bias,8960,0,0.0,1694.6446533203125,2049.6294921874996,2225.1343164062496,3034.15625,1694.6446533203125,2049.6294921874996,2225.1343164062496,3034.15625,0.0011492120183122876,0.004437011269120766,7.406389568533216,1.0,0.0,0.0
6,critic_backbone.7.weight,8960,70,0.0078125,2715.58203125,3119.5221557617183,3468.2102099609374,8075.58447265625,2687.757080078125,3119.5221557617183,3468.2102099609374,3999.999755859375,0.0009714662442482742,0.002503964736908009,6.708101797103882,1.0,0.0,0.0
7,critic_backbone.0.weight,3001600,405806,0.1351965618336887,452767.3125,3080700.25,9748098.719999917,37981952.0,1156.7001953125,1999.9998779296875,1999.9998779296875,1999.9998779296875,0.02185293028929404,0.15662294631557805,142.76536881583078,1.0,0.0,0.0
7,critic_backbone.4.bias,8960,473,0.05279017857142857,2015.853515625,4022.6709350585925,5509.767182617187,6365.4873046875,1968.741943359375,3999.999755859375,3999.999755859375,3999.999755859375,0.0015568882405724643,0.00557904213866485,9.078721799169267,1.0,0.0,0.0
7,critic_backbone.6.weight,1146880,127026,0.11075788225446428,3228.359619140625,4329.028955078125,4959.005942382812,6815.48388671875,3183.818115234375,3999.999755859375,3999.999755859375,3999.999755859375,0.016803504413525974,0.03931392513747726,117.02434218270439,1.0,0.0,0.0
7,critic_backbone.7.bias,8960,0,0.0,1738.224853515625,2122.0126464843747,2341.015598144531,2752.993408203125,1738.224853515625,2122.0126464843747,2341.015598144531,2752.993408203125,0.0011163446998190402,0.004759629492348592,8.077069366829736,1.0,0.0,0.0
7,critic_backbone.7.weight,8960,70,0.0078125,2819.688720703125,3183.2962280273437,3483.16359375,7478.54296875,2798.49169921875,3183.2962280273437,3483.16359375,3999.999755859375,0.001010338479370278,0.0027276715729385613,7.6508536389895845,1.0,0.0,0.0
8,critic_backbone.0.weight,3001600,414472,0.13808368869936033,466885.3125,3241818.75,9922348.0,38031224.0,1180.47802734375,1999.9998779296875,1999.9998779296875,1999.9998779296875,0.021781946971480337,0.1401252119136708,135.04846823556082,1.0,0.0,0.0
8,critic_backbone.4.bias,8960,385,0.04296875,2037.075439453125,3936.743139648437,5488.3215771484365,6376.98974609375,1996.515625,3936.743139648437,3999.999755859375,3999.999755859375,0.0012259452716015013,0.0050926748696448546,8.646329048701695,1.0,0.0,0.0
8,critic_backbone.6.weight,1146880,145273,0.12666800362723216,3243.208984375,4419.729077148438,5072.2087207031245,6923.2138671875,3188.666015625,3999.999755859375,3999.999755859375,3999.999755859375,0.01553759669352855,0.036873819585889575,110.8526957648141,1.0,0.0,0.0
8,critic_backbone.7.bias,8960,0,0.0,1784.681640625,2221.4129150390618,2436.229318847656,2532.287353515625,1784.681640625,2221.4129150390618,2436.229318847656,2532.287353515625,0.0009017248554820461,0.0044367080180174,7.664476581130709,1.0,0.0,0.0
8,critic_backbone.7.weight,8960,70,0.0078125,2902.151611328125,3253.8623291015624,3482.5608764648437,6503.71826171875,2885.665771484375,3253.8623291015624,3482.5608764648437,3999.999755859375,0.000927758779393376,0.0025645290800769415,7.354559395994459,1.0,0.0,0.0
9,critic_backbone.0.weight,3001576,416819,0.13886671535220163,475174.875,3354062.0,10150784.0,37055312.0,1188.8680419921875,1999.9998779296875,1999.9998779296875,1999.9998779296875,0.022152484061994722,0.1563923622348479,146.22432120186943,1.0,0.0,0.0
9,critic_backbone.4.bias,8960,282,0.031473214285714285,2031.333251953125,3727.2434448242184,5149.7608984375,5790.4677734375,2001.864013671875,3727.2434448242184,3999.999755859375,3999.999755859375,0.0012444950523786246,0.0053499123173034084,8.796696981361935,1.0,0.0,0.0
9,critic_backbone.6.weight,1146880,145400,0.12677873883928573,3230.813720703125,4419.788159179688,5056.274282226563,6929.4267578125,3176.235595703125,3999.999755859375,3999.999755859375,3999.999755859375,0.016078465744586927,0.03668084678772305,111.3738003867013,1.0,0.0,0.0
9,critic_backbone.7.bias,8960,0,0.0,1832.181884765625,2294.7558471679686,2444.5730810546875,2640.08740234375,1832.181884765625,2294.7558471679686,2444.5730810546875,2640.08740234375,0.0008470599953268122,0.004000745236407965,7.15528975043978,1.0,0.0,0.0
9,critic_backbone.7.weight,8960,70,0.0078125,3002.762939453125,3361.8987792968746,3568.5118334960935,5967.73828125,2990.845947265625,3361.8987792968746,3568.5118334960935,3999.999755859375,0.0008863796482078864,0.0021422966337662987,6.380014639241355,1.0,0.0,0.0
10,critic_backbone.0.weight,3001596,421783,0.14051957691841274,487733.46875,3498820.0,10614001.0,36126088.0,1208.453125,1999.9998779296875,1999.9998779296875,1999.9998779296875,0.019535159173288515,0.13653435262718372,129.58951519557408,1.0,0.0,0.0
10,critic_backbone.4.bias,8960,280,0.03125,2040.3763427734375,3607.9744018554684,4861.532651367187,5262.859375,2016.3544921875,3607.9744018554684,3999.999755859375,3999.999755859375,0.001139361657468336,0.004920175627505939,8.177863132953643,1.0,0.0,0.0
10,critic_backbone.6.weight,1146880,139404,0.12155064174107143,3211.373291015625,4400.749194335938,5022.452993164063,6984.61083984375,3159.038818359375,3999.999755859375,3999.999755859375,3999.999755859375,0.014938762231862971,0.03710151905460017,110.78685665130615,1.0,0.0,0.0
10,critic_backbone.7.bias,8960,0,0.0,1888.9927978515625,2355.7039916992185,2519.216984863281,2708.17822265625,1888.9927978515625,2355.7039916992185,2519.216984863281,2708.17822265625,0.0006981214346264355,0.0035297074172246667,6.4855062919003625,1.0,0.0,0.0
10,critic_backbone.7.weight,8960,70,0.0078125,3102.985595703125,3496.209228515625,3688.3417016601556,5555.60986328125,3092.70751953125,3496.209228515625,3688.3417016601556,3999.999755859375,0.000851987286088323,0.0022097915165691768,6.770196541718074,1.0,0.0,0.0
11,critic_backbone.0.weight,3001600,420461,0.1400789578891258,499157.5,3651844.4499999676,10866615.0,35992320.0,1228.3487548828125,1999.9998779296875,1999.9998779296875,1999.9998779296875,0.02077238390754376,0.15044349474566324,141.71875618525914,1.0,0.0,0.0
11,critic_backbone.4.bias,8960,301,0.03359375,2055.50439453125,3674.5310302734365,4846.848930664062,5255.1259765625,2035.789306640625,3674.5310302734365,3999.999755859375,3999.999755859375,0.0012813642521255783,0.00551799953349733,9.09508355004447,1.0,0.0,0.0
11,critic_backbone.6.weight,1146880,131809,0.11492832728794643,3206.64111328125,4378.103930664063,4982.568203125,6942.3388671875,3157.877685546875,3999.999755859375,3999.999755859375,3999.999755859375,0.015534951983551894,0.03846332734184606,117.92047119140625,1.0,0.0,0.0
11,critic_backbone.7.bias,8960,0,0.0,1942.4757080078125,2399.4315185546875,2590.163364257812,2721.85791015625,1942.4757080078125,2399.4315185546875,2590.163364257812,2721.85791015625,0.0008812781714368611,0.0036784045818162017,7.099871689081192,1.0,0.0,0.0
11,critic_backbone.7.weight,8960,70,0.0078125,3205.436767578125,3609.2827026367186,3842.9770507812495,5339.91796875,3195.86669921875,3609.2827026367186,3842.9770507812495,3999.999755859375,0.0008120904231743355,0.0020583918313994737,6.520892129625593,1.0,0.0,0.0
