epoch,layer_name,layer_active_count,layer_clipped_active_count,layer_clipped_active_fraction,layer_active_preconditioner_mean,layer_active_preconditioner_p95,layer_active_preconditioner_p99,layer_active_preconditioner_max,layer_active_preconditioner_mean_after_clip,layer_active_preconditioner_p95_after_clip,layer_active_preconditioner_p99_after_clip,layer_active_preconditioner_max_after_clip,layer_actual_param_delta_norm,layer_raw_grad_norm,layer_preconditioned_grad_norm,layer_soft_geometry_scale_factor,layer_soft_geometry_trigger_active_fraction,layer_soft_geometry_overflow_stat
0,critic_backbone.0.weight,3001600,1793078,0.5973740671641791,413479.25,2303677.0,9336031.0,99157224.0,1777.707763671875,1999.9998779296875,1999.9998779296875,1999.9998779296875,0.025149546443883862,0.10370237563869783,152.13690877641952,1.0,0.0,0.0
0,critic_backbone.4.bias,8960,621,0.06930803571428572,1671.15087890625,4443.062744140623,6537.133974609374,405584.4375,1516.752685546875,3999.999755859375,3999.999755859375,3999.999755859375,0.0039067184369611955,0.008757741902289645,7.436530462333134,1.0,0.0,0.0
0,critic_backbone.6.weight,1146880,388511,0.3387547084263393,4705.8134765625,11443.186279296875,21869.845761718745,76132208.0,2893.415283203125,3999.999755859375,3999.999755859375,3999.999755859375,0.031745650566049985,0.038161744004381555,80.26736482892717,1.0,0.0,0.0
0,critic_backbone.7.bias,8960,0,0.0,1559.8013916015625,3990.0616455078093,8770.653642578123,71250.265625,1559.8013916015625,3990.0616455078093,8770.653642578123,71250.265625,0.005044830703575696,0.009781846537121705,10.578517137254988,1.0,0.0,0.0
0,critic_backbone.7.weight,8960,4813,0.5371651785714285,13018.556640625,39292.737499999974,103825.32781249995,10930330.0,3316.576416015625,3999.999755859375,3999.999755859375,3999.999755859375,0.005210506683215499,0.004931606335698494,13.40262966156006,1.0,0.0,0.0
1,critic_backbone.0.weight,3001600,1336817,0.4453681369936034,460957.375,2774658.75,10593312.0,54256732.0,1561.4415283203125,1999.9998779296875,1999.9998779296875,1999.9998779296875,0.03163203006344182,0.26290466343717916,274.95264734540666,1.0,0.0,0.0
1,critic_backbone.4.bias,8960,976,0.10892857142857143,2189.836669921875,5253.489550781249,7671.656538085935,9398.578125,2011.9107666015625,3999.999755859375,3999.999755859375,3999.999755859375,0.0016705964193014162,0.003958928730571643,6.635967595236642,1.0,0.0,0.0
1,critic_backbone.6.weight,1146880,585586,0.5105904715401786,4512.62548828125,8636.377783203126,11271.473828125,19765.986328125,3489.04248046875,3999.999755859375,3999.999755859375,3999.999755859375,0.01853836259937712,0.02821973937430552,99.13157909938268,1.0,0.0,0.0
1,critic_backbone.7.bias,8960,0,0.0,1393.3756103515625,2073.9791015624987,2757.606857910156,4852.4365234375,1393.3756103515625,2073.9791015624987,2757.606857910156,4852.4365234375,0.0035744577837509236,0.006328316541787769,8.978098123414176,1.0,0.0,0.0
1,critic_backbone.7.weight,8960,690,0.07700892857142858,2616.49072265625,4910.280639648428,19150.283242187485,43507.14453125,2263.6005859375,3999.999755859375,3999.999755859375,3999.999755859375,0.004740715086726206,0.005238526795957503,11.61159324986594,1.0,0.0,0.0
2,critic_backbone.0.weight,3001600,653708,0.21778651385927505,418875.8125,2643321.75,9847496.0,43474092.0,1189.2523193359375,1999.9998779296875,1999.9998779296875,1999.9998779296875,0.028835928413484778,0.2934780155973775,224.20133895874022,1.0,0.0,0.0
2,critic_backbone.4.bias,8960,700,0.078125,2146.772216796875,4582.043627929687,6521.347470703125,7980.14208984375,2056.894775390625,3999.999755859375,3999.999755859375,3999.999755859375,0.0016328590855534588,0.005948878385658775,9.778735000746591,1.0,0.0,0.0
2,critic_backbone.6.weight,1146880,368368,0.32119140625,3680.725341796875,5474.60068359375,6699.258593749999,10964.3818359375,3415.113525390625,3999.999755859375,3999.999755859375,3999.999755859375,0.0202545394588794,0.040144649360861095,133.33551570347376,1.0,0.0,0.0
2,critic_backbone.7.bias,8960,0,0.0,1475.06103515625,1939.1897766113282,2085.1603002929687,3784.26806640625,1475.06103515625,1939.1897766113282,2085.1603002929687,3784.26806640625,0.001968653407779389,0.005070010585976499,7.4461102945464,1.0,0.0,0.0
2,critic_backbone.7.weight,8960,111,0.012388392857142856,2353.549072265625,3227.8663085937496,4289.171997070312,24171.763671875,2213.647216796875,3227.8663085937496,3999.999755859375,3999.999755859375,0.0025383189233252777,0.0036204991130424397,8.018146828242712,1.0,0.0,0.0
3,critic_backbone.0.weight,3001598,482908,0.16088363598323294,409496.59375,2633598.25,9382272.0,36928332.0,1113.2333984375,1999.9998779296875,1999.9998779296875,1999.9998779296875,0.026853088542286838,0.2725222897316728,205.68803062438965,1.0,0.0,0.0
3,critic_backbone.4.bias,8960,586,0.06540178571428572,2057.98828125,4445.368920898436,5807.947456054687,6559.12548828125,1994.3946533203125,3999.999755859375,3999.999755859375,3999.999755859375,0.0016625606741789462,0.006684163572000606,10.725925486428396,1.0,0.0,0.0
3,critic_backbone.6.weight,1146880,179138,0.15619594029017858,3308.118408203125,4654.542065429688,5689.029697265622,10640.3447265625,3210.861083984375,3999.999755859375,3999.999755859375,3999.999755859375,0.020232942161549416,0.04583411762224776,142.53179800851004,1.0,0.0,0.0
3,critic_backbone.7.bias,8960,0,0.0,1573.6712646484375,2019.692852783203,2179.5681347656246,3980.590576171875,1573.6712646484375,2019.692852783203,2179.5681347656246,3980.590576171875,0.001504642636116062,0.00502319708799145,7.821397822243827,1.0,0.0,0.0
