epoch,policy_surrogate_mode,actor_structure_mode,theta_adv_norm_mean,theta_adv_norm_std,route_adv_norm_mean,route_adv_norm_std,route_adv_norm_active_count,route_adv_norm_used_fallback,theta_loss_mean,route_loss_mean,theta_route_loss_ratio,theta_clip_fraction,route_clip_fraction,route_mask_mean,route_mask_active_fraction
0,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,6.357828929992593e-09,0.9999998211860657,-3.056648489874192e-09,0.9999998807907104,2496.0,0.0,-0.002714733360335231,-0.0014584454474970698,0.5372314453125,0.4937500059604645,0.012419871985912323,0.5200000405311584,0.5200000405311584
1,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-5.563100202721216e-09,0.9999998807907104,4.0668413081590415e-10,0.9999997615814209,2345.0,0.0,0.013477122411131859,0.0009324380662292242,0.06918668001890182,0.5589583516120911,0.19402983784675598,0.48854169249534607,0.48854169249534607
2,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-6.357828929992593e-09,0.9999999403953552,4.519783436407465e-10,0.9999998807907104,2110.0,0.0,0.007605215068906546,0.007453149184584618,0.9800037741661072,0.46291667222976685,0.24834123253822327,0.43958333134651184,0.43958333134651184
3,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,3.973643192267673e-09,0.9999999403953552,5.138331427012588e-10,0.9999998807907104,1856.0,0.0,0.008537267334759235,0.009925821796059608,1.162644863128662,0.3804166615009308,0.3184267282485962,0.3866666853427887,0.3866666853427887
4,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-8.344650304081824e-09,0.9999999403953552,2.0007153711532055e-09,0.9999999403953552,1430.0,0.0,0.006488925777375698,0.0194851066917181,3.0028202533721924,0.22958333790302277,0.3440559506416321,0.2979166805744171,0.2979166805744171
5,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-1.4305115314527939e-08,0.9999999403953552,-1.1371315000729965e-09,0.9999998807907104,1258.0,0.0,0.010811321437358856,0.019088422879576683,1.7655940055847168,0.14104166626930237,0.28616851568222046,0.26208335161209106,0.26208335161209106
6,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-3.973643192267673e-09,0.9999999403953552,2.952551980683893e-09,0.9999999403953552,1292.0,0.0,0.008296813815832138,0.0099336514249444,1.1972836256027222,0.132708340883255,0.22523219883441925,0.2691666781902313,0.2691666781902313
7,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.0,0.9999999403953552,0.0,1.0,1208.0,0.0,0.009821781888604164,0.023061037063598633,2.3479459285736084,0.11520833522081375,0.1986754983663559,0.2516666650772095,0.2516666650772095
8,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-2.38418573772492e-09,0.9999999403953552,1.6731128482661006e-08,0.9999998807907104,1254.0,0.0,0.004618230741471052,0.015505253337323666,3.357393980026245,0.11520833522081375,0.1850079745054245,0.26125001907348633,0.26125001907348633
9,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-1.1126200405442432e-08,0.9999999403953552,9.83949721700128e-09,1.0,1260.0,0.0,0.006134415045380592,0.0007592534529976547,0.12376929819583893,0.13458333909511566,0.1428571492433548,0.26250001788139343,0.26250001788139343
10,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-1.3113021779531664e-08,0.9999999403953552,-1.3765948381205817e-08,1.0,1247.0,0.0,0.0031040143221616745,0.018368300050497055,5.917575836181641,0.11520833522081375,0.16680032014846802,0.25979167222976685,0.25979167222976685
11,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-3.1789144649962964e-09,1.0,-2.410297295085684e-09,0.9999999403953552,1187.0,0.0,0.0046503194607794285,0.012943606823682785,2.783374309539795,0.11833333969116211,0.15669755637645721,0.2472916692495346,0.2472916692495346
