epoch,episode_reward,episode_cost,episode_queue_penalty,episode_delay,episode_local_delay_cost,episode_uplink_delay_cost,episode_backhaul_delay_cost,episode_bs_compute_delay_cost,episode_energy,episode_uplink_energy,episode_local_compute_energy,episode_bs_compute_energy,avg_total_backlog,avg_theta,num_steps,actor_loss,critic_loss,entropy,avg_oma_cluster_count,avg_noma_cluster_count,avg_multi_user_cluster_count,avg_total_cluster_count,avg_users_in_noma_clusters,avg_cluster_size,multi_user_step_fraction,max_cluster_size_observed,cluster_size_histogram
0.0,-1168.500448519425,1154.8380210390806,13.662427480343514,1145.3611619007813,583.8366394692947,74.57105183726792,1.6879920737168406,485.26547852050174,189.53718276600114,7.474109872381654,72.17991497211096,109.88315792150846,0.06831213740171757,0.4993145959429732,100.0,-0.12138978568837047,27515.4228515625,30.14653649330139,4.04,1.98,1.98,6.02,3.96,1.3299999999999985,0.99,2.0,"{""1"": 404, ""2"": 198}"
1.0,-1097.2291013116542,1083.8136865332135,13.415414778440747,1074.7691077742065,535.5949033845137,74.880814837414,1.7333092124084903,462.56008033987035,180.89157518012735,7.486715756401456,68.1010542373273,105.30380518639856,0.06707707389220373,0.5004366331769762,100.0,-0.12707931203767658,25719.32421875,30.168795537948608,4.04,1.98,1.98,6.02,3.96,1.3299999999999985,0.99,2.0,"{""1"": 404, ""2"": 198}"
2.0,-1201.8842458270017,1187.6844234688822,14.199822358119189,1178.2302477619146,586.5885062639122,79.42523223527374,1.9281300703335817,510.28837919239464,189.0835141393557,7.594099125032318,71.59727597226441,109.89213904205901,0.07099911179059594,0.5043762788329914,100.0,-0.07460621800273656,29844.577197265626,30.228616762161256,4.04,1.98,1.98,6.02,3.96,1.3299999999999985,0.99,2.0,"{""1"": 404, ""2"": 198}"
3.0,-1176.6833840908898,1162.671288144524,14.012095946365699,1153.2695832832683,561.0900463949561,84.67867911214138,1.8990798053649232,505.6017779708061,188.03409722510392,7.924754022356538,70.78973160844305,109.31961159430436,0.0700604797318285,0.5033301249682364,100.0,-0.15738800466060637,27528.386572265626,30.273359775543213,4.04,1.98,1.98,6.02,3.96,1.3299999999999985,0.99,2.0,"{""1"": 404, ""2"": 198}"
4.0,-1175.0790950924218,1160.8752244258294,14.203870666592234,1151.3658629209465,552.460384277204,84.45652903289587,1.93621883996316,512.5127307708826,190.1872300976681,8.013124049292436,70.4688565137826,111.70524953459325,0.07101935333296117,0.5048612429310686,100.0,-0.10983242588117718,27359.245166015626,30.339936637878417,4.04,1.98,1.98,6.02,3.96,1.3299999999999985,0.99,2.0,"{""1"": 404, ""2"": 198}"
