group_name,update_direction,target_update_norm,step_type,set_type,critic_loss,value_pred_mean,value_pred_std,value_target_mean,value_target_std,return_mean,return_std,advantage_mean,advantage_std,pearson_value_vs_value_target,spearman_value_vs_value_target,pearson_value_vs_return,spearman_value_vs_return,pearson_value_vs_advantage,spearman_value_vs_advantage,pearson_value_vs_one_step_reward,spearman_value_vs_one_step_reward,critic_param_delta_norm,critic_backbone_delta_norm,critic_head_delta_norm,grad_norm,update_over_grad_ratio,cosine_update_vs_current_grad,cosine_update_vs_heldout_grad,cosine_update_vs_global_grad,cosine_update_vs_blended_grad,cosine_raw_vs_momentum,cosine_raw_vs_preconditioned,cosine_raw_vs_full_adam,cosine_momentum_vs_full_adam,cosine_preconditioned_vs_full_adam,backbone_cosine_raw_vs_momentum,backbone_cosine_raw_vs_preconditioned,backbone_cosine_raw_vs_full_adam,head_cosine_raw_vs_momentum,head_cosine_raw_vs_preconditioned,head_cosine_raw_vs_full_adam,scale_factor
no_op,no_op,0.0689224230225629,before_update,current_batch,0.3996136486530304,-26.539926528930664,7.47188138961792,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6262403130531311,0.4186217486858368,0.6262403726577759,0.4186217486858368,0.12078416347503662,0.23643697798252106,-0.40816208720207214,-0.394794762134552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,
no_op,no_op,0.0689224230225629,before_update,held_out_batch,0.46690577268600464,-26.267045974731445,8.731260299682617,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6415639519691467,0.08869046717882156,0.641563892364502,0.08869046717882156,0.29333165287971497,-0.04001831263303757,-0.1399911344051361,-0.5038918852806091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,
no_op,no_op,0.0689224230225629,before_update,probe,0.9337701797485352,-24.604461669921875,9.092120170593262,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3689935803413391,0.12841945886611938,0.3689936399459839,0.12841945886611938,-0.5185487866401672,-0.5075987577438354,-0.44507306814193726,-0.5578593015670776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,
no_op,no_op,0.0689224230225629,after_update,current_batch,0.3996136486530304,-26.539926528930664,7.47188138961792,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6262403130531311,0.4186217486858368,0.6262403726577759,0.4186217486858368,0.12078416347503662,0.23643697798252106,-0.40816208720207214,-0.394794762134552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,
no_op,no_op,0.0689224230225629,after_update,held_out_batch,0.46690577268600464,-26.267045974731445,8.731260299682617,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6415639519691467,0.08869046717882156,0.641563892364502,0.08869046717882156,0.29333165287971497,-0.04001831263303757,-0.1399911344051361,-0.5038918852806091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,
no_op,no_op,0.0689224230225629,after_update,probe,0.9337701797485352,-24.604461669921875,9.092120170593262,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3689935803413391,0.12841945886611938,0.3689936399459839,0.12841945886611938,-0.5185487866401672,-0.5075987577438354,-0.44507306814193726,-0.5578593015670776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,
raw_grad_direction,raw_grad_direction,0.0689224230225629,before_update,current_batch,0.3996136486530304,-26.539926528930664,7.47188138961792,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6262403130531311,0.4186217486858368,0.6262403726577759,0.4186217486858368,0.12078416347503662,0.23643697798252106,-0.40816208720207214,-0.394794762134552,0.0,0.0,0.0,0.49999892711639404,0.0,0.0,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,
raw_grad_direction,raw_grad_direction,0.0689224230225629,before_update,held_out_batch,0.46690577268600464,-26.267045974731445,8.731260299682617,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6415639519691467,0.08869046717882156,0.641563892364502,0.08869046717882156,0.29333165287971497,-0.04001831263303757,-0.1399911344051361,-0.5038918852806091,0.0,0.0,0.0,0.49999892711639404,0.0,0.0,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,
raw_grad_direction,raw_grad_direction,0.0689224230225629,before_update,probe,0.9337701797485352,-24.604461669921875,9.092120170593262,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3689935803413391,0.12841945886611938,0.3689936399459839,0.12841945886611938,-0.5185487866401672,-0.5075987577438354,-0.44507306814193726,-0.5578593015670776,0.0,0.0,0.0,0.49999892711639404,0.0,0.0,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,
raw_grad_direction,raw_grad_direction,0.0689224230225629,after_update,current_batch,0.25099310278892517,-30.818845748901367,4.233283996582031,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.7418938279151917,0.5076979994773865,0.7418939471244812,0.5076979994773865,0.2409002035856247,0.25256600975990295,-0.4330751299858093,-0.26869502663612366,0.06892256595790158,0.04994639566175547,0.047462029540190555,0.49999892711639404,0.13784514182871146,1.0000039339188334,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,0.13784514182871146
