group_name,update_direction,target_update_norm,step_type,set_type,critic_loss,value_pred_mean,value_pred_std,value_target_mean,value_target_std,return_mean,return_std,advantage_mean,advantage_std,pearson_value_vs_value_target,spearman_value_vs_value_target,pearson_value_vs_return,spearman_value_vs_return,pearson_value_vs_advantage,spearman_value_vs_advantage,pearson_value_vs_one_step_reward,spearman_value_vs_one_step_reward,critic_param_delta_norm,critic_backbone_delta_norm,critic_head_delta_norm,grad_norm,update_over_grad_ratio,cosine_update_vs_current_grad,cosine_update_vs_heldout_grad,cosine_update_vs_global_grad,cosine_update_vs_blended_grad,cosine_raw_vs_momentum,cosine_raw_vs_preconditioned,cosine_raw_vs_full_adam,cosine_momentum_vs_full_adam,cosine_preconditioned_vs_full_adam,backbone_cosine_raw_vs_momentum,backbone_cosine_raw_vs_preconditioned,backbone_cosine_raw_vs_full_adam,head_cosine_raw_vs_momentum,head_cosine_raw_vs_preconditioned,head_cosine_raw_vs_full_adam,scale_factor
no_op,no_op,0.0689224230225629,before_update,probe,0.9337701797485352,-24.604461669921875,9.092120170593262,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3689935803413391,0.12841945886611938,0.3689936399459839,0.12841945886611938,-0.5185487866401672,-0.5075987577438354,-0.44507306814193726,-0.5578593015670776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,
no_op,no_op,0.0689224230225629,after_update,probe,0.9337701797485352,-24.604461669921875,9.092120170593262,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3689935803413391,0.12841945886611938,0.3689936399459839,0.12841945886611938,-0.5185487866401672,-0.5075987577438354,-0.44507306814193726,-0.5578593015670776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,
raw_grad_direction,raw_grad_direction,0.0689224230225629,before_update,probe,0.9337701797485352,-24.604461669921875,9.092120170593262,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3689935803413391,0.12841945886611938,0.3689936399459839,0.12841945886611938,-0.5185487866401672,-0.5075987577438354,-0.44507306814193726,-0.5578593015670776,0.0,0.0,0.0,0.49999892711639404,0.0,0.0,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,
raw_grad_direction,raw_grad_direction,0.0689224230225629,after_update,probe,0.7114627361297607,-27.402267456054688,9.995163917541504,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3486669957637787,0.1361267864704132,0.3486670255661011,0.1361267864704132,-0.5302611589431763,-0.5039079189300537,-0.4463176429271698,-0.5305036902427673,0.06892256595790158,0.04994639566175547,0.047462029540190555,0.49999892711639404,0.13784514182871146,1.0000039339188334,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,0.13784514182871146
momentum_direction,momentum_direction,0.0689224230225629,before_update,probe,0.9337701797485352,-24.604461669921875,9.092120170593262,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3689935803413391,0.12841945886611938,0.3689936399459839,0.12841945886611938,-0.5185487866401672,-0.5075987577438354,-0.44507306814193726,-0.5578593015670776,0.0,0.0,0.0,0.31167519092559814,0.0,0.0,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,
momentum_direction,momentum_direction,0.0689224230225629,after_update,probe,0.6583884358406067,-28.321455001831055,10.850143432617188,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.36427319049835205,0.14643941819667816,0.36427322030067444,0.14643941819667816,-0.491330087184906,-0.47351279854774475,-0.44057726860046387,-0.5633955597877502,0.068922594145831,0.027112656425990034,0.06336190943076704,0.31167519092559814,0.22113541606529663,0.7283911035275115,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,0.22113541606529663
preconditioned_grad_direction,preconditioned_grad_direction,0.0689224230225629,before_update,probe,0.9337701797485352,-24.604461669921875,9.092120170593262,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3689935803413391,0.12841945886611938,0.3689936399459839,0.12841945886611938,-0.5185487866401672,-0.5075987577438354,-0.44507306814193726,-0.5578593015670776,0.0,0.0,0.0,409.34320068359375,0.0,0.0,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,
preconditioned_grad_direction,preconditioned_grad_direction,0.0689224230225629,after_update,probe,0.9436140656471252,-24.506982803344727,9.000496864318848,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3512687385082245,0.14318279922008514,0.3512687683105469,0.14318279922008514,-0.5283840298652649,-0.49706903100013733,-0.4453262388706207,-0.5306122303009033,0.06892245923462899,0.06813340445002006,0.0015519159065651817,409.34320068359375,0.0001683731961529202,0.606226155178079,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,0.0001683731961529202
full_adam_direction,full_adam_direction,0.0689224230225629,before_update,probe,0.9337701797485352,-24.604461669921875,9.092120170593262,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3689935803413391,0.12841945886611938,0.3689936399459839,0.12841945886611938,-0.5185487866401672,-0.5075987577438354,-0.44507306814193726,-0.5578593015670776,0.0,0.0,0.0,137.84475708007812,0.0,0.0,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,
full_adam_direction,full_adam_direction,0.0689224230225629,after_update,probe,0.9629719257354736,-24.348785400390625,9.702089309692383,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.35978463292121887,0.16304819285869598,0.3597846031188965,0.16304819285869598,-0.46308666467666626,-0.43443334102630615,-0.43479377031326294,-0.581741213798523,0.06892246410825022,0.06843048691267357,0.0037865260807102195,137.84475708007812,0.0005000003227001505,0.24996400686212625,0.0,0.0,0.0,0.7283911035275115,0.606226155178079,0.24996400686212625,0.34926234819540497,0.441067829369571,0.343891082607398,0.8203655448487273,0.29385408240060684,0.9954429215510991,0.9743086079972928,0.9764639111442636,0.0005000003227001505
