block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,theta_advantage_mean,theta_advantage_std,theta_advantage_max,theta_advantage_min,route_advantage_mean,route_advantage_std,route_advantage_max,route_advantage_min,theta_selected_action_prob_gain_mean,theta_selected_action_prob_gain_std,route_selected_action_prob_gain_mean,route_selected_action_prob_gain_std,theta_clip_fraction,route_clip_fraction,offload_vs_local_value_gap_mean,offload_vs_local_value_gap_std,bs1_vs_bs2_value_gap_mean,bs1_vs_bs2_value_gap_std,epoch
3,9,12,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02952459268271923,0.2604953348636627,0.0655028223991394,0.4534582197666168,0.3499999940395355,0.47999998927116394,0.0,0.0,0.0,0.0,1
4,12,15,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02168840728700161,0.26601454615592957,0.005064803175628185,0.3330153822898865,0.3400000035762787,0.49000000953674316,0.0,0.0,0.0,0.0,1
5,15,18,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017161818221211433,0.24299536645412445,0.04620935767889023,0.7704100012779236,0.25,0.6000000238418579,0.0,0.0,0.0,0.0,1
6,18,21,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011722453869879246,0.36499467492103577,0.01736609824001789,0.46302321553230286,0.4300000071525574,0.5099999904632568,0.0,0.0,0.0,0.0,1
7,21,24,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04074382409453392,0.3996942937374115,0.06383532285690308,0.4213833212852478,0.28999999165534973,0.5299999713897705,0.0,0.0,0.0,0.0,1
8,24,27,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009492505341768265,0.3472054898738861,-0.025418248027563095,0.3631293475627899,0.3700000047683716,0.5299999713897705,0.0,0.0,0.0,0.0,1
9,27,30,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006646797526627779,0.4489683210849762,0.0637059211730957,0.5257139801979065,0.3799999952316284,0.5199999809265137,0.0,0.0,0.0,0.0,1
10,30,33,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012018680572509766,0.2302371710538864,0.03992198780179024,0.7427266240119934,0.25,0.5799999833106995,0.0,0.0,0.0,0.0,1
11,33,36,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0073899393901228905,0.3276483416557312,0.015150432474911213,0.44444286823272705,0.3100000023841858,0.5899999737739563,0.0,0.0,0.0,0.0,1
12,36,39,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029872357845306396,0.31795281171798706,-0.0025156564079225063,0.4179074168205261,0.2800000011920929,0.5,0.0,0.0,0.0,0.0,1
13,39,42,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025985264219343662,0.3326391875743866,0.0019032168202102184,0.4033188819885254,0.3700000047683716,0.49000000953674316,0.0,0.0,0.0,0.0,1
14,42,45,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03297171741724014,0.3203899562358856,0.05311297997832298,0.5112423896789551,0.28999999165534973,0.6100000143051147,0.0,0.0,0.0,0.0,1
15,45,48,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03731982409954071,0.22791361808776855,-0.051619626581668854,0.34764742851257324,0.25999999046325684,0.5299999713897705,0.0,0.0,0.0,0.0,1
16,48,51,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011577308177947998,0.38298577070236206,0.07068919390439987,0.4850110411643982,0.3199999928474426,0.550000011920929,0.0,0.0,0.0,0.0,1
17,51,54,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001956590451300144,0.29874318838119507,0.1550626903772354,0.649673342704773,0.36000001430511475,0.6100000143051147,0.0,0.0,0.0,0.0,1
18,54,57,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025198079645633698,0.32400473952293396,0.07179366052150726,0.5335686802864075,0.36000001430511475,0.550000011920929,0.0,0.0,0.0,0.0,1
19,57,60,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007324757054448128,0.27940163016319275,0.012295053340494633,0.47958675026893616,0.3199999928474426,0.550000011920929,0.0,0.0,0.0,0.0,1
20,60,63,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04787220060825348,0.23296669125556946,0.014689873903989792,0.4443327784538269,0.33000001311302185,0.6000000238418579,0.0,0.0,0.0,0.0,1
21,63,66,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016841061413288116,0.32899007201194763,0.050697848200798035,0.5375041365623474,0.3700000047683716,0.6200000047683716,0.0,0.0,0.0,0.0,1
22,66,69,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041592832654714584,0.2681880295276642,0.044350191950798035,0.5598843693733215,0.3700000047683716,0.5899999737739563,0.0,0.0,0.0,0.0,1
23,69,72,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006415420211851597,0.26616573333740234,0.03386358916759491,0.3924502730369568,0.27000001072883606,0.47999998927116394,0.0,0.0,0.0,0.0,1
0,0,3,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010991067625582218,0.25660941004753113,0.0998803898692131,0.5212944746017456,0.3400000035762787,0.4399999976158142,0.0,0.0,0.0,0.0,2
1,3,6,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058872289955616,0.25861459970474243,-0.017594242468476295,0.41422319412231445,0.28999999165534973,0.5099999904632568,0.0,0.0,0.0,0.0,2
2,6,9,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012257535010576248,0.26911255717277527,-0.011541337706148624,0.4663119614124298,0.4000000059604645,0.6299999952316284,0.0,0.0,0.0,0.0,2
3,9,12,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031468089669942856,0.415845662355423,0.010638964362442493,0.33961373567581177,0.46000000834465027,0.4399999976158142,0.0,0.0,0.0,0.0,2
4,12,15,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025384552776813507,0.25792673230171204,-9.291410242440179e-05,0.35985419154167175,0.30000001192092896,0.5,0.0,0.0,0.0,0.0,2
5,15,18,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042291849851608276,0.32543379068374634,0.1265532672405243,1.0650266408920288,0.27000001072883606,0.5400000214576721,0.0,0.0,0.0,0.0,2
6,18,21,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05583649128675461,0.351410448551178,0.07956559211015701,0.6711515188217163,0.4000000059604645,0.5799999833106995,0.0,0.0,0.0,0.0,2
7,21,24,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006847810000181198,0.22790181636810303,-0.027148202061653137,0.2911904752254486,0.23999999463558197,0.38999998569488525,0.0,0.0,0.0,0.0,2
8,24,27,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011081542819738388,0.19366176426410675,0.013351703062653542,0.45869043469429016,0.23000000417232513,0.5600000023841858,0.0,0.0,0.0,0.0,2
9,27,30,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03968370705842972,0.32387015223503113,0.04391999542713165,0.545612633228302,0.25999999046325684,0.5699999928474426,0.0,0.0,0.0,0.0,2
10,30,33,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03450622782111168,0.35393521189689636,0.011990290135145187,0.42134982347488403,0.36000001430511475,0.6000000238418579,0.0,0.0,0.0,0.0,2
11,33,36,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033290195278823376,0.23866109549999237,0.03250971809029579,0.3496492803096771,0.3199999928474426,0.5299999713897705,0.0,0.0,0.0,0.0,2
12,36,39,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013033133931457996,0.3312794268131256,0.020684214308857918,0.3921409845352173,0.3700000047683716,0.3799999952316284,0.0,0.0,0.0,0.0,2
13,39,42,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00932131614536047,0.2797129452228546,-0.001760035753250122,0.4021854102611542,0.33000001311302185,0.5,0.0,0.0,0.0,0.0,2
14,42,45,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012286107987165451,0.2152072638273239,0.031565677374601364,0.38101786375045776,0.20999999344348907,0.5099999904632568,0.0,0.0,0.0,0.0,2
15,45,48,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004000294138677418,0.25657588243484497,-0.037275027483701706,0.3360823392868042,0.3199999928474426,0.4699999988079071,0.0,0.0,0.0,0.0,2
16,48,51,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03311305493116379,0.23800040781497955,0.03583986684679985,0.5510759949684143,0.28999999165534973,0.5400000214576721,0.0,0.0,0.0,0.0,2
17,51,54,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005903880577534437,0.308550626039505,0.016107957810163498,0.3821304142475128,0.4300000071525574,0.5,0.0,0.0,0.0,0.0,2
18,54,57,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03534527122974396,0.2898368835449219,0.079431913793087,0.44983774423599243,0.33000001311302185,0.5600000023841858,0.0,0.0,0.0,0.0,2
19,57,60,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01263905968517065,0.2499743551015854,-0.006979359779506922,0.31655633449554443,0.23999999463558197,0.41999998688697815,0.0,0.0,0.0,0.0,2
20,60,63,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02305133081972599,0.2571546733379364,0.04462270811200142,0.6215370297431946,0.3100000023841858,0.5299999713897705,0.0,0.0,0.0,0.0,2
21,63,66,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017910178750753403,0.24263156950473785,0.09007780253887177,0.631241500377655,0.3199999928474426,0.5699999928474426,0.0,0.0,0.0,0.0,2
22,66,69,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010277578607201576,0.23807300627231598,-0.032319363206624985,0.40258756279945374,0.25999999046325684,0.6100000143051147,0.0,0.0,0.0,0.0,2
23,69,72,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00310578104108572,0.21550318598747253,-0.06207134202122688,0.3419351279735565,0.27000001072883606,0.4399999976158142,0.0,0.0,0.0,0.0,2
0,0,3,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06646203249692917,0.6829900145530701,-0.02528616040945053,0.38615885376930237,0.25,0.550000011920929,0.0,0.0,0.0,0.0,3
1,3,6,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025280874222517014,0.3034712076187134,-0.010323891416192055,0.5339958667755127,0.33000001311302185,0.5899999737739563,0.0,0.0,0.0,0.0,3
2,6,9,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008419172838330269,0.2600567936897278,0.08848094195127487,0.6306743025779724,0.2199999988079071,0.6100000143051147,0.0,0.0,0.0,0.0,3
3,9,12,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030678831040859222,0.4569665491580963,0.03125007450580597,0.3958510160446167,0.25999999046325684,0.47999998927116394,0.0,0.0,0.0,0.0,3
4,12,15,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059211425483226776,0.4430061876773834,0.08751802146434784,0.7210536599159241,0.30000001192092896,0.41999998688697815,0.0,0.0,0.0,0.0,3
5,15,18,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015470270998775959,0.27313530445098877,0.02950969897210598,0.825789749622345,0.3100000023841858,0.6000000238418579,0.0,0.0,0.0,0.0,3
6,18,21,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009626826271414757,0.3365723192691803,0.0893767923116684,0.4680531919002533,0.4300000071525574,0.5699999928474426,0.0,0.0,0.0,0.0,3
7,21,24,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016348039731383324,0.3676486015319824,0.015787357464432716,0.4915631115436554,0.33000001311302185,0.46000000834465027,0.0,0.0,0.0,0.0,3
8,24,27,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00453410018235445,0.5824664235115051,0.03142606094479561,0.37453415989875793,0.3400000035762787,0.44999998807907104,0.0,0.0,0.0,0.0,3
9,27,30,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00652069877833128,0.2846081256866455,0.04751703143119812,0.4474564492702484,0.30000001192092896,0.6299999952316284,0.0,0.0,0.0,0.0,3
10,30,33,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03973991796374321,0.2497536987066269,0.01725597307085991,0.4289763271808624,0.25,0.6100000143051147,0.0,0.0,0.0,0.0,3
11,33,36,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02386760711669922,0.2299855500459671,-0.014244846068322659,0.24065417051315308,0.20999999344348907,0.41999998688697815,0.0,0.0,0.0,0.0,3
12,36,39,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02643892727792263,0.3515433967113495,0.009524967521429062,0.4401920735836029,0.3400000035762787,0.5,0.0,0.0,0.0,0.0,3
13,39,42,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4069303274154663,3.713041067123413,0.15997107326984406,1.2406986951828003,0.3700000047683716,0.6000000238418579,0.0,0.0,0.0,0.0,3
14,42,45,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011461925692856312,0.2994884252548218,0.02118140645325184,0.4669102430343628,0.3100000023841858,0.5699999928474426,0.0,0.0,0.0,0.0,3
15,45,48,3,dispatch_decision_block,blockwise_action_conditioned_path_value_td_advantage_surrogate_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021190762519836426,0.23191098868846893,0.051157642155885696,0.38967815041542053,0.36000001430511475,0.4699999988079071,0.0,0.0,0.0,0.0,3
