module_group,numel,raw_grad_norm,m_hat_norm,v_hat_norm,preconditioned_grad_norm,full_adam_update_norm,actual_param_delta_norm,update_over_grad_ratio,actual_delta_norm_share,cosine_raw_vs_momentum,cosine_raw_vs_preconditioned,cosine_raw_vs_full_adam,cosine_momentum_vs_full_adam,cosine_preconditioned_vs_full_adam,cosine_full_adam_vs_actual_delta,preconditioner_mean,preconditioner_std,preconditioner_min,preconditioner_max,preconditioner_p50,preconditioner_p90,preconditioner_p95,preconditioner_p99,preconditioner_p999
all_critic,81921,2.1316978931427,0.4448276460170746,0.022851908579468727,1199.8896484375,176.5117645263672,0.0882558673620224,0.041401676872659166,0.9999999428510155,0.8772846596566559,0.5767704594153136,0.44071987300844495,0.37673346279209896,0.7884127496015468,-1.000000522404142,5147649.0,21779436.0,9.854516983032227,100000000.0,1895.2076416015625,567210.875,22738786.0,100000000.0,100000000.0
critic_backbone,81792,1.5452789068222046,0.19749508798122406,0.0006465954938903451,1199.3326416015625,176.2361602783203,0.0881180614233017,0.05702404985551279,0.9984385063713312,0.8125154626515269,0.767690691312599,0.5568672040187082,0.7392988094547476,0.7883127724085002,-1.0000006078507446,5155767.0,21795644.0,103.58946990966797,100000000.0,1898.890625,567912.25,100000000.0,100000000.0,100000000.0
critic_head,129,1.4684171676635742,0.3985816538333893,0.022842759266495705,36.55624771118164,9.860003471374512,0.004930002149194479,0.0033573580163453803,0.055860329911292715,0.997647473229859,0.9780407454766398,0.9790780771963202,0.9791896102701065,0.9966918367791155,-0.9999999914570783,26.70696449279785,9.504945755004883,9.854516983032227,79.02842712402344,24.523374557495117,33.0206413269043,38.908599853515625,68.2275390625,77.72119140625
critic_block_value_head,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
critic_block_path_value_head,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
