module_group,layer_name,tensor_name,param_index,numel,raw_grad_norm,m_hat_norm,v_hat_norm,preconditioned_grad_norm,full_adam_update_norm,actual_param_delta_norm,update_over_grad_ratio,cosine_raw_vs_momentum,cosine_raw_vs_preconditioned,cosine_raw_vs_full_adam,cosine_momentum_vs_full_adam,cosine_preconditioned_vs_full_adam,preconditioner_mean,preconditioner_std,preconditioner_min,preconditioner_max,preconditioner_p50,preconditioner_p90,preconditioner_p95,preconditioner_p99,preconditioner_p999,actual_delta_norm_share
critic_backbone,critic_backbone.0,critic_backbone.0.weight,0,47872,1.4523435831069946,0.18194718658924103,0.0006235753535293043,947.5255126953125,142.7732391357422,0.07138658314943314,0.049152682588176566,0.8126270201739217,0.8016259160896819,0.555991951427621,0.7472715339726038,0.7767329267753316,8806957.0,27919600.0,103.58946990966797,100000000.0,1396.4100341796875,4487352.5,100000000.0,100000000.0,100000000.0,0.8088592997102075
critic_backbone,critic_backbone.3,critic_backbone.3.weight,4,16384,0.4707278311252594,0.06012981757521629,9.413914813194424e-05,573.9391479492188,77.2223129272461,0.03861116245388985,0.08202438840633479,0.8046183269783104,0.8868066589872036,0.6867124565038497,0.8961449031103916,0.783015911664474,2108.1259765625,1072.593994140625,393.2493591308594,6699.0556640625,1889.877197265625,3634.399658203125,4120.10400390625,5106.79541015625,6131.083984375,0.43749114253128946
critic_backbone,critic_backbone.6,critic_backbone.6.weight,8,16384,0.14747200906276703,0.02039574272930622,2.0083802155568264e-05,437.8866882324219,61.74330139160156,0.030871646478772163,0.20933902423227024,0.866005420012244,0.9458952100476392,0.8035742665768637,0.9425050243549846,0.8509491511719961,3456.1064453125,1414.9849853515625,1040.908447265625,13583.794921875,3118.60888671875,5357.84521484375,6196.5205078125,8108.86865234375,10677.8798828125,0.3497970802083281
critic_backbone,critic_backbone.7,critic_backbone.7.weight,10,128,0.023163916543126106,0.006065120920538902,2.8409417609509546e-06,50.57258987426758,13.076831817626953,0.006538416258990765,0.2822673034077668,0.9964729915822501,0.9582515415018178,0.963738026307268,0.9645066199366843,0.99472964288214,3253.736083984375,5091.623046875,1383.7613525390625,38864.28515625,2081.826171875,3416.25732421875,5702.330078125,32326.91015625,38283.25390625,0.07408477284016221
critic_backbone,critic_backbone.1,critic_backbone.1.bias,3,128,0.07747525721788406,0.017111212015151978,3.2330586691387e-05,52.91236877441406,11.956972122192383,0.005978486500680447,0.07716639757473949,0.9751732466273497,0.8707784819773323,0.8363664113724673,0.8810928726118392,0.9447180801554284,1274.033447265625,842.7267456054688,277.1055603027344,4566.43310546875,998.2523803710938,2430.036376953125,3143.325927734375,3883.177734375,4481.33837890625,0.06774038188863386
critic_backbone,critic_backbone.7,critic_backbone.7.bias,11,128,0.0326572060585022,0.008189929649233818,7.561358870589174e-06,45.30501937866211,11.3543119430542,0.005677155684679747,0.17384082626387806,0.995615909866422,0.9670076453335804,0.9630244827473607,0.9674074595185425,0.9949880368765387,1472.9921875,533.3303833007812,809.0166015625,4353.17333984375,1360.08837890625,1998.8489990234375,2212.556396484375,3973.685302734375,4331.8564453125,0.06432609558918703
critic_backbone,critic_backbone.0,critic_backbone.0.bias,1,128,0.11181452125310898,0.02766982652246952,9.602750651538372e-05,45.07858657836914,11.278278350830078,0.005639139097183943,0.050432976271649936,0.9700425164817447,0.8687183347598956,0.836666527387927,0.8813930592638073,0.9440612982159432,722.9451293945312,455.8740539550781,160.5508270263672,2192.517578125,596.0025634765625,1372.5616455078125,1633.973876953125,2103.200439453125,2182.926025390625,0.06389534139165304
critic_backbone,critic_backbone.3,critic_backbone.3.bias,5,128,0.10982769727706909,0.024321597069501877,9.314221824752167e-05,46.872344970703125,10.089826583862305,0.005044913850724697,0.0459348049335641,0.9747069629489284,0.8843818913956172,0.8758683710224491,0.8946686431489537,0.9632857778912014,669.5902099609375,427.61663818359375,174.3800506591797,2464.331787109375,542.298828125,1236.4111328125,1513.6029052734375,2040.9979248046875,2416.839111328125,0.0571623588686624
critic_head,critic_head,critic_head.weight,12,128,1.4549745321273804,0.39500144124031067,0.02039005607366562,36.50401306152344,9.846002578735352,0.0049230013974010944,0.0033835653399396375,0.9976051122620296,0.981198049227661,0.9822603483449434,0.9822707489730399,0.996682305968278,26.838623046875,9.424100875854492,17.41107177734375,79.02842712402344,24.545259475708008,33.077674865722656,38.93372344970703,68.24854278564453,77.73139953613281,0.055781006557474415
critic_backbone,critic_backbone.4,critic_backbone.4.bias,7,128,0.035761136561632156,0.007872648537158966,1.1244983397773467e-05,44.31766891479492,9.495315551757812,0.00474765757098794,0.13276025393671811,0.9728693765992069,0.890537089357359,0.8783558225508769,0.8975636809794525,0.9619959309260614,1905.1409912109375,1234.9228515625,507.6288757324219,7035.740234375,1528.442626953125,3556.047119140625,4363.7373046875,6268.85546875,6962.2421875,0.0537942398797058
critic_backbone,critic_backbone.1,critic_backbone.1.weight,2,128,0.028894785791635513,0.0034538221079856157,3.7657255234080367e-06,56.88432693481445,7.6837239265441895,0.0038418620824813843,0.13296039327599132,0.8738854706643069,0.8191313499548345,0.6446151702984828,0.8379094272324563,0.7984091468974496,4267.5146484375,2228.06494140625,622.9031982421875,11463.87109375,3657.53271484375,7304.03857421875,8761.45703125,10137.453125,11295.783203125,0.04353095128694037
critic_backbone,critic_backbone.4,critic_backbone.4.weight,6,128,0.009840870276093483,0.0015045382315292954,7.474265544260561e-07,42.44941329956055,6.7156267166137695,0.003357813460752368,0.34121102773903395,0.8067086885453225,0.9092806229167752,0.7170521385971181,0.913938744656071,0.781415073067934,6387.3623046875,2205.381103515625,1654.0003662109375,12323.6748046875,6414.1376953125,9093.611328125,9853.9755859375,11168.001953125,12180.4423828125,0.038046346030265715
critic_backbone,critic_backbone.6,critic_backbone.6.bias,9,128,0.02960417978465557,0.006172707304358482,2.877839870052412e-05,28.345714569091797,5.768888473510742,0.0028844443149864674,0.0974336845664453,0.9561327828272481,0.9034616766689769,0.8673968772722711,0.8966298623992658,0.9461896035877543,956.425537109375,478.7356262207031,365.40753173828125,2731.388427734375,801.4876708984375,1680.2464599609375,1805.90283203125,2174.151123046875,2661.7724609375,0.03268274661345197
critic_head,critic_head,critic_head.bias,13,1,0.19823704659938812,0.053302835673093796,0.010297439061105251,1.9535303115844727,0.5252736806869507,0.00026263686595484614,0.0013248626856593654,1.000000014564571,0.999999991552392,1.0000000034498395,0.9999999734154527,1.0000000098875408,9.854516983032227,0.0,9.854516983032227,9.854516983032227,9.854516983032227,9.854516983032227,9.854516983032227,9.854516983032227,9.854516983032227,0.0029758571163103413
