module_group,layer_name,tensor_name,param_index,rank_within_tensor,flat_index,index_tuple,preconditioner,raw_grad,m_hat,v_hat,preconditioned_grad,full_adam_direction,abs_full_adam_direction,actual_param_delta,abs_actual_param_delta
critic_backbone,critic_backbone.1,critic_backbone.1.weight,2,13,24,[24],7555.03955078125,2.795158070512116e-05,-1.6248948668362573e-05,1.7517045591830538e-08,0.21117529273033142,-0.12276145070791245,0.12276145070791245,6.138072785688564e-05,6.138072785688564e-05
critic_backbone,critic_backbone.1,critic_backbone.1.weight,2,14,45,[45],7196.46875,-0.00017500818648841232,-4.344221906649182e-06,1.93062792419596e-08,-1.2594408988952637,-0.03126305714249611,0.03126305714249611,1.5631529095117003e-05,1.5631529095117003e-05
critic_backbone,critic_backbone.4,critic_backbone.4.bias,7,1,57,[57],7035.740234375,-0.00041092626634053886,-2.9171524147386663e-05,2.019850597889672e-08,-2.8911705017089844,-0.20524325966835022,0.20524325966835022,0.00010262163414154202,0.00010262163414154202
critic_backbone,critic_backbone.1,critic_backbone.1.weight,2,15,34,[34],6981.06005859375,-3.1082730856724083e-05,-0.00010602620750432834,2.051618608334138e-08,-0.2169904112815857,-0.7401753067970276,0.7401753067970276,0.00037008768413215876,0.00037008768413215876
critic_backbone,critic_backbone.1,critic_backbone.1.weight,2,16,55,[55],6972.361328125,-0.0007097836933098733,-7.140335947042331e-05,2.0567412661876006e-08,-4.948868274688721,-0.4978500306606293,0.4978500306606293,0.0002489250327926129,0.0002489250327926129
critic_backbone,critic_backbone.1,critic_backbone.1.weight,2,17,47,[47],6776.29833984375,0.0007544903201051056,7.42332122172229e-05,2.1774898328885683e-08,5.112651348114014,0.5030263662338257,0.5030263662338257,-0.0002515132073312998,0.0002515132073312998
critic_backbone,critic_backbone.3,critic_backbone.3.weight,4,1,11170,"[87, 34]",6699.0556640625,6.901520828250796e-05,5.2012277592439204e-05,2.2279973421746035e-08,0.4623367190361023,0.34843313694000244,0.34843313694000244,-0.0001742165768519044,0.0001742165768519044
critic_backbone,critic_backbone.3,critic_backbone.3.weight,4,2,11219,"[87, 83]",6654.80859375,8.219146548071876e-05,-1.5331221447922871e-06,2.2577253844247025e-08,0.5469684600830078,-0.010202634148299694,0.010202634148299694,5.101317128719529e-06,5.101317128719529e-06
critic_backbone,critic_backbone.3,critic_backbone.3.weight,4,3,4991,"[38, 127]",6573.80322265625,6.559144094353542e-05,-2.9187613108661026e-05,2.3137131321959714e-08,0.43118521571159363,-0.19187362492084503,0.19187362492084503,9.593681897968054e-05,9.593681897968054e-05
critic_backbone,critic_backbone.3,critic_backbone.3.weight,4,4,11196,"[87, 60]",6534.1181640625,7.550088048446923e-05,6.562443013535812e-05,2.341904981051357e-08,0.4933316707611084,0.42879778146743774,0.42879778146743774,-0.0002143988967873156,0.0002143988967873156
critic_backbone,critic_backbone.3,critic_backbone.3.weight,4,5,11262,"[87, 126]",6531.72314453125,-0.00028044587816111743,-1.9594794139266014e-05,2.343622895750741e-08,-1.8317948579788208,-0.12798777222633362,0.12798777222633362,6.399388803401962e-05,6.399388803401962e-05
critic_backbone,critic_backbone.1,critic_backbone.1.weight,2,18,121,[121],6500.60205078125,-0.0010359217412769794,-9.823154687182978e-05,2.366118145857854e-08,-6.734115123748779,-0.6385641694068909,0.6385641694068909,0.0003192820877302438,0.0003192820877302438
critic_backbone,critic_backbone.3,critic_backbone.3.weight,4,6,11155,"[87, 19]",6496.48876953125,-0.0001720761356409639,6.14933060205658e-06,2.36911521511729e-08,-1.11789071559906,0.03994905576109886,0.03994905576109886,-1.997452818613965e-05,1.997452818613965e-05
critic_backbone,critic_backbone.1,critic_backbone.1.weight,2,19,107,[107],6471.482421875,3.802537321462296e-05,2.810128717101179e-05,2.38746071801188e-08,0.24608053267002106,0.18185698986053467,0.18185698986053467,-9.092850086744875e-05,9.092850086744875e-05
critic_backbone,critic_backbone.4,critic_backbone.4.bias,7,2,23,[23],6457.01025390625,-0.00021450580970849842,-5.8181871281703934e-05,2.3981755248314585e-08,-1.385066270828247,-0.37568095326423645,0.37568095326423645,0.00018784048734232783,0.00018784048734232783
critic_backbone,critic_backbone.3,critic_backbone.3.weight,4,7,11161,"[87, 25]",6452.6416015625,-0.0005624949117191136,2.5033839847310446e-05,2.4014241262193536e-08,-3.629578113555908,0.1615343987941742,0.1615343987941742,-8.076720405369997e-05,8.076720405369997e-05
critic_backbone,critic_backbone.1,critic_backbone.1.weight,2,20,103,[103],6451.3603515625,-1.0007166565628722e-05,5.077882815385237e-05,2.4023780298421116e-08,-0.06455983966588974,0.32759252190589905,0.32759252190589905,-0.00016379627049900591,0.00016379627049900591
critic_backbone,critic_backbone.3,critic_backbone.3.weight,4,8,7422,"[57, 126]",6416.81640625,-0.0006015031831339002,-6.926066998858005e-05,2.4283153265969304e-08,-3.8597354888916016,-0.4444330036640167,0.4444330036640167,0.0002222165057901293,0.0002222165057901293
critic_backbone,critic_backbone.3,critic_backbone.3.weight,4,9,4890,"[38, 26]",6414.69580078125,0.00010573913459666073,-1.0493371519260108e-05,2.4299209755440643e-08,0.6782844066619873,-0.06731178611516953,0.06731178611516953,3.3655895094852895e-05,3.3655895094852895e-05
critic_backbone,critic_backbone.3,critic_backbone.3.weight,4,10,11159,"[87, 23]",6310.98779296875,-0.00014211301458999515,6.243019015528262e-05,2.5104439416168134e-08,-0.8968734741210938,0.3939961791038513,0.3939961791038513,-0.00019699809490703046,0.00019699809490703046
critic_backbone,critic_backbone.3,critic_backbone.3.weight,4,11,7371,"[57, 75]",6303.7099609375,0.000438971008406952,4.275021638022736e-05,2.516244457240191e-08,2.767145872116089,0.2694849669933319,0.2694849669933319,-0.00013474248407874256,0.00013474248407874256
critic_backbone,critic_backbone.3,critic_backbone.3.weight,4,12,11220,"[87, 84]",6294.673828125,0.00043273958726786077,-1.3039940313319676e-05,2.523474051940866e-08,2.723954439163208,-0.08208217471837997,0.08208217471837997,4.104109029867686e-05,4.104109029867686e-05
critic_backbone,critic_backbone.3,critic_backbone.3.weight,4,13,11189,"[87, 53]",6260.580078125,-3.358481262694113e-05,-4.4862149479740765e-06,2.5510354717539485e-08,-0.21026040613651276,-0.028086308389902115,0.028086308389902115,1.4043154806131497e-05,1.4043154806131497e-05
critic_backbone,critic_backbone.3,critic_backbone.3.weight,4,14,4905,"[38, 41]",6232.986328125,0.00015077974239829928,7.339192961808294e-05,2.573674073858001e-08,0.9398080706596375,0.45745089650154114,0.45745089650154114,-0.00022872546105645597,0.00022872546105645597
critic_backbone,critic_backbone.3,critic_backbone.3.weight,4,15,4939,"[38, 75]",6216.5595703125,8.83360262378119e-05,-7.555081538157538e-06,2.5872941122884185e-08,0.5491461753845215,-0.046966616064310074,0.046966616064310074,2.3483309632865712e-05,2.3483309632865712e-05
critic_backbone,critic_backbone.3,critic_backbone.3.weight,4,16,7408,"[57, 112]",6158.3466796875,0.0001921742659760639,4.6803175791865215e-05,2.6364423533209447e-08,1.1834757328033447,0.28823018074035645,0.28823018074035645,-0.00014411509619094431,0.00014411509619094431
critic_backbone,critic_backbone.3,critic_backbone.3.weight,4,17,4917,"[38, 53]",6133.19140625,0.0002702645433600992,2.799657522700727e-05,2.6581146173043635e-08,1.6575841903686523,0.1717083603143692,0.1717083603143692,-8.58541825436987e-05,8.58541825436987e-05
critic_backbone,critic_backbone.3,critic_backbone.3.weight,4,18,7326,"[57, 30]",6127.68603515625,0.00041132100159302354,4.256388274370693e-05,2.662893372473718e-08,2.5204460620880127,0.26081812381744385,0.26081812381744385,-0.0001304090692428872,0.0001304090692428872
critic_backbone,critic_backbone.3,critic_backbone.3.weight,4,19,11241,"[87, 105]",6098.365234375,-0.00034472820698283613,-4.009052281617187e-05,2.6885629722528392e-08,-2.102278470993042,-0.24448664486408234,0.24448664486408234,0.00012224333477206528,0.00012224333477206528
critic_backbone,critic_backbone.3,critic_backbone.3.weight,4,20,11169,"[87, 33]",6063.78369140625,0.00029631098732352257,5.164412868907675e-05,2.7193175711204276e-08,1.796765685081482,0.3131588399410248,0.3131588399410248,-0.00015657942276448011,0.00015657942276448011
critic_backbone,critic_backbone.7,critic_backbone.7.weight,10,7,123,[123],5868.9267578125,-0.0008277104352600873,-0.00022676894150208682,2.9028971226807698e-08,-4.857771873474121,-1.3308902978897095,1.3308902978897095,0.0006654451717622578,0.0006654451717622578
critic_backbone,critic_backbone.4,critic_backbone.4.bias,7,3,94,[94],5760.13232421875,0.0003570168628357351,-6.853398372186348e-05,3.0135964834698825e-08,2.056464433670044,-0.39476481080055237,0.39476481080055237,0.00019738241098821163,0.00019738241098821163
critic_backbone,critic_backbone.7,critic_backbone.7.weight,10,8,17,[17],5392.93408203125,-0.0012906859628856182,-0.00024883559672161937,3.4379770141867994e-08,-6.9605841636657715,-1.341953992843628,1.341953992843628,0.000670977053232491,0.000670977053232491
critic_backbone,critic_backbone.4,critic_backbone.4.bias,7,4,87,[87],5021.33203125,1.4886053577356506e-05,3.896771522704512e-05,3.965687866980261e-08,0.07474781572818756,0.19566982984542847,0.19566982984542847,-9.783491987036541e-05,9.783491987036541e-05
critic_backbone,critic_backbone.4,critic_backbone.4.bias,7,5,88,[88],4972.4609375,-0.0008974605007097125,-9.950207459041849e-05,4.044026979954651e-08,-4.462587356567383,-0.4947701692581177,0.4947701692581177,0.0002473850909154862,0.0002473850909154862
