epoch,layer_name,layer_active_count,layer_clipped_active_count,layer_clipped_active_fraction,layer_active_preconditioner_mean,layer_active_preconditioner_p95,layer_active_preconditioner_p99,layer_active_preconditioner_max,layer_active_preconditioner_mean_after_clip,layer_active_preconditioner_p95_after_clip,layer_active_preconditioner_p99_after_clip,layer_active_preconditioner_max_after_clip,layer_actual_param_delta_norm,layer_raw_grad_norm,layer_preconditioned_grad_norm,layer_soft_geometry_scale_factor,layer_soft_geometry_scale_factor_min,layer_soft_geometry_scale_factor_p50,layer_soft_geometry_scale_factor_p95,layer_soft_geometry_trigger_active_fraction,layer_soft_geometry_overflow_stat,layer_soft_geometry_overflow_stat_p95
0,critic_backbone.0.weight,3001598,0,0.0,309139.46875,1858285.625,7155270.0,89556480.0,309139.46875,1858285.625,7155270.0,89556480.0,0.03769995152418103,0.11680924466678075,169.62727306910924,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0,critic_backbone.4.bias,8960,0,0.0,1239.1812744140625,3225.141125488281,5742.4979296875,10658.7314453125,1239.1812744140625,3225.141125488281,5742.4979296875,10658.7314453125,0.0038812588517820198,0.010484549135435372,7.116846299171447,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0,critic_backbone.6.weight,1146880,0,0.0,4525.021484375,10816.366552734378,17577.983515624983,66543844.0,4525.021484375,10816.366552734378,17577.983515624983,66543844.0,0.033217024723333974,0.0435721964176212,96.17378910609654,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0,critic_backbone.7.bias,8960,0,0.0,1525.415771484375,3985.739599609374,9110.980292968745,518181.46875,1525.415771484375,3985.739599609374,9110.980292968745,518181.46875,0.005009049090689846,0.01120770241666053,10.405862576620919,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0,critic_backbone.7.weight,8960,0,0.0,21607.552734375,36048.57441406248,122231.40234374987,89635400.0,21607.552734375,36048.57441406248,122231.40234374987,89635400.0,0.006068856305708843,0.0055009890680334395,16.795171519688196,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,critic_backbone.0.weight,3001600,0,0.0,369869.3125,2472479.25,8523021.0,38780332.0,369869.3125,2472479.25,8523021.0,38780332.0,0.03154982967036111,0.2359081738229309,273.0618592398507,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,critic_backbone.4.bias,8960,0,0.0,1839.3433837890625,4623.760424804686,8052.550424804687,9122.744140625,1839.3433837890625,4623.760424804686,8052.550424804687,9122.744140625,0.0012311500954508248,0.004060175963344851,5.586445411614009,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,critic_backbone.6.weight,1146880,0,0.0,4455.09033203125,9251.598535156256,12425.78874023437,20981.109375,4455.09033203125,9251.598535156256,12425.78874023437,20981.109375,0.020113314914384058,0.027845617889293604,117.66552549089704,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,critic_backbone.7.bias,8960,0,0.0,1323.5947265625,2211.999768066405,3890.2665624999954,5747.91650390625,1323.5947265625,2211.999768066405,3890.2665624999954,5747.91650390625,0.003640691017998116,0.006689318828284741,8.658543166092464,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,critic_backbone.7.weight,8960,0,0.0,2825.956298828125,5798.601831054676,20367.211503906237,50860.140625,2825.956298828125,5798.601831054676,20367.211503906237,50860.140625,0.005131678498582914,0.005702108465733805,11.900653317996435,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2,critic_backbone.0.weight,3001600,0,0.0,361132.125,2483488.25,7834559.5,33614496.0,361132.125,2483488.25,7834559.5,33614496.0,0.03535686574344124,0.3251332555498396,263.5511351449149,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2,critic_backbone.4.bias,8960,0,0.0,1961.3857421875,4302.416894531249,6640.442250976562,8307.98828125,1961.3857421875,4302.416894531249,6640.442250976562,8307.98828125,0.00163028225735096,0.0063747604128106365,9.56684557369777,1.0,1.0,1.0,1.0,0.0,0.0,0.0
