telemetry_step,train_epoch,update_epoch,minibatch_id,final_critic_backbone_delta_norm,backbone_active_count,backbone_clipped_active_count,backbone_clipped_active_fraction,backbone_active_preconditioner_mean,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_active_preconditioner_max,backbone_active_preconditioner_mean_after_clip,backbone_active_preconditioner_p95_after_clip,backbone_active_preconditioner_p99_after_clip,backbone_active_preconditioner_max_after_clip,backbone_soft_geometry_scale_factor_mean,backbone_soft_geometry_scale_factor_p50,backbone_soft_geometry_scale_factor_p95,backbone_soft_geometry_scale_factor_min,backbone_soft_geometry_trigger_active_fraction,backbone_soft_geometry_overflow_stat_mean,backbone_soft_geometry_overflow_stat_p95
0,0,0,0,0.13818830811001684,76800,0,0.0,299880.625,589512.8937500125,7141836.5,89635400.0,299880.625,589512.8937500125,7141836.5,89635400.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,0,0,1,0.10265950470155273,76800,0,0.0,236658.40625,359731.4656250364,6785438.0,60773944.0,236658.40625,359731.4656250364,6785438.0,60773944.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2,0,0,2,0.08842519749902113,76800,0,0.0,209685.046875,333186.5,6062154.5,53179804.0,209685.046875,333186.5,6062154.5,53179804.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3,0,0,3,0.07992850512774959,76800,0,0.0,204630.21875,345312.25,5912222.5,48374608.0,204630.21875,345312.25,5912222.5,48374608.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
4,0,0,4,0.07503227898646454,76800,0,0.0,200685.59375,344068.28125,5854855.5,51129104.0,200685.59375,344068.28125,5854855.5,51129104.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
5,0,0,5,0.07126931716856688,76800,0,0.0,188024.140625,342124.125,5573350.5,53356108.0,188024.140625,342124.125,5573350.5,53356108.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
6,0,0,6,0.06840544353635337,76800,0,0.0,183346.46875,348624.53125,5563624.5,45583824.0,183346.46875,348624.53125,5563624.5,45583824.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
7,0,1,7,0.06841485950111689,76800,0,0.0,180262.5625,349209.0625,5283192.0,37695288.0,180262.5625,349209.0625,5283192.0,37695288.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
8,0,1,8,0.06743877094972149,76800,0,0.0,181167.5,353943.71875,5185006.5,36415640.0,181167.5,353943.71875,5185006.5,36415640.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
9,0,1,9,0.06654864987499683,76800,0,0.0,174402.8125,358445.90625,4690247.0,34786388.0,174402.8125,358445.90625,4690247.0,34786388.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
10,0,1,10,0.06486222006187772,76800,0,0.0,170784.609375,355678.65625,4753702.0,35652124.0,170784.609375,355678.65625,4753702.0,35652124.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
11,0,1,11,0.06360342261182891,76800,0,0.0,166597.6875,357768.5625,4523362.0,36285432.0,166597.6875,357768.5625,4523362.0,36285432.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
12,0,1,12,0.06307966441224887,76800,0,0.0,165936.375,362982.9375,4606140.5,36102368.0,165936.375,362982.9375,4606140.5,36102368.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
13,0,1,13,0.062225474745200085,76800,0,0.0,166070.640625,369052.15625,4672279.034999897,35742476.0,166070.640625,369052.15625,4672279.034999897,35742476.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
14,0,2,14,0.06314235561298569,76800,0,0.0,165101.09375,369258.84375,4676737.5,35893736.0,165101.09375,369258.84375,4676737.5,35893736.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
15,0,2,15,0.0632901735176005,76800,0,0.0,163398.859375,366115.1875,4650705.5,36183388.0,163398.859375,366115.1875,4650705.5,36183388.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
