epoch,policy_surrogate_mode,actor_structure_mode,theta_only_step_kl,route_only_step_kl,theta_only_step_prob_gain,route_only_step_prob_gain,theta_after_route_shift,route_after_theta_shift,theta_head_grad_norm,route_head_grad_norm,theta_backbone_grad_norm,route_backbone_grad_norm,theta_kl_target,route_kl_target,theta_early_stop_count,route_early_stop_count,coupled_stop_trigger_count,coupled_stop_blocked_by_theta_floor_count,coupled_stop_blocked_by_severity_gate_count,coupled_stop_min_theta_updates_per_epoch,coupled_stop_severity_factor,coupled_stop_severity_freeze_kl_threshold,route_update_cap_trigger_count,route_update_cap_per_epoch,route_alignment_gate_threshold,route_alignment_gate_accept_count,route_alignment_gate_reject_count,route_alignment_gate_reject_rate,route_alignment_gate_score_mean,route_step_alignment_mean,route_step_alignment_min,route_step_alignment_max,route_step_accept_count,route_step_reject_count,route_step_accept_rate,route_step_reject_rate,theta_update_count,route_update_count,route_mask_mean,route_mask_active_fraction,route_mask_threshold,route_confident_mask_margin
0,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.0002899522659260713,0.00017918697404378952,-0.0002367927968537385,-0.00010020597159642161,0.0,0.00032529639512566584,0.07444585836001309,0.08076058032028481,0.07248280859122169,0.05735788161187213,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,-9.027003818898396e-05,-9.027003818898396e-05,-0.0013525973772630095,0.0009487641509622335,70,0,1.0,0.0,70,70,0.51583331823349,0.51583331823349,0.5,0.0
1,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,2.265809903942032e-05,0.0005010915843740804,1.7457533372830117e-05,-0.00040666132788049126,0.0,0.0002784570913978054,0.06495251238492572,0.0865351703113179,0.09184990430245044,0.09196328589477731,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,-0.00028674696432062774,-0.00028674696432062774,-0.0036067706532776356,0.0018296613125130534,70,0,1.0,0.0,70,70,0.48520833253860474,0.48520833253860474,0.5,0.0
2,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-0.0003130097075362366,-0.0008109522647178632,0.00036258063187882985,0.000952182416949654,0.0,0.0003113791267553877,0.06164983925394181,0.09197990143389122,0.09958868815344628,0.11417415426432698,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,6.659234237693974e-05,6.659234237693974e-05,-0.004607181064784527,0.003770281095057726,70,0,1.0,0.0,70,70,0.43020835518836975,0.43020835518836975,0.5,0.0
3,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-0.0005418787629813388,-0.002115242469257542,0.0005950115079550804,0.002332132565607026,0.0,0.00033396823876371076,0.055953071220520456,0.0935553590035047,0.098972220845202,0.1254075607094886,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,-0.0002704075837430407,-0.0002704075837430407,-0.006417345255613327,0.0053329248912632465,70,0,1.0,0.0,70,70,0.3700000047683716,0.3700000047683716,0.5,0.0
4,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-0.0004970050164177207,-0.00414606114167587,0.0005605160008534377,0.004504912145369287,0.0,0.00036425415008644837,0.04903534624131636,0.09284383614524505,0.08924869507573058,0.14598655931749221,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,-6.673824953915236e-05,-6.673824953915236e-05,-0.008090213872492313,0.008684187196195126,70,0,1.0,0.0,70,70,0.3179166615009308,0.3179166615009308,0.5,0.0
5,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-0.0003157902774546528,-0.002723549533194663,0.0003393032291666844,0.0033020118733475103,0.0,0.0001596705085830763,0.04544703745117481,0.08727711519788312,0.0733623488181836,0.15112378159853937,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,-9.387153717576829e-05,-9.387153717576829e-05,-0.00662815198302269,0.008074980229139328,70,0,1.0,0.0,70,70,0.26520833373069763,0.26520833373069763,0.5,0.0
6,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-4.3966105850553764e-05,-0.003633747061394388,7.113928261657878e-05,0.004179844549590988,0.0,0.00014604670400980728,0.041967558323049846,0.07436767297924204,0.07302191622641158,0.13929591636447267,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,0.00023610441009753102,0.00023610441009753102,-0.003923000302165747,0.006255225278437138,70,0,1.0,0.0,70,70,0.25729167461395264,0.25729167461395264,0.5,0.0
7,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-0.00040316940290462556,-0.001148464622487414,0.0004317335431725918,0.0015904685042447194,0.0,0.00012514539760429347,0.03849594522498271,0.06584790915137806,0.0693422938098745,0.11892030991875581,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,-0.0003089912710623009,-0.0003089912710623009,-0.009508118964731693,0.0024215751327574253,70,0,1.0,0.0,70,70,0.2722916603088379,0.2722916603088379,0.5,0.0
8,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-0.0004059281425205492,-0.0012773998693384264,0.00043131229301382386,0.001682318375865829,0.0,9.332874417720762e-05,0.03474092089539271,0.052161428060549436,0.06708008971750501,0.10446693723868225,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,-0.0002748240969010242,-0.0002748240969010242,-0.021387433633208275,0.0033398137893527746,70,0,1.0,0.0,70,70,0.2618750035762787,0.2618750035762787,0.5,0.0
9,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-0.0004493781433536372,-0.0029492326878555884,0.0004721181560203799,0.0036938176824280943,0.0,9.890224984181779e-05,0.03252244129952601,0.05721195568200402,0.06509086978450958,0.116405369902864,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,-0.0007552706173685562,-0.0007552706173685562,-0.029095038771629333,0.006598965264856815,70,0,1.0,0.0,70,70,0.25874999165534973,0.25874999165534973,0.5,0.0
