epoch,ratio_mean,ratio_std,ratio_min,ratio_max,clip_fraction,positive_adv_clip_fraction,negative_adv_clip_fraction,approx_kl,entropy_loss,policy_loss,ratio_by_adv_sign
0,0.9770517349243164,0.04112766310572624,0.8304940462112427,1.0918912887573242,0.0,0.0,0.0,0.02411000244319439,-0.030163580551743507,-0.0005441151442937553,"{""negative"": {""count"": 200, ""max"": 1.0918912887573242, ""mean"": 0.9770517349243164, ""min"": 0.8304940462112427, ""std"": 0.04112766310572624}, ""positive"": {""count"": 0, ""max"": 0.0, ""mean"": 0.0, ""min"": 0.0, ""std"": 0.0}}"
1,0.9885477423667908,0.06766550987958908,0.7932841777801514,1.155110478401184,0.004999999888241291,0.0,0.005235602147877216,0.013911728747189045,-0.030163580551743507,0.010799592360854149,"{""negative"": {""count"": 191, ""max"": 1.155110478401184, ""mean"": 0.9892694354057312, ""min"": 0.7932841777801514, ""std"": 0.06774933636188507}, ""positive"": {""count"": 9, ""max"": 1.0936448574066162, ""mean"": 0.9732326865196228, ""min"": 0.8840651512145996, ""std"": 0.06396984308958054}}"
2,1.0275026559829712,0.07109945267438889,0.8153488039970398,1.182845115661621,0.0,0.0,0.0,-0.024676160886883736,-0.030163580551743507,0.008536222390830517,"{""negative"": {""count"": 184, ""max"": 1.182845115661621, ""mean"": 1.0260937213897705, ""min"": 0.8153488039970398, ""std"": 0.07171224802732468}, ""positive"": {""count"": 16, ""max"": 1.1299664974212646, ""mean"": 1.0437058210372925, ""min"": 0.8895279765129089, ""std"": 0.06134612113237381}}"
3,1.0473583936691284,0.07268040627241135,0.8374775648117065,1.225870132446289,0.004999999888241291,0.0,0.005494505632668734,-0.043768398463726044,-0.030163580551743507,0.011415129527449608,"{""negative"": {""count"": 182, ""max"": 1.225870132446289, ""mean"": 1.0447514057159424, ""min"": 0.8374775648117065, ""std"": 0.07352956384420395}, ""positive"": {""count"": 18, ""max"": 1.152108907699585, ""mean"": 1.073720097541809, ""min"": 0.9139120578765869, ""std"": 0.05712657421827316}}"
4,1.0467779636383057,0.06356676667928696,0.7320916652679443,1.1802250146865845,0.004999999888241291,0.0,0.005847953259944916,-0.043755512684583664,-0.030163580551743507,0.013758525252342224,"{""negative"": {""count"": 171, ""max"": 1.1700735092163086, ""mean"": 1.0429871082305908, ""min"": 0.7320916652679443, ""std"": 0.06297115236520767}, ""positive"": {""count"": 29, ""max"": 1.1802250146865845, ""mean"": 1.0691314935684204, ""min"": 0.9074665307998657, ""std"": 0.06245563551783562}}"
5,1.0314502716064453,0.046378619968891144,0.9204961657524109,1.1602389812469482,0.0,0.0,0.0,-0.029955057427287102,-0.030163580551743507,0.013105656951665878,"{""negative"": {""count"": 171, ""max"": 1.1602389812469482, ""mean"": 1.0289671421051025, ""min"": 0.9204961657524109, ""std"": 0.045070234686136246}, ""positive"": {""count"": 29, ""max"": 1.1539236307144165, ""mean"": 1.0460926294326782, ""min"": 0.9417385458946228, ""std"": 0.05104641988873482}}"
6,1.0083255767822266,0.03829742223024368,0.8906617760658264,1.1458796262741089,0.0,0.0,0.0,-0.007569864857941866,-0.030163580551743507,0.012803037650883198,"{""negative"": {""count"": 167, ""max"": 1.1458796262741089, ""mean"": 1.0094630718231201, ""min"": 0.8906617760658264, ""std"": 0.03852815553545952}, ""positive"": {""count"": 33, ""max"": 1.068926215171814, ""mean"": 1.002570390701294, ""min"": 0.9066926836967468, ""std"": 0.03656939044594765}}"
7,1.0237804651260376,0.03865184262394905,0.891319215297699,1.1393415927886963,0.0,0.0,0.0,-0.022784434258937836,-0.030163580551743507,0.008546415716409683,"{""negative"": {""count"": 141, ""max"": 1.1393415927886963, ""mean"": 1.0233466625213623, ""min"": 0.8971006870269775, ""std"": 0.0391523502767086}, ""positive"": {""count"": 59, ""max"": 1.0961805582046509, ""mean"": 1.0248169898986816, ""min"": 0.891319215297699, ""std"": 0.03740821033716202}}"
8,1.0169872045516968,0.03326869383454323,0.8792968988418579,1.1042011976242065,0.0,0.0,0.0,-0.016301242634654045,-0.030163580551743507,0.004847724922001362,"{""negative"": {""count"": 136, ""max"": 1.099422812461853, ""mean"": 1.0146160125732422, ""min"": 0.8792968988418579, ""std"": 0.03448411077260971}, ""positive"": {""count"": 64, ""max"": 1.1042011976242065, ""mean"": 1.0220260620117188, ""min"": 0.9549915194511414, ""std"": 0.029907826334238052}}"
9,1.0154348611831665,0.03719029948115349,0.8606640696525574,1.1145095825195312,0.0,0.0,0.0,-0.014632771722972393,-0.030163580551743507,0.007927678525447845,"{""negative"": {""count"": 128, ""max"": 1.1145095825195312, ""mean"": 1.0141862630844116, ""min"": 0.8606640696525574, ""std"": 0.03698785603046417}, ""positive"": {""count"": 72, ""max"": 1.0976313352584839, ""mean"": 1.0176546573638916, ""min"": 0.9058805108070374, ""std"": 0.037444837391376495}}"
