block_index,block_start,block_stop_exclusive,block_size,block_semantic,block_logprob_delta_mean,block_logprob_delta_std,block_ratio_proxy_mean,block_ratio_proxy_std,epoch
17,51,54,3,dispatch_decision_block,-0.16973452270030975,1.2189316749572754,1.8028154373168945,3.5779435634613037,3
18,54,57,3,dispatch_decision_block,-0.23440693318843842,1.3736793994903564,1.5969265699386597,2.6160900592803955,3
19,57,60,3,dispatch_decision_block,-0.18440881371498108,1.3791913986206055,1.4954922199249268,1.7170710563659668,3
20,60,63,3,dispatch_decision_block,-0.1963524967432022,1.4194880723953247,2.4220142364501953,7.384997844696045,3
21,63,66,3,dispatch_decision_block,-0.19102942943572998,1.0318127870559692,1.334113359451294,1.6214700937271118,3
22,66,69,3,dispatch_decision_block,-0.3271237909793854,1.7877695560455322,1.7360080480575562,2.6902804374694824,3
23,69,72,3,dispatch_decision_block,-0.12294673919677734,1.068750023841858,1.3870395421981812,1.467276692390442,3
0,0,3,3,dispatch_decision_block,-0.33865219354629517,1.1194010972976685,1.1615594625473022,1.2618576288223267,4
1,3,6,3,dispatch_decision_block,-0.45581725239753723,1.329482913017273,1.0540443658828735,0.9215892553329468,4
2,6,9,3,dispatch_decision_block,-0.6534244418144226,1.3625946044921875,1.024749994277954,1.6322576999664307,4
3,9,12,3,dispatch_decision_block,-0.9181570410728455,2.2414755821228027,1.5349442958831787,4.08765983581543,4
4,12,15,3,dispatch_decision_block,-0.4951522946357727,1.6530349254608154,1.6824164390563965,3.7308549880981445,4
5,15,18,3,dispatch_decision_block,-0.35408905148506165,1.2944163084030151,1.585079312324524,3.0400807857513428,4
6,18,21,3,dispatch_decision_block,-0.45723626017570496,1.1791843175888062,1.0621315240859985,1.111654281616211,4
7,21,24,3,dispatch_decision_block,-0.3798668384552002,1.2972172498703003,1.2696398496627808,2.162949323654175,4
8,24,27,3,dispatch_decision_block,-0.4531623125076294,1.4300318956375122,1.2632136344909668,1.6091612577438354,4
9,27,30,3,dispatch_decision_block,-0.4975716471672058,1.468915343284607,1.2413138151168823,1.7904298305511475,4
10,30,33,3,dispatch_decision_block,-0.7965591549873352,2.105006694793701,2.4926955699920654,10.891231536865234,4
11,33,36,3,dispatch_decision_block,-0.4808008670806885,1.5618369579315186,1.529345989227295,2.74115252494812,4
12,36,39,3,dispatch_decision_block,-0.49739906191825867,1.2567689418792725,1.4033159017562866,2.8251800537109375,4
13,39,42,3,dispatch_decision_block,-0.5764386653900146,1.6036911010742188,1.6709964275360107,5.690001964569092,4
14,42,45,3,dispatch_decision_block,-0.43668895959854126,1.3145135641098022,1.4092919826507568,2.6833903789520264,4
15,45,48,3,dispatch_decision_block,-0.560623049736023,1.3400459289550781,1.0960122346878052,1.6115483045578003,4
16,48,51,3,dispatch_decision_block,-0.4091494381427765,1.2586243152618408,1.7330044507980347,5.388457775115967,4
17,51,54,3,dispatch_decision_block,-0.5164401531219482,1.4589910507202148,1.4981426000595093,2.4813144207000732,4
18,54,57,3,dispatch_decision_block,-0.6595872640609741,1.6119379997253418,1.1953542232513428,1.7647991180419922,4
19,57,60,3,dispatch_decision_block,-0.27052706480026245,1.1611206531524658,2.075385093688965,7.527044773101807,4
20,60,63,3,dispatch_decision_block,-0.3676631450653076,1.4850893020629883,4.280243873596191,28.34975814819336,4
21,63,66,3,dispatch_decision_block,-0.4323612153530121,1.1253948211669922,1.1255053281784058,1.692631721496582,4
22,66,69,3,dispatch_decision_block,-0.6656461358070374,1.5453623533248901,1.1954818964004517,1.6827260255813599,4
23,69,72,3,dispatch_decision_block,-0.8291465640068054,2.0407066345214844,1.2885911464691162,2.2211599349975586,4
