epoch,episode_reward,episode_cost,episode_queue_penalty,episode_delay,episode_local_delay_cost,episode_uplink_delay_cost,episode_backhaul_delay_cost,episode_bs_compute_delay_cost,episode_energy,episode_uplink_energy,episode_local_compute_energy,episode_bs_compute_energy,avg_total_backlog,avg_normalized_avg_queue_len,avg_theta,num_steps,actor_loss,critic_loss,entropy
0.0,-510.346152498729,496.7430661698791,13.603086328849756,491.7907086087695,321.8366383827562,13.967823537088309,0.5525835089400729,155.43366317998493,99.04715122219288,1.588929876246388,37.93403954982029,59.524181796126236,0.06801543164424878,0.06801543164424878,0.5043872199858368,100.0,-0.04505028277635574,5055.422888183593,15.104587078094482
1.0,-505.2698604246926,491.4656645117689,13.804195912923664,486.5866048589974,317.54021781641177,13.931259312382288,0.5558726571009232,154.55925507310232,97.58119305543413,1.5968809581658052,37.58321742756289,58.40109466970541,0.06902097956461832,0.06902097956461832,0.5067425205012771,100.0,-0.05809431979432702,4946.555334472656,15.09019730091095
2.0,-437.1681575453185,424.6452607515935,12.522896793724906,420.07238946397405,270.2661576849162,12.069970148236303,0.4882021327394016,137.24805949808234,91.45742575239116,1.4405478517972121,34.54671728930807,55.470160611285856,0.06261448396862453,0.06261448396862453,0.5151362991628508,100.0,-0.06281220377422869,3694.2268188476564,15.075746369361877
3.0,-438.43626282562,425.3812919416987,13.054970883921486,420.78973246852746,258.8928352176053,13.251424426398355,0.5737117188345269,148.07176110568915,91.83118946342739,1.5296826683652225,34.33025298264979,55.97125381241239,0.06527485441960743,0.06527485441960743,0.5187852363693597,100.0,-0.13885893197730184,3643.7758178710938,15.07381100654602
4.0,-434.2561978558489,421.0702284629679,13.185969392881269,416.4308705303728,263.6176876587407,13.198797925767208,0.5109491799390372,139.10343576592595,92.78715865189587,1.520230833528259,34.19975876234823,57.06716905601934,0.06592984696440635,0.06592984696440635,0.5258993513588234,100.0,-0.08192754541523754,3396.8591064453126,15.09831964969635
5.0,-455.4418648901087,442.1562914216512,13.285573468457901,437.26580353069977,268.98368234854644,13.511563868783863,0.5423978184301809,154.22815949493926,97.8097578190237,1.5550259666019641,35.714596733588444,60.54013511883327,0.0664278673422895,0.0664278673422895,0.527286522983124,100.0,-0.0783699651248753,3830.2617431640624,15.143892788887024
6.0,-387.0852561746157,374.5124550923958,12.572801082219693,370.18796729813835,217.96532987052868,12.996276173508704,0.5701021560927056,138.6562590980082,86.48975588515086,1.5311729203597098,30.79366591301696,54.16491705177422,0.06286400541109846,0.06286400541109846,0.5329603197895539,100.0,-0.20355898095294833,2310.951240539551,15.141611218452454
7.0,-414.35863594874996,401.6920086885746,12.666627260175746,397.2013828807438,234.92965703672388,13.339567408633911,0.5808412477751267,148.35131718761116,89.81251615660834,1.5331946737523092,31.426972079849165,56.852349403006826,0.06333313630087872,0.06333313630087872,0.5386425146523286,100.0,-0.09982539049815387,2917.6007385253906,15.136656045913696
8.0,-434.9446041684474,422.0391730071896,12.905431161258047,417.43849524761237,260.5232788406891,12.998774136749118,0.5820423712162544,143.33439989895797,92.01355519154173,1.5246509843965923,33.83615623676201,56.65274797038314,0.06452715580629023,0.06452715580629023,0.522803437033935,100.0,-0.1399540698621422,3137.517269897461,15.141556072235108
9.0,-415.496491368195,402.74059839724777,12.75589297094735,398.1715437289853,248.20236580217846,12.304518900876799,0.5588223959554205,137.10583662997462,91.38109336525098,1.5145769777243985,33.58127953728452,56.28523685024203,0.06377946485473675,0.06377946485473675,0.524855798459352,100.0,-0.20571784689091147,2494.8396133422852,15.129432559013367
