block_index,block_start,block_stop_exclusive,block_size,block_semantic,block_weight_mean,block_weight_std,block_weight_max,block_weight_min,block_adv_scale_mean,block_adv_scale_std,block_adv_scale_max,block_adv_scale_min,block_value_score_mean,block_value_score_std,block_value_score_max,block_value_score_min,block_value_scale_mean,block_value_scale_std,block_value_scale_max,block_value_scale_min,block_value_pred_mean,block_value_pred_std,block_value_pred_max,block_value_pred_min,block_td_target_mean,block_td_target_std,block_td_target_max,block_td_target_min,block_td_advantage_mean,block_td_advantage_std,block_td_advantage_max,block_td_advantage_min,block_advantage_mean,block_advantage_std,block_advantage_max,block_advantage_min,block_active_rate,block_clip_fraction,block_positive_adv_clip_fraction,block_negative_adv_clip_fraction,block_ratio_mean,block_ratio_std,block_ratio_max,block_surrogate_mean,block_surrogate_std,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
0,0,3,3,dispatch_decision_block,0.04782109335064888,0.016583401709794998,0.09050367027521133,0.02010193280875683,1.0,0.0,1.0,1.0,0.22228431701660156,0.10693921893835068,0.5526518225669861,-0.09927567839622498,1.0,0.0,1.0,1.0,0.22228431701660156,0.10693921893835068,0.5526518225669861,-0.09927567839622498,0.22468306124210358,0.3002805709838867,1.0678813457489014,-0.5831922888755798,0.0023987411987036467,0.3252061605453491,0.9054853320121765,-1.0606884956359863,0.0023987411987036467,0.3252061605453491,0.9054853320121765,-1.0606884956359863,0.33000001311302185,1.0,1.0,1.0,0.4502231180667877,0.5066958069801331,2.8838093280792236,0.021672092378139496,0.7715989947319031,-0.5497768521308899,0.5066958069801331,0
1,3,6,3,dispatch_decision_block,0.03366798907518387,0.019945256412029266,0.10503822565078735,0.00552834989503026,1.0,0.0,1.0,1.0,-0.20673410594463348,0.12395785003900528,0.1538955420255661,-0.5476172566413879,1.0,0.0,1.0,1.0,-0.20673410594463348,0.12395785003900528,0.1538955420255661,-0.5476172566413879,-0.19935955107212067,0.45704174041748047,1.3524415493011475,-1.2992609739303589,0.007374521344900131,0.43764206767082214,1.454469919204712,-1.2261191606521606,0.007374521344900131,0.43764206767082214,1.454469919204712,-1.2261191606521606,0.5199999809265137,1.0,1.0,1.0,0.5181738138198853,1.0934958457946777,9.99870777130127,0.14614826440811157,0.7953205704689026,-0.48182618618011475,1.0934958457946777,0
2,6,9,3,dispatch_decision_block,0.03660427778959274,0.020874684676527977,0.1090344563126564,0.0026836595498025417,1.0,0.0,1.0,1.0,-0.2861585021018982,0.1105942502617836,0.24182842671871185,-0.5156113505363464,1.0,0.0,1.0,1.0,-0.2861585021018982,0.1105942502617836,0.24182842671871185,-0.5156113505363464,-0.2723279893398285,0.4597250521183014,1.2364400625228882,-1.409485936164856,0.013830499723553658,0.43748876452445984,1.5150150060653687,-1.1310254335403442,0.013830499723553658,0.43748876452445984,1.5150150060653687,-1.1310254335403442,0.5099999904632568,1.0,1.0,1.0,0.5953390002250671,1.273025393486023,11.751385688781738,-0.029856348410248756,0.9202563166618347,-0.40466099977493286,1.273025393486023,0
3,9,12,3,dispatch_decision_block,0.04721590876579285,0.015607881359755993,0.10466673970222473,0.0171921718865633,1.0,0.0,1.0,1.0,-0.0575064979493618,0.11559910327196121,0.28824377059936523,-0.32457390427589417,1.0,0.0,1.0,1.0,-0.0575064979493618,0.11559910327196121,0.28824377059936523,-0.32457390427589417,-0.06009325012564659,0.2575213611125946,0.6664257645606995,-0.7219579815864563,-0.002586746122688055,0.2662753462791443,0.7014204859733582,-0.5961812734603882,-0.002586746122688055,0.2662753462791443,0.7014204859733582,-0.5961812734603882,0.3199999928474426,1.0,1.0,1.0,0.48865029215812683,0.7036835551261902,4.369919776916504,0.24493226408958435,0.8973459005355835,-0.5113497376441956,0.7036835551261902,0
4,12,15,3,dispatch_decision_block,0.04501453787088394,0.017107686027884483,0.09733086824417114,0.017252624034881592,1.0,0.0,1.0,1.0,0.1532355397939682,0.10334572941064835,0.3565097451210022,-0.10900318622589111,1.0,0.0,1.0,1.0,0.1532355397939682,0.10334572941064835,0.3565097451210022,-0.10900318622589111,0.1442018300294876,0.28286585211753845,1.0742883682250977,-0.7184722423553467,-0.009033714421093464,0.26318594813346863,0.7981599569320679,-0.6688889265060425,-0.009033714421093464,0.26318594813346863,0.7981599569320679,-0.6688889265060425,0.2199999988079071,1.0,1.0,1.0,0.6463836431503296,0.9745509028434753,5.662990093231201,0.1456591784954071,0.9180307984352112,-0.3536163568496704,0.9745509028434753,0
5,15,18,3,dispatch_decision_block,0.03271276131272316,0.022620374336838722,0.10764503479003906,5.662378299575721e-08,1.0,0.0,1.0,1.0,0.08778198063373566,0.10993333160877228,0.3390108644962311,-0.20126433670520782,1.0,0.0,1.0,1.0,0.08778198063373566,0.10993333160877228,0.3390108644962311,-0.20126433670520782,0.08438897877931595,0.49470722675323486,1.3042242527008057,-0.956857442855835,-0.0033930016215890646,0.4908258020877838,1.505488634109497,-0.9906118512153625,-0.0033930016215890646,0.4908258020877838,1.505488634109497,-0.9906118512153625,0.5099999904632568,1.0,1.0,1.0,0.49526259303092957,0.9071033000946045,5.710756778717041,0.10477669537067413,1.0750757455825806,-0.5047373175621033,0.9071033000946045,0
6,18,21,3,dispatch_decision_block,0.031388502568006516,0.020413139835000038,0.09705528616905212,5.662378299575721e-08,1.0,0.0,1.0,1.0,-0.02985754981637001,0.14174485206604004,0.4489589035511017,-0.3346315026283264,1.0,0.0,1.0,1.0,-0.02985754981637001,0.14174485206604004,0.4489589035511017,-0.3346315026283264,-0.032010842114686966,0.44140467047691345,1.2179672718048096,-1.0538740158081055,-0.002153282053768635,0.4156198501586914,0.9648797512054443,-1.077540397644043,-0.002153282053768635,0.4156198501586914,0.9648797512054443,-1.077540397644043,0.5099999904632568,1.0,1.0,1.0,0.5332556962966919,0.6534661054611206,3.906419277191162,0.3103742301464081,0.6933445334434509,-0.4667443037033081,0.6534661054611206,0
7,21,24,3,dispatch_decision_block,0.04995422810316086,0.0124885318800807,0.08992408961057663,0.023244164884090424,1.0,0.0,1.0,1.0,0.10900858789682388,0.11202286183834076,0.3916052579879761,-0.20463109016418457,1.0,0.0,1.0,1.0,0.10900858789682388,0.11202286183834076,0.3916052579879761,-0.20463109016418457,0.10275417566299438,0.21281109750270844,0.890168309211731,-0.4893217384815216,-0.0062544215470552444,0.2065773904323578,0.6847518086433411,-0.5517762899398804,-0.0062544215470552444,0.2065773904323578,0.6847518086433411,-0.5517762899398804,0.18000000715255737,1.0,1.0,1.0,0.4818185567855835,0.570557177066803,2.6800179481506348,0.03441356122493744,1.0171021223068237,-0.5181814432144165,0.570557177066803,0
8,24,27,3,dispatch_decision_block,0.04848972335457802,0.017696890980005264,0.09502094238996506,0.02045363560318947,1.0,0.0,1.0,1.0,0.2847619354724884,0.16813525557518005,0.7391002774238586,-0.09994786977767944,1.0,0.0,1.0,1.0,0.2847619354724884,0.16813525557518005,0.7391002774238586,-0.09994786977767944,0.2748313248157501,0.3879895508289337,1.3831241130828857,-0.889498233795166,-0.009930651634931564,0.3481229543685913,0.8867273926734924,-0.8915811777114868,-0.009930651634931564,0.3481229543685913,0.8867273926734924,-0.8915811777114868,0.4099999964237213,1.0,1.0,1.0,0.6858285665512085,0.7153909802436829,5.174978733062744,0.09044456481933594,0.9191058874130249,-0.31417134404182434,0.7153909802436829,0
9,27,30,3,dispatch_decision_block,0.03366353362798691,0.021263601258397102,0.10661318898200989,0.000364392384653911,1.0,0.0,1.0,1.0,0.022578062489628792,0.10913289338350296,0.319032222032547,-0.2944694757461548,1.0,0.0,1.0,1.0,0.022578062489628792,0.10913289338350296,0.319032222032547,-0.2944694757461548,0.020236356183886528,0.48034775257110596,1.4115965366363525,-1.4213734865188599,-0.0023417044430971146,0.47402453422546387,1.6674731969833374,-1.4043949842453003,-0.0023417044430971146,0.47402453422546387,1.6674731969833374,-1.4043949842453003,0.5199999809265137,1.0,1.0,1.0,0.7780038714408875,0.6041873693466187,3.130228042602539,0.0984790027141571,0.8411825299263,-0.22199611365795135,0.6041873693466187,0
10,30,33,3,dispatch_decision_block,0.0339919812977314,0.021747425198554993,0.10151617974042892,0.0013474548468366265,1.0,0.0,1.0,1.0,0.3211597204208374,0.15618033707141876,0.5944252014160156,-0.30546993017196655,1.0,0.0,1.0,1.0,0.3211597204208374,0.15618033707141876,0.5944252014160156,-0.30546993017196655,0.31725767254829407,0.5064060688018799,1.9950776100158691,-1.1820621490478516,-0.0039020348340272903,0.47812288999557495,1.6209683418273926,-1.514341115951538,-0.0039020348340272903,0.47812288999557495,1.6209683418273926,-1.514341115951538,0.5199999809265137,1.0,1.0,1.0,0.6430574655532837,1.0387382507324219,8.14391803741455,0.1341111809015274,0.9680350422859192,-0.35694247484207153,1.0387382507324219,0
11,33,36,3,dispatch_decision_block,0.044066138565540314,0.010254583321511745,0.07920101284980774,0.023452667519450188,1.0,0.0,1.0,1.0,-0.165766179561615,0.11848033219575882,0.1336965709924698,-0.5775590538978577,1.0,0.0,1.0,1.0,-0.165766179561615,0.11848033219575882,0.1336965709924698,-0.5775590538978577,-0.1736486852169037,0.22459028661251068,0.6238786578178406,-0.819031298160553,-0.007882474921643734,0.20639432966709137,0.7530282735824585,-0.6398939490318298,-0.007882474921643734,0.20639432966709137,0.7530282735824585,-0.6398939490318298,0.20000000298023224,1.0,1.0,1.0,0.7321580648422241,0.6825093626976013,3.854077100753784,0.22639042139053345,0.7473819851875305,-0.2678419351577759,0.6825093626976013,0
12,36,39,3,dispatch_decision_block,0.050126947462558746,0.019716130569577217,0.11679955571889877,0.02124718390405178,1.0,0.0,1.0,1.0,-0.23721881210803986,0.1236725002527237,0.11257962882518768,-0.4642137289047241,1.0,0.0,1.0,1.0,-0.23721881210803986,0.1236725002527237,0.11257962882518768,-0.4642137289047241,-0.23558437824249268,0.3399001657962799,0.6053203344345093,-1.1210811138153076,0.0016344308387488127,0.3380499482154846,0.7837539911270142,-0.8877980709075928,0.0016344308387488127,0.3380499482154846,0.7837539911270142,-0.8877980709075928,0.4399999976158142,1.0,1.0,1.0,0.6021353006362915,0.9039049744606018,6.895742893218994,0.30830931663513184,0.8320773243904114,-0.3978646993637085,0.9039049744606018,0
13,39,42,3,dispatch_decision_block,0.03257514908909798,0.017165647819638252,0.07421579211950302,0.001291724038310349,1.0,0.0,1.0,1.0,-0.3292800188064575,0.10711941123008728,-0.0071050673723220825,-0.592166543006897,1.0,0.0,1.0,1.0,-0.3292800188064575,0.10711941123008728,-0.0071050673723220825,-0.592166543006897,-0.3231251835823059,0.3526444733142853,0.8249956965446472,-1.5206795930862427,0.006154836621135473,0.3539496064186096,1.1649771928787231,-1.1514661312103271,0.006154836621135473,0.3539496064186096,1.1649771928787231,-1.1514661312103271,0.49000000953674316,1.0,1.0,1.0,0.6238695383071899,0.42986196279525757,2.118316173553467,0.2382129430770874,0.7827887535095215,-0.37613046169281006,0.42986196279525757,0
14,42,45,3,dispatch_decision_block,0.036456771194934845,0.019075842574238777,0.09147823601961136,0.003236619057133794,1.0,0.0,1.0,1.0,0.21376024186611176,0.12934209406375885,0.4936692714691162,-0.3244205415248871,1.0,0.0,1.0,1.0,0.21376024186611176,0.12934209406375885,0.4936692714691162,-0.3244205415248871,0.2096489518880844,0.37147530913352966,1.2017297744750977,-0.8658222556114197,-0.004111303016543388,0.36414024233818054,0.9561893939971924,-1.082149863243103,-0.004111303016543388,0.36414024233818054,0.9561893939971924,-1.082149863243103,0.46000000834465027,1.0,1.0,1.0,0.5978999137878418,0.9180026650428772,6.157991886138916,0.30262336134910583,0.678376317024231,-0.4021000564098358,0.9180026650428772,0
15,45,48,3,dispatch_decision_block,0.05227191001176834,0.01531024556607008,0.0942147821187973,0.014597280882298946,1.0,0.0,1.0,1.0,0.06300709396600723,0.113146111369133,0.36460089683532715,-0.2955993115901947,1.0,0.0,1.0,1.0,0.06300709396600723,0.113146111369133,0.36460089683532715,-0.2955993115901947,0.057683657854795456,0.17685306072235107,0.5400755405426025,-0.4179743826389313,-0.005323441233485937,0.1681162714958191,0.38470953702926636,-0.5201295018196106,-0.005323441233485937,0.1681162714958191,0.38470953702926636,-0.5201295018196106,0.15000000596046448,1.0,1.0,1.0,0.7577717304229736,0.873324453830719,6.728780269622803,0.03190258890390396,0.851037323474884,-0.2422282099723816,0.873324453830719,0
16,48,51,3,dispatch_decision_block,0.046770934015512466,0.020106855779886246,0.09844094514846802,0.019692599773406982,1.0,0.0,1.0,1.0,0.11890332400798798,0.11777718365192413,0.42801886796951294,-0.17303255200386047,1.0,0.0,1.0,1.0,0.11890332400798798,0.11777718365192413,0.42801886796951294,-0.17303255200386047,0.10486489534378052,0.2841469943523407,0.7966510653495789,-0.7890400290489197,-0.014038427732884884,0.28899410367012024,0.7803937792778015,-0.8325295448303223,-0.014038427732884884,0.28899410367012024,0.7803937792778015,-0.8325295448303223,0.30000001192092896,1.0,1.0,1.0,0.5056941509246826,0.8921386003494263,6.89886999130249,0.05813604220747948,0.9455562233924866,-0.49430590867996216,0.8921386003494263,0
