epoch,policy_surrogate_mode,actor_structure_mode,theta_ratio_mean,theta_ratio_std,theta_ratio_max,route_ratio_mean,route_ratio_std,route_ratio_max,offload_active_fraction,route_logprob_active_fraction,theta_positive_fraction,route_credit_gate_fraction,route_credit_effective_fraction,route_credit_effective_count,route_credit_weight_mean,route_credit_weight_std,route_credit_weight_min,route_credit_weight_max,theta_candidate_score_mean,theta_candidate_score_std,theta_selected_score_mean,theta_expected_score_mean,theta_residual_credit_mean,theta_residual_credit_std,theta_residual_credit_min,theta_residual_credit_max,route_candidate_score_mean,route_candidate_score_std,route_residual_credit_mean,route_residual_credit_std,route_residual_credit_min,route_residual_credit_max,route_expected_score_mean,route_selected_score_mean,route_decision_agreement_ratio,actual_bs1_rate_when_route_true_gap_positive,actual_bs1_rate_when_route_true_gap_negative,route_score_vector_mean_abs,route_score_vector_std,route_credit_fallback_trigger_count,route_credit_fallback_rate,theta_old_logprob_mean,theta_new_logprob_mean,route_old_logprob_mean,route_new_logprob_mean,offload_decision_agreement_ratio,actual_offload_rate_when_theta_true_gap_positive,actual_offload_rate_when_theta_true_gap_negative,theta_approx_kl,route_approx_kl,theta_clip_fraction,route_clip_fraction,conditional_policy_consistency_score,theta_only_step_kl,route_only_step_kl,theta_kl_target,route_kl_target,theta_early_stop_count,route_early_stop_count,coupled_stop_trigger_count,coupled_stop_blocked_by_theta_floor_count,coupled_stop_blocked_by_severity_gate_count,coupled_stop_min_theta_updates_per_epoch,coupled_stop_severity_factor,coupled_stop_severity_freeze_kl_threshold,route_update_cap_trigger_count,route_update_cap_per_epoch,route_alignment_gate_threshold,route_alignment_gate_accept_count,route_alignment_gate_reject_count,route_alignment_gate_reject_rate,route_alignment_gate_score_mean,route_step_alignment_mean,route_step_alignment_min,route_step_alignment_max,route_step_accept_count,route_step_reject_count,route_step_accept_rate,route_step_reject_rate,theta_update_count,route_update_count,route_mask_mean,route_mask_active_fraction,route_mask_threshold,route_confident_mask_margin
0,hierarchical_actor_theta_candidate_score_credit,hierarchical_actor_separate_theta_route_backbones,0.9981778860092163,0.35025984048843384,1.5450844764709473,1.0012975931167603,0.13719682395458221,1.2821272611618042,0.4970833361148834,0.4970833361148834,0.49125000834465027,0.49125000834465027,0.4970833361148834,1193.0,1.0,0.0,1.0,1.0,-1.2715657859985185e-08,0.994975745677948,0.004999730736017227,0.0026569091714918613,0.002342824824154377,0.9875488877296448,-1.108022928237915,1.1029787063598633,-1.9025522135507345e-07,0.995085597038269,-0.03212945535778999,0.9879896640777588,-1.1528923511505127,1.1739678382873535,-0.003066684352234006,-0.03519614413380623,0.48030176758766174,0.4991055428981781,0.5329052805900574,0.9897223711013794,0.9947088956832886,0,0.0,-0.6858436465263367,-0.7538707256317139,-0.686707615852356,-0.6949390769004822,0.502916693687439,0.0,0.4974747598171234,0.06802713125944138,0.008231425657868385,1.0,0.10058675706386566,0.5039504766464233,0.00154656287936632,0.00024024877584452042,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,40,0,0.0,0.0032095016728817425,0.0032095016728817425,4.270448334864341e-05,0.012330392375588417,40,0,1.0,0.0,40,40,0.4970833361148834,0.4970833361148834,0.5,0.0
1,hierarchical_actor_theta_candidate_score_credit,hierarchical_actor_separate_theta_route_backbones,0.979017436504364,0.3869674503803253,1.9316624402999878,0.9982578158378601,0.17072796821594238,1.5266318321228027,0.5099999904632568,0.5099999904632568,0.49916666746139526,0.49916666746139526,0.5099999904632568,1224.0,1.0,0.0,1.0,1.0,0.0,0.9949743747711182,-0.012499848380684853,-0.0064435191452503204,-0.006056331563740969,0.9315695762634277,-1.2898759841918945,1.284888744354248,-5.617640113086964e-07,0.9907709360122681,-0.03527427464723587,0.9614753127098083,-1.3658123016357422,1.3645610809326172,-0.008861689828336239,-0.044135961681604385,0.4771241843700409,0.506375253200531,0.5467075109481812,0.9898045659065247,0.9947911500930786,0,0.0,-0.628784716129303,-0.7360303997993469,-0.6639705896377563,-0.6808125972747803,0.4895833432674408,0.3333333432674408,0.506110429763794,0.10724575072526932,0.016842002049088478,0.9491666555404663,0.28022876381874084,0.5191333591938019,0.0033703334989695576,0.00021698685814044438,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,40,0,0.0,0.008170349846477621,0.008170349846477621,0.0017305839573964477,0.026367949321866035,40,0,1.0,0.0,40,40,0.5099999904632568,0.5099999904632568,0.5,0.0
2,hierarchical_actor_theta_candidate_score_credit,hierarchical_actor_separate_theta_route_backbones,1.0567020177841187,0.3605956435203552,1.9121513366699219,0.9988820552825928,0.176132932305336,1.5986011028289795,0.3737500011920929,0.3737500011920929,0.4937500059604645,0.4937500059604645,0.3737500011920929,897.0,1.0,0.0,1.0,1.0,1.2715657859985185e-08,0.9949687719345093,0.22916224598884583,0.0914764255285263,0.13768582046031952,0.8315081000328064,-1.3841243982315063,1.3134227991104126,6.240878747121315e-07,0.9906463623046875,0.027367692440748215,0.914237916469574,-1.3352810144424438,1.3394501209259033,-0.004124592058360577,0.02324310690164566,0.5139353275299072,0.5081632733345032,0.4833759665489197,0.989584743976593,0.9945716857910156,0,0.0,-0.5466400980949402,-0.5650815963745117,-0.6173142194747925,-0.6347981691360474,0.6129166483879089,0.1190476194024086,0.37532132863998413,0.018441418185830116,0.01748407818377018,0.8587499856948853,0.27870678901672363,0.5857580900192261,0.001651475874314201,0.0007628464720710326,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,40,0,0.0,0.0077457846433389935,0.0077457846433389935,0.0017832021694630384,0.025659143924713135,40,0,1.0,0.0,40,40,0.3737500011920929,0.3737500011920929,0.5,0.0
3,hierarchical_actor_theta_candidate_score_credit,hierarchical_actor_separate_theta_route_backbones,1.0027681589126587,0.32677385210990906,2.1351921558380127,0.9965561628341675,0.17151130735874176,1.5950199365615845,0.4025000035762787,0.4025000035762787,0.5333333611488342,0.5333333611488342,0.4025000035762787,966.0,1.0,0.0,1.0,1.0,1.0172526287988148e-07,0.9949411749839783,0.0941772535443306,0.037424102425575256,0.05675315111875534,0.6879917979240417,-1.3962042331695557,1.381670355796814,3.92921720049344e-07,0.9878219962120056,-0.055082857608795166,0.8673821091651917,-1.4422370195388794,1.377530813217163,-0.012187276966869831,-0.06727012991905212,0.4679088890552521,0.46927374601364136,0.5394088625907898,0.9897314310073853,0.9947179555892944,0,0.0,-0.4098978638648987,-0.4723494350910187,-0.574632465839386,-0.5935576558113098,0.5425000190734863,0.0714285746216774,0.41944193840026855,0.06245157867670059,0.018925238400697708,0.5899999737739563,0.2370600402355194,0.6230850219726562,0.0008195770276415715,0.001234450219988048,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,40,0,0.0,0.012923935760045423,0.012923935760045423,0.0014830892905592918,0.08708985894918442,40,0,1.0,0.0,40,40,0.4025000035762787,0.4025000035762787,0.5,0.0
4,hierarchical_actor_theta_candidate_score_credit,hierarchical_actor_separate_theta_route_backbones,0.9751157760620117,0.3175506889820099,2.02854585647583,0.9814304113388062,0.18767252564430237,1.666187047958374,0.3504166603088379,0.3504166603088379,0.5566666722297668,0.5566666722297668,0.3504166603088379,841.0,1.0,0.0,1.0,1.0,3.814697180359872e-08,0.9949016571044922,0.0641808956861496,0.03889056667685509,0.025290321558713913,0.6427205801010132,-1.380539894104004,1.3706144094467163,2.4040303969741217e-07,0.9854565858840942,-0.052427634596824646,0.8278017044067383,-1.4777594804763794,1.4802697896957397,-0.02253931760787964,-0.07496695965528488,0.46611177921295166,0.4519572854042053,0.5176470875740051,0.9896914958953857,0.994678258895874,0,0.0,-0.36526814103126526,-0.4548606872558594,-0.5390270352363586,-0.5770013928413391,0.5270833373069763,0.07017543911933899,0.38987216353416443,0.08959249407052994,0.03797437250614166,0.4983333349227905,0.29964327812194824,0.6345495581626892,0.0024946153377641165,0.0007294701028058625,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,40,0,0.0,0.008324519473535474,0.008324519473535474,9.27451765164733e-06,0.06630069762468338,40,0,1.0,0.0,40,40,0.3504166603088379,0.3504166603088379,0.5,0.0
