block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,block_advantage_mean,block_advantage_std,block_advantage_max,block_advantage_min,block_clip_fraction,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
0,0,3,3,dispatch_decision_block,hierarchical_actor_theta_candidate_score_credit,0.0023987411987036467,0.3252061605453491,0.9054853320121765,-1.0606884956359863,1.0,-0.5497768521308899,0.5066958069801331,0
1,3,6,3,dispatch_decision_block,hierarchical_actor_theta_candidate_score_credit,0.007374521344900131,0.43764206767082214,1.454469919204712,-1.2261191606521606,1.0,-0.48182618618011475,1.0934958457946777,0
2,6,9,3,dispatch_decision_block,hierarchical_actor_theta_candidate_score_credit,0.013830499723553658,0.43748876452445984,1.5150150060653687,-1.1310254335403442,1.0,-0.40466099977493286,1.273025393486023,0
3,9,12,3,dispatch_decision_block,hierarchical_actor_theta_candidate_score_credit,-0.002586746122688055,0.2662753462791443,0.7014204859733582,-0.5961812734603882,1.0,-0.5113497376441956,0.7036835551261902,0
4,12,15,3,dispatch_decision_block,hierarchical_actor_theta_candidate_score_credit,-0.009033714421093464,0.26318594813346863,0.7981599569320679,-0.6688889265060425,1.0,-0.3536163568496704,0.9745509028434753,0
5,15,18,3,dispatch_decision_block,hierarchical_actor_theta_candidate_score_credit,-0.0033930016215890646,0.4908258020877838,1.505488634109497,-0.9906118512153625,1.0,-0.5047373175621033,0.9071033000946045,0
6,18,21,3,dispatch_decision_block,hierarchical_actor_theta_candidate_score_credit,-0.002153282053768635,0.4156198501586914,0.9648797512054443,-1.077540397644043,1.0,-0.4667443037033081,0.6534661054611206,0
7,21,24,3,dispatch_decision_block,hierarchical_actor_theta_candidate_score_credit,-0.0062544215470552444,0.2065773904323578,0.6847518086433411,-0.5517762899398804,1.0,-0.5181814432144165,0.570557177066803,0
8,24,27,3,dispatch_decision_block,hierarchical_actor_theta_candidate_score_credit,-0.009930651634931564,0.3481229543685913,0.8867273926734924,-0.8915811777114868,1.0,-0.31417134404182434,0.7153909802436829,0
9,27,30,3,dispatch_decision_block,hierarchical_actor_theta_candidate_score_credit,-0.0023417044430971146,0.47402453422546387,1.6674731969833374,-1.4043949842453003,1.0,-0.22199611365795135,0.6041873693466187,0
