block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,block_value_pred_mean,block_value_pred_std,block_value_pred_max,block_value_pred_min,block_td_target_mean,block_td_target_std,block_td_target_max,block_td_target_min,block_td_advantage_mean,block_td_advantage_std,block_td_advantage_max,block_td_advantage_min,block_clip_fraction,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
21,63,66,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-1.360364556312561,0.2849510610103607,-0.1778811365365982,-1.8669164180755615,-1.9569783210754395,0.46383270621299744,-0.7107934951782227,-3.224806308746338,-0.5966137647628784,0.44675344228744507,0.2350243330001831,-1.7806216478347778,0.41999998688697815,-0.1526993364095688,0.17578105628490448,0
22,66,69,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-0.9226839542388916,0.21193473041057587,-0.21492132544517517,-1.2453938722610474,-1.5333282947540283,0.40548375248908997,-0.6679232716560364,-2.412727117538452,-0.6106444001197815,0.4265478253364563,0.4649973511695862,-1.8077882528305054,0.4300000071525574,-0.16145919263362885,0.19476988911628723,0
23,69,72,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-1.3649413585662842,0.2411034256219864,-0.15871262550354004,-1.811776041984558,-2.149651050567627,0.29355087876319885,-1.260589361190796,-2.9206933975219727,-0.7847097516059875,0.283491313457489,-0.06647956371307373,-1.508427619934082,0.41999998688697815,-0.1483590006828308,0.1856890320777893,0
0,0,3,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-2.8105456829071045,0.5701708197593689,-0.06779415905475616,-3.114582061767578,-3.466785192489624,0.6861357688903809,-0.3237094283103943,-4.499903202056885,-0.656239926815033,0.41965585947036743,0.7630174160003662,-1.9257187843322754,0.8500000238418579,-0.3961704969406128,0.2206781655550003,1
1,3,6,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-2.857311964035034,0.562859833240509,-0.23893672227859497,-3.131836175918579,-3.297135353088379,0.7070842981338501,-0.05620666965842247,-4.637661457061768,-0.43982306122779846,0.4657105505466461,0.9654006958007812,-2.4659314155578613,0.8199999928474426,-0.30238568782806396,0.33756083250045776,1
2,6,9,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-3.254148483276367,0.6841071248054504,0.16312915086746216,-3.5555124282836914,-3.750044345855713,0.829330325126648,-0.20527401566505432,-5.212222576141357,-0.49589550495147705,0.4711982011795044,1.0939738750457764,-1.8204224109649658,0.8500000238418579,-0.3416842520236969,0.34878408908843994,1
3,9,12,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-3.0251195430755615,0.6565486192703247,0.044936295598745346,-3.3303918838500977,-3.676084041595459,0.7367014288902283,-0.5778444409370422,-4.446645736694336,-0.6509644985198975,0.4063192307949066,0.9960567951202393,-2.2607390880584717,0.9300000071525574,-0.4446297585964203,0.21704049408435822,1
4,12,15,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-2.492344617843628,0.5978456139564514,0.23862683773040771,-2.761795997619629,-3.236546516418457,0.7410973906517029,-0.18415990471839905,-4.30167818069458,-0.744202196598053,0.45535674691200256,0.9673930406570435,-2.2531018257141113,0.9200000166893005,-0.4157337248325348,0.19844450056552887,1
5,15,18,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-3.420506000518799,0.6933626532554626,0.05371455103158951,-3.7575814723968506,-3.9715051651000977,0.9024458527565002,-0.27025967836380005,-5.442916393280029,-0.5509995222091675,0.5843764543533325,1.597938895225525,-2.4364616870880127,0.8899999856948853,-0.38928234577178955,0.27287614345550537,1
6,18,21,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-2.9215242862701416,0.6092531085014343,0.16961641609668732,-3.2304391860961914,-3.446195602416992,0.795667827129364,-0.18526636064052582,-4.875489234924316,-0.5246711373329163,0.5356320142745972,1.7129924297332764,-2.294403553009033,0.8600000143051147,-0.3879142701625824,0.2910080552101135,1
7,21,24,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-2.3427088260650635,0.4912363290786743,0.07228582352399826,-2.5972208976745605,-3.060861110687256,0.5978806018829346,-0.3363228738307953,-3.803865432739258,-0.718152642250061,0.3384588956832886,0.5090607404708862,-1.927040934562683,0.8899999856948853,-0.43632230162620544,0.20279429852962494,1
8,24,27,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-2.8927502632141113,0.6663450002670288,0.4955446124076843,-3.1946685314178467,-3.7279465198516846,0.757485568523407,-0.5747488737106323,-4.792457103729248,-0.8351961374282837,0.5212358832359314,1.3103711605072021,-2.879998207092285,0.8999999761581421,-0.3817733824253082,0.2973892390727997,1
9,27,30,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-2.8931572437286377,0.6397545337677002,0.037095438688993454,-3.18157958984375,-3.452439069747925,0.7734793424606323,-0.7175039649009705,-4.98838996887207,-0.5592814683914185,0.5634868144989014,1.5414483547210693,-2.5787453651428223,0.9100000262260437,-0.38249489665031433,0.315692275762558,1
10,30,33,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-2.5582196712493896,0.5420042276382446,0.143353670835495,-2.80313777923584,-3.1123132705688477,0.6943596601486206,-0.3527148365974426,-4.671316146850586,-0.5540940761566162,0.5245347023010254,0.7160823345184326,-2.4297900199890137,0.8799999952316284,-0.32850733399391174,0.6203077435493469,1
11,33,36,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-3.2980709075927734,0.6104792952537537,-0.9044137001037598,-3.622133255004883,-3.997177839279175,0.6389757990837097,-1.4188330173492432,-5.0267653465271,-0.699106752872467,0.4332073926925659,1.2810826301574707,-2.402656078338623,0.9300000071525574,-0.38075491786003113,0.2684919238090515,1
12,36,39,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-3.066103458404541,0.6358097195625305,-0.2727435231208801,-3.3817660808563232,-3.6916871070861816,0.7479454278945923,-0.7861877083778381,-4.683798789978027,-0.6255831718444824,0.5098607540130615,1.5012147426605225,-2.383514642715454,0.8199999928474426,-0.4222526252269745,0.3205593228340149,1
13,39,42,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-1.7651150226593018,0.43300294876098633,0.3134163022041321,-1.987284541130066,-2.2171714305877686,0.5122309923171997,-0.1380334198474884,-3.335564136505127,-0.4520563781261444,0.33929479122161865,0.6662225723266602,-1.4351391792297363,0.8500000238418579,-0.3998454809188843,0.27085843682289124,1
14,42,45,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-2.654263496398926,0.5898700952529907,0.23470976948738098,-2.9475841522216797,-3.166548252105713,0.6817751526832581,-0.26561641693115234,-4.4971089363098145,-0.512284517288208,0.44631361961364746,0.844555139541626,-2.341732978820801,0.8700000047683716,-0.34594792127609253,0.3824063539505005,1
15,45,48,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-4.258591175079346,0.8300053477287292,-0.31490668654441833,-4.636513710021973,-4.867733001708984,0.9276714324951172,-0.6530342698097229,-6.0224432945251465,-0.6091423034667969,0.5112574696540833,1.8397936820983887,-2.477931499481201,0.8199999928474426,-0.36785992980003357,0.3355977535247803,1
16,48,51,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-2.5667974948883057,0.48522812128067017,-0.5818915367126465,-2.854362726211548,-3.296268939971924,0.6537095904350281,-0.3661492168903351,-4.219342231750488,-0.7294718027114868,0.4218665361404419,0.5847432613372803,-1.956376314163208,0.8700000047683716,-0.40137290954589844,0.21714624762535095,1
17,51,54,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-2.8891186714172363,0.5380281805992126,-0.4304383397102356,-3.162606716156006,-3.4734718799591064,0.7651289701461792,-0.17977631092071533,-5.141782760620117,-0.5843532085418701,0.560420036315918,0.7880961894989014,-2.0614471435546875,0.8799999952316284,-0.33684730529785156,0.2845233082771301,1
18,54,57,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-3.009678363800049,0.5978578329086304,0.10313645750284195,-3.2897090911865234,-3.5451998710632324,0.8127496242523193,-0.3205980062484741,-5.397347450256348,-0.5355215668678284,0.5541138052940369,0.9813424348831177,-2.181480884552002,0.8399999737739563,-0.3149406909942627,0.3058850169181824,1
19,57,60,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-2.768805742263794,0.7157340049743652,0.5876940488815308,-3.122586965560913,-3.430415153503418,0.8048225045204163,-0.059527039527893066,-4.36763858795166,-0.6616090536117554,0.4705507457256317,1.1508128643035889,-2.557065963745117,0.8999999761581421,-0.44528189301490784,0.23249560594558716,1
20,60,63,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-2.5387625694274902,0.5792573094367981,0.26471254229545593,-2.8256618976593018,-3.276618719100952,0.7258812785148621,-0.331936776638031,-4.485573768615723,-0.7378561496734619,0.5117719769477844,1.0629907846450806,-2.6738762855529785,0.949999988079071,-0.44862690567970276,0.21963182091712952,1
21,63,66,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-3.383288621902466,0.6463415622711182,-0.17386658489704132,-3.712646961212158,-3.8446102142333984,0.788509726524353,-0.6912985444068909,-5.176821231842041,-0.46132218837738037,0.48752152919769287,0.9602612257003784,-1.9473674297332764,0.7699999809265137,-0.2855852246284485,0.39311683177948,1
22,66,69,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-2.7724907398223877,0.5649882555007935,-0.1254928708076477,-3.073338747024536,-3.253416061401367,0.7067998051643372,-0.6254572868347168,-4.532687187194824,-0.4809249937534332,0.5327824950218201,1.3221133947372437,-2.276071548461914,0.8299999833106995,-0.32654044032096863,0.32457539439201355,1
23,69,72,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-3.402092218399048,0.7462841272354126,0.2045326828956604,-3.7806012630462646,-4.0961198806762695,0.8295470476150513,-0.6456780433654785,-5.078132152557373,-0.6940274238586426,0.4195170998573303,0.9005904197692871,-2.1064159870147705,0.8899999856948853,-0.4342886805534363,0.21302436292171478,1
0,0,3,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-4.840442657470703,1.6666377782821655,1.4806618690490723,-5.803075313568115,-5.428423881530762,1.7427724599838257,0.8255121111869812,-7.343642234802246,-0.5879811644554138,1.1919881105422974,4.639664173126221,-5.9129638671875,0.8500000238418579,-0.37193599343299866,0.29291489720344543,2
1,3,6,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-4.944652557373047,1.5881338119506836,1.788572072982788,-5.855639934539795,-5.401400089263916,1.672944188117981,1.7300844192504883,-7.245409965515137,-0.4567472040653229,1.2072116136550903,5.2623114585876465,-6.295879364013672,0.800000011920929,-0.2789863646030426,0.36280345916748047,2
2,6,9,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-5.2936177253723145,1.7953885793685913,2.2293193340301514,-6.351102352142334,-5.796957015991211,1.8518898487091064,2.089500665664673,-7.777463436126709,-0.5033395290374756,1.2623271942138672,5.36034631729126,-6.617071151733398,0.800000011920929,-0.33883848786354065,0.256685733795166,2
3,9,12,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-5.075557231903076,1.819521427154541,2.3578977584838867,-6.153234004974365,-5.728887557983398,1.9367344379425049,1.8471837043762207,-7.468472480773926,-0.65333092212677,1.275568962097168,4.941950798034668,-6.519498348236084,0.8299999833106995,-0.37436553835868835,0.2787960469722748,2
4,12,15,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-4.677874565124512,1.547080397605896,1.2488876581192017,-5.57234525680542,-5.38063907623291,1.6992554664611816,0.8820140361785889,-6.803020000457764,-0.7027653455734253,1.141373634338379,4.352201461791992,-5.264501571655273,0.8700000047683716,-0.3704005479812622,0.3304177522659302,2
5,15,18,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-5.395359992980957,1.8407492637634277,1.8827906847000122,-6.463373184204102,-5.8799285888671875,2.0082008838653564,1.6902565956115723,-7.9631452560424805,-0.4845685064792633,1.2982065677642822,4.778205394744873,-6.381653785705566,0.7900000214576721,-0.37190282344818115,0.29073700308799744,2
6,18,21,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-4.904922008514404,1.748152256011963,2.2664406299591064,-5.929565906524658,-5.338077545166016,1.892723798751831,2.1324260234832764,-7.441479206085205,-0.43315523862838745,1.2477015256881714,4.617239952087402,-6.550318717956543,0.800000011920929,-0.3259315490722656,0.29883986711502075,2
7,21,24,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-4.424543857574463,1.5459084510803223,1.4560952186584473,-5.311847686767578,-5.105319976806641,1.6106384992599487,0.8605862259864807,-6.586404800415039,-0.6807754039764404,1.1034940481185913,4.699982643127441,-5.336545944213867,0.8899999856948853,-0.4062604606151581,0.2277415543794632,2
8,24,27,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-5.033603668212891,1.7196155786514282,1.6224781274795532,-5.999456882476807,-5.784406661987305,1.9269522428512573,1.2672085762023926,-7.543620586395264,-0.7508032917976379,1.2911609411239624,5.307326793670654,-5.347158908843994,0.8299999833106995,-0.35277608036994934,0.2838749289512634,2
9,27,30,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-5.010530471801758,1.6068308353424072,1.6390107870101929,-5.945544719696045,-5.517751693725586,1.7894459962844849,1.4920791387557983,-7.587807655334473,-0.5072205066680908,1.292195200920105,5.150877952575684,-5.874718189239502,0.7799999713897705,-0.2797018885612488,0.34905385971069336,2
10,30,33,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-4.598695278167725,1.587947964668274,1.4672012329101562,-5.528961658477783,-5.119819164276123,1.7569459676742554,1.3091360330581665,-7.1635918617248535,-0.5211239457130432,1.2047818899154663,4.858036518096924,-5.461686134338379,0.800000011920929,-0.3002154231071472,0.2926323711872101,2
11,33,36,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-5.412165641784668,1.730696201324463,1.6333940029144287,-6.418356895446777,-6.058159351348877,1.8388861417770386,0.7787691950798035,-7.512167930603027,-0.6459935903549194,1.2294961214065552,4.514035701751709,-6.659357070922852,0.8899999856948853,-0.35367491841316223,0.28563815355300903,2
12,36,39,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-5.040309429168701,1.8333501815795898,1.8610641956329346,-6.120654106140137,-5.679626941680908,1.8962453603744507,1.130492091178894,-7.264280319213867,-0.639317512512207,1.2472453117370605,4.588195323944092,-6.3101654052734375,0.8600000143051147,-0.3902154564857483,0.39908549189567566,2
13,39,42,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-3.7426323890686035,1.306858777999878,1.5838885307312012,-4.525515079498291,-4.165335178375244,1.3588826656341553,1.2103934288024902,-5.92179536819458,-0.42270344495773315,0.9782362580299377,3.832667827606201,-4.557877540588379,0.8100000023841858,-0.3814321756362915,0.25826603174209595,2
14,42,45,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-4.739084720611572,1.6184946298599243,2.131258249282837,-5.678083896636963,-5.235033988952637,1.684016466140747,1.6565940380096436,-7.120131492614746,-0.4959496557712555,1.178688406944275,4.426473617553711,-6.316118240356445,0.7699999809265137,-0.300912469625473,0.32747358083724976,2
15,45,48,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-6.076267242431641,2.141371011734009,2.493988513946533,-7.323176860809326,-6.665814399719238,2.2377281188964844,1.8499425649642944,-8.749438285827637,-0.589547336101532,1.4537763595581055,6.224849224090576,-6.933321952819824,0.8299999833106995,-0.2911306917667389,0.5119670033454895,2
16,48,51,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-4.624088287353516,1.5853272676467896,1.6704288721084595,-5.548476219177246,-5.23289680480957,1.7347749471664429,1.0885759592056274,-6.735626220703125,-0.6088088154792786,1.194047451019287,4.940123081207275,-5.565316677093506,0.7900000214576721,-0.3525231182575226,0.2607746720314026,2
17,51,54,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-4.638674736022949,1.6673299074172974,2.3743622303009033,-5.648715972900391,-5.059055328369141,1.7890101671218872,1.9817640781402588,-6.867006301879883,-0.42038002610206604,1.2033439874649048,4.694547653198242,-6.058439254760742,0.7400000095367432,-0.2591652572154999,0.4884352684020996,2
18,54,57,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-4.780221939086914,1.6737666130065918,1.9300990104675293,-5.758426189422607,-5.193283557891846,1.7576613426208496,1.457019567489624,-6.86823844909668,-0.4130607843399048,1.2080858945846558,4.173774242401123,-5.9724836349487305,0.7599999904632568,-0.2747802436351776,0.30804356932640076,2
19,57,60,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-4.958934783935547,1.712330937385559,1.6714539527893066,-5.943099498748779,-5.648623466491699,1.805433750152588,0.9788826107978821,-7.103021144866943,-0.6896889209747314,1.201046109199524,4.312013149261475,-6.653919696807861,0.8100000023841858,-0.319034606218338,0.33851689100265503,2
20,60,63,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-4.556121349334717,1.6411999464035034,2.056975841522217,-5.526930809020996,-5.2101263999938965,1.7440731525421143,1.4584295749664307,-7.091495990753174,-0.6540045738220215,1.1447960138320923,3.9584381580352783,-5.683747291564941,0.8600000143051147,-0.3892187476158142,0.23478573560714722,2
21,63,66,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-5.158603668212891,1.7833868265151978,2.0807018280029297,-6.217414379119873,-5.579520225524902,1.914624810218811,1.8183815479278564,-8.326961517333984,-0.4209165871143341,1.3631995916366577,4.913920879364014,-6.001710891723633,0.7799999713897705,-0.20813828706741333,0.5641361474990845,2
22,66,69,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-4.517329216003418,1.7132163047790527,2.375277280807495,-5.5337934494018555,-4.941307544708252,1.8399393558502197,2.2028284072875977,-7.353876113891602,-0.4239780008792877,1.2345434427261353,4.594336986541748,-5.4366865158081055,0.7400000095367432,-0.2869524657726288,0.3405274450778961,2
23,69,72,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-5.348973274230957,1.8424794673919678,2.4194602966308594,-6.423363208770752,-5.994716644287109,1.9165602922439575,1.5393507480621338,-7.578861236572266,-0.6457441449165344,1.2798305749893188,5.243158340454102,-6.619333267211914,0.8399999737739563,-0.4352445900440216,0.2886682450771332,2
0,0,3,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-7.421202182769775,1.9125287532806396,-0.17415258288383484,-8.584429740905762,-8.057065963745117,2.0245039463043213,-0.9323506355285645,-9.732759475708008,-0.6358636021614075,0.5507656335830688,1.100825548171997,-1.7603638172149658,0.699999988079071,-0.3292066156864166,0.32861196994781494,3
1,3,6,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-7.307675838470459,1.6457902193069458,-1.21940279006958,-8.395215034484863,-7.6991705894470215,1.8696203231811523,-0.4457671642303467,-9.581382751464844,-0.3914940357208252,0.6380886435508728,2.260636806488037,-1.6515693664550781,0.6399999856948853,-0.12007515132427216,0.38396623730659485,3
2,6,9,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-7.776296615600586,1.9987635612487793,-0.7349412441253662,-9.065834999084473,-8.248130798339844,2.201051712036133,-0.4295303225517273,-10.245903015136719,-0.47183501720428467,0.6452109813690186,1.8261938095092773,-1.9840493202209473,0.6200000047683716,-0.2080441266298294,0.2808491289615631,3
3,9,12,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-7.422813892364502,1.8088055849075317,-0.553727924823761,-8.600481986999512,-7.960447788238525,1.9166276454925537,-0.7573593258857727,-9.489670753479004,-0.5376335382461548,0.5304993391036987,1.0423479080200195,-2.066786289215088,0.7400000095367432,-0.31693151593208313,0.260700523853302,3
