block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,block_value_pred_mean,block_value_pred_std,block_value_pred_max,block_value_pred_min,block_td_target_mean,block_td_target_std,block_td_target_max,block_td_target_min,block_td_advantage_mean,block_td_advantage_std,block_td_advantage_max,block_td_advantage_min,block_clip_fraction,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
4,12,15,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-6.943303108215332,1.6370630264282227,-0.9244261384010315,-8.003636360168457,-7.520792007446289,1.701208472251892,-1.1231083869934082,-9.199605941772461,-0.5774890184402466,0.5201739072799683,1.610673427581787,-2.206279754638672,0.7300000190734863,-0.2260952889919281,0.3383733928203583,3
5,15,18,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-7.705867767333984,1.8276398181915283,-0.3396280109882355,-8.860709190368652,-8.130708694458008,1.9507631063461304,-0.9066725969314575,-10.17015552520752,-0.4248410165309906,0.6858509182929993,1.7394886016845703,-2.9073257446289062,0.8199999928474426,-0.241676926612854,0.42893627285957336,3
6,18,21,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-7.18228816986084,1.8556574583053589,0.05651213973760605,-8.317967414855957,-7.582113265991211,1.9693301916122437,-0.6730048060417175,-9.589813232421875,-0.39982467889785767,0.615523636341095,1.6173925399780273,-2.030883312225342,0.6800000071525574,-0.22348780930042267,0.3680399954319,3
7,21,24,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-6.90138053894043,1.7362421751022339,-0.11861161887645721,-7.9598846435546875,-7.535322189331055,1.872210144996643,-0.7111343741416931,-8.990074157714844,-0.6339410543441772,0.5025755763053894,1.0062448978424072,-1.9161128997802734,0.8399999737739563,-0.35697314143180847,0.25610172748565674,3
8,24,27,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-7.598451137542725,2.0014216899871826,-0.051118411123752594,-8.847614288330078,-8.394318580627441,2.0562496185302734,-1.0030839443206787,-10.138748168945312,-0.7958673238754272,0.5901780724525452,0.9349899291992188,-2.3930325508117676,0.8100000023841858,-0.38958418369293213,0.2607167661190033,3
9,27,30,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-7.546535491943359,1.8962572813034058,-0.023185312747955322,-8.691956520080566,-8.103717803955078,1.9630839824676514,-0.4263469874858856,-10.45889663696289,-0.557181715965271,0.5895271301269531,0.7853217124938965,-2.4205899238586426,0.7400000095367432,-0.27663668990135193,0.28046226501464844,3
10,30,33,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-7.045133590698242,1.8618394136428833,-0.27279427647590637,-8.218793869018555,-7.602697849273682,1.9182904958724976,-0.36337393522262573,-9.889032363891602,-0.5575647354125977,0.5940005779266357,0.7661318778991699,-2.376072406768799,0.7400000095367432,-0.25690844655036926,0.31900760531425476,3
11,33,36,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-7.908285140991211,1.8489763736724854,-0.7860457897186279,-9.068038940429688,-8.523944854736328,1.9908027648925781,-0.5190720558166504,-10.191084861755371,-0.6156607270240784,0.5669963359832764,1.1681814193725586,-2.270442008972168,0.800000011920929,-0.3395899534225464,0.33700260519981384,3
12,36,39,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-7.545751571655273,1.8669053316116333,-0.21425274014472961,-8.759740829467773,-8.165060997009277,1.9810765981674194,-0.9095655083656311,-9.920059204101562,-0.6193096041679382,0.6014420986175537,1.0339770317077637,-2.6474609375,0.7599999904632568,-0.29971903562545776,0.32853126525878906,3
13,39,42,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-6.210244655609131,1.521975040435791,-0.7451468110084534,-7.228993892669678,-6.652002334594727,1.622632384300232,-0.9620451927185059,-8.541048049926758,-0.4417577385902405,0.5232240557670593,0.6974382400512695,-2.019049644470215,0.8299999833106995,-0.27514487504959106,0.3238556683063507,3
14,42,45,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-7.27342414855957,1.8743131160736084,-0.13971735537052155,-8.438909530639648,-7.802452564239502,1.961247444152832,-0.5324832201004028,-9.756762504577637,-0.5290284752845764,0.6387786865234375,1.1441595554351807,-2.2470273971557617,0.6800000071525574,-0.2705475687980652,0.26343950629234314,3
15,45,48,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-8.605123519897461,2.1162405014038086,-0.17768272757530212,-9.929221153259277,-9.161818504333496,2.244899034500122,-0.7921143770217896,-10.926424980163574,-0.5566962361335754,0.6264007091522217,1.6489372253417969,-2.197230815887451,0.7400000095367432,-0.34316515922546387,0.3128620386123657,3
16,48,51,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-7.018264293670654,1.827286958694458,0.15717224776744843,-8.128377914428711,-7.614285945892334,1.8662192821502686,-0.8788618445396423,-9.215953826904297,-0.5960214734077454,0.6081429719924927,1.0254487991333008,-2.252192258834839,0.8100000023841858,-0.30209803581237793,0.23587065935134888,3
17,51,54,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-6.963615894317627,1.7538387775421143,-0.2811805009841919,-8.102330207824707,-7.373269557952881,1.8430720567703247,-0.7301368713378906,-9.065567016601562,-0.4096539616584778,0.5757136344909668,1.0211987495422363,-2.230989456176758,0.6899999976158142,-0.22863996028900146,0.39123955368995667,3
18,54,57,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-7.099852085113525,1.8220808506011963,0.4653385877609253,-8.182945251464844,-7.464036464691162,1.9301478862762451,-0.2478008270263672,-9.329971313476562,-0.36418306827545166,0.6607927680015564,1.5717673301696777,-1.9830174446105957,0.6100000143051147,-0.2000451236963272,0.3488835394382477,3
19,57,60,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-7.258019924163818,1.7438386678695679,-1.1892468929290771,-8.438682556152344,-7.838374137878418,1.8216286897659302,-0.6457511186599731,-9.477654457092285,-0.580353856086731,0.5934072732925415,1.3404545783996582,-2.2807912826538086,0.7400000095367432,-0.30014970898628235,0.26212555170059204,3
20,60,63,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-7.046586513519287,1.7613718509674072,-0.13194303214550018,-8.174884796142578,-7.690590858459473,1.9061133861541748,-0.7465165853500366,-9.484761238098145,-0.644005298614502,0.6026530861854553,1.119718074798584,-2.0724642276763916,0.7799999713897705,-0.3271740972995758,0.3074088990688324,3
21,63,66,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-7.603809833526611,1.869413137435913,-0.438639372587204,-8.749444007873535,-8.039788246154785,2.013019561767578,-0.8456511497497559,-10.076915740966797,-0.43597930669784546,0.6321851015090942,1.5195846557617188,-1.8314390182495117,0.7400000095367432,-0.21453028917312622,0.3529556095600128,3
22,66,69,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-6.970943450927734,1.8022356033325195,0.23373670876026154,-8.096288681030273,-7.406476974487305,1.91648530960083,-0.01600034534931183,-9.345717430114746,-0.43553316593170166,0.6342539191246033,1.8403871059417725,-1.9892642498016357,0.7300000190734863,-0.18250800669193268,0.5269812345504761,3
23,69,72,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-7.839547634124756,1.9445245265960693,-0.5996363759040833,-9.063928604125977,-8.483865737915039,2.0340020656585693,-1.0502476692199707,-10.201422691345215,-0.6443191766738892,0.5251340270042419,0.8739542961120605,-2.299680709838867,0.7200000286102295,-0.3275216817855835,0.2503194808959961,3
0,0,3,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-9.539939880371094,2.5713019371032715,0.5921382308006287,-11.094159126281738,-10.053716659545898,2.6956021785736084,0.2632766366004944,-12.054810523986816,-0.5137776732444763,0.8169162273406982,3.371558904647827,-3.064730405807495,0.7799999713897705,-0.2566511034965515,0.42615169286727905,4
1,3,6,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-9.314114570617676,2.3644464015960693,-0.4115963578224182,-10.792988777160645,-9.617000579833984,2.4699931144714355,-0.7754562497138977,-11.604188919067383,-0.3028853237628937,0.7337257862091064,2.6237778663635254,-3.2399611473083496,0.7200000286102295,-0.1941293329000473,0.3717387020587921,4
2,6,9,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-9.812824249267578,2.5622687339782715,0.32745644450187683,-11.447585105895996,-10.160833358764648,2.6757149696350098,-0.35245445370674133,-12.52609634399414,-0.34800833463668823,0.8045636415481567,3.031895160675049,-3.2967729568481445,0.75,-0.21125036478042603,0.3882724940776825,4
3,9,12,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-9.67367935180664,2.4339354038238525,0.059726111590862274,-11.271733283996582,-10.234809875488281,2.549975872039795,-0.7186628580093384,-12.377311706542969,-0.5611292719841003,0.7237228155136108,1.797317624092102,-3.0035228729248047,0.7200000286102295,-0.2426731288433075,0.4161880612373352,4
4,12,15,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-9.201393127441406,2.420348644256592,0.18869996070861816,-10.69263744354248,-9.823419570922852,2.610090494155884,-0.7571004629135132,-11.936850547790527,-0.6220256686210632,0.8301749229431152,3.0878894329071045,-3.1439292430877686,0.8600000143051147,-0.33855265378952026,0.2886386513710022,4
5,15,18,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-9.824657440185547,2.5726068019866943,-0.057527340948581696,-11.475587844848633,-10.300936698913574,2.788219690322876,-0.43575161695480347,-13.404878616333008,-0.4762803912162781,0.9631771445274353,2.488372325897217,-2.953756809234619,0.75,-0.24707847833633423,0.35899126529693604,4
6,18,21,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-9.114424705505371,2.497157335281372,0.7825754880905151,-10.657402038574219,-9.494136810302734,2.6916399002075195,0.3927541673183441,-12.773500442504883,-0.3797113001346588,0.8992552161216736,2.3692851066589355,-2.9422998428344727,0.6899999976158142,-0.19931113719940186,0.5795916318893433,4
7,21,24,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-9.083291053771973,2.360915422439575,0.44727185368537903,-10.535294532775879,-9.62966537475586,2.553591012954712,-0.17440414428710938,-11.636368751525879,-0.5463745594024658,0.7575404644012451,2.6322989463806152,-2.6846776008605957,0.7400000095367432,-0.2652100622653961,0.35542938113212585,4
8,24,27,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-9.72441291809082,2.553617000579834,0.5122424364089966,-11.273401260375977,-10.284759521484375,2.7534782886505127,-0.16681307554244995,-12.558265686035156,-0.5603464245796204,0.878062903881073,3.552062749862671,-3.2196545600891113,0.7400000095367432,-0.2474432736635208,0.33710259199142456,4
9,27,30,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-9.481433868408203,2.6387414932250977,0.8203966021537781,-11.018071174621582,-9.873576164245605,2.8581461906433105,-0.03149670362472534,-13.143119812011719,-0.392142653465271,0.9574658274650574,4.180121421813965,-3.544130563735962,0.6800000071525574,-0.16623222827911377,0.44717147946357727,4
10,30,33,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-9.058650016784668,2.4051573276519775,0.5542632937431335,-10.555760383605957,-9.450545310974121,2.6364357471466064,-0.07637369632720947,-12.642240524291992,-0.3918949067592621,0.8602038025856018,3.084852933883667,-2.96915864944458,0.75,-0.22864635288715363,0.4192110300064087,4
11,33,36,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-10.058795928955078,2.6512036323547363,-0.023073963820934296,-11.637730598449707,-10.6329927444458,2.805257558822632,-0.9872254133224487,-12.981322288513184,-0.5741977095603943,0.8519881367683411,3.099220037460327,-3.728111505508423,0.8100000023841858,-0.2651459574699402,0.31994301080703735,4
12,36,39,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-9.717008590698242,2.6127231121063232,0.3910062909126282,-11.37941837310791,-10.272696495056152,2.8102428913116455,0.08381679654121399,-12.388916969299316,-0.5556877255439758,0.8868379592895508,3.0249183177948,-3.757986068725586,0.8199999928474426,-0.2508545219898224,0.7083055973052979,4
13,39,42,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-8.409488677978516,2.1182236671447754,-0.004464566707611084,-9.723963737487793,-8.768442153930664,2.3122713565826416,-0.1892199069261551,-10.778234481811523,-0.35895225405693054,0.7763347029685974,3.4036433696746826,-2.7434794902801514,0.800000011920929,-0.26431524753570557,0.3958136737346649,4
14,42,45,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-9.341690063476562,2.602966070175171,0.7637815475463867,-10.935127258300781,-9.744562149047852,2.822117328643799,0.6486018300056458,-11.992084503173828,-0.4028717875480652,0.9021410346031189,3.6197354793548584,-3.964170455932617,0.7200000286102295,-0.17366409301757812,0.3551196753978729,4
15,45,48,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-10.762280464172363,2.8509318828582764,0.4916355013847351,-12.535228729248047,-11.312768936157227,2.968026876449585,-0.3717285692691803,-13.433027267456055,-0.5504876375198364,0.891816258430481,2.6435635089874268,-3.690906524658203,0.7799999713897705,-0.2758599519729614,0.4089084267616272,4
16,48,51,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-9.234543800354004,2.4667320251464844,0.7477684617042542,-10.75890064239502,-9.89542293548584,2.543154239654541,0.238322913646698,-12.057330131530762,-0.6608794331550598,0.9090610146522522,2.769742488861084,-4.09933614730835,0.6899999976158142,-0.2881148159503937,0.25946909189224243,4
17,51,54,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-9.235740661621094,2.505038022994995,0.6327860355377197,-10.842315673828125,-9.768550872802734,2.596163034439087,-0.1882280707359314,-12.870109558105469,-0.5328099131584167,0.864905059337616,1.875136375427246,-3.222085475921631,0.7699999809265137,-0.20465831458568573,0.3553287088871002,4
18,54,57,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-9.078274726867676,2.4577558040618896,0.5976886749267578,-10.591614723205566,-9.511640548706055,2.600745677947998,-0.18217086791992188,-12.732510566711426,-0.4333658516407013,0.8118526339530945,2.2071237564086914,-3.023214817047119,0.7200000286102295,-0.19340087473392487,0.404990017414093,4
19,57,60,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-9.400808334350586,2.3372740745544434,-0.5106304883956909,-10.971471786499023,-9.91958999633789,2.5347368717193604,-0.5354653596878052,-11.732915878295898,-0.5187811851501465,0.8234277963638306,2.690063953399658,-3.417377471923828,0.8199999928474426,-0.2536722421646118,0.379999041557312,4
20,60,63,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-9.248764038085938,2.4040207862854004,0.3500966429710388,-10.791869163513184,-9.89648151397705,2.4443306922912598,-0.7912031412124634,-12.559536933898926,-0.647718608379364,0.7772760391235352,1.6119585037231445,-3.122236728668213,0.7200000286102295,-0.28269824385643005,0.3655785918235779,4
21,63,66,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-9.935637474060059,2.62052059173584,0.6034892797470093,-11.525941848754883,-10.423016548156738,2.685518980026245,-0.9252853393554688,-13.069375038146973,-0.4873793125152588,0.8086039423942566,2.5688116550445557,-3.305677890777588,0.699999988079071,-0.21369722485542297,0.27527424693107605,4
22,66,69,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-9.220080375671387,2.4532032012939453,0.5408793687820435,-10.783944129943848,-9.70433235168457,2.5251526832580566,-0.8910087943077087,-12.341423034667969,-0.4842517375946045,0.7530631422996521,2.132516860961914,-2.9564828872680664,0.7200000286102295,-0.1802433729171753,0.4858371317386627,4
23,69,72,3,dispatch_decision_block,blockwise_td_advantage_surrogate_mean,-10.149474143981934,2.707059621810913,0.5041136145591736,-11.84631061553955,-10.814449310302734,2.851503372192383,-0.34505611658096313,-13.24685287475586,-0.6649752855300903,0.7983355522155762,2.385932445526123,-3.762775421142578,0.7300000190734863,-0.3193536698818207,0.30012327432632446,4
