block_index,block_start,block_stop_exclusive,block_size,block_semantic,block_weight_mean,block_weight_std,block_weight_max,block_logprob_delta_mean,block_logprob_delta_std,block_ratio_proxy_mean,block_ratio_proxy_std,epoch
0,0,3,3,dispatch_decision_block,0.047222986817359924,0.016514187678694725,0.09045866876840591,-0.16104330122470856,0.22285152971744537,0.8725424408912659,0.1967814862728119,0
1,3,6,3,dispatch_decision_block,0.03304992616176605,0.01977423019707203,0.10303755104541779,-0.167887881398201,0.19497762620449066,0.8619141578674316,0.17420312762260437,0
2,6,9,3,dispatch_decision_block,0.03590892627835274,0.020618073642253876,0.10692109167575836,-0.1825982928276062,0.25790706276893616,0.8602612018585205,0.21549975872039795,0
3,9,12,3,dispatch_decision_block,0.04699283465743065,0.014562966302037239,0.09347808361053467,-0.22395707666873932,0.2181331217288971,0.8180844187736511,0.17828156054019928,0
4,12,15,3,dispatch_decision_block,0.04489120468497276,0.017033154144883156,0.0966750904917717,-0.19056133925914764,0.20022079348564148,0.8424975872039795,0.15952938795089722,0
5,15,18,3,dispatch_decision_block,0.0325436145067215,0.022420309484004974,0.10710620880126953,-0.23448333144187927,0.338363379240036,0.8375977277755737,0.2894180417060852,0
6,18,21,3,dispatch_decision_block,0.031146451830863953,0.02024117298424244,0.09800995141267776,-0.15197765827178955,0.26218006014823914,0.8881601691246033,0.22659127414226532,0
7,21,24,3,dispatch_decision_block,0.04938903823494911,0.012347628362476826,0.0842377096414566,-0.20303426682949066,0.2266746312379837,0.8368363380432129,0.18276560306549072,0
8,24,27,3,dispatch_decision_block,0.04786194488406181,0.01740581914782524,0.09050900489091873,-0.28560805320739746,0.32960495352745056,0.7917606830596924,0.2538725435733795,0
9,27,30,3,dispatch_decision_block,0.03405961021780968,0.021265359595417976,0.10420519858598709,-0.17691773176193237,0.2597801685333252,0.8651335835456848,0.2140713781118393,0
10,30,33,3,dispatch_decision_block,0.03431642800569534,0.021676527336239815,0.09953623265028,-0.146784707903862,0.27462902665138245,0.8945421576499939,0.23252107203006744,0
11,33,36,3,dispatch_decision_block,0.04499587044119835,0.010625994764268398,0.0811978206038475,-0.18568837642669678,0.25187596678733826,0.8553494215011597,0.19759738445281982,0
12,36,39,3,dispatch_decision_block,0.05025694891810417,0.01947917230427265,0.11540096998214722,-0.20449721813201904,0.22437486052513123,0.8352615237236023,0.18228991329669952,0
13,39,42,3,dispatch_decision_block,0.032755810767412186,0.017032306641340256,0.07338032871484756,-0.23604612052440643,0.28974881768226624,0.8226020932197571,0.23361477255821228,0
14,42,45,3,dispatch_decision_block,0.037129055708646774,0.0189422108232975,0.09103556722402573,-0.11333967000246048,0.15867559611797333,0.9039889574050903,0.14091821014881134,0
15,45,48,3,dispatch_decision_block,0.05345022678375244,0.015578188933432102,0.0971730649471283,-0.19099241495132446,0.2234327793121338,0.8460938930511475,0.18019121885299683,0
16,48,51,3,dispatch_decision_block,0.046873535960912704,0.020440885797142982,0.09919974207878113,-0.15656320750713348,0.24066275358200073,0.8800966143608093,0.21332280337810516,0
17,51,54,3,dispatch_decision_block,0.03670378029346466,0.021760234609246254,0.1029418483376503,-0.1592220515012741,0.22671020030975342,0.8747869729995728,0.19907158613204956,0
18,54,57,3,dispatch_decision_block,0.03301979601383209,0.021751469001173973,0.09678757190704346,-0.12099029868841171,0.2046738564968109,0.9060202240943909,0.20845693349838257,0
19,57,60,3,dispatch_decision_block,0.0467606820166111,0.014834658242762089,0.09341539442539215,-0.312359482049942,0.36203014850616455,0.7777063846588135,0.2625839114189148,0
20,60,63,3,dispatch_decision_block,0.05126373469829559,0.021362170577049255,0.09652232378721237,-0.22317390143871307,0.2459075152873993,0.8242834210395813,0.20749925076961517,0
21,63,66,3,dispatch_decision_block,0.038808539509773254,0.0232748631387949,0.109340138733387,-0.1874721199274063,0.21062465012073517,0.84730064868927,0.17578105628490448,0
22,66,69,3,dispatch_decision_block,0.03896016255021095,0.02306273952126503,0.09507739543914795,-0.20630855858325958,0.2552403211593628,0.83854079246521,0.19476988911628723,0
23,69,72,3,dispatch_decision_block,0.05163887143135071,0.01390447374433279,0.09679044783115387,-0.18421874940395355,0.2189510315656662,0.851641058921814,0.1856890320777893,0
0,0,3,3,dispatch_decision_block,0.045810285955667496,0.019290469586849213,0.09648718684911728,-0.5825141668319702,0.4288381338119507,0.6038295030593872,0.2206781655550003,1
1,3,6,3,dispatch_decision_block,0.030995063483715057,0.01973755471408367,0.0891675278544426,-0.4577147364616394,0.4415670931339264,0.697614312171936,0.33756083250045776,1
