telemetry_step,train_epoch,update_epoch,minibatch_id,final_critic_backbone_delta_norm,backbone_active_count,backbone_clipped_active_count,backbone_clipped_active_fraction,backbone_active_preconditioner_mean,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_active_preconditioner_max,backbone_active_preconditioner_mean_after_clip,backbone_active_preconditioner_p95_after_clip,backbone_active_preconditioner_p99_after_clip,backbone_active_preconditioner_max_after_clip,backbone_soft_geometry_scale_factor_mean,backbone_soft_geometry_scale_factor_p50,backbone_soft_geometry_scale_factor_p95,backbone_soft_geometry_scale_factor_min,backbone_soft_geometry_trigger_active_fraction,backbone_soft_geometry_overflow_stat_mean,backbone_soft_geometry_overflow_stat_p95
0,0,0,0,0.09406674939383389,78848,0,0.0,409914.84375,1419835.375,10297049.0,75266944.0,409914.84375,1419835.375,10297049.0,75266944.0,0.5849959783366271,0.5849959850311279,0.6863162696361542,0.47241787665582863,0.6598888039588928,5.16769842270475,7.217390155792236
1,0,0,1,0.07187359957988465,78848,0,0.0,327612.375,1269864.75,9608488.0,50047600.0,327612.375,1269864.75,9608488.0,50047600.0,0.617459211366612,0.6174592077732086,0.7470224291086197,0.4735000799385689,0.6146603524684906,4.750901766117603,7.146682548522949
2,0,0,2,0.06265864339941055,78848,0,0.0,283501.125,1160006.125,7701329.5,49510620.0,283501.125,1160006.125,7701329.5,49510620.0,0.6323599211832205,0.6323599368333817,0.7714019909501075,0.47786875368319054,0.5720022618770599,4.545044298503458,7.010253286361694
3,0,0,3,0.056175570828245674,78848,0,0.0,285604.6875,1243813.0,7714144.0,49936972.0,285604.6875,1243813.0,7714144.0,49936972.0,0.6424537728466245,0.6424537599086761,0.7913494318723678,0.4770141238323165,0.5257120430469513,4.447203388865421,7.022964119911194
4,0,1,4,0.05632020858076036,78848,0,0.0,260074.65625,1225496.6874999686,7583890.5,29840330.0,260074.65625,1225496.6874999686,7583890.5,29840330.0,0.6465262870413742,0.6465262919664383,0.7971594586968421,0.479156100934135,0.5319321751594543,4.385533444312211,6.960568571090698
5,0,1,5,0.056296998430407544,78848,0,0.0,250291.40625,1184074.25,7136228.5,29012886.0,250291.40625,1184074.25,7136228.5,29012886.0,0.649984993503121,0.6499849855899811,0.8026428312063217,0.48036516603402507,0.5377204120159149,4.3394993627867775,6.924447727203368
6,0,1,6,0.05542280768543494,78848,0,0.0,240614.03125,1137664.0,6711773.974999988,26565974.0,240614.03125,1137664.0,6711773.974999988,26565974.0,0.652826866966484,0.6528268754482269,0.8075992673635483,0.480857562108098,0.5348780155181885,4.306795572302242,6.908386850357055
7,0,1,7,0.05254079734580081,78848,0,0.0,244587.484375,1175925.875,6656334.5,24410548.0,244587.484375,1175925.875,6656334.5,24410548.0,0.6584189937151818,0.6584190130233765,0.8187703728675843,0.4802508219006879,0.5028530061244965,4.258593235752224,6.919330692291259
8,0,2,8,0.05327557754146095,78848,0,0.0,238817.265625,1157277.875,6453685.0,23770500.0,238817.265625,1157277.875,6453685.0,23770500.0,0.659453232820024,0.6594532430171967,0.8213310211896896,0.4795890465206852,0.5077276527881622,4.255209559029286,6.936231851577759
9,0,2,9,0.05317813409683532,78848,0,0.0,235287.421875,1118980.125,6263560.0,22968986.0,235287.421875,1118980.125,6263560.0,22968986.0,0.6610763911346282,0.6610763818025589,0.8232300117611885,0.4809056950514469,0.5133221745491028,4.227070550481689,6.899165487289428
10,0,2,10,0.05309901535757495,78848,0,0.0,232083.875,1108083.375,6296087.0,22847600.0,232083.875,1108083.375,6296087.0,22847600.0,0.6625922571250078,0.6625922471284866,0.8255137398838996,0.48156836234791656,0.5161282420158386,4.2064053367254495,6.879930686950683
