epoch,episode_reward,episode_cost,episode_queue_penalty,episode_delay,episode_local_delay_cost,episode_uplink_delay_cost,episode_backhaul_delay_cost,episode_bs_compute_delay_cost,episode_energy,episode_uplink_energy,episode_local_compute_energy,episode_bs_compute_energy,episode_reward_delay_term,episode_reward_energy_term,episode_reward_backlog_term,avg_total_backlog,avg_raw_total_backlog,avg_normalized_total_backlog,avg_theta,num_steps,actor_loss,critic_loss,entropy
0.0,-382.14914269265734,370.4873956212624,11.661747071394778,366.31229116043994,237.82739821468707,10.464798702564384,0.4129037474211881,117.60719049576713,83.50208921645407,1.3614079894334294,32.03156394092503,50.10911728609555,366.31229116043994,4.175104460822702,11.661747071394778,0.05830873535697389,4281127146.4395733,1.9824970021371116,0.5014709996711805,100.0,0.12837201533839107,2899.422540283203,15.07193591594696
1.0,-443.5500139467555,431.15279903190486,12.39721491485046,426.4850895409175,274.29024400840905,11.784182293439054,0.4465584915537203,139.9641047475156,93.35418981974664,1.441130007580412,34.82390746372844,57.08915234843778,426.4850895409175,4.66770949098733,12.39721491485046,0.0619860745742523,4756278209.390572,2.1075265355245785,0.5148126975618833,100.0,-0.10087509378790856,3932.811346435547,15.125534605979919
2.0,-398.47094616149235,386.60454407699035,11.866402084501921,382.2660255139451,235.59640897898518,11.452365134266094,0.43297933072349437,134.78427206997034,86.77037126090683,1.3783363600546015,31.77338247159404,53.618652429258155,382.2660255139451,4.33851856304534,11.866402084501921,0.0593320104225096,4410529731.600692,2.0172883543653275,0.5165432504231019,100.0,-0.0712274145334959,3008.521661376953,15.17505340576172
3.0,-467.4964873185151,454.56461707953457,12.931870238980634,449.7802920285729,284.77321961382097,13.36327116924678,0.5131586987986986,151.1306425467064,95.68650101923676,1.53351911964737,35.708113340092645,58.44486855949677,449.7802920285729,4.784325050961839,12.931870238980634,0.06465935119490317,4876651291.752527,2.1984179406267077,0.514351532733368,100.0,-0.08511300382670015,4164.409655761719,15.241361260414124
4.0,-410.9703342822513,398.8679681090722,12.102366173178932,394.41769661844694,258.7523698974042,10.832799513735758,0.40575929772254843,124.42676790958457,89.00542981250351,1.3675708999679907,34.045012200458146,53.592846712077346,394.41769661844694,4.450271490625172,12.102366173178932,0.060511830865894664,4580835379.294103,2.0574022494404187,0.503833543657102,100.0,-0.06995934741571545,3128.8811279296874,15.274996280670166
5.0,-412.8007033078312,400.6348118790393,12.165891428791785,396.08888809665467,246.1861956283263,11.986638654949633,0.43445320291781137,137.48160061046087,90.91847564769519,1.429524210517546,33.32998065246851,56.1589707847091,396.08888809665467,4.545923782384758,12.165891428791785,0.060829457143958925,4613722694.423517,2.068201542894604,0.5166484951293969,100.0,-0.037702164333313706,3323.8756439208983,15.246802687644958
6.0,-429.81164939862174,417.16130187454996,12.650347524071528,412.59731617656286,261.3494973898619,12.367924905875734,0.467677242723958,138.4122166381013,91.27971395974366,1.4800671729321762,34.229247462783704,55.57039932402777,412.59731617656286,4.563985697987185,12.650347524071528,0.06325173762035764,4679142651.289248,2.150559079092158,0.5104664193371473,100.0,-0.07055060137063265,3454.1544921875,15.271955537796021
7.0,-428.9529735871169,416.67881937548674,12.274154211630321,412.08056198411333,260.30780784864106,11.33047339162046,0.4527643108734263,139.98951643297818,91.96514782747191,1.4160772540311222,33.96087127319005,56.588199300250764,412.08056198411333,4.598257391373594,12.274154211630321,0.061370771058151606,4698779026.527271,2.086606215977155,0.5119551730026304,100.0,-0.12135322227841243,3307.154949951172,15.326839900016784
8.0,-429.98561400960034,417.44048749733906,12.545126512261373,412.73121178439015,261.208207027804,11.74847617739288,0.4839191478614527,139.29060943133183,94.18551425898086,1.4410699719885665,34.8145639824592,57.929880304533086,412.73121178439015,4.709275712949042,12.545126512261373,0.06272563256130687,4810419462.93567,2.132671507084433,0.5093205554301155,100.0,-0.10701050562784076,3196.067510986328,15.392548227310181
9.0,-490.67406337551165,477.5193301405813,13.154733234930289,472.7050002199771,295.23190490112853,14.106925453184003,0.6010218998515268,162.76514796581296,96.28659841208415,1.5657516926081507,35.29714804615708,59.423698673318896,472.7050002199771,4.814329920604206,13.154733234930289,0.06577366617465144,4918574896.029906,2.236304649938149,0.5214180372413977,100.0,-0.057495423778891566,4191.565197753906,15.506465101242066
