epoch,final_critic_backbone_delta_norm,backbone_active_count,backbone_clipped_active_count,backbone_clipped_active_fraction,backbone_active_preconditioner_mean,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_active_preconditioner_max,backbone_active_preconditioner_mean_after_clip,backbone_active_preconditioner_p95_after_clip,backbone_active_preconditioner_p99_after_clip,backbone_active_preconditioner_max_after_clip
0,0.05078816476871413,3107840,1758660,0.565878552306425,191762.5625,759548.875,5021932.5,87227216.0,2078.151123046875,3999.999755859375,6543.000039062498,87227216.0
1,0.03843597659430108,3107840,1581093,0.5087433716021417,166754.296875,711095.5625,4455277.5,26414604.0,1857.3214111328125,3999.999755859375,4710.5299560546855,14844.5732421875
2,0.04193155713775559,3107840,1310509,0.4216784004324547,170409.59375,733025.75,4547212.0,24854260.0,1818.9649658203125,3999.999755859375,4580.099418945312,12657.6650390625
3,0.04815352050172579,3107840,874199,0.28128829025947283,151259.828125,641829.0,4091073.75,21220166.0,1583.6876220703125,3864.9283203124996,3999.999755859375,13365.01953125
4,0.0405142003606999,3107840,720484,0.23182789332784184,148191.953125,643535.3031249971,4015655.25,21069484.0,1472.14013671875,3378.912426757812,3999.999755859375,14197.892578125
