telemetry_step,train_epoch,update_epoch,minibatch_id,final_critic_backbone_delta_norm,backbone_active_count,backbone_clipped_active_count,backbone_clipped_active_fraction,backbone_active_preconditioner_mean,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_active_preconditioner_max,backbone_active_preconditioner_mean_after_clip,backbone_active_preconditioner_p95_after_clip,backbone_active_preconditioner_p99_after_clip,backbone_active_preconditioner_max_after_clip
11,0,2,11,0.04880504890813906,77696,44770,0.576220140032949,197416.328125,823032.1875,5289215.0,37591652.0,1932.6810302734375,4104.32177734375,6155.392529296875,21948.564453125
12,0,3,12,0.04920664126936835,77696,45032,0.5795922570016474,193448.875,789814.8125,5226634.5,38522436.0,1937.20263671875,4106.585205078125,6063.855908203125,18966.466796875
13,0,3,13,0.048730542226816435,77696,45272,0.582681219110379,190824.25,784440.625,5170621.5,38021964.0,1944.86328125,4122.2877197265625,6035.739770507818,19547.474609375
14,0,3,14,0.04801871335150025,77696,45230,0.5821406507413509,187127.625,779356.3125,5040354.5,35056812.0,1945.4573974609375,4120.9100341796875,5982.310571289065,20206.326171875
15,0,3,15,0.04775432538179105,77696,43801,0.5637484555189456,185381.375,774224.375,5026402.0,29850232.0,1886.84619140625,3999.999755859375,5647.008129882816,20809.388671875
16,0,4,16,0.04770974979673654,77696,44067,0.5671720551894563,184463.625,785181.09375,4943628.175000061,29512652.0,1895.5068359375,3999.999755859375,5637.586328125004,20951.078125
17,0,4,17,0.04754210885531722,77696,44092,0.5674938220757826,180804.25,769427.25,4780943.250000016,28441802.0,1896.787841796875,3999.999755859375,5598.859057617205,18906.64453125
18,0,4,18,0.04787248270674688,77696,44275,0.5698491556836903,178204.921875,764807.4375,4653486.0,27337888.0,1903.4130859375,3999.999755859375,5596.707714843753,19049.658203125
19,0,4,19,0.047712377007400227,77696,43171,0.5556399299835255,176656.546875,754089.640625,4639627.5,26486526.0,1857.6258544921875,3999.999755859375,5218.090698242193,19301.333984375
20,0,5,20,0.04825539649426416,77696,43148,0.5553439044481054,174269.828125,742688.3125,4617242.5,25252306.0,1859.7589111328125,3999.999755859375,5196.955615234384,18273.947265625
21,0,5,21,0.04819366307427724,77696,43303,0.5573388591433278,173319.1875,742686.703125,4583086.0,24540942.0,1865.869873046875,3999.999755859375,5214.585815429689,18699.76953125
22,0,5,22,0.04788067348851892,77696,43440,0.5591021416803954,172416.875,740957.9375,4563016.575000087,23946946.0,1871.2734375,3999.999755859375,5241.530029296879,19041.0390625
23,0,5,23,0.04704721929303183,77696,42569,0.5478917833607908,172419.578125,735001.8125,4611823.5,23712426.0,1842.53564453125,3999.999755859375,5088.91713867188,19441.259765625
24,0,6,24,0.04812411959353122,77696,42646,0.5488828253706755,169421.203125,712927.625,4559042.0,24088220.0,1844.804931640625,3999.999755859375,5048.3655761718765,19623.349609375
25,0,6,25,0.04777941969221979,77696,42849,0.5514955724876441,169755.59375,716681.1875,4538279.0,24205352.0,1852.31689453125,3999.999755859375,5067.526123046877,20008.08203125
26,0,6,26,0.047525058727387354,77696,43010,0.5535677512355849,169805.03125,714602.0,4583023.5,23182506.0,1859.205322265625,3999.999755859375,5090.532080078127,20287.212890625
27,0,6,27,0.04761113830879022,77696,41327,0.5319064044481054,169399.4375,723081.1875,4557090.5,23211104.0,1817.263427734375,3999.999755859375,4851.929370117191,16039.8095703125
28,0,7,28,0.04738869993875274,77696,41527,0.534480539538715,169340.671875,720036.0,4560177.0,23302318.0,1824.63818359375,3999.999755859375,4871.017993164063,15936.1171875
29,0,7,29,0.047138021390696457,77696,41763,0.5375180189456342,169713.671875,727944.4375,4521910.0,23107854.0,1832.81689453125,3999.999755859375,4898.070751953125,15986.9697265625
30,0,7,30,0.04749330866175888,77696,41885,0.539088241350906,168270.421875,716884.125,4497054.5,23246308.0,1836.9088134765625,3999.999755859375,4891.475830078125,16245.6181640625
31,0,7,31,0.04912000170344854,77696,41129,0.5293580107084019,167762.6875,713736.0,4531387.0,23288080.0,1815.7864990234375,3999.999755859375,4775.860913085939,15628.6064453125
32,0,8,32,0.04913488397172596,77696,41285,0.5313658360790774,167281.8125,714938.75,4498280.5,23402186.0,1822.1043701171875,3999.999755859375,4790.663354492189,15621.986328125
33,0,8,33,0.048340582424267364,77696,41446,0.5334380148270181,167255.671875,718527.3125,4498312.0,23623982.0,1827.8153076171875,3999.999755859375,4808.197070312503,15634.0771484375
34,0,8,34,0.047828522865793734,77696,41667,0.5362824341021417,167854.65625,717850.5625,4498212.0,23783954.0,1835.814453125,3999.999755859375,4828.745385742195,15651.072265625
35,0,8,35,0.04855663672578115,77696,40705,0.5239008443163097,166869.890625,717174.90625,4530980.0,23194646.0,1807.9783935546875,3999.999755859375,4692.956420898438,15828.5830078125
36,0,9,36,0.04802565878498762,77696,40963,0.527221478583196,167271.328125,715770.796875,4526176.5,23382662.0,1816.6064453125,3999.999755859375,4712.769458007814,16048.873046875
37,0,9,37,0.047624330983233557,77696,41147,0.5295896828665568,167692.03125,718847.71875,4564176.5,23587670.0,1823.412109375,3999.999755859375,4741.903637695317,15939.0947265625
38,0,9,38,0.04679382660528968,77696,41381,0.53260142092257,167835.234375,720249.875,4612655.0,23568048.0,1829.9049072265625,3999.999755859375,4759.223486328128,15002.8720703125
39,0,9,39,0.046104134923310586,77696,41220,0.5305292421746294,167765.390625,722127.3125,4600391.0,23678390.0,1822.448974609375,3999.999755859375,4662.962500000006,14892.25
40,1,0,0,0.04668087596509204,77696,40675,0.5235147240527183,161516.171875,685292.5625,4423798.400000081,23850488.0,1816.55126953125,3999.999755859375,4611.918261718751,14844.5732421875
41,1,0,1,0.04737855485863692,77696,40477,0.5209663303130149,157970.640625,668469.375,4381495.0,23933474.0,1813.964111328125,3999.999755859375,4584.00126953125,14721.2333984375
42,1,0,2,0.048147007141972106,77696,40413,0.5201426070840197,156442.5,660083.328125,4336983.5,24151760.0,1813.5111083984375,3999.999755859375,4566.626977539069,14379.4482421875
43,1,0,3,0.049316931245728224,77696,38745,0.4986743204283361,156032.140625,660533.4375,4248558.375000142,24238704.0,1785.470703125,3999.999755859375,4513.780566406252,14428.9287109375
44,1,1,4,0.05008534463667683,77696,38776,0.49907331136738053,155368.171875,653154.234375,4174970.8125001197,24450134.0,1788.344970703125,3999.999755859375,4525.654565429688,14251.2822265625
45,1,1,5,0.05077661423774843,77696,38550,0.4961645387149918,154112.984375,644002.3125,4196323.5,24657010.0,1789.223388671875,3999.999755859375,4517.508154296877,14147.4619140625
46,1,1,6,0.050301914049247935,77696,38633,0.49723280477759474,153846.109375,644575.0,4152540.5,24797964.0,1793.97998046875,3999.999755859375,4529.7988769531285,13940.87109375
47,1,1,7,0.04987246927055166,77696,38180,0.4914023887973641,154233.21875,650537.0625,4166306.25,24556284.0,1789.6082763671875,3999.999755859375,4449.376220703126,13836.0068359375
48,1,2,8,0.04931827767493237,77696,38265,0.49249639621087316,154518.84375,650269.5625,4123447.0,24737442.0,1794.2152099609375,3999.999755859375,4459.550292968754,13667.298828125
49,1,2,9,0.04891902148394977,77696,38457,0.49496756589785834,155265.78125,655071.0,4145540.5,24926312.0,1800.8270263671875,3999.999755859375,4488.125805664069,13476.9228515625
50,1,2,10,0.047522101733508015,77696,38477,0.4952249794069193,155679.0625,653607.875,4136876.25,25116540.0,1805.9217529296875,3999.999755859375,4511.423486328125,13304.234375
51,1,2,11,0.04661596498253304,77696,38161,0.49115784596375617,156572.203125,658380.8125,4173201.25,24823326.0,1805.3990478515625,3999.999755859375,4506.103735351565,13091.0361328125
52,1,3,12,0.04543037434730467,77696,38359,0.4937062397034596,157808.109375,662992.75,4208672.5,24998656.0,1812.76953125,3999.999755859375,4530.705981445314,13035.2080078125
53,1,3,13,0.0445810455336313,77696,38559,0.49628037479406917,158733.375,665133.875,4222626.0,25173658.0,1820.2767333984375,3999.999755859375,4561.839428710938,13033.36328125
54,1,3,14,0.04340968185735879,77696,38663,0.49761892504118616,159605.65625,669444.375,4234106.5,25300180.0,1826.0653076171875,3999.999755859375,4584.032104492188,13146.4072265625
55,1,3,15,0.042231231221966065,77696,38624,0.4971169686985173,160684.5,675630.6875,4256326.5,25082724.0,1828.4727783203125,3999.999755859375,4573.266308593752,13264.6953125
56,1,4,16,0.041008798774350264,77696,38865,0.5002188014827018,161913.1875,681648.0,4284138.0,25245868.0,1836.0968017578125,3999.999755859375,4601.331127929688,13382.029296875
57,1,4,17,0.03958554701656446,77696,39125,0.5035651771004942,163161.765625,687440.125,4319544.0,25414864.0,1843.9549560546875,3999.999755859375,4634.756494140628,13352.9306640625
58,1,4,18,0.038757431231232715,77696,39340,0.5063323723228995,164394.90625,693473.875,4354984.5,25567014.0,1850.818603515625,3999.999755859375,4660.157055664063,13454.85546875
59,1,4,19,0.03947377663328567,77696,38760,0.4988673805601318,165251.765625,699214.125,4386359.0,24942286.0,1844.6822509765625,3999.999755859375,4633.038989257818,13311.375
60,1,5,20,0.03866500200874553,77696,38995,0.5018919892915981,166502.21875,705148.875,4422207.5,25024780.0,1852.1190185546875,3999.999755859375,4660.543554687502,13423.5107421875
61,1,5,21,0.03673718971488433,77696,39226,0.5048651153212521,167627.359375,710939.0625,4452385.0,25178966.0,1859.5904541015625,3999.999755859375,4690.405908203134,13491.2421875
62,1,5,22,0.03520807317762945,77696,39519,0.508636223228995,168796.515625,716772.5625,4485278.5,25309018.0,1867.272216796875,3999.999755859375,4719.978198242188,13583.3564453125
63,1,5,23,0.03393468667044719,77696,39663,0.510489600494234,169905.890625,722559.1875,4516108.0,25408686.0,1871.3162841796875,3999.999755859375,4708.159521484384,13453.6494140625
64,1,6,24,0.032224243239891384,77696,39895,0.513475597199341,171033.90625,727992.1875,4547679.0,25523118.0,1878.8187255859375,3999.999755859375,4742.3694580078145,13548.6005859375
65,1,6,25,0.03183104016265896,77696,40128,0.5164744645799012,172245.875,733713.0,4582003.5,25647866.0,1885.6795654296875,3999.999755859375,4772.115917968754,13655.73828125
66,1,6,26,0.03138820690676925,77696,39854,0.512947899505766,172322.4375,737189.5625,4569602.000000067,25708406.0,1887.182861328125,3999.999755859375,4778.2402343750055,13520.5791015625
67,1,6,27,0.029993981391121034,77696,40072,0.5157537067545305,173516.71875,742723.5,4599392.025000079,25850222.0,1893.9637451171875,3999.999755859375,4802.8842773437555,13579.3916015625
68,1,7,28,0.029457741985600843,77696,40334,0.519125823723229,174707.6875,748250.0,4632473.77500008,25990350.0,1901.141845703125,3999.999755859375,4830.165087890626,13647.2685546875
69,1,7,29,0.02948505167594766,77696,40564,0.52208607907743,175655.203125,752358.5625,4664012.775000069,26130530.0,1907.3612060546875,3999.999755859375,4861.694750976563,13561.3095703125
70,1,7,30,0.028688454975122794,77696,40716,0.5240424217462932,176709.3125,757259.375,4693516.425000028,26227176.0,1913.206298828125,3999.999755859375,4891.116479492194,13579.0751953125
71,1,7,31,0.029240221075148495,77696,40678,0.5235533360790774,177629.421875,762721.25,4719213.225000033,26343938.0,1915.1168212890625,3999.999755859375,4891.816943359375,13552.42578125
72,1,8,32,0.02970419926437464,77696,40424,0.5202841845140033,178328.53125,767411.0625,4749608.5,25956142.0,1915.0491943359375,3999.999755859375,4878.679785156253,12655.623046875
73,1,8,33,0.028126410428178063,77696,40666,0.5233988879736409,179472.921875,772802.875,4781082.0,26081664.0,1922.039794921875,3999.999755859375,4909.6665771484395,12745.1806640625
74,1,8,34,0.02696980764435163,77696,40861,0.5259086696869851,180570.921875,778128.5,4805407.0,26184724.0,1928.1785888671875,3999.999755859375,4936.493505859377,12813.9306640625
75,1,8,35,0.026257401887907046,77696,41075,0.5286629942339374,181608.84375,783098.0,4835793.0,26305064.0,1933.221435546875,3999.999755859375,4951.470117187511,12887.962890625
76,1,9,36,0.025654359895532365,77696,41138,0.5294738467874794,182302.875,788210.4375,4853305.0,26414604.0,1937.4600830078125,3999.999755859375,4969.048852539066,12953.4853515625
77,1,9,37,0.028216972157365225,77696,40466,0.5208247528830313,180652.078125,785753.375,4769661.575000047,25562748.0,1930.913330078125,3999.999755859375,4953.530688476578,13039.3369140625
78,1,9,38,0.030482116918895758,77696,40094,0.5160368616144976,180315.328125,785546.625,4789603.0,25212642.0,1928.0267333984375,3999.999755859375,4945.463769531251,12982.5595703125
79,1,9,39,0.035760938695200126,77696,38621,0.49707835667215816,177155.84375,773508.6875,4734929.0,24140700.0,1905.047607421875,3999.999755859375,4883.436621093752,12750.486328125
80,2,0,0,0.03557065923466013,77696,38313,0.49311418863261947,175169.140625,769487.625,4682876.0,24163444.0,1903.8087158203125,3999.999755859375,4870.0198486328145,12657.6650390625
81,2,0,1,0.037645775798669026,77696,37850,0.48715506589785834,173383.4375,755021.515625,4594092.5,24095988.0,1899.484375,3999.999755859375,4870.96669921875,12391.9521484375
82,2,0,2,0.04030337282823406,77696,36927,0.4752754324546952,169059.046875,729259.5625,4430008.5,23611766.0,1887.3743896484375,3999.999755859375,4847.480297851568,12385.296875
83,2,0,3,0.03776496421123878,77696,36810,0.47376956342668863,169560.046875,728313.0,4456388.5,23716794.0,1886.4937744140625,3999.999755859375,4776.553564453128,12461.654296875
84,2,1,4,0.03941350220546173,77696,36696,0.4723023064250412,169058.15625,719234.1875,4458956.0,23826742.0,1887.8546142578125,3999.999755859375,4791.652294921877,12490.72265625
85,2,1,5,0.045208044426168645,77696,36009,0.46346015238879734,168011.5625,712131.4375,4443850.5,23917086.0,1878.685791015625,3999.999755859375,4773.462939453126,12488.19921875
86,2,1,6,0.04487097764600757,77696,35998,0.46331857495881384,168321.25,713072.5625,4456031.0,23947298.0,1880.1583251953125,3999.999755859375,4763.317846679688,12473.48046875
87,2,1,7,0.04567905640151711,77696,35329,0.45470809308072485,167540.484375,707068.375,4376976.5,23967236.0,1865.1771240234375,3999.999755859375,4687.9953125,12331.7412109375
88,2,2,8,0.04252023824178765,77696,34904,0.44923805601317957,167053.484375,705204.0625,4390318.025,23981286.0,1861.669921875,3999.999755859375,4695.137182617189,12404.677734375
89,2,2,9,0.04403182621342038,77696,34839,0.44840146210873144,167359.015625,706631.875,4391294.250000016,24087814.0,1862.3489990234375,3999.999755859375,4695.130029296876,12462.462890625
90,2,2,10,0.04131213584347928,77696,34926,0.4495212108731466,168117.703125,709932.0,4414151.875000005,24154526.0,1865.9423828125,3999.999755859375,4712.660913085938,12531.51953125
91,2,2,11,0.04241846495629187,77696,34396,0.4426997528830313,167961.5625,711631.09375,4432232.0,24259376.0,1850.2115478515625,3999.999755859375,4624.579736328125,12297.65625
92,2,3,12,0.04108311750308391,77696,34515,0.444231363261944,168732.625,715595.9375,4453683.0,24362616.0,1853.7623291015625,3999.999755859375,4633.592041015625,12364.49609375
93,2,3,13,0.040078722133233,77696,34405,0.4428155889621087,169267.890625,718823.265625,4473423.025,24444106.0,1852.3240966796875,3999.999755859375,4627.632617187502,12310.556640625
94,2,3,14,0.03969073050049687,77696,34474,0.44370366556836904,170050.78125,722556.125,4496775.05,24543830.0,1855.1429443359375,3999.999755859375,4642.175927734378,12343.4716796875
95,2,3,15,0.037466830840577475,77696,34526,0.4443729406919275,170777.796875,726416.25,4519887.55,24637980.0,1857.5689697265625,3999.999755859375,4642.965966796877,12353.775390625
96,2,4,16,0.038127082098967084,77696,34584,0.4451194398682043,171439.796875,730346.078125,4536891.525,24695934.0,1859.71728515625,3999.999755859375,4643.263745117189,12418.9775390625
97,2,4,17,0.034991819694747746,77696,34555,0.4447461902800659,171906.703125,731204.875,4557775.05,24755014.0,1860.447509765625,3999.999755859375,4651.070654296876,12458.4501953125
98,2,4,18,0.03312705591663362,77696,34249,0.44080776359143325,172010.140625,731197.875,4560077.0,24854260.0,1855.980224609375,3999.999755859375,4635.727563476563,12508.564453125
99,2,4,19,0.03736387238324879,77696,33634,0.4328922981878089,171693.09375,735029.3125,4568860.0,24710880.0,1846.29248046875,3999.999755859375,4622.631445312505,12182.1669921875
100,2,5,20,0.03672659340922737,77696,33609,0.4325705313014827,172282.828125,738441.4375,4588566.0,24317598.0,1847.89453125,3999.999755859375,4631.833300781251,12220.7216796875
101,2,5,21,0.03342369182449899,77696,33414,0.4300607495881384,172690.453125,739684.9375,4603330.525,24224292.0,1843.0755615234375,3999.999755859375,4615.732519531251,12189.8515625
102,2,5,22,0.03598761096441993,77696,32863,0.42296900741350907,172478.921875,741139.75,4615941.075000009,24241068.0,1835.46435546875,3999.999755859375,4603.04204101563,12224.248046875
103,2,5,23,0.036423580821097784,77696,32474,0.41796231466227346,171860.765625,735469.875,4636711.0,23996246.0,1824.9068603515625,3999.999755859375,4592.29436035157,12284.58203125
104,2,6,24,0.04038706631554641,77696,32244,0.4150020593080725,171624.71875,735266.375,4598230.0,23751022.0,1819.5914306640625,3999.999755859375,4559.757080078125,12043.705078125
105,2,6,25,0.03982853940987368,77696,31841,0.40981517710049425,171760.796875,738419.3125,4584910.5,23632096.0,1810.9007568359375,3999.999755859375,4521.08708496094,11972.099609375
106,2,6,26,0.037525519069675044,77696,31596,0.4066618616144975,172223.703125,741477.4375,4605951.0,23700272.0,1804.3114013671875,3999.999755859375,4505.016137695315,11928.8232421875
107,2,6,27,0.04059251781625556,77696,31188,0.40141062602965405,171685.53125,742742.203125,4574229.0,23164216.0,1793.9259033203125,3999.999755859375,4480.705590820314,11981.71484375
108,2,7,28,0.04537738015592386,77696,30791,0.3963009678747941,170527.90625,741867.765625,4595161.5,22641100.0,1784.4732666015625,3999.999755859375,4459.5977783203125,11927.275390625
109,2,7,29,0.04339176004592976,77696,30426,0.3916031713344316,170718.328125,738062.8125,4581135.5,22364148.0,1776.570068359375,3999.999755859375,4443.587841796878,11963.53515625
110,2,7,30,0.04556793441448607,77696,29995,0.386055910214168,170914.265625,740235.25,4597963.5,22430942.0,1767.7044677734375,3999.999755859375,4431.412133789064,11984.88671875
111,2,7,31,0.04373586876039967,77696,29623,0.3812680189456343,170942.484375,741868.0625,4550877.05,22243816.0,1759.4248046875,3999.999755859375,4424.928662109375,12025.3876953125
112,2,8,32,0.04624715221151103,77696,29186,0.3756435337726524,171308.875,743743.453125,4566205.5,22288414.0,1748.9013671875,3999.999755859375,4411.743139648438,12071.3759765625
113,2,8,33,0.05033646099378795,77696,28835,0.37112592668863265,170207.0625,742890.4375,4586287.0,22350230.0,1738.6265869140625,3999.999755859375,4351.692114257814,12119.564453125
114,2,8,34,0.04742704646383899,77696,28520,0.36707166392092255,170304.21875,746177.0,4604915.5,22429680.0,1731.4951171875,3999.999755859375,4335.402319335937,12100.4287109375
115,2,8,35,0.04883198267966422,77696,28000,0.3603789126853377,170032.875,744849.375,4568516.0,22506268.0,1718.822021484375,3999.999755859375,4317.02331542969,12155.3359375
116,2,9,36,0.05772461839221698,77696,27482,0.353711902800659,169771.3125,742575.5625,4584860.0,22562636.0,1706.35888671875,3999.999755859375,4265.511303710939,12080.9853515625
117,2,9,37,0.05118604308040529,77696,27132,0.34920716639209226,170033.40625,745188.75,4603382.0,22641496.0,1698.9722900390625,3999.999755859375,4232.599755859382,12111.34765625
118,2,9,38,0.04865174401473462,77696,26812,0.345088550247117,169629.328125,747039.890625,4594834.0,22614954.0,1692.7977294921875,3999.999755859375,4211.735009765627,12157.8935546875
119,2,9,39,0.04922092558880572,77696,26539,0.34157485584843494,168911.734375,740215.1875,4546333.025,21799000.0,1683.916748046875,3999.999755859375,4186.12421875,11610.7607421875
120,3,0,0,0.0463166945704149,77696,26299,0.33848589373970345,164392.046875,717624.4375,4427934.050000084,20911928.0,1679.00390625,3999.999755859375,4173.1001708984395,11647.4912109375
121,3,0,1,0.04671745647806232,77696,25943,0.33390393327841844,160470.34375,690610.875,4405275.5,20734490.0,1672.19921875,3999.999755859375,4159.867333984378,11688.3095703125
122,3,0,2,0.05194699595175164,77696,25671,0.3304031095551895,157179.90625,663858.75,4271247.5,20740414.0,1666.48828125,3999.999755859375,4147.960449218753,11737.3935546875
123,3,0,3,0.04929745277996637,77696,25332,0.3260399505766063,156591.53125,659196.296875,4273523.0,20783468.0,1661.9940185546875,3999.999755859375,4110.3965576171895,11782.619140625
124,3,1,4,0.053953073826808376,77696,25262,0.3251390032948929,155142.25,652541.125,4193956.5,20764048.0,1657.648681640625,3999.999755859375,4107.53662109375,11818.826171875
125,3,1,5,0.057836848948823426,77696,24982,0.32153521416803954,152823.171875,641107.9375,4130595.5,20792550.0,1652.1444091796875,3999.999755859375,4089.3992919921925,11862.4052734375
126,3,1,6,0.05942615525205901,77696,24692,0.3178027182866557,151561.0,632285.8125,4103711.675000013,20591926.0,1645.81591796875,3999.999755859375,4060.303442382813,11895.9716796875
127,3,1,7,0.058104650859106544,77696,24361,0.31354252471169686,151445.4375,631392.578125,4065344.9125000816,20621100.0,1639.8175048828125,3999.999755859375,4034.7439086914073,11945.70703125
128,3,2,8,0.05726863156935039,77696,24303,0.3127960255354201,151261.4375,631916.84375,4061613.650000117,20613474.0,1638.423583984375,3999.999755859375,4020.633837890632,11971.18359375
129,3,2,9,0.059661571974228715,77696,23934,0.30804674629324547,151366.1875,633142.03125,4069838.087500046,20680806.0,1632.5941162109375,3999.999755859375,3999.999755859375,12015.947265625
130,3,2,10,0.06261283385241131,77696,23656,0.3044686985172982,150878.6875,633130.625,4057483.75,20634476.0,1627.40966796875,3999.999755859375,3999.999755859375,12063.087890625
131,3,2,11,0.058060258745577846,77696,23493,0.3023707784184514,150542.53125,631089.75,4056551.350000046,20578160.0,1621.094482421875,3999.999755859375,3999.999755859375,12107.103515625
132,3,3,12,0.057461761722753454,77696,23245,0.29917885090609553,150609.234375,633412.375,4019434.5,20550580.0,1615.81298828125,3992.6815185546875,3999.999755859375,12149.939453125
133,3,3,13,0.05380803771070275,77696,22998,0.29599979406919275,150051.375,635251.5,3988698.75,20615454.0,1612.2880859375,3982.1580200195312,3999.999755859375,12197.18359375
134,3,3,14,0.054822004132749604,77696,22894,0.29466124382207576,150221.8125,637294.25,3975034.25,20630740.0,1608.892822265625,3959.9252319335938,3999.999755859375,12238.4130859375
135,3,3,15,0.05605281068111924,77696,22650,0.2915207990115321,149838.609375,635896.078125,3938790.5,20694968.0,1599.5057373046875,3923.296875,3999.999755859375,12284.5576171875
136,3,4,16,0.051754468284963,77696,22482,0.2893585255354201,149068.34375,634506.8125,3930297.0,20688132.0,1596.119384765625,3913.8482666015625,3999.999755859375,12330.853515625
137,3,4,17,0.054223584973612536,77696,22081,0.28419738467874794,148943.03125,628777.6875,3944802.5,20680326.0,1588.2296142578125,3880.8034057617188,3999.999755859375,12378.916015625
138,3,4,18,0.05123772795355864,77696,21821,0.2808510090609555,148497.0625,627911.0625,3953869.25,20716068.0,1584.3199462890625,3861.2363891601562,3999.999755859375,12423.3134765625
139,3,4,19,0.04925115512184808,77696,21493,0.27662942751235586,148180.875,627508.3125,3968164.75,20431574.0,1581.0743408203125,3852.7605590820312,3999.999755859375,12470.8994140625
140,3,5,20,0.046364974197419764,77696,21275,0.2738236202635914,148354.234375,629871.0625,3982575.25,20482744.0,1576.0477294921875,3834.5907592773438,3999.999755859375,12517.8876953125
141,3,5,21,0.047226135203672304,77696,20997,0.27024557248764414,148559.390625,632239.0,3996814.25,20488992.0,1570.990478515625,3819.1822509765625,3999.999755859375,12565.2197265625
142,3,5,22,0.04344977273449928,77696,20757,0.2671566103789127,148807.453125,633683.875,4011026.5,20543726.0,1565.5174560546875,3797.6456298828125,3999.999755859375,12612.5732421875
143,3,5,23,0.040369242610837505,77696,20869,0.26859812602965405,149289.65625,636022.9375,4025396.0,20603464.0,1567.720703125,3800.503662109375,3999.999755859375,12654.9638671875
144,3,6,24,0.046549508056924385,77696,20646,0.26572796540362437,149388.203125,637929.6875,4022070.5,20616644.0,1562.5430908203125,3775.875244140625,3999.999755859375,12701.7021484375
145,3,6,25,0.04592613518690467,77696,20396,0.26251029654036245,149576.953125,639840.5625,4035607.0,20668222.0,1556.3486328125,3755.3614501953125,3999.999755859375,12748.6845703125
146,3,6,26,0.04130013328170533,77696,20211,0.2601292215815486,149380.921875,636217.1875,4047803.25,20721480.0,1552.18505859375,3742.6714477539062,3999.999755859375,12795.4970703125
147,3,6,27,0.03832292645759165,77696,20337,0.26175092668863265,149859.65625,638465.375,4061954.75,20779834.0,1555.335693359375,3750.2924194335938,3999.999755859375,12840.4912109375
148,3,7,28,0.037850001769567605,77696,20095,0.25863622322899504,150122.453125,640102.0625,4075253.75,20832930.0,1548.4814453125,3723.5712890625,3999.999755859375,12887.046875
149,3,7,29,0.03820398315632909,77696,19829,0.25521262355848434,150335.984375,641515.25,4082093.5,20848176.0,1541.2408447265625,3697.9287719726562,3999.999755859375,12933.513671875
150,3,7,30,0.03831497528300752,77696,19730,0.25393842668863265,150640.953125,643229.375,4092313.25,20906350.0,1537.98193359375,3681.34228515625,3999.999755859375,12977.751953125
151,3,7,31,0.038848033415920476,77696,19514,0.2511583607907743,150302.328125,641905.6875,4075077.75,20953858.0,1533.3311767578125,3656.0076904296875,3999.999755859375,13023.5087890625
152,3,8,32,0.04325075400612758,77696,19396,0.24963962108731466,150465.765625,644127.0625,4087622.75,21010118.0,1528.1463623046875,3633.2011108398438,3999.999755859375,13067.015625
153,3,8,33,0.04216959243614902,77696,19254,0.2478119851729819,150590.953125,645024.5,4087789.5,21060752.0,1523.4276123046875,3608.167236328125,3999.999755859375,13111.89453125
