seed,epochs_completed,stopped_early,best_reward,final_reward,best_epoch,reward_gap,final_critic_loss,avg_theta_last10_mean
2025,10,True,-393.09730376396254,-406.6283009627033,6,-13.53099719874075,2588.3405181884764,0.4927755204900258
2026,9,True,-401.69672451414914,-407.37129727593185,5,-5.674572761782713,2647.8817443847656,0.4875318034068261
