epoch,episode_reward,episode_cost,episode_queue_penalty,episode_delay,episode_local_delay_cost,episode_uplink_delay_cost,episode_backhaul_delay_cost,episode_bs_compute_delay_cost,episode_energy,episode_uplink_energy,episode_local_compute_energy,episode_bs_compute_energy,avg_total_backlog,avg_theta,num_steps,actor_loss,critic_loss,entropy,avg_oma_cluster_count,avg_noma_cluster_count,avg_multi_user_cluster_count,avg_total_cluster_count,avg_users_in_noma_clusters,avg_cluster_size,multi_user_step_fraction,max_cluster_size_observed,cluster_size_histogram
0.0,-1168.500448519425,1154.8380210390806,13.662427480343514,1145.3611619007813,583.8366394692947,74.57105183726792,1.6879920737168406,485.26547852050174,189.53718276600114,7.474109872381654,72.17991497211096,109.88315792150846,0.06831213740171757,0.4993145959429732,100.0,-0.13851262841490097,27703.964599609375,30.15422809123993,4.04,1.98,1.98,6.02,3.96,1.3299999999999985,0.99,2.0,"{""1"": 404, ""2"": 198}"
1.0,-1102.2535553078253,1088.8664025273947,13.387152780430656,1079.8100760595426,533.522015071182,79.39914546523126,1.6753072368583448,465.2136082862707,181.1265293570551,7.636617791184401,67.99790030478498,105.49201126108574,0.06693576390215328,0.5004930084071326,100.0,-0.11793864564970136,26007.533447265625,30.143561720848083,4.04,1.98,1.98,6.02,3.96,1.3299999999999985,0.99,2.0,"{""1"": 404, ""2"": 198}"
2.0,-1197.8030525347542,1183.6347039668394,14.168348567914714,1174.1914641010396,594.6897207693179,79.05537506914078,1.8617709759855763,498.5845972865956,188.86479731599331,7.567907448345911,72.08787994081088,109.20900992683652,0.07084174283957358,0.49840794160215646,100.0,-0.11794083751738071,29279.273071289062,30.136496543884277,4.04,1.98,1.98,6.02,3.96,1.3299999999999985,0.99,2.0,"{""1"": 404, ""2"": 198}"
3.0,-1172.902070193936,1158.7978952228825,14.104174971053276,1149.3947189551707,559.0159030174286,84.51542156746933,1.9895890184225657,503.87380535185065,188.06352535423554,7.857404775941196,70.64590952160134,109.5602110566929,0.07052087485526638,0.5034238541065392,100.0,-0.09465314913541079,28313.239990234375,30.13822329044342,4.04,1.98,1.98,6.02,3.96,1.3299999999999985,0.99,2.0,"{""1"": 404, ""2"": 198}"
4.0,-1181.7629863639606,1167.651058075562,14.111928288398682,1158.1825714698007,579.1482645587554,82.36210044757738,1.8534198040861083,494.8187866593823,189.36973211521834,7.954460111889795,72.01695139174765,109.39832061158091,0.0705596414419934,0.4957106712687389,100.0,-0.0682244649506174,28403.275634765625,30.15156865119934,4.04,1.98,1.98,6.02,3.96,1.3299999999999985,0.99,2.0,"{""1"": 404, ""2"": 198}"
