epoch,policy_surrogate_mode,actor_structure_mode,theta_ratio_mean,theta_ratio_std,theta_ratio_max,route_ratio_mean,route_ratio_std,route_ratio_max,theta_approx_kl,route_approx_kl,theta_clip_fraction,route_clip_fraction,theta_only_step_kl,route_only_step_kl,theta_kl_target,route_kl_target,theta_early_stop_count,route_early_stop_count,coupled_stop_trigger_count,coupled_stop_blocked_by_theta_floor_count,coupled_stop_min_theta_updates_per_epoch,route_update_cap_trigger_count,route_update_cap_per_epoch,route_alignment_gate_threshold,route_alignment_gate_accept_count,route_alignment_gate_reject_count,route_alignment_gate_reject_rate,route_alignment_gate_score_mean,theta_update_count,route_update_count,route_mask_mean,route_mask_active_fraction,route_mask_threshold,route_confident_mask_margin
0,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_counterfactual_adv,hierarchical_actor_separate_theta_route_backbones,1.0006552934646606,0.11428344249725342,1.709060788154602,1.0007675886154175,0.22636815905570984,3.140918016433716,0.005782389547675848,0.023289034143090248,0.08874999731779099,0.2782900333404541,0.0010442659659020137,0.0011329662811476737,0.03,0.015,0,10,10,0,0,0,0,0.0,14,0,0.0,0.014391368853726558,4,14,0.4970833361148834,0.4970833361148834,0.5,0.0
1,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_counterfactual_adv,hierarchical_actor_separate_theta_route_backbones,1.0056298971176147,0.20262296497821808,2.747483730316162,1.015209436416626,0.36261671781539917,4.668853282928467,0.01354454830288887,0.04017476364970207,0.19833333790302277,0.47324416041374207,0.0010795160714122984,0.001980258801874394,0.03,0.015,0,9,9,0,0,0,0,0.0,18,0,0.0,0.01993606187817123,9,18,0.4983333349227905,0.4983333349227905,0.5,0.0
2,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_counterfactual_adv,hierarchical_actor_separate_theta_route_backbones,1.0015380382537842,0.18184684216976166,4.069262981414795,1.0081489086151123,0.3250790238380432,4.511027812957764,0.012864260002970695,0.03910297527909279,0.14166666567325592,0.41597336530685425,0.0014469797197307344,0.002325638260706054,0.03,0.015,0,9,9,0,0,0,0,0.0,17,0,0.0,0.020674263948903364,8,17,0.5008333325386047,0.5008333325386047,0.5,0.0
3,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_counterfactual_adv,hierarchical_actor_separate_theta_route_backbones,1.005009412765503,0.13048045337200165,2.8492822647094727,0.9981275200843811,0.3176989257335663,5.893152236938477,0.0025549076963216066,0.049765218049287796,0.08250000327825546,0.3936348557472229,4.122751003402906e-05,0.0033106737692529956,0.03,0.015,0,9,9,0,0,0,0,0.0,15,0,0.0,0.022785437107086182,6,15,0.4975000023841858,0.4975000023841858,0.5,0.0
4,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_route_counterfactual_adv,hierarchical_actor_separate_theta_route_backbones,1.0041447877883911,0.1766420304775238,2.9754207134246826,1.0058226585388184,0.3218196630477905,4.6549859046936035,0.010826184414327145,0.04284113645553589,0.1629166603088379,0.43478259444236755,0.0024200067034851397,0.0033368406755685366,0.03,0.015,0,8,8,0,0,0,0,0.0,17,0,0.0,0.019800715805853113,9,17,0.48875001072883606,0.48875001072883606,0.5,0.0
