block_index,block_start,block_stop_exclusive,block_size,block_semantic,block_weight_mean,block_weight_std,block_weight_max,block_logprob_delta_mean,block_logprob_delta_std,block_ratio_proxy_mean,block_ratio_proxy_std,epoch
0,0,3,3,dispatch_decision_block,0.04782109335064888,0.016583401709794998,0.09050367027521133,-0.007351900450885296,0.13828378915786743,1.002418875694275,0.14385873079299927,0
1,3,6,3,dispatch_decision_block,0.03366798907518387,0.019945256412029266,0.10503822565078735,-0.04035567119717598,0.1601908802986145,0.9728330969810486,0.1562691628932953,0
2,6,9,3,dispatch_decision_block,0.03660427778959274,0.020874684676527977,0.1090344563126564,-0.00399242527782917,0.0902227833867073,1.0000901222229004,0.09098032116889954,0
3,9,12,3,dispatch_decision_block,0.04721590876579285,0.015607880428433418,0.10466671735048294,-0.004907386377453804,0.06134972721338272,0.9970065355300903,0.06268304586410522,0
4,12,15,3,dispatch_decision_block,0.04501453787088394,0.017107686027884483,0.09733086824417114,-0.013918612152338028,0.1334131360054016,0.9950485229492188,0.13461606204509735,0
5,15,18,3,dispatch_decision_block,0.03271276131272316,0.022620374336838722,0.10764503479003906,-0.05463613569736481,0.13376955687999725,0.9548519253730774,0.11800283938646317,0
6,18,21,3,dispatch_decision_block,0.031388502568006516,0.020413139835000038,0.09705528616905212,-0.005116556771099567,0.08169674873352051,0.9983435273170471,0.08662329614162445,0
7,21,24,3,dispatch_decision_block,0.04995422810316086,0.0124885318800807,0.08992407470941544,-0.02164718694984913,0.08090615272521973,0.9817607402801514,0.07835663855075836,0
8,24,27,3,dispatch_decision_block,0.04848972335457802,0.017696890980005264,0.09502094238996506,-4.31632979598362e-05,0.10010979324579239,1.004930853843689,0.09933149069547653,0
9,27,30,3,dispatch_decision_block,0.03366353362798691,0.021263601258397102,0.10661318898200989,-0.00947092566639185,0.10283466428518295,0.9958517551422119,0.10330530256032944,0
10,30,33,3,dispatch_decision_block,0.0339919812977314,0.021747425198554993,0.10151617974042892,-0.014016279950737953,0.11765655875205994,0.9928338527679443,0.11502354592084885,0
11,33,36,3,dispatch_decision_block,0.044066138565540314,0.010254583321511745,0.07920101284980774,-0.014398420229554176,0.14087535440921783,0.9953406453132629,0.1367044597864151,0
12,36,39,3,dispatch_decision_block,0.050126947462558746,0.019716128706932068,0.11679954081773758,-0.01851935312151909,0.11654586344957352,0.9882208108901978,0.11251869797706604,0
13,39,42,3,dispatch_decision_block,0.03257514908909798,0.017165647819638252,0.07421578466892242,-0.013065943494439125,0.11569395661354065,0.9935039281845093,0.11171363294124603,0
14,42,45,3,dispatch_decision_block,0.036456771194934845,0.019075840711593628,0.09147823601961136,-0.07402060180902481,0.2285386174917221,0.9529631733894348,0.21786479651927948,0
15,45,48,3,dispatch_decision_block,0.05227191001176834,0.01531024556607008,0.0942147746682167,-0.02473551593720913,0.13699883222579956,0.9849846363067627,0.14075954258441925,0
16,48,51,3,dispatch_decision_block,0.04677093029022217,0.020106855779886246,0.09844094514846802,-0.05769440531730652,0.19771800935268402,0.9624699354171753,0.1907387524843216,0
17,51,54,3,dispatch_decision_block,0.036664243787527084,0.021603764966130257,0.1012500524520874,-0.006909270770847797,0.1157742291688919,0.9998490214347839,0.11750617623329163,0
18,54,57,3,dispatch_decision_block,0.03322746232151985,0.02183140255510807,0.09628143906593323,-0.010965999215841293,0.11821790784597397,0.9959444999694824,0.1159803569316864,0
19,57,60,3,dispatch_decision_block,0.04734865203499794,0.0157503392547369,0.09652624279260635,-0.005926786456257105,0.10773158073425293,0.9999217391014099,0.1092037558555603,0
20,60,63,3,dispatch_decision_block,0.05137767642736435,0.021447692066431046,0.0990171879529953,-0.0006462916499003768,0.05590350180864334,1.0009347200393677,0.056988511234521866,0
21,63,66,3,dispatch_decision_block,0.038944147527217865,0.023645156994462013,0.11219513416290283,-0.0019473740831017494,0.09656167030334473,1.002724051475525,0.09750433266162872,0
