block_index,block_start,block_stop_exclusive,block_size,block_semantic,block_weight_mean,block_weight_std,block_weight_max,block_weight_min,block_active_rate,block_clip_fraction,block_positive_adv_clip_fraction,block_negative_adv_clip_fraction,block_ratio_mean,block_ratio_std,block_ratio_max,block_surrogate_mean,block_surrogate_std,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
0,0,3,3,dispatch_decision_block,0.04732997715473175,0.016488678753376007,0.08847889304161072,0.01919720135629177,0.6100000143051147,0.4399999976158142,0.0,0.4399999976158142,1.0278228521347046,0.2556039094924927,2.0154500007629395,0.0037258530501276255,1.008921504020691,0.0278228260576725,0.2556039094924927,0
1,3,6,3,dispatch_decision_block,0.03311746194958687,0.01981029473245144,0.10301857441663742,0.005217146128416061,0.25999999046325684,0.23999999463558197,0.0,0.23999999463558197,1.0102128982543945,0.2145049273967743,2.210362195968628,0.07178737968206406,1.0682060718536377,0.010212788358330727,0.2145049273967743,0
2,6,9,3,dispatch_decision_block,0.03604390099644661,0.020740604028105736,0.10582234710454941,0.0024820088874548674,0.33000001311302185,0.47999998927116394,0.0,0.47999998927116394,1.0676199197769165,0.4443625807762146,3.8132429122924805,-0.010848655365407467,1.000199317932129,0.06761990487575531,0.4443625807762146,0
3,9,12,3,dispatch_decision_block,0.047101039439439774,0.015442363917827606,0.1052103340625763,0.01709936000406742,0.6299999952316284,0.75,0.0,0.75,1.0570300817489624,0.6528356671333313,3.429006576538086,-0.043077316135168076,1.0631603002548218,0.05702998489141464,0.6528356671333313,0
4,12,15,3,dispatch_decision_block,0.04497215151786804,0.016966186463832855,0.09363672137260437,0.016877492889761925,0.4399999976158142,0.6000000238418579,0.0,0.6000000238418579,1.0053292512893677,0.46462157368659973,3.009141445159912,0.025298118591308594,1.0670830011367798,0.005329252686351538,0.46462157368659973,0
5,15,18,3,dispatch_decision_block,0.03271540626883507,0.02262520045042038,0.10732696950435638,5.662378299575721e-08,0.2800000011920929,0.2199999988079071,0.0,0.2199999988079071,1.026478886604309,0.2829790413379669,2.9830117225646973,0.026743363589048386,1.039570927619934,0.02647881954908371,0.2829790413379669,0
6,18,21,3,dispatch_decision_block,0.03146720305085182,0.02027403749525547,0.09691941738128662,5.662378299575721e-08,0.3199999928474426,0.38999998569488525,0.0,0.38999998569488525,1.040442705154419,0.31382980942726135,2.346325635910034,0.040354784578084946,1.0800671577453613,0.04044266790151596,0.31382980942726135,0
7,21,24,3,dispatch_decision_block,0.04999563843011856,0.013195488601922989,0.0973614975810051,0.020090293139219284,0.7400000095367432,0.7599999904632568,0.0,0.7599999904632568,1.0281108617782593,0.7285491824150085,5.309973239898682,-0.04219366982579231,1.0574347972869873,0.028110796585679054,0.7285491824150085,0
8,24,27,3,dispatch_decision_block,0.048451829701662064,0.017625175416469574,0.09106103330850601,0.02085929550230503,0.6200000047683716,0.3199999928474426,0.0,0.3199999928474426,1.0696704387664795,0.41473421454429626,3.8906261920928955,0.007780895102769136,0.9925926923751831,0.06967037916183472,0.41473421454429626,0
9,27,30,3,dispatch_decision_block,0.03398110717535019,0.021105889230966568,0.10393313318490982,0.0005297941388562322,0.30000001192092896,0.5899999737739563,0.0,0.5899999737739563,1.0360647439956665,0.46448472142219543,2.7037181854248047,-0.05096416920423508,1.046983003616333,0.0360647477209568,0.46448472142219543,0
10,30,33,3,dispatch_decision_block,0.03424397483468056,0.021554009988904,0.1001361757516861,0.0015431217616423965,0.28999999165534973,0.49000000953674316,0.0,0.49000000953674316,1.0477598905563354,0.3472929894924164,2.2735111713409424,0.025300731882452965,1.0996981859207153,0.04775993525981903,0.3472929894924164,0
11,33,36,3,dispatch_decision_block,0.044829100370407104,0.010954500176012516,0.08201158791780472,0.026280956342816353,0.6000000238418579,0.75,0.0,0.75,1.0529063940048218,0.6406181454658508,3.662463426589966,-0.039380237460136414,1.0522485971450806,0.05290636047720909,0.6406181454658508,0
12,36,39,3,dispatch_decision_block,0.050058551132678986,0.019607791677117348,0.11541114747524261,0.020679451525211334,0.6100000143051147,0.6499999761581421,0.0,0.6499999761581421,1.0665982961654663,0.6183886528015137,3.8600900173187256,0.004094534087926149,1.0659223794937134,0.06659829616546631,0.6183886528015137,0
13,39,42,3,dispatch_decision_block,0.03256065025925636,0.017139125615358353,0.07394459843635559,0.0009788002353161573,0.3199999928474426,0.1899999976158142,0.0,0.1899999976158142,1.0154974460601807,0.2151312381029129,2.389636993408203,0.035165462642908096,1.045998454093933,0.015497476793825626,0.2151312381029129,0
