topology,state_dim,action_dim,mean_state_mean,mean_state_max,mean_state_var,mean_raw_total_backlog,mean_normalized_total_backlog,mean_total_backlog,mean_total_delay,mean_total_energy,mean_queue_penalty,mean_reward_delay_term,mean_reward_energy_term,mean_reward_backlog_term,mean_avg_theta,mean_reward,final_epoch_critic_loss,max_epoch_critic_loss
default,112,36,0.40902297073844185,1.2551661213239034,0.13238646404885254,5115450764.304799,2.1698321861561403,0.0638185937104747,4.762600918094764,0.952691175338768,0.1276371874209494,4.762600918094764,0.0476345587669384,0.1276371874209494,0.5154645469690128,-4.937872664282651,3452.845349121094,4659.449633789062
dense,200,72,0.38640629058716053,1.3039564311504364,0.12591847671777676,9462086824.123163,3.963613471206267,0.06392924953558496,11.035451016318001,1.7857575271233528,0.12785849907116992,11.035451016318001,0.08928787635616767,0.12785849907116992,0.49395449933913366,-11.252597391745338,29391.245947265626,29391.245947265626
