block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,block_path_cost_local_mean,block_path_cost_local_std,block_path_cost_bs1_mean,block_path_cost_bs1_std,block_path_cost_bs2_mean,block_path_cost_bs2_std,block_local_cost_now_mean,block_local_cost_now_std,block_local_cost_now_max,block_local_cost_now_min,block_local_cost_next_mean,block_local_cost_next_std,block_local_cost_next_max,block_local_cost_next_min,block_action_conditioned_cost_now_mean,block_action_conditioned_cost_now_std,block_action_conditioned_cost_next_mean,block_action_conditioned_cost_next_std,block_delta_cost_mean,block_delta_cost_std,block_delta_cost_max,block_delta_cost_min,block_td_reward_mean,block_td_reward_std,block_td_reward_max,block_td_reward_min,block_path_value_local_mean,block_path_value_local_std,block_path_value_bs1_mean,block_path_value_bs1_std,block_path_value_bs2_mean,block_path_value_bs2_std,block_action_conditioned_value_now_mean,block_action_conditioned_value_now_std,block_action_conditioned_value_next_mean,block_action_conditioned_value_next_std,block_td_target_mean,block_td_target_std,block_td_target_max,block_td_target_min,block_td_advantage_mean,block_td_advantage_std,block_td_advantage_max,block_td_advantage_min,block_clip_fraction,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
10,30,33,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.4690500497817993,0.41004830598831177,0.7268739342689514,0.42568695545196533,0.7321130633354187,0.4155193865299225,0.5659098625183105,0.4138915538787842,2.002767562866211,0.022157110273838043,0.5609632134437561,0.40961235761642456,2.002767562866211,0.022157110273838043,0.6040436625480652,0.4131694436073303,0.6026480197906494,0.4075581431388855,-0.0013955950271338224,0.4969732165336609,1.385528326034546,-1.6998331546783447,0.0013955950271338224,0.4969732165336609,1.6998331546783447,-1.385528326034546,0.14535537362098694,0.17242473363876343,0.14535537362098694,0.17242473363876343,0.14535537362098694,0.17242473363876343,0.14535537362098694,0.17242473363876343,0.1451394110918045,0.17283733189105988,0.14701758325099945,0.5191291570663452,2.0262560844421387,-1.1361355781555176,0.0016622256953269243,0.49236932396888733,1.423525333404541,-1.1097971200942993,0.2800000011920929,-0.0025525414384901524,0.2411835640668869,0
11,33,36,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6036052703857422,0.16063041985034943,0.7797003388404846,0.18914537131786346,0.7858358025550842,0.19184814393520355,0.7004650831222534,0.18320868909358978,1.3441135883331299,0.3654758930206299,0.7000604271888733,0.18259026110172272,1.3441135883331299,0.3654758930206299,0.6929351687431335,0.17064395546913147,0.6944020986557007,0.17412294447422028,0.001466857735067606,0.19070623815059662,0.6893472075462341,-0.5015267133712769,-0.001466857735067606,0.19070623815059662,0.5015267133712769,-0.6893472075462341,-0.09123128652572632,0.19145934283733368,-0.09123128652572632,0.19145934283733368,-0.09123128652572632,0.19145934283733368,-0.09123128652572632,0.19145934283733368,-0.08948514610528946,0.19235539436340332,-0.09100188314914703,0.25634849071502686,0.46547526121139526,-0.8724383115768433,0.0002293997968081385,0.26242539286613464,0.5513721704483032,-0.7691349387168884,0.3100000023841858,0.009655499830842018,0.21535144746303558,0
12,36,39,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6965999007225037,0.3090269863605499,0.916792094707489,0.33166855573654175,0.9094921350479126,0.3299463987350464,0.7977060675621033,0.32565733790397644,1.4775779247283936,0.28642821311950684,0.8002358078956604,0.32457461953163147,1.4775779247283936,0.28642821311950684,0.7996776103973389,0.3177548944950104,0.8039839267730713,0.31385305523872375,0.004306359216570854,0.2934160828590393,0.834120512008667,-0.7226932644844055,-0.004306359216570854,0.2934160828590393,0.7226932644844055,-0.834120512008667,-0.19930914044380188,0.19281545281410217,-0.19930914044380188,0.19281545281410217,-0.19930914044380188,0.19281545281410217,-0.19930914044380188,0.19281545281410217,-0.19488213956356049,0.19829177856445312,-0.1998746693134308,0.3347257673740387,0.9941819310188293,-0.8266162872314453,-0.0005655371933244169,0.34874945878982544,0.8474774360656738,-0.7066857814788818,0.5400000214576721,-0.013505296781659126,0.3059155344963074,0
13,39,42,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.4256119430065155,0.27670979499816895,0.687935471534729,0.31595078110694885,0.6931747198104858,0.3157837390899658,0.5267181992530823,0.2906939387321472,1.189729928970337,0.009039763361215591,0.5263194441795349,0.2908490300178528,1.189729928970337,0.009039763361215591,0.5477686524391174,0.2933714687824249,0.548788845539093,0.29286107420921326,0.001020145369693637,0.3364925980567932,1.0088160037994385,-0.886862576007843,-0.001020145369693637,0.3364925980567932,0.886862576007843,-1.0088160037994385,0.7827284336090088,0.1889531910419464,0.7827284336090088,0.1889531910419464,0.7827284336090088,0.1889531910419464,0.7827284336090088,0.1889531910419464,0.7784048318862915,0.19183969497680664,0.7652716040611267,0.38144651055336,1.7265770435333252,-0.22541216015815735,-0.01745677925646305,0.3615170121192932,0.9556698799133301,-0.8420817852020264,0.36000001430511475,0.017432842403650284,0.3060111701488495,0
14,42,45,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.49773746728897095,0.3120226263999939,0.6698959469795227,0.338194340467453,0.6760314106941223,0.33821043372154236,0.5988436937332153,0.33625343441963196,1.5341424942016602,0.0356854647397995,0.5986189842224121,0.33637142181396484,1.5341424942016602,0.0356854647397995,0.5840065479278564,0.32354021072387695,0.5864132642745972,0.3257664442062378,0.0024066942278295755,0.3630550503730774,1.2524527311325073,-0.913657009601593,-0.0024066942278295755,0.3630550503730774,0.913657009601593,-1.2524527311325073,0.2607603371143341,0.14687395095825195,0.2607603371143341,0.14687395095825195,0.2607603371143341,0.14687395095825195,0.2607603371143341,0.14687395095825195,0.2587086856365204,0.1509954035282135,0.25512105226516724,0.3734208345413208,1.239651083946228,-0.9889207482337952,-0.005639308597892523,0.38110649585723877,1.0394684076309204,-1.2769372463226318,0.27000001072883606,0.02215014025568962,0.19791512191295624,0
15,45,48,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.7077599167823792,0.20727822184562683,0.9393986463546753,0.22506241500377655,0.9320985674858093,0.22992897033691406,0.8176942467689514,0.23069648444652557,1.4000649452209473,0.2723788022994995,0.8188846111297607,0.22953030467033386,1.4000649452209473,0.2723788022994995,0.8279429078102112,0.2152458280324936,0.8320702910423279,0.2139742225408554,0.00412738649174571,0.14732049405574799,0.40050631761550903,-0.45665299892425537,-0.00412738649174571,0.14732049405574799,0.45665299892425537,-0.40050631761550903,-0.9938310384750366,0.2172938883304596,-0.9938310384750366,0.2172938883304596,-0.9938310384750366,0.2172938883304596,-0.9938310384750366,0.2172938883304596,-0.9864147901535034,0.22547993063926697,-0.9769660830497742,0.28592050075531006,0.31873393058776855,-1.5407564640045166,0.016864877194166183,0.29762133955955505,0.7983121275901794,-1.0878459215164185,0.3700000047683716,0.01899719424545765,0.3289453089237213,0
16,48,51,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.620363175868988,0.295888751745224,0.895419716835022,0.31651344895362854,0.9006587862968445,0.318482905626297,0.7302973866462708,0.3102460205554962,1.408157467842102,0.30234503746032715,0.7361131310462952,0.3117680847644806,1.408157467842102,0.30234503746032715,0.7592179179191589,0.30704188346862793,0.7657177448272705,0.3088074028491974,0.00649994844570756,0.26143839955329895,0.7381387948989868,-0.7248907685279846,-0.00649994844570756,0.26143839955329895,0.7248907685279846,-0.7381387948989868,0.6625603437423706,0.14568640291690826,0.6625603437423706,0.14568640291690826,0.6625603437423706,0.14568640291690826,0.6625603437423706,0.14568640291690826,0.6621801257133484,0.14565043151378632,0.6425526142120361,0.3020423650741577,1.4072823524475098,-0.08617758750915527,-0.020007707178592682,0.28766313195228577,0.7660012245178223,-0.6958198547363281,0.3499999940395355,-0.0012446260079741478,0.2705613374710083,0
17,51,54,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.464760422706604,0.3228868246078491,0.6449851393699646,0.33049526810646057,0.651120662689209,0.33456605672836304,0.5746947526931763,0.3376353979110718,1.338828682899475,0.05081513524055481,0.5729377865791321,0.33943304419517517,1.338828682899475,0.05081513524055481,0.5552223324775696,0.3260423243045807,0.5572636127471924,0.32961928844451904,0.002041287487372756,0.44471433758735657,1.1381444931030273,-1.0070921182632446,-0.002041287487372756,0.44471433758735657,1.0070921182632446,-1.1381444931030273,0.12325313687324524,0.18652816116809845,0.12325313687324524,0.18652816116809845,0.12325313687324524,0.18652816116809845,0.12325313687324524,0.18652816116809845,0.12504343688488007,0.18721337616443634,0.11892839521169662,0.46123573184013367,1.102503776550293,-0.956321656703949,-0.004324757028371096,0.4353712797164917,0.999445378780365,-0.9667365550994873,0.27000001072883606,-0.00025282203569076955,0.2465384155511856,0
18,54,57,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.4126044511795044,0.3189963400363922,0.6311978697776794,0.32952257990837097,0.6238977909088135,0.33055493235588074,0.5162551999092102,0.3318607807159424,1.4402257204055786,0.0,0.5144875645637512,0.33339372277259827,1.4402257204055786,0.0,0.5078089237213135,0.3253966271877289,0.5080616474151611,0.32176899909973145,0.0002527952310629189,0.448726624250412,1.2616276741027832,-1.1809431314468384,-0.0002527952310629189,0.448726624250412,1.1809431314468384,-1.2616276741027832,-0.07566355913877487,0.14470987021923065,-0.07566355913877487,0.14470987021923065,-0.07566355913877487,0.14470987021923065,-0.07566355913877487,0.14470987021923065,-0.07656759768724442,0.14567264914512634,-0.07332288473844528,0.4745849668979645,1.087351679801941,-1.2842756509780884,0.002340686274692416,0.4630468487739563,1.2258875370025635,-1.0702648162841797,0.5199999809265137,0.0062484825029969215,0.30606609582901,0
19,57,60,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6224319338798523,0.1951686590909958,0.8753272891044617,0.21791310608386993,0.880566418170929,0.2201005518436432,0.7260826826095581,0.21009042859077454,1.2551544904708862,0.31264135241508484,0.7282335162162781,0.20910729467868805,1.2551544904708862,0.31264135241508484,0.7596728801727295,0.2000935822725296,0.7629993557929993,0.20321153104305267,0.003326489357277751,0.20413200557231903,0.8210994601249695,-0.49677133560180664,-0.003326489357277751,0.20413200557231903,0.49677133560180664,-0.8210994601249695,0.17894206941127777,0.17016443610191345,0.17894206941127777,0.17016443610191345,0.17894206941127777,0.17016443610191345,0.17894206941127777,0.17016443610191345,0.17624996602535248,0.1720217913389206,0.17190396785736084,0.2644769847393036,0.7313185930252075,-0.8394047617912292,-0.0070381141267716885,0.2640223205089569,0.7149845957756042,-0.9118735790252686,0.3400000035762787,-0.009125429205596447,0.26903146505355835,0
20,60,63,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.700039267539978,0.3351265490055084,0.881934642791748,0.3403966426849365,0.8880702257156372,0.3373051583766937,0.8036900162696838,0.3431980013847351,1.4814834594726562,0.32512974739074707,0.8057165741920471,0.3449450433254242,1.4814834594726562,0.32512974739074707,0.7924858331680298,0.33549824357032776,0.7967709898948669,0.33869633078575134,0.004285209346562624,0.2572675943374634,0.8022928237915039,-0.7748360633850098,-0.004285209346562624,0.2572675943374634,0.7748360633850098,-0.8022928237915039,0.42071017622947693,0.15917541086673737,0.42071017622947693,0.15917541086673737,0.42071017622947693,0.15917541086673737,0.42071017622947693,0.15917541086673737,0.41857653856277466,0.1606665849685669,0.4081137180328369,0.29722338914871216,1.2902226448059082,-0.3892180323600769,-0.012596440501511097,0.29922252893447876,0.855350911617279,-0.9699247479438782,0.27000001072883606,-0.01340001542121172,0.23109528422355652,0
21,63,66,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.503886342048645,0.37612593173980713,0.7354952096939087,0.38013026118278503,0.7281951904296875,0.3852221369743347,0.6246429681777954,0.39111098647117615,1.6718441247940063,0.02697795256972313,0.6254019737243652,0.39279496669769287,1.6718441247940063,0.02697795256972313,0.6143964529037476,0.3768719434738159,0.6169506311416626,0.3757590651512146,0.002554119797423482,0.4962570369243622,1.1364400386810303,-1.1754107475280762,-0.002554119797423482,0.4962570369243622,1.1754107475280762,-1.1364400386810303,-0.2929440438747406,0.2215164303779602,-0.2929440438747406,0.2215164303779602,-0.2929440438747406,0.2215164303779602,-0.2929440438747406,0.2215164303779602,-0.29077619314193726,0.22317135334014893,-0.2902866005897522,0.5265624523162842,1.2983335256576538,-1.5781970024108887,0.002657411154359579,0.5035567283630371,1.3483220338821411,-1.1563760042190552,0.3799999952316284,0.023589791730046272,0.2951112687587738,0
22,66,69,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.5136430263519287,0.38447698950767517,0.7700029015541077,0.376659095287323,0.7752420902252197,0.3741767704486847,0.6343995928764343,0.397230863571167,1.6493568420410156,0.03206472471356392,0.633761465549469,0.39595869183540344,1.6493568420410156,0.03206472471356392,0.6369814872741699,0.3775375187397003,0.6395150423049927,0.3696657717227936,0.002533538267016411,0.49724119901657104,1.1165603399276733,-1.215874195098877,-0.002533538267016411,0.49724119901657104,1.215874195098877,-1.1165603399276733,0.08065370470285416,0.15348699688911438,0.08065370470285416,0.15348699688911438,0.08065370470285416,0.15348699688911438,0.08065370470285416,0.15348699688911438,0.0803578794002533,0.15341779589653015,0.07601482421159744,0.5044742822647095,1.5622711181640625,-1.0910383462905884,-0.004638879094272852,0.4713781177997589,1.0922151803970337,-1.128907322883606,0.28999999165534973,0.006915784906595945,0.22939422726631165,0
23,69,72,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6867901682853699,0.1791357398033142,0.878216028213501,0.22462601959705353,0.8843514919281006,0.2207140177488327,0.8075466752052307,0.22924432158470154,1.4596631526947021,0.35194718837738037,0.8106018304824829,0.2337794303894043,1.4596631526947021,0.35194718837738037,0.7864436507225037,0.19972458481788635,0.7906384468078613,0.20509260892868042,0.004194754175841808,0.1707715392112732,0.4093198776245117,-0.5959042906761169,-0.004194754175841808,0.1707715392112732,0.5959042906761169,-0.4093198776245117,-0.3780094087123871,0.17268843948841095,-0.3780094087123871,0.17268843948841095,-0.3780094087123871,0.17268843948841095,-0.3780094087123871,0.17268843948841095,-0.3743717074394226,0.17729343473911285,-0.37509220838546753,0.23095710575580597,0.1888578236103058,-1.0086710453033447,0.0029172354843467474,0.21721309423446655,0.41635197401046753,-0.7303805351257324,0.25,-0.007647611666470766,0.1973465234041214,0
0,0,3,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6133266687393188,0.27945825457572937,0.8259546160697937,0.28499892354011536,0.8228211998939514,0.2937107980251312,0.7094587087631226,0.29209405183792114,1.50252366065979,0.26834946870803833,0.7069337368011475,0.294685423374176,1.50252366065979,0.26834946870803833,0.715334415435791,0.2833506166934967,0.7146036028862,0.28441324830055237,-0.0007307624910026789,0.2777497172355652,0.8732302784919739,-0.7213267683982849,0.0007307624910026789,0.2777497172355652,0.7213267683982849,-0.8732302784919739,0.32000210881233215,0.13215035200119019,0.32000210881233215,0.13215035200119019,0.32000210881233215,0.13215035200119019,0.32000210881233215,0.13215035200119019,0.3192756772041321,0.13221344351768494,0.3141224980354309,0.303845077753067,1.0368070602416992,-0.5454959869384766,-0.005879612173885107,0.31811004877090454,0.8501234650611877,-0.9125100374221802,0.7200000286102295,0.03464054688811302,0.44032594561576843,1
1,3,6,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.39854294061660767,0.32829612493515015,0.6400659680366516,0.35240504145622253,0.6419325470924377,0.36053767800331116,0.4946749210357666,0.33919885754585266,1.6398950815200806,0.0,0.49545738101005554,0.3381454646587372,1.6398950815200806,0.009870759211480618,0.5215486884117126,0.33569902181625366,0.5250875949859619,0.33794644474983215,0.0035388946998864412,0.4475129544734955,0.9709663987159729,-1.3576922416687012,-0.0035388946998864412,0.4475129544734955,1.3576922416687012,-0.9709663987159729,-0.05033845081925392,0.10153640061616898,-0.05033845081925392,0.10153640061616898,-0.05033845081925392,0.10153640061616898,-0.05033845081925392,0.10153640061616898,-0.051965877413749695,0.10218926519155502,-0.05326857417821884,0.45339688658714294,1.317291498184204,-0.9808363914489746,-0.0029301356989890337,0.4593821167945862,1.3851511478424072,-1.0813872814178467,0.75,0.10139543563127518,0.6683205366134644,1
2,6,9,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.45692092180252075,0.34050509333610535,0.6456925272941589,0.35496070981025696,0.6413729786872864,0.35821202397346497,0.5530529618263245,0.3597801625728607,1.7365765571594238,0.0,0.553956925868988,0.35850071907043457,1.7365765571594238,0.05407615751028061,0.5512509942054749,0.3454037010669708,0.5531980395317078,0.34867459535598755,0.0019470357801765203,0.4539407789707184,1.035159707069397,-1.5483494997024536,-0.0019470357801765203,0.4539407789707184,1.5483494997024536,-1.035159707069397,-0.4829792082309723,0.15791432559490204,-0.4829792082309723,0.15791432559490204,-0.4829792082309723,0.15791432559490204,-0.4829792082309723,0.15791432559490204,-0.48198193311691284,0.1581360101699829,-0.47517403960227966,0.4865390658378601,0.9710636138916016,-1.4543768167495728,0.007805271074175835,0.49925240874290466,1.4864799976348877,-0.9740722179412842,0.7400000095367432,-0.0050156498327851295,0.53896564245224,1
