block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,block_path_cost_local_mean,block_path_cost_local_std,block_path_cost_bs1_mean,block_path_cost_bs1_std,block_path_cost_bs2_mean,block_path_cost_bs2_std,block_local_cost_now_mean,block_local_cost_now_std,block_local_cost_now_max,block_local_cost_now_min,block_local_cost_next_mean,block_local_cost_next_std,block_local_cost_next_max,block_local_cost_next_min,block_action_conditioned_cost_now_mean,block_action_conditioned_cost_now_std,block_action_conditioned_cost_next_mean,block_action_conditioned_cost_next_std,block_delta_cost_mean,block_delta_cost_std,block_delta_cost_max,block_delta_cost_min,block_td_reward_mean,block_td_reward_std,block_td_reward_max,block_td_reward_min,block_path_value_local_mean,block_path_value_local_std,block_path_value_bs1_mean,block_path_value_bs1_std,block_path_value_bs2_mean,block_path_value_bs2_std,block_action_conditioned_value_now_mean,block_action_conditioned_value_now_std,block_action_conditioned_value_next_mean,block_action_conditioned_value_next_std,block_td_target_mean,block_td_target_std,block_td_target_max,block_td_target_min,block_td_advantage_mean,block_td_advantage_std,block_td_advantage_max,block_td_advantage_min,block_clip_fraction,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
0,0,3,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6390225887298584,0.2551898658275604,0.8596494197845459,0.26111534237861633,0.8523494005203247,0.2653699517250061,0.7442968487739563,0.26948386430740356,1.3430631160736084,0.2800999879837036,0.7379404306411743,0.2708705961704254,1.3430631160736084,0.2800999879837036,0.736056387424469,0.2572648525238037,0.7305880784988403,0.25964120030403137,-0.005468312650918961,0.25959157943725586,0.6951296925544739,-0.7937256693840027,0.005468312650918961,0.25959157943725586,0.7937256693840027,-0.6951296925544739,0.301334023475647,0.15862064063549042,0.301334023475647,0.15862064063549042,0.301334023475647,0.15862064063549042,0.301334023475647,0.15862064063549042,0.2970849871635437,0.16370634734630585,0.3006332814693451,0.29547828435897827,0.9312952160835266,-0.43740978837013245,-0.0007007503299973905,0.325360506772995,0.865398108959198,-0.9798061847686768,0.38999998569488525,0.021387208253145218,0.2519911229610443,0
1,3,6,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.4284170866012573,0.34408876299858093,0.6839378476142883,0.36462974548339844,0.6891770362854004,0.36381295323371887,0.53369140625,0.3569159209728241,1.994924545288086,0.07057695090770721,0.5271958708763123,0.3565189838409424,1.994924545288086,0.07057695090770721,0.5576962828636169,0.3537537753582001,0.5544851422309875,0.3505929708480835,-0.0032111776527017355,0.44806334376335144,1.0652563571929932,-1.431706190109253,0.0032111776527017355,0.44806334376335144,1.431706190109253,-1.0652563571929932,0.049232367426157,0.17951951920986176,0.049232367426157,0.17951951920986176,0.049232367426157,0.17951951920986176,0.049232367426157,0.17951951920986176,0.04314398765563965,0.19099508225917816,0.05193708837032318,0.4506620764732361,1.5027261972427368,-0.780619740486145,0.002704719314351678,0.4218169152736664,1.367475986480713,-0.9088839888572693,0.2800000011920929,-0.023196520283818245,0.20495325326919556,0
2,6,9,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.4751493036746979,0.3546904921531677,0.6521750092506409,0.38235729932785034,0.6583104133605957,0.38098829984664917,0.5804235339164734,0.3742446303367615,2.1070637702941895,0.0378078892827034,0.5736935138702393,0.3749012053012848,2.1070637702941895,0.0378078892827034,0.5657262206077576,0.3625568151473999,0.5613267421722412,0.36966434121131897,-0.004399476107209921,0.4631708562374115,1.1479103565216064,-1.4904193878173828,0.004399476107209921,0.4631708562374115,1.4904193878173828,-1.1479103565216064,-0.2703581154346466,0.22831003367900848,-0.2703581154346466,0.22831003367900848,-0.2703581154346466,0.22831003367900848,-0.2703581154346466,0.22831003367900848,-0.2635815739631653,0.22765383124351501,-0.2570390999317169,0.5075356364250183,1.528382658958435,-1.406292200088501,0.013318993151187897,0.47278502583503723,1.6426280736923218,-1.1447043418884277,0.4399999976158142,-0.020377267152071,0.2846137285232544,0
3,9,12,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6324140429496765,0.20692084729671478,0.8532432317733765,0.22391551733016968,0.8459432125091553,0.22736388444900513,0.7316792011260986,0.22991493344306946,1.2950187921524048,0.27913618087768555,0.7287319898605347,0.22834008932113647,1.2950187921524048,0.27913618087768555,0.7429194450378418,0.2152547687292099,0.743204653263092,0.21315352618694305,0.0002851164317689836,0.18718603253364563,0.4995173215866089,-0.561440646648407,-0.0002851164317689836,0.18718603253364563,0.561440646648407,-0.4995173215866089,0.04966859519481659,0.1632436215877533,0.04966859519481659,0.1632436215877533,0.04966859519481659,0.1632436215877533,0.04966859519481659,0.1632436215877533,0.042398978024721146,0.16271622478961945,0.04471553489565849,0.22928574681282043,0.5352352261543274,-0.7358726859092712,-0.004953055176883936,0.23913846909999847,0.5466358661651611,-0.5489917397499084,0.28999999165534973,0.01662256196141243,0.22760306298732758,0
4,12,15,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.614816427230835,0.28225991129875183,0.8739537596702576,0.29938822984695435,0.8791928291320801,0.30488303303718567,0.7140815854072571,0.29131844639778137,1.3982104063034058,0.29549336433410645,0.7171981930732727,0.2909330725669861,1.3982104063034058,0.29549336433410645,0.7445838451385498,0.284339040517807,0.7495117783546448,0.2848118543624878,0.004928079899400473,0.2585424482822418,0.8156192302703857,-0.8180793523788452,-0.004928079899400473,0.2585424482822418,0.8180793523788452,-0.8156192302703857,0.3331940472126007,0.1552799642086029,0.3331940472126007,0.1552799642086029,0.3331940472126007,0.1552799642086029,0.3331940472126007,0.1552799642086029,0.3292364478111267,0.1674482375383377,0.32460781931877136,0.2955167591571808,1.1579082012176514,-0.6102194786071777,-0.00858627911657095,0.302405446767807,0.9074746370315552,-1.0871028900146484,0.2199999988079071,-0.013356485404074192,0.18732476234436035,0
5,15,18,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.4380932152271271,0.3760766386985779,0.6160290241241455,0.4074077010154724,0.6221645474433899,0.40446096658706665,0.5373584032058716,0.402319073677063,1.9722119569778442,0.0,0.5411018133163452,0.39902985095977783,1.9722119569778442,0.040110278874635696,0.5347546339035034,0.38991814851760864,0.5393126606941223,0.387966513633728,0.004557988606393337,0.4610902965068817,0.999413788318634,-1.020311713218689,-0.004557988606393337,0.4610902965068817,1.020311713218689,-0.999413788318634,-0.46316736936569214,0.1937936544418335,-0.46316736936569214,0.1937936544418335,-0.46316736936569214,0.1937936544418335,-0.46316736936569214,0.1937936544418335,-0.456554114818573,0.20182116329669952,-0.45764458179473877,0.49813830852508545,0.8947843313217163,-1.608599066734314,0.005522773135453463,0.4612535834312439,1.1900811195373535,-0.9502267241477966,0.5199999809265137,-0.03716045245528221,0.2842978239059448,0
6,18,21,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.4045030176639557,0.35014012455940247,0.6354827284812927,0.3647637665271759,0.6281826496124268,0.3620081841945648,0.5112666487693787,0.35744449496269226,1.519073247909546,0.0,0.5157814621925354,0.35379087924957275,1.519073247909546,0.005105610471218824,0.5187201499938965,0.35056138038635254,0.5262143015861511,0.3514404296875,0.007494079880416393,0.4184918701648712,0.9497905969619751,-0.9313608407974243,-0.007494079880416393,0.4184918701648712,0.9313608407974243,-0.9497905969619751,-0.1300419420003891,0.1588648408651352,-0.1300419420003891,0.1588648408651352,-0.1300419420003891,0.1588648408651352,-0.1300419420003891,0.1588648408651352,-0.13000060617923737,0.15883533656597137,-0.13380594551563263,0.43323808908462524,1.0701807737350464,-1.1275031566619873,-0.0037640046793967485,0.445856511592865,1.1898167133331299,-0.9220041632652283,0.4099999964237213,0.009173714555799961,0.28700196743011475,0
7,21,24,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.6762434244155884,0.15729112923145294,0.9430369734764099,0.1850358545780182,0.948276162147522,0.19678723812103271,0.783007025718689,0.17873524129390717,1.273089051246643,0.3177226483821869,0.784209132194519,0.17738713324069977,1.273089051246643,0.3177226483821869,0.816936731338501,0.16696204245090485,0.8221750855445862,0.16760043799877167,0.005238271784037352,0.17328685522079468,0.5505836009979248,-0.6887114644050598,-0.005238271784037352,0.17328685522079468,0.6887114644050598,-0.5505836009979248,0.5406150817871094,0.15631911158561707,0.5406150817871094,0.15631911158561707,0.5406150817871094,0.15631911158561707,0.5406150817871094,0.15631911158561707,0.5372887253761292,0.16556133329868317,0.5274154543876648,0.23767098784446716,1.2057075500488281,-0.20278817415237427,-0.013199609704315662,0.2684200704097748,0.8543990850448608,-1.0360479354858398,0.46000000834465027,0.011266772635281086,0.3400069773197174,0
8,24,27,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.661404550075531,0.2883565127849579,0.8396325707435608,0.3367820680141449,0.8457679748535156,0.3374042809009552,0.7681680917739868,0.3273024559020996,1.8175517320632935,0.2627498507499695,0.7694615125656128,0.32846951484680176,1.8175517320632935,0.2627498507499695,0.7534995079040527,0.3140549957752228,0.7562394142150879,0.3162596523761749,0.0027399444952607155,0.33506345748901367,0.9504389762878418,-1.0280680656433105,-0.0027399444952607155,0.33506345748901367,1.0280680656433105,-0.9504389762878418,0.1532549411058426,0.146479532122612,0.1532549411058426,0.146479532122612,0.1532549411058426,0.146479532122612,0.1532549411058426,0.146479532122612,0.1514742076396942,0.14885583519935608,0.14854340255260468,0.36639687418937683,1.1482144594192505,-1.0102956295013428,-0.004711527843028307,0.3725219666957855,1.2617050409317017,-1.0764856338500977,0.33000001311302185,-0.02996244840323925,0.19383247196674347,0
9,27,30,3,dispatch_decision_block,blockwise_action_conditioned_td_advantage_surrogate_mean,0.4647950828075409,0.3948134183883667,0.6855571269989014,0.4105452001094818,0.6782569885253906,0.40146365761756897,0.5616548657417297,0.39939022064208984,2.088768720626831,0.006725800223648548,0.5562008023262024,0.3947843909263611,2.088768720626831,0.006725800223648548,0.5773776769638062,0.3978649973869324,0.5757547616958618,0.39299798011779785,-0.0016228699823841453,0.4759715497493744,1.46295166015625,-1.3967276811599731,0.0016228699823841453,0.4759715497493744,1.3967276811599731,-1.46295166015625,0.07321500778198242,0.18582332134246826,0.07321500778198242,0.18582332134246826,0.07321500778198242,0.18582332134246826,0.07321500778198242,0.18582332134246826,0.06551843881607056,0.20086397230625153,0.07334974408149719,0.4832080006599426,1.6100449562072754,-1.5145565271377563,0.00013473033322952688,0.4417911171913147,1.204890489578247,-1.561622977256775,0.44999998807907104,-0.004709811415523291,0.2849592864513397,0
