telemetry_step,train_epoch,update_epoch,minibatch_id,final_critic_backbone_delta_norm,backbone_active_count,backbone_clipped_active_count,backbone_clipped_active_fraction,backbone_active_preconditioner_mean,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_active_preconditioner_max,backbone_active_preconditioner_mean_after_clip,backbone_active_preconditioner_p95_after_clip,backbone_active_preconditioner_p99_after_clip,backbone_active_preconditioner_max_after_clip,backbone_soft_geometry_scale_factor_mean,backbone_soft_geometry_scale_factor_min,backbone_soft_geometry_trigger_active_fraction,backbone_soft_geometry_overflow_stat_mean
0,0,0,0,0.07842153818672033,76800,0,0.0,499769.0625,804778.5,11503236.979999037,99157224.0,499769.0625,804778.5,11503236.979999037,99157224.0,0.4881393100047093,0.2800455102491723,0.5964561849832535,3.764057536783841
1,0,0,1,0.06028447127330098,76800,0,0.0,315185.9375,509203.3125,8654049.0,69253824.0,315185.9375,509203.3125,8654049.0,69253824.0,0.550352438493465,0.28169253166658,0.5331944674253464,3.2091736274081493
2,0,0,2,0.053431390879677965,76800,0,0.0,282214.65625,484302.875,7779799.5,66987764.0,282214.65625,484302.875,7779799.5,66987764.0,0.56918361022652,0.28292324845111544,0.5225041210651398,3.0845044565311257
3,0,0,3,0.0482496706681183,76800,0,0.0,269939.59375,469473.5625,7561787.484999845,58805724.0,269939.59375,469473.5625,7561787.484999845,58805724.0,0.5798789952609682,0.28392746357460963,0.5135585069656372,3.038685239852859
4,0,0,4,0.04598970221439644,76800,0,0.0,262985.5,456621.125,7206386.714999906,61065108.0,262985.5,456621.125,7206386.714999906,61065108.0,0.587909548740689,0.2842694219384733,0.5104663968086243,2.997354993018791
5,0,0,5,0.043890032420726796,76800,0,0.0,258187.171875,449555.5625,7103945.5,63166508.0,258187.171875,449555.5625,7103945.5,63166508.0,0.5936205267893279,0.2848808059365149,0.5009366124868393,2.968893958466834
6,0,0,6,0.04164188720810408,76800,0,0.0,254535.8125,438851.0625,7083588.5,64587368.0,254535.8125,438851.0625,7083588.5,64587368.0,0.5933473713818558,0.2848855138696201,0.47262418270111084,2.9645110383900013
7,0,1,7,0.04192843188259338,76800,0,0.0,246250.953125,439526.6875,6893937.5,61913496.0,246250.953125,439526.6875,6893937.5,61913496.0,0.5931383082635531,0.28562513870486594,0.47155165672302246,2.964099174397666
8,0,1,8,0.04220080606206116,76800,0,0.0,245163.046875,429498.375,6881589.5,63139768.0,245163.046875,429498.375,6881589.5,63139768.0,0.5960556629046119,0.28615030676258846,0.4684769809246063,2.950708668526028
9,0,1,9,0.041563740472373434,76800,0,0.0,239205.84375,411395.4375,6459892.5,58215356.0,239205.84375,411395.4375,6459892.5,58215356.0,0.5967699665094417,0.2869387844488177,0.4594327509403229,2.9283356333178814
10,0,1,10,0.041660784370649295,76800,0,0.0,236155.203125,410780.46875,6449802.5,57054876.0,236155.203125,410780.46875,6449802.5,57054876.0,0.6025197304614066,0.28728994660699786,0.4551209807395935,2.8699044174597024
11,0,1,11,0.04146210452904499,76800,0,0.0,231316.765625,417908.5,6395169.0,57969188.0,231316.765625,417908.5,6395169.0,57969188.0,0.6082082431793754,0.28790522314035816,0.45236387848854065,2.8333720491225116
12,0,1,12,0.04131065032501714,76800,0,0.0,226897.28125,419550.03125,6233688.0,57458108.0,226897.28125,419550.03125,6233688.0,57458108.0,0.610573410123832,0.2882408724043734,0.44890815019607544,2.820929944073074
13,0,1,13,0.04091893632092333,76800,0,0.0,226068.984375,428363.4375,6304763.5,58171372.0,226068.984375,428363.4375,6304763.5,58171372.0,0.6158720826332824,0.28777496646789,0.43727216124534607,2.777093857081768
14,0,2,14,0.041644350134709116,76800,0,0.0,222379.6875,426989.75,6238500.619999738,57782272.0,222379.6875,426989.75,6238500.619999738,57782272.0,0.6206037388180846,0.28778116673185966,0.42960742115974426,2.733171339661533
15,0,2,15,0.042466301292325336,76800,0,0.0,217264.03125,410047.6875,6073372.5,57754580.0,217264.03125,410047.6875,6073372.5,57754580.0,0.6248381554799906,0.2890259716878244,0.4197826385498047,2.70320009948495
16,0,2,16,0.04261148048073981,76800,0,0.0,213798.3125,378637.8125,5834685.5,57261012.0,213798.3125,378637.8125,5834685.5,57261012.0,0.6282598210620862,0.2892156672135298,0.4106605648994446,2.6854082426835486
17,0,2,17,0.04289908920373151,76800,0,0.0,213441.234375,377381.625,5825316.0,57875660.0,213441.234375,377381.625,5825316.0,57875660.0,0.6300673587937606,0.28979872081906205,0.4106878489255905,2.6758590373348268
18,0,2,18,0.043546890247028736,76800,0,0.0,211234.03125,378800.21875,5880555.0,56994092.0,211234.03125,378800.21875,5880555.0,56994092.0,0.6316663518591202,0.29066484893352923,0.40536995232105255,2.663040312248217
19,0,2,19,0.043377054040417994,76800,0,0.0,209184.328125,380583.90625,5749577.0,57469136.0,209184.328125,380583.90625,5749577.0,57469136.0,0.6330621800226425,0.2914117023309101,0.396550789475441,2.6535449865766556
20,0,2,20,0.04354716709793592,76800,0,0.0,209286.703125,386397.1875,5660219.0,57871592.0,209286.703125,386397.1875,5660219.0,57871592.0,0.6364294937929962,0.2915512370550847,0.3879911005496979,2.634087869976139
21,0,3,21,0.04394613856501165,76800,0,0.0,207234.46875,385980.03125,5607341.5,57973468.0,207234.46875,385980.03125,5607341.5,57973468.0,0.6392203948864328,0.29218564771563355,0.3825584352016449,2.61027286255689
22,0,3,22,0.044405485301682805,76800,0,0.0,206275.71875,390210.59375,5615508.5,58152208.0,206275.71875,390210.59375,5615508.5,58152208.0,0.6396258900593168,0.29250935400102,0.3820294737815857,2.6059414823875717
23,0,3,23,0.044633216274693625,76800,0,0.0,203421.6875,384640.65625,5579219.0,56422300.0,203421.6875,384640.65625,5579219.0,56422300.0,0.6418370867232759,0.29290216273544106,0.3810841143131256,2.587315096301456
24,0,3,24,0.04488336042333557,76800,0,0.0,199652.140625,383258.59375,5446523.0,48661880.0,199652.140625,383258.59375,5446523.0,48661880.0,0.6420545937855586,0.29310441561418743,0.37912702560424805,2.5839721538752047
25,0,3,25,0.04528459277077831,76800,0,0.0,196935.0,379601.09375,5485865.0,49155664.0,196935.0,379601.09375,5485865.0,49155664.0,0.6444978557257943,0.293680971052282,0.37626388669013977,2.5594160065469107
26,0,3,26,0.045570463455953863,76800,0,0.0,194749.6875,378847.25,5511854.5,48127936.0,194749.6875,378847.25,5511854.5,48127936.0,0.6461243633611446,0.29412812901553176,0.37097350507974625,2.5446154372149157
27,0,3,27,0.045449814636037596,76800,0,0.0,194885.03125,381715.65625,5518234.5,46913332.0,194885.03125,381715.65625,5518234.5,46913332.0,0.6494986037251668,0.2939215996917326,0.36243554949760437,2.519383134989459
28,0,4,28,0.04609333523559846,76800,0,0.0,192549.015625,378070.25,5488726.5,43801064.0,192549.015625,378070.25,5488726.5,43801064.0,0.6500728287779117,0.29403725615727994,0.35864727199077606,2.513687121843767
29,0,4,29,0.04639403511372097,76800,0,0.0,190815.609375,372560.3125,5401891.0,44170156.0,190815.609375,372560.3125,5401891.0,44170156.0,0.6518389610481854,0.2945214197149844,0.3570019155740738,2.498314729491634
30,0,4,30,0.04657055043475157,76800,0,0.0,190710.3125,372447.59375,5398613.5,44426564.0,190710.3125,372447.59375,5398613.5,44426564.0,0.6523473913988839,0.294623480834058,0.3557058796286583,2.4964263856685514
31,0,4,31,0.04646753041966552,76800,0,0.0,188184.765625,367692.28125,5267630.5,44812600.0,188184.765625,367692.28125,5267630.5,44812600.0,0.6545435919431384,0.2954268464540488,0.354829341173172,2.4729726175241007
32,0,4,32,0.04674597884903323,76800,0,0.0,186385.6875,363934.40625,5274291.0,45059256.0,186385.6875,363934.40625,5274291.0,45059256.0,0.6556870260848637,0.2958153858883807,0.3511321097612381,2.4616699925703758
33,0,4,33,0.04669008256358701,76800,0,0.0,186086.96875,361314.375,5255903.0,45390340.0,186086.96875,361314.375,5255903.0,45390340.0,0.6577001134350621,0.2959080401628681,0.350140742957592,2.4432115176921227
34,0,4,34,0.04630556745877113,76800,0,0.0,185457.90625,365060.21875,5287886.0,45746496.0,185457.90625,365060.21875,5287886.0,45746496.0,0.6605188532275887,0.2959079632373607,0.34590937197208405,2.423704006588839
35,0,5,35,0.04636658479395048,76800,0,0.0,184909.796875,368642.625,5198427.669999655,45037964.0,184909.796875,368642.625,5198427.669999655,45037964.0,0.6631267633222769,0.2957749494049715,0.34650591760873795,2.4032672892634444
36,0,5,36,0.04613294734307285,76800,0,0.0,185115.59375,371483.875,5154747.5,45377400.0,185115.59375,371483.875,5154747.5,45377400.0,0.6681593497879145,0.29582207833235935,0.34591200947761536,2.3637711593517565
37,0,5,37,0.04611533833081592,76800,0,0.0,184694.3125,369088.71875,5135970.5,45354832.0,184694.3125,369088.71875,5135970.5,45354832.0,0.6689628335440367,0.29582273851633883,0.346314936876297,2.358080513413265
38,0,5,38,0.0461681495527233,76800,0,0.0,183922.765625,366666.34375,4992528.5,45675224.0,183922.765625,366666.34375,4992528.5,45675224.0,0.669910956935861,0.2959687236017532,0.34077225625514984,2.350858884234199
39,0,5,39,0.04622868429692804,76800,0,0.0,183042.90625,364347.25,5043620.0,45941328.0,183042.90625,364347.25,5043620.0,45941328.0,0.6719888551335256,0.29629448323166224,0.337979719042778,2.3335342867685025
40,0,5,40,0.04610993473036728,76800,0,0.0,182387.59375,364505.25,5031620.5,45606988.0,182387.59375,364505.25,5031620.5,45606988.0,0.6725169410400887,0.2965714924122718,0.3399213179945946,2.328561557057085
41,0,5,41,0.04563917700380656,76800,0,0.0,182573.421875,366176.75,5074149.5,45904016.0,182573.421875,366176.75,5074149.5,45904016.0,0.6734914879340917,0.29654010831985633,0.3302975818514824,2.3243804722395023
42,0,6,42,0.04590365560192151,76800,0,0.0,182417.40625,367461.6875,5014999.494999976,45742288.0,182417.40625,367461.6875,5014999.494999976,45742288.0,0.6744101514593457,0.2964808475047666,0.3283635824918747,2.3184614989068413
