epoch,offload_active_fraction,route_logprob_active_fraction,route_selected_score_mean,route_expected_score_mean,route_residual_credit_mean,route_residual_credit_std,route_ratio_mean,route_approx_kl,route_clip_fraction,advantage_action_alignment
0,0.5200000405311584,0.5200000405311584,-0.06768949329853058,-0.01094769686460495,-0.05674180015921593,0.9817676544189453,0.9960873126983643,0.0056928303092718124,0.012419871985912323,0.006911195814609528
1,0.48854169249534607,0.48854169249534607,-0.046903204172849655,-0.023849446326494217,-0.02305375412106514,0.9542416930198669,1.0073013305664062,0.004707896616309881,0.19402983784675598,0.16455820202827454
2,0.43958333134651184,0.43958333134651184,-0.04872415214776993,-0.02911500632762909,-0.01960914395749569,0.9066160917282104,1.026394009590149,-0.01124432310461998,0.24834123253822327,0.1629771739244461
3,0.3866666853427887,0.3866666853427887,-0.15295325219631195,-0.06285428255796432,-0.09009896963834763,0.8200636506080627,1.0643362998962402,-0.04320934787392616,0.3184267282485962,0.22211717069149017
4,0.2979166805744171,0.2979166805744171,-0.13566888868808746,-0.10632815212011337,-0.02934074215590954,0.6931149363517761,1.0933047533035278,-0.06884169578552246,0.3440559506416321,0.20273829996585846
5,0.26208335161209106,0.26208335161209106,-0.17565742135047913,-0.14442099630832672,-0.031236419454216957,0.5906822085380554,1.070926547050476,-0.04366093873977661,0.28616851568222046,-0.006525261327624321
6,0.2691666781902313,0.2691666781902313,-0.1795618236064911,-0.14056846499443054,-0.03899335488677025,0.5268265008926392,1.0458474159240723,-0.024803737178444862,0.22523219883441925,0.022410312667489052
7,0.2516666650772095,0.2516666650772095,-0.21936611831188202,-0.1911953240633011,-0.02817077748477459,0.44316914677619934,1.0521296262741089,-0.032666951417922974,0.1986754983663559,0.07652990520000458
8,0.26125001907348633,0.26125001907348633,-0.2806979715824127,-0.23975051939487457,-0.04094745218753815,0.4138149321079254,1.0305064916610718,-0.005918919574469328,0.1850079745054245,-0.015451091341674328
9,0.26250001788139343,0.26250001788139343,-0.3158579170703888,-0.2744196355342865,-0.04143824428319931,0.3943730890750885,1.0282715559005737,-0.013993030413985252,0.1428571492433548,0.04516823589801788
10,0.25979167222976685,0.25979167222976685,-0.3031177818775177,-0.27534574270248413,-0.027772054076194763,0.3852492570877075,1.0281919240951538,-0.008171255700290203,0.16680032014846802,0.15990331768989563
11,0.2472916692495346,0.2472916692495346,-0.3091888427734375,-0.29190605878829956,-0.017282793298363686,0.3598475754261017,1.026648998260498,-0.0073127602227032185,0.15669755637645721,-0.027899011969566345
