epoch,layer_name,layer_active_count,layer_clipped_active_count,layer_clipped_active_fraction,layer_active_preconditioner_mean,layer_active_preconditioner_p95,layer_active_preconditioner_p99,layer_active_preconditioner_max,layer_active_preconditioner_mean_after_clip,layer_active_preconditioner_p95_after_clip,layer_active_preconditioner_p99_after_clip,layer_active_preconditioner_max_after_clip,layer_actual_param_delta_norm,layer_raw_grad_norm,layer_preconditioned_grad_norm,layer_soft_geometry_scale_factor,layer_soft_geometry_trigger_active_fraction,layer_soft_geometry_overflow_stat
3,critic_backbone.7.weight,8960,0,0.0,2620.482421875,3823.7373535156244,11798.22369140625,19391.83984375,2620.482421875,3823.7373535156244,11798.22369140625,19391.83984375,0.0018248283058970368,0.0028603986421200846,7.207995443684714,0.9793697191679988,0.045089285714285714,0.06019552664158547
4,critic_backbone.0.weight,3001600,0,0.0,332018.9375,2206216.5,7228915.0,34057092.0,332018.9375,2206216.5,7228915.0,34057092.0,0.008183302138266818,0.29462506089891705,192.00082163129534,0.2896521466098991,0.10365938256893839,7.006911635130774
4,critic_backbone.4.bias,8960,0,0.0,2007.5010986328125,4122.192089843747,5336.046479492186,6019.56591796875,2007.5010986328125,4122.192089843747,5336.046479492186,6019.56591796875,0.001390498542293374,0.00518555384395378,8.857872687067305,0.9699360833621867,0.056361607142857144,0.08857711867248264
4,critic_backbone.6.weight,1146880,0,0.0,3359.662841796875,4806.806372070315,5717.62559570312,9654.84375,3359.662841796875,4806.806372070315,5717.62559570312,9654.84375,0.017414631980604358,0.035923219272600754,114.324921471732,0.9337768329948855,0.18250819614955358,0.20263372306028882
4,critic_backbone.7.bias,8960,0,0.0,1632.048095703125,2110.821435546875,2440.829328613281,3455.388916015625,1632.048095703125,2110.821435546875,2440.829328613281,3455.388916015625,0.0015281955942295358,0.00484437152710078,7.869742384978703,1.0,0.0,0.0
4,critic_backbone.7.weight,8960,0,0.0,2658.925048828125,3664.395410156249,7489.066416015604,19073.203125,2658.925048828125,3664.395410156249,7489.066416015604,19073.203125,0.0017178668881699976,0.0030779602047654665,8.131094515323639,0.9839539397840324,0.03370535714285714,0.04660786570822653
5,critic_backbone.0.weight,3001600,0,0.0,337594.78125,2231311.25,7286847.5,31587954.0,337594.78125,2231311.25,7286847.5,31587954.0,0.008789327348183308,0.2992796990488257,205.97277134486606,0.28926021409848574,0.10011027604341508,7.0202784766952195
5,critic_backbone.4.bias,8960,0,0.0,2042.0921630859375,3983.739294433592,4943.219350585938,5815.87451171875,2042.0921630859375,3983.739294433592,4943.219350585938,5815.87451171875,0.001449178921757266,0.005735016748907843,10.027534052303858,0.9748039218434459,0.049107142857142856,0.07397590176883807
5,critic_backbone.6.weight,1146880,0,0.0,3357.719970703125,4655.278613281251,5480.477607421874,8192.6416015625,3357.719970703125,4655.278613281251,5480.477607421874,8192.6416015625,0.018332322487341506,0.03964752570859024,131.46839397975376,0.9425668650074781,0.15908377511160715,0.17431142736845548
5,critic_backbone.7.bias,8960,0,0.0,1674.5977783203125,2080.4308471679688,2443.2919921874995,3367.013427734375,1674.5977783203125,2080.4308471679688,2443.2919921874995,3367.013427734375,0.0013948622824890274,0.005591648354727243,9.327895100627627,1.0,0.0,0.0
5,critic_backbone.7.weight,8960,0,0.0,2679.94921875,3525.662756347656,5756.736733398432,14059.767578125,2679.94921875,3525.662756347656,5756.736733398432,14059.767578125,0.0016600132129886852,0.003494148236183849,9.321280862603869,0.9859830951193564,0.021205357142857144,0.04062216901470938
6,critic_backbone.0.weight,3001600,0,0.0,335926.03125,2246130.75,7074775.37499998,31118524.0,335926.03125,2246130.75,7074775.37499998,31118524.0,0.007826059394782143,0.27621560809867723,185.343699155535,0.289284948200017,0.09626565916197641,7.019441231459993
6,critic_backbone.4.bias,8960,0,0.0,2023.1087646484375,3619.9198730468747,4562.930302734372,4996.3583984375,2023.1087646484375,3619.9198730468747,4562.930302734372,4996.3583984375,0.0013368988305696152,0.005322032592292609,9.049356128488268,0.984857288130934,0.025892857142857145,0.043940234732603854
6,critic_backbone.6.weight,1146880,0,0.0,3302.17333984375,4361.508447265625,5201.3083154296855,7477.66455078125,3302.17333984375,4361.508447265625,5201.3083154296855,7477.66455078125,0.014899471641651221,0.03425219011093889,109.57637053898402,0.9562497311414789,0.11275983537946428,0.1307414580013893
6,critic_backbone.7.bias,8960,0,0.0,1713.4725341796875,2100.861975097656,2514.7026757812496,3051.981689453125,1713.4725341796875,2100.861975097656,2514.7026757812496,3051.981689453125,0.0010684086855949966,0.00442515470453405,7.448299478633063,1.0,0.0,0.0
6,critic_backbone.7.weight,8960,0,0.0,2761.922119140625,3540.948498535156,4928.502338867187,9486.2255859375,2761.922119140625,3540.948498535156,4928.502338867187,9486.2255859375,0.001015392421270787,0.002493119574916948,6.866849347523281,0.9860641461313646,0.018638392857142857,0.040380650425132746
7,critic_backbone.0.weight,3001600,0,0.0,337871.375,2295889.0,7113246.5,29700576.0,337871.375,2295889.0,7113246.5,29700576.0,0.009020889879736517,0.28046621020351137,190.682670211792,0.28840827251508655,0.09608308938997133,7.049464654139962
7,critic_backbone.4.bias,8960,0,0.0,2039.242431640625,3577.325512695312,4259.510781249998,4970.43115234375,2039.242431640625,3577.325512695312,4259.510781249998,4970.43115234375,0.0015539179535283309,0.005262189898972532,9.500588832582746,0.9854677039324934,0.018973214285714284,0.04213368334895538
7,critic_backbone.6.weight,1146880,0,0.0,3319.574462890625,4401.860791015625,5212.817456054685,7165.3232421875,3319.574462890625,4401.860791015625,5212.817456054685,7165.3232421875,0.017482822980465634,0.039018460469586506,122.31953882489886,0.9542098367622734,0.12042585100446429,0.137115433004066
7,critic_backbone.7.bias,8960,0,0.0,1774.927734375,2155.5682128906246,2550.1067553710936,2910.925048828125,1774.927734375,2155.5682128906246,2550.1067553710936,2910.925048828125,0.0010778890290696706,0.004513158510339313,7.87446676833289,1.0,0.0,0.0
7,critic_backbone.7.weight,8960,0,0.0,2882.404296875,3568.58017578125,4731.427553710937,8509.0146484375,2882.404296875,3568.58017578125,4731.427553710937,8509.0146484375,0.0010099637014458753,0.002489769385179638,7.235320377349853,0.9854089995327913,0.017075892857142855,0.04230657657549611
8,critic_backbone.0.weight,3001600,0,0.0,342107.21875,2361294.25,7275661.134999338,29563548.0,342107.21875,2361294.25,7275661.134999338,29563548.0,0.008441216289065778,0.2675157016941479,185.05906938825333,0.28766640445243735,0.09631863012909889,7.075002821284244
8,critic_backbone.4.bias,8960,0,0.0,2047.6021728515625,3585.73917236328,4034.857727050781,4819.994140625,2047.6021728515625,3585.73917236328,4034.857727050781,4819.994140625,0.001408026901273323,0.0051705508442994735,9.614753586905342,0.9860856793285898,0.017075892857142855,0.040316593054597435
8,critic_backbone.6.weight,1146880,0,0.0,3305.07568359375,4453.591625976563,5245.59212890625,7383.22509765625,3305.07568359375,4453.591625976563,5245.59212890625,7383.22509765625,0.01665391075823988,0.04036859949784619,125.53513341631208,0.951764423911381,0.12787039620535715,0.14480204200117072
8,critic_backbone.7.bias,8960,0,0.0,1816.03955078125,2246.2506835937497,2589.9733837890626,2867.470458984375,1816.03955078125,2246.2506835937497,2589.9733837890626,2867.470458984375,0.0009509090330019327,0.004832814613057832,8.525344184466771,1.0,0.0,0.0
8,critic_backbone.7.weight,8960,0,0.0,2957.937744140625,3545.2899169921875,4479.108564453125,7573.0693359375,2957.937744140625,3545.2899169921875,4479.108564453125,7573.0693359375,0.0010735255736757869,0.0028541907975782772,8.426057285921914,0.9861122882402363,0.015625,0.04023947908898443
9,critic_backbone.0.weight,3001600,0,0.0,345617.75,2404206.25,7291331.0,29032322.0,345617.75,2404206.25,7291331.0,29032322.0,0.007955127282600317,0.26102105272667747,178.0562819344657,0.287204146601592,0.09351979100278446,7.090995623752879
9,critic_backbone.4.bias,8960,0,0.0,2063.744873046875,3553.155749511718,4145.307153320313,4566.5908203125,2063.744873046875,3553.155749511718,4145.307153320313,4566.5908203125,0.0012202559691754037,0.004620518918714619,8.374722530160632,0.9870036883251015,0.015625,0.037622799355584144
9,critic_backbone.6.weight,1146880,0,0.0,3294.169189453125,4431.071582031251,5191.322470703123,7391.72900390625,3294.169189453125,4431.071582031251,5191.322470703123,7391.72900390625,0.015615156878318106,0.0349752294964024,110.20704280308314,0.9528159289400815,0.12761579241071427,0.14149442052292976
9,critic_backbone.7.bias,8960,0,0.0,1874.1044921875,2318.5050659179688,2695.7994799804683,2872.585205078125,1874.1044921875,2318.5050659179688,2695.7994799804683,2872.585205078125,0.000772111296620486,0.0037150002974418125,6.821481271300997,1.0,0.0,0.0
9,critic_backbone.7.weight,8960,0,0.0,3063.7431640625,3614.395812988281,4307.91955078125,6830.17578125,3063.7431640625,3614.395812988281,4307.91955078125,6830.17578125,0.0008706375894169989,0.002098139196667554,6.386620162214552,0.9841320927251745,0.015625,0.046070523586434285
10,critic_backbone.0.weight,3001600,0,0.0,351409.9375,2498543.5,7430923.0,27893626.0,351409.9375,2498543.5,7430923.0,27893626.0,0.007613803446292877,0.2664324509778193,179.43478328159878,0.2858942068343689,0.09298574062330382,7.136585972968997
10,critic_backbone.4.bias,8960,0,0.0,2099.30859375,3611.943188476562,4192.698037109375,4374.71240234375,2099.30859375,3611.943188476562,4192.698037109375,4374.71240234375,0.0010284375191466617,0.004471382183588243,8.227571782044002,0.9857419722792449,0.015625,0.041327218216158035
10,critic_backbone.6.weight,1146880,0,0.0,3300.00634765625,4395.893627929688,5137.96591796875,7420.98876953125,3300.00634765625,4395.893627929688,5137.96591796875,7420.98876953125,0.014586306203688894,0.03570651185831853,113.67189031328473,0.9546911424448812,0.124700927734375,0.13560653137011633
10,critic_backbone.7.bias,8960,0,0.0,1939.5091552734375,2410.9057373046876,2791.5175244140623,2959.852294921875,1939.5091552734375,2410.9057373046876,2791.5175244140623,2959.852294921875,0.000670555310248996,0.003404425042182473,6.4741392987115045,1.0,0.0,0.0
10,critic_backbone.7.weight,8960,0,0.0,3181.119384765625,3698.400268554687,4258.8453369140625,6804.32080078125,3181.119384765625,3698.400268554687,4258.8453369140625,6804.32080078125,0.0008102223597234115,0.002001188281740594,6.3303759183202475,0.9820036519626754,0.01763392857142857,0.052362335983863716
11,critic_backbone.0.weight,3001600,0,0.0,357112.9375,2544038.5,7520848.5,28142446.0,357112.9375,2544038.5,7520848.5,28142446.0,0.007611139993449407,0.25637176728674343,177.16979735238212,0.2855167721594805,0.09299173770206315,7.149780091296605
11,critic_backbone.4.bias,8960,0,0.0,2127.98046875,3584.5198120117184,4123.980673828125,4267.10107421875,2127.98046875,3584.5198120117184,4123.980673828125,4267.10107421875,0.0011404346304646294,0.004920973472430238,9.104244600023542,0.9855913770762407,0.016964285714285713,0.04177083137959249
11,critic_backbone.6.weight,1146880,0,0.0,3319.262939453125,4399.466333007813,5138.2875488281215,7358.1611328125,3319.262939453125,4399.466333007813,5138.2875488281215,7358.1611328125,0.01506453920820994,0.035944308007934266,114.06723033360072,0.9544795584544671,0.12877110072544642,0.1362639904300581
11,critic_backbone.7.bias,8960,0,0.0,2001.5689697265625,2484.293530273437,2831.073984375,3064.53759765625,2001.5689697265625,2484.293530273437,2831.073984375,3064.53759765625,0.0008410234199670543,0.0037244071410636286,7.3479750428880966,1.0,0.0,0.0
11,critic_backbone.7.weight,8960,0,0.0,3305.669189453125,3819.4020874023436,4269.451484375,6930.92724609375,3305.669189453125,3819.4020874023436,4269.451484375,6930.92724609375,0.0008199368757362078,0.0020024717290652917,6.5672239473887855,0.9792583224387347,0.0265625,0.060520942126451475
