epoch,ratio_mean,ratio_std,ratio_min,ratio_max,clip_fraction,positive_adv_clip_fraction,negative_adv_clip_fraction,approx_kl,entropy_loss,policy_loss,ratio_by_adv_sign
0,0.9716193675994873,0.04241388663649559,0.8645498156547546,1.091600775718689,0.0,0.0,0.0,0.029737981036305428,-0.030163580551743507,-0.002268083393573761,"{""negative"": {""count"": 200, ""max"": 1.091600775718689, ""mean"": 0.9716193675994873, ""min"": 0.8645498156547546, ""std"": 0.04241388663649559}, ""positive"": {""count"": 0, ""max"": 0.0, ""mean"": 0.0, ""min"": 0.0, ""std"": 0.0}}"
1,0.9916096329689026,0.06064072251319885,0.8266772031784058,1.1520529985427856,0.0,0.0,0.0,0.010297936387360096,-0.030163580551743507,0.007005144376307726,"{""negative"": {""count"": 194, ""max"": 1.1495360136032104, ""mean"": 0.9893774390220642, ""min"": 0.8266772031784058, ""std"": 0.059586167335510254}, ""positive"": {""count"": 6, ""max"": 1.1520529985427856, ""mean"": 1.0637863874435425, ""min"": 0.9971839189529419, ""std"": 0.04905248060822487}}"
2,1.0352522134780884,0.08005382865667343,0.7911941409111023,1.232903242111206,0.02499999850988388,0.0,0.02747252769768238,-0.03157779946923256,-0.030163580551743507,0.012479277327656746,"{""negative"": {""count"": 182, ""max"": 1.232903242111206, ""mean"": 1.035313367843628, ""min"": 0.7911941409111023, ""std"": 0.0815492495894432}, ""positive"": {""count"": 18, ""max"": 1.1315828561782837, ""mean"": 1.0346332788467407, ""min"": 0.9349934458732605, ""std"": 0.06296590715646744}}"
3,1.0466760396957397,0.07339973747730255,0.7572107911109924,1.2281787395477295,0.014999999664723873,0.043478261679410934,0.011299435049295425,-0.04305296763777733,-0.030163580551743507,0.010418234393000603,"{""negative"": {""count"": 177, ""max"": 1.2269994020462036, ""mean"": 1.0443933010101318, ""min"": 0.7572107911109924, ""std"": 0.0734727531671524}, ""positive"": {""count"": 23, ""max"": 1.2281787395477295, ""mean"": 1.0642446279525757, ""min"": 0.9115808606147766, ""std"": 0.07040040194988251}}"
4,1.0567877292633057,0.054999940097332,0.7382086515426636,1.2441705465316772,0.009999999776482582,0.0,0.011299435049295425,-0.05380365997552872,-0.030163580551743507,0.014587124809622765,"{""negative"": {""count"": 177, ""max"": 1.2441705465316772, ""mean"": 1.0556879043579102, ""min"": 0.7382086515426636, ""std"": 0.05586880072951317}, ""positive"": {""count"": 23, ""max"": 1.1547764539718628, ""mean"": 1.0652508735656738, ""min"": 0.9402904510498047, ""std"": 0.046933311969041824}}"
5,1.02764093875885,0.051736019551754,0.8114457726478577,1.1964342594146729,0.0,0.0,0.0,-0.0259750634431839,-0.030163580551743507,0.013300493359565735,"{""negative"": {""count"": 166, ""max"": 1.1964342594146729, ""mean"": 1.0287730693817139, ""min"": 0.8114457726478577, ""std"": 0.05337850749492645}, ""positive"": {""count"": 34, ""max"": 1.1190340518951416, ""mean"": 1.0221134424209595, ""min"": 0.9336061477661133, ""std"": 0.04238954558968544}}"
6,1.0193101167678833,0.044147174805402756,0.8297151923179626,1.1378291845321655,0.0,0.0,0.0,-0.018167048692703247,-0.030163580551743507,0.008518663235008717,"{""negative"": {""count"": 163, ""max"": 1.1378291845321655, ""mean"": 1.021389365196228, ""min"": 0.8297151923179626, ""std"": 0.04427516460418701}, ""positive"": {""count"": 37, ""max"": 1.0780771970748901, ""mean"": 1.0101510286331177, ""min"": 0.8742167353630066, ""std"": 0.04238136485219002}}"
7,1.02149498462677,0.036820828914642334,0.9257119297981262,1.1265034675598145,0.0,0.0,0.0,-0.020617902278900146,-0.030163580551743507,0.015155944973230362,"{""negative"": {""count"": 157, ""max"": 1.1265034675598145, ""mean"": 1.0190924406051636, ""min"": 0.9257119297981262, ""std"": 0.037321239709854126}, ""positive"": {""count"": 43, ""max"": 1.1168047189712524, ""mean"": 1.0302670001983643, ""min"": 0.9507846832275391, ""std"": 0.033500514924526215}}"
8,1.0145338773727417,0.03823518380522728,0.8495442867279053,1.1124262809753418,0.0,0.0,0.0,-0.01370182354003191,-0.030163580551743507,0.008874870836734772,"{""negative"": {""count"": 139, ""max"": 1.1124262809753418, ""mean"": 1.0162935256958008, ""min"": 0.9230952262878418, ""std"": 0.032955341041088104}, ""positive"": {""count"": 61, ""max"": 1.0974432229995728, ""mean"": 1.0105243921279907, ""min"": 0.8495442867279053, ""std"": 0.047909244894981384}}"
9,1.0230457782745361,0.043837133795022964,0.8258295655250549,1.1321523189544678,0.0,0.0,0.0,-0.02184448204934597,-0.030163580551743507,0.0022278192918747663,"{""negative"": {""count"": 120, ""max"": 1.1321523189544678, ""mean"": 1.0229169130325317, ""min"": 0.8787388801574707, ""std"": 0.04414860159158707}, ""positive"": {""count"": 80, ""max"": 1.1261452436447144, ""mean"": 1.0232391357421875, ""min"": 0.8258295655250549, ""std"": 0.043365031480789185}}"
10,1.0175085067749023,0.03824856877326965,0.781105637550354,1.1274083852767944,0.004999999888241291,0.0,0.007874015718698502,-0.01662425696849823,-0.030163580551743507,0.011091867461800575,"{""negative"": {""count"": 127, ""max"": 1.102039098739624, ""mean"": 1.010515809059143, ""min"": 0.781105637550354, ""std"": 0.03885120898485184}, ""positive"": {""count"": 73, ""max"": 1.1274083852767944, ""mean"": 1.0296739339828491, ""min"": 0.9281355142593384, ""std"": 0.033897653222084045}}"
11,1.0130137205123901,0.03667888790369034,0.841616690158844,1.1115269660949707,0.0,0.0,0.0,-0.012262441217899323,-0.030163580551743507,0.009949743747711182,"{""negative"": {""count"": 140, ""max"": 1.1001570224761963, ""mean"": 1.0131593942642212, ""min"": 0.841616690158844, ""std"": 0.03718148171901703}, ""positive"": {""count"": 60, ""max"": 1.1115269660949707, ""mean"": 1.0126738548278809, ""min"": 0.9380889534950256, ""std"": 0.0354761928319931}}"
