epoch,policy_surrogate_mode,actor_structure_mode,theta_ratio_mean,theta_ratio_std,theta_ratio_max,route_ratio_mean,route_ratio_std,route_ratio_max,theta_approx_kl,route_approx_kl,theta_clip_fraction,route_clip_fraction,theta_only_step_kl,route_only_step_kl,theta_kl_target,route_kl_target,theta_early_stop_count,route_early_stop_count,theta_update_count,route_update_count,route_mask_mean,route_mask_active_fraction
0,hierarchical_actor_factorized_trust_region_pg,hierarchical_actor_separate_theta_route_backbones,0.9996160864830017,0.17154064774513245,2.7086050510406494,0.9955357909202576,0.14040978252887726,1.7017109394073486,0.014479843899607658,0.014561912976205349,0.16875000298023224,0.15842413902282715,8.486635488225147e-06,0.0011231171956751496,0.03,0.015,1,10,40,16,0.4970833361148834,0.4970833361148834
1,hierarchical_actor_factorized_trust_region_pg,hierarchical_actor_separate_theta_route_backbones,1.006249189376831,0.3237057030200958,5.020462512969971,1.0110690593719482,0.34675920009613037,3.3725714683532715,0.03870007395744324,0.04244675114750862,0.33666667342185974,0.4847457706928253,0.0021222786835139794,0.0029778344415765452,0.03,0.015,9,9,21,19,0.49166667461395264,0.49166667461395264
2,hierarchical_actor_factorized_trust_region_pg,hierarchical_actor_separate_theta_route_backbones,1.0024569034576416,0.3306819200515747,9.663909912109375,1.0093464851379395,0.3022526204586029,2.968787908554077,0.037610188126564026,0.03311969339847565,0.31041666865348816,0.40067058801651,0.002208256283483934,0.0019152753957314417,0.03,0.015,7,8,20,18,0.4970833361148834,0.4970833361148834
3,hierarchical_actor_factorized_trust_region_pg,hierarchical_actor_separate_theta_route_backbones,1.0052015781402588,0.33469951152801514,6.782671928405762,1.0099327564239502,0.333726167678833,5.568634986877441,0.04025954380631447,0.03560977429151535,0.3466666638851166,0.41252145171165466,0.0016445836410167868,0.0015467986507390283,0.03,0.015,7,9,27,19,0.4858333468437195,0.4858333468437195
4,hierarchical_actor_factorized_trust_region_pg,hierarchical_actor_separate_theta_route_backbones,0.9974172115325928,0.31192541122436523,5.06964111328125,0.9942418932914734,0.2693045139312744,4.834629535675049,0.04601593688130379,0.04064413905143738,0.34416666626930237,0.330196738243103,0.0026408056715312837,0.0031364693422801793,0.03,0.015,7,9,22,14,0.4870833456516266,0.4870833456516266
