epoch,policy_surrogate_mode,actor_structure_mode,theta_only_step_kl,route_only_step_kl,theta_only_step_prob_gain,route_only_step_prob_gain,theta_after_route_shift,route_after_theta_shift,theta_head_grad_norm,route_head_grad_norm,theta_backbone_grad_norm,route_backbone_grad_norm,theta_kl_target,route_kl_target,theta_early_stop_count,route_early_stop_count,theta_update_count,route_update_count,route_mask_mean,route_mask_active_fraction
0,hierarchical_actor_factorized_trust_region_pg,hierarchical_actor_separate_theta_route_backbones,8.486635488225147e-06,0.0011231171956751496,0.0006311473315690818,0.0001624517681193538,0.0,0.0008961800631368533,0.20298649487727577,0.40973176840901226,0.3513680776559317,0.27712616049669736,0.03,0.015,1,10,40,16,0.4970833361148834,0.4970833361148834
1,hierarchical_actor_factorized_trust_region_pg,hierarchical_actor_separate_theta_route_backbones,0.0021222786835139794,0.0029778344415765452,-0.001360956882265219,-0.0017718959172366578,0.0,0.000809378927529213,0.2763283903499792,0.45470765641382566,0.48891374506364177,0.4406926598044701,0.03,0.015,9,9,21,19,0.49166667461395264,0.49166667461395264
2,hierarchical_actor_factorized_trust_region_pg,hierarchical_actor_separate_theta_route_backbones,0.002208256283483934,0.0019152753957314417,-0.0014827338652139588,-0.000947280795420132,0.0,0.0008319628104800358,0.31517435999369803,0.5883103827377515,0.5547163349999008,0.5372851166849244,0.03,0.015,7,8,20,18,0.4970833361148834,0.4970833361148834
3,hierarchical_actor_factorized_trust_region_pg,hierarchical_actor_separate_theta_route_backbones,0.0016445836410167868,0.0015467986507390283,-0.0010434937139507383,-0.0007094571117608881,0.0,0.0006932548960860542,0.2690737573710664,0.5769597394917535,0.47186183523373665,0.5078854053488898,0.03,0.015,7,9,27,19,0.4858333468437195,0.4858333468437195
4,hierarchical_actor_factorized_trust_region_pg,hierarchical_actor_separate_theta_route_backbones,0.0026408056715312837,0.0031364693422801793,-0.0021590650996420827,-0.002241473420456584,0.0,0.000737885841358961,0.2691223156956974,0.586179868130389,0.4530899801914052,0.5166307307314154,0.03,0.015,7,9,22,14,0.4870833456516266,0.4870833456516266
