epoch,advantage_mean,advantage_std,positive_advantage_ratio,negative_advantage_ratio,delta_log_prob_selected_action_mean,delta_log_prob_selected_action_std,selected_action_prob_gain_mean,advantage_action_alignment,theta_advantage_alignment,route_advantage_alignment,theta_selected_action_prob_gain,route_selected_action_prob_gain,theta_negative_adv_prob_gain,route_negative_adv_prob_gain,theta_clip_fraction,route_clip_fraction,high_advantage_action_prob_gain,mid_advantage_action_prob_gain,low_advantage_action_prob_gain,negative_advantage_action_prob_gain,advantage_bucket_high_positive_threshold,advantage_bucket_near_zero_threshold
0,-22.205163955688477,6.170060634613037,0.0,1.0,-0.014560388401150703,0.02820698171854019,-0.002497502602636814,-0.05092484503984451,0.377097487449646,0.3354204297065735,-0.0003839452110696584,-0.004464203026145697,-0.053714819252491,-0.04378359392285347,0.16875000298023224,0.15842413902282715,0.0,0.0,0.0,-0.002497502602636814,0.0,0.6170060634613037
1,-19.09380340576172,7.252823829650879,0.0,1.0,-0.038968272507190704,0.06044260784983635,0.01006396021693945,-0.11828561127185822,0.34382468461990356,0.38166001439094543,0.006249177269637585,0.011069079861044884,-0.09867601096630096,-0.13564173877239227,0.33666667342185974,0.4847457706928253,0.0,0.0,0.0,0.01006396021693945,0.0,0.725282382965088
2,-16.69611358642578,13.94229507446289,0.10999999940395355,0.8899999856948853,-0.03565182164311409,0.057255785912275314,0.005848593078553677,-0.06466438621282578,0.370148241519928,0.44972220063209534,0.002456825226545334,0.009346476756036282,-0.09165650606155396,-0.10667604953050613,0.31041666865348816,0.40067058801651,0.10785139352083206,-0.026919422671198845,0.02419450506567955,0.004250724334269762,13.083854675292969,1.3942295074462892
3,-13.98779010772705,20.486209869384766,0.1899999976158142,0.8100000023841858,-0.0393209382891655,0.06088940054178238,0.006054592318832874,-0.06709377467632294,0.3834371268749237,0.4635867476463318,0.005201615393161774,0.00993272103369236,-0.10161369293928146,-0.11891453713178635,0.3466666638851166,0.41252145171165466,-0.007093384861946106,0.022526537999510765,-0.002525130519643426,0.005009850021451712,16.213382720947266,2.048620986938477
4,-9.8372802734375,15.296759605407715,0.20000000298023224,0.800000011920929,-0.04339660331606865,0.057331714779138565,-0.004442548844963312,-0.07703181356191635,0.40181222558021545,0.5054299831390381,-0.002582874149084091,-0.0057581281289458275,-0.10629531741142273,-0.11615455150604248,0.34416666626930237,0.330196738243103,-0.026906272396445274,0.012724398635327816,0.00032587721943855286,-0.006026814226061106,26.10611343383789,1.5296759605407715
