block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,block_advantage_mean,block_advantage_std,block_advantage_max,block_advantage_min,block_clip_fraction,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
0,0,3,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,0.0023987411987036467,0.3252061605453491,0.9054853320121765,-1.0606884956359863,0.25999999046325684,-0.014424212276935577,0.08902686089277267,0
1,3,6,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,0.007374521344900131,0.43764206767082214,1.454469919204712,-1.2261191606521606,0.38999998569488525,-0.0019691651687026024,0.13420361280441284,0
2,6,9,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,0.013830499723553658,0.43748876452445984,1.5150150060653687,-1.1310254335403442,0.18000000715255737,-0.0010283023584634066,0.08039076626300812,0
3,9,12,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,-0.002586746122688055,0.2662753462791443,0.7014204859733582,-0.5961812734603882,0.28999999165534973,-0.012373297475278378,0.11156290769577026,0
4,12,15,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,-0.009033714421093464,0.26318594813346863,0.7981599569320679,-0.6688889265060425,0.3799999952316284,-0.011681309901177883,0.11410407721996307,0
5,15,18,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,-0.0033930016215890646,0.4908258020877838,1.505488634109497,-0.9906118512153625,0.20000000298023224,0.011006317101418972,0.08714953809976578,0
6,18,21,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,-0.002153282053768635,0.4156198501586914,0.9648797512054443,-1.077540397644043,0.30000001192092896,0.003795456839725375,0.10009489953517914,0
7,21,24,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,-0.0062544215470552444,0.2065773904323578,0.6847518086433411,-0.5517762899398804,0.3400000035762787,-0.026609793305397034,0.11566124111413956,0
8,24,27,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,-0.009930651634931564,0.3481229543685913,0.8867273926734924,-0.8915811777114868,0.15000000596046448,-0.011508204974234104,0.07693217694759369,0
9,27,30,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,-0.0023417044430971146,0.47402453422546387,1.6674731969833374,-1.4043949842453003,0.25,-0.0014010375598445535,0.09523491561412811,0
10,30,33,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,-0.0039020348340272903,0.47812288999557495,1.6209683418273926,-1.514341115951538,0.4699999988079071,-0.0061560096219182014,0.12426042556762695,0
11,33,36,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,-0.007882474921643734,0.20639432966709137,0.7530282735824585,-0.6398939490318298,0.4399999976158142,0.00227364175952971,0.13177387416362762,0
12,36,39,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,0.0016344308387488127,0.3380499482154846,0.7837539911270142,-0.8877980709075928,0.30000001192092896,-0.010941100306808949,0.10554185509681702,0
13,39,42,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,0.006154836621135473,0.3539496064186096,1.1649771928787231,-1.1514661312103271,0.27000001072883606,-0.007204889785498381,0.10444624722003937,0
14,42,45,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,-0.004111303016543388,0.36414024233818054,0.9561893939971924,-1.082149863243103,0.3199999928474426,-0.012604265473783016,0.1041874960064888,0
15,45,48,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,-0.005323441233485937,0.1681162714958191,0.38470953702926636,-0.5201295018196106,0.3700000047683716,0.008184957318007946,0.13221433758735657,0
16,48,51,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,-0.014038427732884884,0.28899410367012024,0.7803937792778015,-0.8325295448303223,0.3400000035762787,-0.012054648250341415,0.11619606614112854,0
17,51,54,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,0.002939932281151414,0.4578125476837158,1.222592830657959,-0.9903931617736816,0.1899999976158142,-0.007313779089599848,0.10834485292434692,0
18,54,57,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,0.005198897328227758,0.4563455581665039,1.3896207809448242,-1.3140459060668945,0.17000000178813934,0.010268857702612877,0.10346775501966476,0
19,57,60,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,-0.0006053856923244894,0.21176718175411224,0.49309223890304565,-0.8564071655273438,0.36000001430511475,-0.02184550277888775,0.12017691880464554,0
20,60,63,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,-0.000845209346152842,0.2666901648044586,0.7485811114311218,-0.8608248233795166,0.2199999988079071,-0.00822534691542387,0.10399709641933441,0
21,63,66,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,-0.003468160517513752,0.5247282385826111,1.350812315940857,-1.2748829126358032,0.3400000035762787,-0.003922988194972277,0.1032857671380043,0
22,66,69,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,-0.004384245723485947,0.46485865116119385,1.0084254741668701,-1.0192126035690308,0.2800000011920929,-0.004595380276441574,0.10648959875106812,0
23,69,72,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,-0.00180019810795784,0.21058036386966705,0.597771406173706,-0.5055326819419861,0.3700000047683716,-0.008092736825346947,0.1040087416768074,0
0,0,3,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,0.0014307046076282859,0.2930621802806854,0.7289971113204956,-0.8897016048431396,0.6299999952316284,-0.015348670072853565,0.2101869285106659,1
1,3,6,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,0.00412110798060894,0.44215211272239685,1.3127853870391846,-0.9487465023994446,0.5899999737739563,-0.026420753449201584,0.1744028627872467,1
2,6,9,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg,0.0049003600142896175,0.451930433511734,1.3941080570220947,-1.0195682048797607,0.5400000214576721,-0.01833842694759369,0.2044229358434677,1
