sample_id,block_id,sensor_id,task_id,score_local,score_bs1,score_bs2,best_joint_action_under_score,best_joint_action_under_score_index,best_joint_score,actual_theta_decision,actual_route_decision,actual_joint_action,actual_joint_action_index,selected_joint_score,selected_joint_reward_proxy,A_theta,A_route,advantage,return,theta_true_gap,route_true_gap,joint_action_match_under_score,joint_score_margin,best_minus_selected_score,best_minus_second_best_score,best_offload_score,joint_selected_is_best,induced_joint_action_from_A,induced_joint_action_from_A_index,induced_joint_match_under_score,pi_old_local,pi_old_offload,pi_old_bs1_conditional,pi_old_bs2_conditional,selected_score_bucket,advantage_bucket,return_bucket,theta_gap_bucket,route_gap_bucket
0,18,6,0,-0.3152870237827301,-0.3152870237827301,-0.3152870237827301,local,0,-0.3152870237827301,0,-1,local,0,-0.3152870237827301,0.3152870237827301,-0.003284953534603119,-0.11511039733886719,-16.65115737915039,-42.561866760253906,0.0,0.0,1,0.0,0.0,0.0,-0.3152870237827301,1,local,0,1,0.5194146633148193,0.4805853068828583,0.39305078983306885,0.6069491505622864,"(-0.366, 0.0]","(-17.803, -12.42]","(-44.738, -39.66]","(-0.128, 0.0263]","(-0.0132, 0.00561]"
0,19,6,1,-0.523809552192688,-0.523809552192688,-0.523809552192688,local,0,-0.523809552192688,0,-1,local,0,-0.523809552192688,-0.5427008867263794,-0.14150214195251465,0.06093871593475342,-16.65115737915039,-42.561866760253906,0.0,0.0,1,0.0,0.0,0.0,-0.523809552192688,1,local,0,1,0.5033143162727356,0.4966856837272644,0.30609366297721863,0.693906307220459,"(-0.562, -0.366]","(-17.803, -12.42]","(-44.738, -39.66]","(-0.128, 0.0263]","(-0.0132, 0.00561]"
0,20,6,2,-1.0,-1.0,-1.0,local,0,-1.0,0,-1,local,0,-1.0,0.7019768953323364,-0.4285198748111725,0.22677704691886902,-16.65115737915039,-42.561866760253906,0.0,0.0,1,0.0,0.0,0.0,-1.0,1,local,0,1,0.6527934074401855,0.34720659255981445,0.2337527871131897,0.7662472128868103,"(-2.33, -0.981]","(-17.803, -12.42]","(-44.738, -39.66]","(-0.128, 0.0263]","(-0.0132, 0.00561]"
0,21,7,0,-1.4566283226013184,-1.4566283226013184,-1.4566283226013184,local,0,-1.4566283226013184,1,0,bs1,1,-1.4566283226013184,0.8674570918083191,-0.1504383087158203,-0.32102763652801514,-16.65115737915039,-42.561866760253906,0.0,0.0,0,0.0,0.0,0.0,-1.4566283226013184,1,local,0,1,0.41183072328567505,0.588169276714325,0.5272976756095886,0.47270235419273376,"(-2.33, -0.981]","(-17.803, -12.42]","(-44.738, -39.66]","(-0.128, 0.0263]","(-0.0132, 0.00561]"
0,22,7,1,-1.4566283226013184,-1.4566283226013184,-1.4566283226013184,local,0,-1.4566283226013184,0,-1,local,0,-1.4566283226013184,0.998361349105835,0.06842094659805298,0.02834606170654297,-16.65115737915039,-42.561866760253906,0.0,0.0,1,0.0,0.0,0.0,-1.4566283226013184,1,bs1,1,0,0.737537145614624,0.262462854385376,0.503710925579071,0.49628904461860657,"(-2.33, -0.981]","(-17.803, -12.42]","(-44.738, -39.66]","(-0.128, 0.0263]","(-0.0132, 0.00561]"
0,23,7,2,-1.0,-1.0,-1.0,local,0,-1.0,1,1,bs2,2,-1.0,0.3700762391090393,-0.5016978979110718,-0.39682960510253906,-16.65115737915039,-42.561866760253906,0.0,0.0,0,0.0,0.0,0.0,-1.0,1,local,0,1,0.4358904957771301,0.5641095042228699,0.4557918310165405,0.5442081689834595,"(-2.33, -0.981]","(-17.803, -12.42]","(-44.738, -39.66]","(-0.128, 0.0263]","(-0.0132, 0.00561]"
1,0,0,0,-1.0863624811172485,-1.4191749095916748,-1.391625165939331,local,0,-1.0863624811172485,0,-1,local,0,-1.0863624811172485,0.404823899269104,-0.07101631164550781,-0.16905251145362854,-22.19625473022461,-43.03369903564453,-0.3052626848220825,-0.02754974365234375,1,0.0,0.0,0.3052626848220825,-1.391625165939331,1,local,0,1,0.5482586026191711,0.45174139738082886,0.5712352395057678,0.4287647008895874,"(-2.33, -0.981]","(-29.1, -17.803]","(-44.738, -39.66]","(-0.6, -0.268]","(-0.0432, -0.0132]"
1,1,0,1,-0.4920099973678589,-0.7206674218177795,-0.7533698081970215,local,0,-0.4920099973678589,1,0,bs1,1,-0.7206674218177795,0.22615477442741394,-1.1809258460998535,-0.7851977348327637,-22.19625473022461,-43.03369903564453,-0.22865742444992065,0.03270238637924194,0,0.22865742444992065,0.22865742444992065,0.22865742444992065,-0.7206674218177795,0,local,0,1,0.4881030321121216,0.5118969678878784,0.537969708442688,0.462030291557312,"(-0.721, -0.562]","(-29.1, -17.803]","(-44.738, -39.66]","(-0.268, -0.211]","(0.00561, 0.0338]"
1,2,0,2,-0.6027513742446899,-0.8657253980636597,-0.8908718824386597,local,0,-0.6027513742446899,0,-1,local,0,-0.6027513742446899,0.47096720337867737,-0.40710747241973877,0.4492056965827942,-22.19625473022461,-43.03369903564453,-0.2629740238189697,0.025146484375,1,0.0,0.0,0.2629740238189697,-0.8657253980636597,1,local,0,1,0.5870300531387329,0.4129699468612671,0.8232128620147705,0.17678715288639069,"(-0.721, -0.562]","(-29.1, -17.803]","(-44.738, -39.66]","(-0.268, -0.211]","(0.00561, 0.0338]"
1,3,1,0,-1.1791653633117676,-1.3897862434387207,-1.362236499786377,local,0,-1.1791653633117676,0,-1,local,0,-1.1791653633117676,0.5454004406929016,-0.8836276531219482,0.8615239262580872,-22.19625473022461,-43.03369903564453,-0.18307113647460938,-0.02754974365234375,1,0.0,0.0,0.18307113647460938,-1.362236499786377,1,local,0,1,0.6533819437026978,0.34661808609962463,0.4136388897895813,0.5863610506057739,"(-2.33, -0.981]","(-29.1, -17.803]","(-44.738, -39.66]","(-0.211, -0.171]","(-0.0432, -0.0132]"
1,4,1,1,-0.523809552192688,-0.7357061505317688,-0.7684085369110107,local,0,-0.523809552192688,1,1,bs2,2,-0.7684085369110107,-0.5207250118255615,0.6230047345161438,-0.6905415654182434,-22.19625473022461,-43.03369903564453,-0.2118965983390808,0.03270238637924194,0,0.24459898471832275,0.24459898471832275,0.2118965983390808,-0.7357061505317688,0,bs2,2,0,0.44380897283554077,0.5561910271644592,0.432632714509964,0.5673672556877136,"(-0.981, -0.721]","(-29.1, -17.803]","(-44.738, -39.66]","(-0.268, -0.211]","(0.00561, 0.0338]"
1,5,1,2,-0.04445453733205795,-0.28565242886543274,-0.31079888343811035,local,0,-0.04445453733205795,1,0,bs1,1,-0.28565242886543274,-0.8551057577133179,-0.22272658348083496,-0.7889970541000366,-22.19625473022461,-43.03369903564453,-0.2411978840827942,0.025146454572677612,0,0.2411978840827942,0.2411978840827942,0.2411978840827942,-0.28565242886543274,0,local,0,1,0.39780211448669434,0.6021978855133057,0.6744495034217834,0.32555052638053894,"(-0.366, 0.0]","(-29.1, -17.803]","(-44.738, -39.66]","(-0.268, -0.211]","(0.00561, 0.0338]"
1,6,2,0,-0.09117268025875092,-0.4259599447250366,-0.39841026067733765,local,0,-0.09117268025875092,1,1,bs2,2,-0.39841026067733765,-0.8379274010658264,0.2608933448791504,2.307347536087036,-22.19625473022461,-43.03369903564453,-0.30723756551742554,-0.027549684047698975,0,0.30723756551742554,0.30723756551742554,0.30723756551742554,-0.39841026067733765,0,bs1,1,0,0.32074421644210815,0.6792557835578918,0.4814116358757019,0.5185883641242981,"(-0.562, -0.366]","(-29.1, -17.803]","(-44.738, -39.66]","(-0.6, -0.268]","(-0.0432, -0.0132]"
1,7,2,1,-0.5762344002723694,-0.8092243075370789,-0.8419266939163208,local,0,-0.5762344002723694,0,-1,local,0,-0.5762344002723694,-0.5339885354042053,-1.048667311668396,-0.19252300262451172,-22.19625473022461,-43.03369903564453,-0.23298990726470947,0.03270238637924194,1,0.0,0.0,0.23298990726470947,-0.8092243075370789,1,local,0,1,0.5250110030174255,0.47498899698257446,0.47774869203567505,0.5222513675689697,"(-0.721, -0.562]","(-29.1, -17.803]","(-44.738, -39.66]","(-0.268, -0.211]","(0.00561, 0.0338]"
1,8,2,2,-0.5867409110069275,-0.8710781931877136,-0.8962246775627136,local,0,-0.5867409110069275,1,1,bs2,2,-0.8962246775627136,0.18584632873535156,2.6707448959350586,-1.5693941116333008,-22.19625473022461,-43.03369903564453,-0.28433728218078613,0.025146484375,0,0.30948376655578613,0.30948376655578613,0.28433728218078613,-0.8710781931877136,0,bs2,2,0,0.3504970669746399,0.6495029330253601,0.4717608094215393,0.5282391905784607,"(-0.981, -0.721]","(-29.1, -17.803]","(-44.738, -39.66]","(-0.6, -0.268]","(0.00561, 0.0338]"
1,9,3,0,-0.13225947320461273,-0.36944472789764404,-0.34189504384994507,local,0,-0.13225947320461273,0,-1,local,0,-0.13225947320461273,-0.27000176906585693,0.5387742519378662,-0.6711012125015259,-22.19625473022461,-43.03369903564453,-0.20963557064533234,-0.027549684047698975,1,0.0,0.0,0.20963557064533234,-0.34189504384994507,1,bs2,2,0,0.5106730461120605,0.48932692408561707,0.5307253003120422,0.46927472949028015,"(-0.366, 0.0]","(-29.1, -17.803]","(-44.738, -39.66]","(-0.211, -0.171]","(-0.0432, -0.0132]"
1,10,3,1,-0.04046539589762688,-0.21069884300231934,-0.24340128898620605,local,0,-0.04046539589762688,0,-1,local,0,-0.04046539589762688,-0.27647459506988525,-0.07744675874710083,1.266892671585083,-22.19625473022461,-43.03369903564453,-0.17023344337940216,0.03270244598388672,1,0.0,0.0,0.17023344337940216,-0.21069884300231934,1,local,0,1,0.7097891569137573,0.2902108430862427,0.6213092803955078,0.3786906898021698,"(-0.366, 0.0]","(-29.1, -17.803]","(-44.738, -39.66]","(-0.171, -0.128]","(0.00561, 0.0338]"
1,11,3,2,-0.4642857015132904,-0.7084845900535583,-0.7336310744285583,local,0,-0.4642857015132904,1,1,bs2,2,-0.7336310744285583,0.14937543869018555,0.20160534977912903,1.7787253856658936,-22.19625473022461,-43.03369903564453,-0.24419888854026794,0.025146484375,0,0.26934537291526794,0.26934537291526794,0.24419888854026794,-0.7084845900535583,0,bs1,1,0,0.2834436893463135,0.7165563106536865,0.23656585812568665,0.763434112071991,"(-0.981, -0.721]","(-29.1, -17.803]","(-44.738, -39.66]","(-0.268, -0.211]","(0.00561, 0.0338]"
1,12,4,0,-0.7100950479507446,-1.1887924671173096,-1.1612428426742554,local,0,-0.7100950479507446,0,-1,local,0,-0.7100950479507446,-0.382440447807312,-0.3554409146308899,0.07757273316383362,-22.19625473022461,-43.03369903564453,-0.45114779472351074,-0.0275496244430542,1,0.0,0.0,0.45114779472351074,-1.1612428426742554,1,local,0,1,0.6699739694595337,0.3300260305404663,0.1824609786272049,0.8175390362739563,"(-0.721, -0.562]","(-29.1, -17.803]","(-44.738, -39.66]","(-0.6, -0.268]","(-0.0432, -0.0132]"
1,13,4,1,-0.0,-0.41386929154396057,-0.4465717375278473,local,0,-0.0,1,0,bs1,1,-0.41386929154396057,-0.39349767565727234,0.9995112419128418,1.8094608783721924,-22.19625473022461,-43.03369903564453,-0.41386929154396057,0.03270244598388672,0,0.41386929154396057,0.41386929154396057,0.41386929154396057,-0.41386929154396057,0,bs1,1,0,0.38109302520751953,0.6189069747924805,0.6173553466796875,0.3826447129249573,"(-0.562, -0.366]","(-29.1, -17.803]","(-44.738, -39.66]","(-0.6, -0.268]","(0.00561, 0.0338]"
1,14,4,2,-0.25516605377197266,-0.6258975863456726,-0.6510440111160278,local,0,-0.25516605377197266,0,-1,local,0,-0.25516605377197266,-0.3553773760795593,0.34202486276626587,1.656961441040039,-22.19625473022461,-43.03369903564453,-0.37073153257369995,0.025146424770355225,1,0.0,0.0,0.37073153257369995,-0.6258975863456726,1,bs1,1,0,0.586315929889679,0.41368407011032104,0.31622156500816345,0.6837784051895142,"(-0.366, 0.0]","(-29.1, -17.803]","(-44.738, -39.66]","(-0.6, -0.268]","(0.00561, 0.0338]"
1,15,5,0,-0.6210760474205017,-1.1525249481201172,-1.1249752044677734,local,0,-0.6210760474205017,1,0,bs1,1,-1.1525249481201172,-0.054735660552978516,0.43039441108703613,0.8585405349731445,-22.19625473022461,-43.03369903564453,-0.5038991570472717,-0.02754974365234375,0,0.5314489006996155,0.5314489006996155,0.5038991570472717,-1.1249752044677734,0,bs1,1,0,0.4441941976547241,0.5558058023452759,0.8341014385223389,0.16589853167533875,"(-2.33, -0.981]","(-29.1, -17.803]","(-44.738, -39.66]","(-0.6, -0.268]","(-0.0432, -0.0132]"
1,16,5,1,-1.053637146949768,-1.4630175828933716,-1.4957200288772583,local,0,-1.053637146949768,0,-1,local,0,-1.053637146949768,0.5298275947570801,-0.5845988988876343,-0.5507279634475708,-22.19625473022461,-43.03369903564453,-0.4093804359436035,0.03270244598388672,1,0.0,0.0,0.4093804359436035,-1.4630175828933716,1,local,0,1,0.5572077035903931,0.44279229640960693,0.4983747601509094,0.5016251802444458,"(-2.33, -0.981]","(-29.1, -17.803]","(-44.738, -39.66]","(-0.6, -0.268]","(0.00561, 0.0338]"
1,17,5,2,-0.3363088071346283,-0.7319411635398865,-0.7570876479148865,local,0,-0.3363088071346283,1,0,bs1,1,-0.7319411635398865,-0.09391176700592041,-0.8901418447494507,-1.220945954322815,-22.19625473022461,-43.03369903564453,-0.3956323564052582,0.025146484375,0,0.3956323564052582,0.3956323564052582,0.3956323564052582,-0.7319411635398865,0,local,0,1,0.48500239849090576,0.5149976015090942,0.5368069410324097,0.46319302916526794,"(-0.981, -0.721]","(-29.1, -17.803]","(-44.738, -39.66]","(-0.6, -0.268]","(0.00561, 0.0338]"
1,18,6,0,-0.0,-0.2820360064506531,-0.2544863224029541,local,0,-0.0,1,1,bs2,2,-0.2544863224029541,-0.7453159689903259,-1.6533701419830322,0.44353246688842773,-22.19625473022461,-43.03369903564453,-0.2544863224029541,-0.027549684047698975,0,0.2544863224029541,0.2544863224029541,0.2544863224029541,-0.2544863224029541,0,local,0,1,0.42530977725982666,0.5746902227401733,0.4957738518714905,0.5042261481285095,"(-0.366, 0.0]","(-29.1, -17.803]","(-44.738, -39.66]","(-0.268, -0.211]","(-0.0432, -0.0132]"
1,19,6,1,-1.0665104389190674,-1.1857808828353882,-1.218483328819275,local,0,-1.0665104389190674,0,-1,local,0,-1.0665104389190674,0.4755133390426636,-0.04114311933517456,1.3956542015075684,-22.19625473022461,-43.03369903564453,-0.1192704439163208,0.03270244598388672,1,0.0,0.0,0.1192704439163208,-1.1857808828353882,1,local,0,1,0.694107174873352,0.30589279532432556,0.352749764919281,0.647250235080719,"(-2.33, -0.981]","(-29.1, -17.803]","(-44.738, -39.66]","(-0.128, 0.0263]","(0.00561, 0.0338]"
1,20,6,2,-0.2980230748653412,-0.4897611141204834,-0.5149075984954834,local,0,-0.2980230748653412,1,1,bs2,2,-0.5149075984954834,-0.2566124200820923,0.24319511651992798,-0.05774441361427307,-22.19625473022461,-43.03369903564453,-0.1917380392551422,0.025146484375,0,0.2168845236301422,0.2168845236301422,0.1917380392551422,-0.4897611141204834,0,bs2,2,0,0.3754398822784424,0.6245601177215576,0.3424738645553589,0.6575261354446411,"(-0.562, -0.366]","(-29.1, -17.803]","(-44.738, -39.66]","(-0.211, -0.171]","(0.00561, 0.0338]"
1,21,7,0,-0.24580149352550507,-0.5891712307929993,-0.5616215467453003,local,0,-0.24580149352550507,0,-1,local,0,-0.24580149352550507,0.03487561643123627,1.997978687286377,-0.06472861766815186,-22.19625473022461,-43.03369903564453,-0.31582003831863403,-0.027549684047698975,1,0.0,0.0,0.31582003831863403,-0.5616215467453003,1,bs2,2,0,0.7478810548782349,0.25211894512176514,0.6270164847373962,0.372983455657959,"(-0.366, 0.0]","(-29.1, -17.803]","(-44.738, -39.66]","(-0.6, -0.268]","(-0.0432, -0.0132]"
1,22,7,1,-0.4582669734954834,-0.5005674958229065,-0.5332699418067932,local,0,-0.4582669734954834,0,-1,local,0,-0.4582669734954834,0.20863622426986694,-1.1192245483398438,-1.3727624416351318,-22.19625473022461,-43.03369903564453,-0.042300522327423096,0.03270244598388672,1,0.0,0.0,0.042300522327423096,-0.5005674958229065,1,local,0,1,0.6117517948150635,0.3882482349872589,0.46164190769195557,0.5383580923080444,"(-0.562, -0.366]","(-29.1, -17.803]","(-44.738, -39.66]","(-0.128, 0.0263]","(0.00561, 0.0338]"
1,23,7,2,-0.35873958468437195,-0.6047772765159607,-0.6299237608909607,local,0,-0.35873958468437195,1,1,bs2,2,-0.6299237608909607,-0.11671531200408936,0.5348592400550842,-1.230602741241455,-22.19625473022461,-43.03369903564453,-0.24603769183158875,0.025146484375,0,0.27118417620658875,0.27118417620658875,0.24603769183158875,-0.6047772765159607,0,bs2,2,0,0.2997736930847168,0.7002263069152832,0.16342316567897797,0.8365768790245056,"(-0.721, -0.562]","(-29.1, -17.803]","(-44.738, -39.66]","(-0.268, -0.211]","(0.00561, 0.0338]"
2,0,0,0,-0.6815385818481445,-0.9708425402641296,-0.9723349213600159,local,0,-0.6815385818481445,1,0,bs1,1,-0.9708425402641296,0.2514076232910156,0.6929019093513489,0.3357710540294647,-60.63336181640625,-44.73743438720703,-0.2893039584159851,0.0014923810958862305,0,0.2893039584159851,0.2893039584159851,0.2893039584159851,-0.9708425402641296,0,bs1,1,0,0.4509865641593933,0.5490134358406067,0.5330936908721924,0.4669063091278076,"(-0.981, -0.721]","(-60.634, -29.1]","(-44.738, -39.66]","(-0.6, -0.268]","(-0.0132, 0.00561]"
2,1,0,1,-0.2667246460914612,-0.4945126473903656,-0.4999130964279175,local,0,-0.2667246460914612,1,0,bs1,1,-0.4945126473903656,-0.08575943112373352,1.5160177946090698,0.5988798141479492,-60.63336181640625,-44.73743438720703,-0.22778800129890442,0.00540044903755188,0,0.22778800129890442,0.22778800129890442,0.22778800129890442,-0.4945126473903656,0,bs1,1,0,0.35214030742645264,0.6478596925735474,0.5137342214584351,0.48626571893692017,"(-0.562, -0.366]","(-60.634, -29.1]","(-44.738, -39.66]","(-0.268, -0.211]","(-0.0132, 0.00561]"
