sample_id,block_id,best_joint_action_under_score,actual_joint_action,joint_action_match_under_score,selected_joint_score,best_joint_score,best_minus_selected_score,advantage,return
24,4,local,local,1,-0.49738338589668274,-0.49738338589668274,0.0,-19.24567222595215,-38.78806686401367
24,5,local,bs1,0,-0.4206705391407013,-0.2889023721218109,0.13176816701889038,-19.24567222595215,-38.78806686401367
24,6,local,local,1,-0.28114062547683716,-0.28114062547683716,0.0,-19.24567222595215,-38.78806686401367
24,7,local,bs2,0,-0.9186034202575684,-0.5964418053627014,0.32216161489486694,-19.24567222595215,-38.78806686401367
24,8,local,bs1,0,-0.5729063749313354,-0.4965405762195587,0.07636579871177673,-19.24567222595215,-38.78806686401367
24,9,local,bs2,0,-0.4860011339187622,-0.2563830614089966,0.22961807250976562,-19.24567222595215,-38.78806686401367
24,10,local,bs1,0,-0.5815854668617249,-0.3130316138267517,0.26855385303497314,-19.24567222595215,-38.78806686401367
24,11,local,bs1,0,-0.7497674226760864,-0.644256591796875,0.10551083087921143,-19.24567222595215,-38.78806686401367
24,12,local,bs1,0,-0.7105645537376404,-0.4965425431728363,0.21402201056480408,-19.24567222595215,-38.78806686401367
24,13,local,local,1,-0.4613933861255646,-0.4613933861255646,0.0,-19.24567222595215,-38.78806686401367
24,14,local,local,1,-0.4363863468170166,-0.4363863468170166,0.0,-19.24567222595215,-38.78806686401367
24,15,local,local,1,-0.5430856943130493,-0.5430856943130493,0.0,-19.24567222595215,-38.78806686401367
24,16,local,bs1,0,-1.3488569259643555,-1.0516977310180664,0.29715919494628906,-19.24567222595215,-38.78806686401367
24,17,local,local,1,-0.10328686237335205,-0.10328686237335205,0.0,-19.24567222595215,-38.78806686401367
24,18,local,bs1,0,-0.3548877239227295,-0.04883619770407677,0.3060515224933624,-19.24567222595215,-38.78806686401367
24,19,local,local,1,-0.8650069832801819,-0.8650069832801819,0.0,-19.24567222595215,-38.78806686401367
24,20,local,local,1,-0.7369577288627625,-0.7369577288627625,0.0,-19.24567222595215,-38.78806686401367
24,21,local,local,1,-0.17906135320663452,-0.17906135320663452,0.0,-19.24567222595215,-38.78806686401367
24,22,local,local,1,-0.24903976917266846,-0.24903976917266846,0.0,-19.24567222595215,-38.78806686401367
24,23,local,local,1,-0.5294844508171082,-0.5294844508171082,0.0,-19.24567222595215,-38.78806686401367
25,0,local,local,1,-0.6230189800262451,-0.6230189800262451,0.0,-12.113826751708984,-38.12284851074219
25,1,local,bs2,0,-0.9051564931869507,-0.6036996245384216,0.30145686864852905,-12.113826751708984,-38.12284851074219
25,2,local,bs1,0,-0.9052600264549255,-0.6588997840881348,0.24636024236679077,-12.113826751708984,-38.12284851074219
25,3,local,local,1,-0.6614184379577637,-0.6614184379577637,0.0,-12.113826751708984,-38.12284851074219
25,4,local,bs2,0,-0.7074938416481018,-0.5019815564155579,0.20551228523254395,-12.113826751708984,-38.12284851074219
25,5,local,bs2,0,-1.0141104459762573,-0.8000617027282715,0.21404874324798584,-12.113826751708984,-38.12284851074219
25,6,local,bs2,0,-0.9023702144622803,-0.7172316312789917,0.18513858318328857,-12.113826751708984,-38.12284851074219
25,7,local,bs1,0,-0.9762060046195984,-0.6061758995056152,0.37003010511398315,-12.113826751708984,-38.12284851074219
25,8,local,bs2,0,-0.7264692187309265,-0.5581074953079224,0.16836172342300415,-12.113826751708984,-38.12284851074219
25,9,local,local,1,-0.3796575367450714,-0.3796575367450714,0.0,-12.113826751708984,-38.12284851074219
25,10,local,bs1,0,-0.8746628761291504,-0.38321077823638916,0.49145209789276123,-12.113826751708984,-38.12284851074219
25,11,local,bs2,0,-0.9885140657424927,-0.6899969577789307,0.298517107963562,-12.113826751708984,-38.12284851074219
25,12,local,bs2,0,-0.6266946196556091,-0.4201508164405823,0.20654380321502686,-12.113826751708984,-38.12284851074219
25,13,local,local,1,-0.2738468647003174,-0.2738468647003174,0.0,-12.113826751708984,-38.12284851074219
25,14,local,local,1,-0.2811824083328247,-0.2811824083328247,0.0,-12.113826751708984,-38.12284851074219
25,15,local,bs1,0,-0.7257277965545654,-0.5383536219596863,0.18737417459487915,-12.113826751708984,-38.12284851074219
25,16,local,local,1,-1.0094319581985474,-1.0094319581985474,0.0,-12.113826751708984,-38.12284851074219
25,17,local,local,1,-0.33464473485946655,-0.33464473485946655,0.0,-12.113826751708984,-38.12284851074219
25,18,local,bs1,0,-0.5160205960273743,-0.2892444431781769,0.2267761528491974,-12.113826751708984,-38.12284851074219
25,19,local,local,1,-0.7689177393913269,-0.7689177393913269,0.0,-12.113826751708984,-38.12284851074219
25,20,local,local,1,-1.1087571382522583,-1.1087571382522583,0.0,-12.113826751708984,-38.12284851074219
25,21,local,local,1,-1.0284175872802734,-1.0284175872802734,0.0,-12.113826751708984,-38.12284851074219
25,22,local,local,1,-1.0514380931854248,-1.0514380931854248,0.0,-12.113826751708984,-38.12284851074219
25,23,local,bs2,0,-0.9507662057876587,-0.7744895219802856,0.17627668380737305,-12.113826751708984,-38.12284851074219
26,0,local,local,1,-1.131897211074829,-1.131897211074829,0.0,-16.3609561920166,-37.73868179321289
26,1,local,local,1,-0.997502326965332,-0.997502326965332,0.0,-16.3609561920166,-37.73868179321289
26,2,local,local,1,-0.9927804470062256,-0.9927804470062256,0.0,-16.3609561920166,-37.73868179321289
26,3,local,bs2,0,-0.8970120549201965,-0.7679318785667419,0.1290801763534546,-16.3609561920166,-37.73868179321289
26,4,local,local,1,-0.37293821573257446,-0.37293821573257446,0.0,-16.3609561920166,-37.73868179321289
26,5,local,bs1,0,-0.18372979760169983,-0.0410461388528347,0.14268365502357483,-16.3609561920166,-37.73868179321289
26,6,local,bs2,0,-0.1318780928850174,-0.0037365411408245564,0.12814155220985413,-16.3609561920166,-37.73868179321289
26,7,local,bs1,0,-0.7779816389083862,-0.566403329372406,0.21157830953598022,-16.3609561920166,-37.73868179321289
26,8,local,bs2,0,-0.6000159382820129,-0.5044056177139282,0.09561032056808472,-16.3609561920166,-37.73868179321289
26,9,local,bs1,0,-0.1741892695426941,-0.0,0.1741892695426941,-16.3609561920166,-37.73868179321289
26,10,local,bs2,0,-0.3166118264198303,-0.06026677042245865,0.25634506344795227,-16.3609561920166,-37.73868179321289
26,11,local,bs2,0,-0.6787481904029846,-0.5741713047027588,0.10457688570022583,-16.3609561920166,-37.73868179321289
26,12,local,local,1,-0.6695606708526611,-0.6695606708526611,0.0,-16.3609561920166,-37.73868179321289
26,13,local,bs1,0,-0.6258530020713806,-0.3639487028121948,0.2619042992591858,-16.3609561920166,-37.73868179321289
26,14,local,bs1,0,-0.5037655830383301,-0.3170156478881836,0.18674993515014648,-16.3609561920166,-37.73868179321289
26,15,local,bs1,0,-0.7979142665863037,-0.5350732207298279,0.26284104585647583,-16.3609561920166,-37.73868179321289
26,16,local,local,1,-0.5902649760246277,-0.5902649760246277,0.0,-16.3609561920166,-37.73868179321289
26,17,local,local,1,-0.824832022190094,-0.824832022190094,0.0,-16.3609561920166,-37.73868179321289
26,18,local,bs1,0,-0.919416069984436,-0.6563725471496582,0.26304352283477783,-16.3609561920166,-37.73868179321289
26,19,local,local,1,-0.7388352751731873,-0.7388352751731873,0.0,-16.3609561920166,-37.73868179321289
26,20,local,local,1,-0.7730676531791687,-0.7730676531791687,0.0,-16.3609561920166,-37.73868179321289
26,21,local,bs1,0,-1.080054521560669,-0.9085200428962708,0.1715344786643982,-16.3609561920166,-37.73868179321289
26,22,local,local,1,-0.9393177032470703,-0.9393177032470703,0.0,-16.3609561920166,-37.73868179321289
26,23,local,local,1,-0.6847424507141113,-0.6847424507141113,0.0,-16.3609561920166,-37.73868179321289
27,0,local,bs2,0,-0.9311417937278748,-0.631554365158081,0.2995874285697937,-43.17603302001953,-38.41581726074219
27,1,local,local,1,-0.3764057755470276,-0.3764057755470276,0.0,-43.17603302001953,-38.41581726074219
27,2,local,bs1,0,-0.5678725838661194,-0.38552311062812805,0.18234947323799133,-43.17603302001953,-38.41581726074219
27,3,local,bs2,0,-1.0649447441101074,-0.7401636242866516,0.3247811198234558,-43.17603302001953,-38.41581726074219
27,4,local,bs2,0,-0.6258294582366943,-0.306388258934021,0.31944119930267334,-43.17603302001953,-38.41581726074219
27,5,local,bs2,0,-0.34730857610702515,-0.17107315361499786,0.17623542249202728,-43.17603302001953,-38.41581726074219
27,6,local,local,1,-0.10292002558708191,-0.10292002558708191,0.0,-43.17603302001953,-38.41581726074219
27,7,local,bs1,0,-0.7072078585624695,-0.5273021459579468,0.1799057126045227,-43.17603302001953,-38.41581726074219
27,8,local,bs1,0,-0.42649027705192566,-0.28325045108795166,0.143239825963974,-43.17603302001953,-38.41581726074219
27,9,local,bs2,0,-0.5647509098052979,-0.3461056351661682,0.21864527463912964,-43.17603302001953,-38.41581726074219
27,10,local,local,1,-0.33101558685302734,-0.33101558685302734,0.0,-43.17603302001953,-38.41581726074219
27,11,local,bs1,0,-0.6250417232513428,-0.5153956413269043,0.10964608192443848,-43.17603302001953,-38.41581726074219
27,12,local,local,1,-0.7475449442863464,-0.7475449442863464,0.0,-43.17603302001953,-38.41581726074219
27,13,local,bs2,0,-0.6020008325576782,-0.3788670301437378,0.22313380241394043,-43.17603302001953,-38.41581726074219
27,14,local,local,1,-0.398709237575531,-0.398709237575531,0.0,-43.17603302001953,-38.41581726074219
27,15,local,bs1,0,-0.9489552974700928,-0.5378211736679077,0.41113412380218506,-43.17603302001953,-38.41581726074219
27,16,local,local,1,-0.6409612894058228,-0.6409612894058228,0.0,-43.17603302001953,-38.41581726074219
27,17,local,local,1,-0.22365625202655792,-0.22365625202655792,0.0,-43.17603302001953,-38.41581726074219
27,18,local,local,1,-0.20350396633148193,-0.20350396633148193,0.0,-43.17603302001953,-38.41581726074219
27,19,local,local,1,-0.9123197793960571,-0.9123197793960571,0.0,-43.17603302001953,-38.41581726074219
27,20,local,bs1,0,-0.8731772303581238,-0.5969519019126892,0.27622532844543457,-43.17603302001953,-38.41581726074219
27,21,local,bs1,0,-0.7018334865570068,-0.40741047263145447,0.29442301392555237,-43.17603302001953,-38.41581726074219
27,22,local,local,1,-0.41362622380256653,-0.41362622380256653,0.0,-43.17603302001953,-38.41581726074219
27,23,local,bs1,0,-0.8144899010658264,-0.6400930285453796,0.17439687252044678,-43.17603302001953,-38.41581726074219
28,0,local,bs2,0,-0.8530846834182739,-0.5363855361938477,0.31669914722442627,-44.69970703125,-39.507469177246094
28,1,local,local,1,-0.6961351633071899,-0.6961351633071899,0.0,-44.69970703125,-39.507469177246094
28,2,local,local,1,-0.7082927823066711,-0.7082927823066711,0.0,-44.69970703125,-39.507469177246094
28,3,local,bs1,0,-0.8808859586715698,-0.6168356537818909,0.26405030488967896,-44.69970703125,-39.507469177246094
28,4,local,bs2,0,-0.5522235035896301,-0.38439375162124634,0.1678297519683838,-44.69970703125,-39.507469177246094
28,5,local,local,1,-0.10811904072761536,-0.10811904072761536,0.0,-44.69970703125,-39.507469177246094
28,6,local,bs2,0,-0.30320456624031067,-0.11816942691802979,0.18503513932228088,-44.69970703125,-39.507469177246094
28,7,local,bs1,0,-0.7490073442459106,-0.5565510392189026,0.19245630502700806,-44.69970703125,-39.507469177246094
28,8,local,bs2,0,-0.3896535634994507,-0.2722843289375305,0.11736923456192017,-44.69970703125,-39.507469177246094
28,9,local,bs2,0,-0.3396245539188385,-0.13107812404632568,0.20854642987251282,-44.69970703125,-39.507469177246094
28,10,local,local,1,-0.1255427598953247,-0.1255427598953247,0.0,-44.69970703125,-39.507469177246094
28,11,local,local,1,-0.4768869876861572,-0.4768869876861572,0.0,-44.69970703125,-39.507469177246094
28,12,local,bs1,0,-0.569959282875061,-0.35218262672424316,0.21777665615081787,-44.69970703125,-39.507469177246094
28,13,local,local,1,-0.44689419865608215,-0.44689419865608215,0.0,-44.69970703125,-39.507469177246094
28,14,local,bs1,0,-0.6374958157539368,-0.5305097699165344,0.10698604583740234,-44.69970703125,-39.507469177246094
28,15,local,bs2,0,-0.7436907291412354,-0.5251044631004333,0.218586266040802,-44.69970703125,-39.507469177246094
28,16,local,local,1,-0.5277930498123169,-0.5277930498123169,0.0,-44.69970703125,-39.507469177246094
28,17,local,local,1,-0.4163581132888794,-0.4163581132888794,0.0,-44.69970703125,-39.507469177246094
28,18,local,bs1,0,-0.6251612901687622,-0.4367234408855438,0.18843784928321838,-44.69970703125,-39.507469177246094
28,19,local,local,1,-0.688921332359314,-0.688921332359314,0.0,-44.69970703125,-39.507469177246094
28,20,local,local,1,-0.6035642027854919,-0.6035642027854919,0.0,-44.69970703125,-39.507469177246094
28,21,local,local,1,-0.4294678866863251,-0.4294678866863251,0.0,-44.69970703125,-39.507469177246094
28,22,local,local,1,-0.27930957078933716,-0.27930957078933716,0.0,-44.69970703125,-39.507469177246094
28,23,local,local,1,-0.6118491888046265,-0.6118491888046265,0.0,-44.69970703125,-39.507469177246094
29,0,local,bs1,0,-0.8077009916305542,-0.5772260427474976,0.23047494888305664,-14.350018501281738,-39.48817443847656
29,1,local,local,1,-0.18235787749290466,-0.18235787749290466,0.0,-14.350018501281738,-39.48817443847656
29,2,local,bs2,0,-0.24227787554264069,-0.18918316066265106,0.053094714879989624,-14.350018501281738,-39.48817443847656
29,3,local,bs2,0,-0.9077891707420349,-0.6624589562416077,0.24533021450042725,-14.350018501281738,-39.48817443847656
29,4,local,bs2,0,-0.4302453398704529,-0.2972570061683655,0.1329883337020874,-14.350018501281738,-39.48817443847656
29,5,local,bs2,0,-0.13288840651512146,-0.085201196372509,0.04768721014261246,-14.350018501281738,-39.48817443847656
29,6,local,bs2,0,-0.24977511167526245,-0.02762436866760254,0.2221507430076599,-14.350018501281738,-39.48817443847656
29,7,local,bs1,0,-0.5638743042945862,-0.48931434750556946,0.07455995678901672,-14.350018501281738,-39.48817443847656
29,8,local,bs2,0,-0.28589847683906555,-0.26485955715179443,0.021038919687271118,-14.350018501281738,-39.48817443847656
29,9,local,bs1,0,-0.3602997660636902,-0.09791136533021927,0.2623884081840515,-14.350018501281738,-39.48817443847656
29,10,local,bs2,0,-0.18395332992076874,-0.08256279677152634,0.1013905331492424,-14.350018501281738,-39.48817443847656
29,11,local,bs1,0,-0.5270401239395142,-0.44057878851890564,0.08646133542060852,-14.350018501281738,-39.48817443847656
29,12,local,bs2,0,-0.633561372756958,-0.40147700905799866,0.23208436369895935,-14.350018501281738,-39.48817443847656
29,13,local,bs1,0,-0.14092698693275452,-0.006269379984587431,0.1346576064825058,-14.350018501281738,-39.48817443847656
29,14,local,bs1,0,-0.12367544323205948,-0.045956630259752274,0.0777188092470169,-14.350018501281738,-39.48817443847656
29,15,local,local,1,-0.5081685185432434,-0.5081685185432434,0.0,-14.350018501281738,-39.48817443847656
29,16,local,local,1,-1.0627561807632446,-1.0627561807632446,0.0,-14.350018501281738,-39.48817443847656
29,17,local,local,1,-0.9618164896965027,-0.9618164896965027,0.0,-14.350018501281738,-39.48817443847656
29,18,local,local,1,-1.0339536666870117,-1.0339536666870117,0.0,-14.350018501281738,-39.48817443847656
29,19,local,local,1,-0.822089672088623,-0.822089672088623,0.0,-14.350018501281738,-39.48817443847656
29,20,local,local,1,-0.5150472521781921,-0.5150472521781921,0.0,-14.350018501281738,-39.48817443847656
29,21,local,bs2,0,-0.7524512410163879,-0.5325255393981934,0.21992570161819458,-14.350018501281738,-39.48817443847656
29,22,local,local,1,-0.301360547542572,-0.301360547542572,0.0,-14.350018501281738,-39.48817443847656
29,23,local,local,1,-0.6265448331832886,-0.6265448331832886,0.0,-14.350018501281738,-39.48817443847656
30,0,local,bs2,0,-0.4642796516418457,-0.27871838212013245,0.18556126952171326,-13.259214401245117,-39.422386169433594
30,1,local,local,1,-0.1811400055885315,-0.1811400055885315,0.0,-13.259214401245117,-39.422386169433594
30,2,local,bs2,0,-0.1309904009103775,-0.04225870221853256,0.08873169869184494,-13.259214401245117,-39.422386169433594
30,3,local,bs2,0,-0.8717058897018433,-0.6751238703727722,0.19658201932907104,-13.259214401245117,-39.422386169433594
30,4,local,bs1,0,-0.5699654817581177,-0.3814254701137543,0.1885400116443634,-13.259214401245117,-39.422386169433594
30,5,local,bs2,0,-0.3733929693698883,-0.24157440662384033,0.13181856274604797,-13.259214401245117,-39.422386169433594
30,6,local,local,1,-0.31637391448020935,-0.31637391448020935,0.0,-13.259214401245117,-39.422386169433594
30,7,local,bs2,0,-0.8167082667350769,-0.45386824011802673,0.36284002661705017,-13.259214401245117,-39.422386169433594
30,8,local,bs2,0,-0.7395322918891907,-0.5952677130699158,0.1442645788192749,-13.259214401245117,-39.422386169433594
30,9,local,bs1,0,-0.15863944590091705,-0.04492716118693352,0.11371228098869324,-13.259214401245117,-39.422386169433594
30,10,local,bs2,0,-0.26072269678115845,-0.013648341409862041,0.24707435071468353,-13.259214401245117,-39.422386169433594
30,11,local,bs1,0,-0.5141028165817261,-0.4535439610481262,0.060558855533599854,-13.259214401245117,-39.422386169433594
30,12,local,local,1,-0.33477604389190674,-0.33477604389190674,0.0,-13.259214401245117,-39.422386169433594
30,13,local,bs1,0,-0.18226568400859833,-0.0037045918870717287,0.17856109142303467,-13.259214401245117,-39.422386169433594
30,14,local,bs2,0,-0.09606984257698059,-0.032030150294303894,0.0640396922826767,-13.259214401245117,-39.422386169433594
30,15,local,bs2,0,-0.6194394826889038,-0.39390572905540466,0.22553375363349915,-13.259214401245117,-39.422386169433594
30,16,local,bs2,0,-1.3616392612457275,-1.1667927503585815,0.194846510887146,-13.259214401245117,-39.422386169433594
30,17,local,local,1,-1.2274978160858154,-1.2274978160858154,0.0,-13.259214401245117,-39.422386169433594
30,18,local,bs2,0,-1.3661952018737793,-1.1764509677886963,0.189744234085083,-13.259214401245117,-39.422386169433594
30,19,local,bs2,0,-1.0838532447814941,-0.840632438659668,0.24322080612182617,-13.259214401245117,-39.422386169433594
30,20,local,bs1,0,-0.6366109848022461,-0.554722785949707,0.08188819885253906,-13.259214401245117,-39.422386169433594
30,21,local,local,1,-0.7004278302192688,-0.7004278302192688,0.0,-13.259214401245117,-39.422386169433594
30,22,local,bs2,0,-0.9259126782417297,-0.6450517773628235,0.28086090087890625,-13.259214401245117,-39.422386169433594
30,23,local,local,1,-0.6291691064834595,-0.6291691064834595,0.0,-13.259214401245117,-39.422386169433594
31,0,local,bs1,0,-0.41159605979919434,-0.2724713087081909,0.13912475109100342,-12.564732551574707,-38.85732650756836
31,1,local,local,1,-0.06753421574831009,-0.06753421574831009,0.0,-12.564732551574707,-38.85732650756836
31,2,local,local,1,-0.029373405501246452,-0.029373405501246452,0.0,-12.564732551574707,-38.85732650756836
31,3,local,bs1,0,-1.0717276334762573,-0.7934142351150513,0.27831339836120605,-12.564732551574707,-38.85732650756836
31,4,local,bs1,0,-0.6926201581954956,-0.30132120847702026,0.39129894971847534,-12.564732551574707,-38.85732650756836
31,5,local,local,1,-0.20353159308433533,-0.20353159308433533,0.0,-12.564732551574707,-38.85732650756836
31,6,local,local,1,-0.2058142125606537,-0.2058142125606537,0.0,-12.564732551574707,-38.85732650756836
31,7,local,local,1,-0.4611843526363373,-0.4611843526363373,0.0,-12.564732551574707,-38.85732650756836
31,8,local,local,1,-1.1199456453323364,-1.1199456453323364,0.0,-12.564732551574707,-38.85732650756836
31,9,local,local,1,-0.6977501511573792,-0.6977501511573792,0.0,-12.564732551574707,-38.85732650756836
31,10,local,local,1,-0.6392331719398499,-0.6392331719398499,0.0,-12.564732551574707,-38.85732650756836
31,11,local,bs1,0,-0.8538846969604492,-0.601172685623169,0.2527120113372803,-12.564732551574707,-38.85732650756836
31,12,local,bs2,0,-0.4959720969200134,-0.31218141317367554,0.1837906837463379,-12.564732551574707,-38.85732650756836
31,13,local,local,1,-0.24837712943553925,-0.24837712943553925,0.0,-12.564732551574707,-38.85732650756836
31,14,local,local,1,-0.2400946021080017,-0.2400946021080017,0.0,-12.564732551574707,-38.85732650756836
31,15,local,local,1,-0.3507159650325775,-0.3507159650325775,0.0,-12.564732551574707,-38.85732650756836
31,16,local,bs2,0,-1.4717258214950562,-1.2051764726638794,0.26654934883117676,-12.564732551574707,-38.85732650756836
31,17,local,bs2,0,-0.6955171823501587,-0.4426283836364746,0.2528887987136841,-12.564732551574707,-38.85732650756836
31,18,local,bs1,0,-0.6442097425460815,-0.3395157754421234,0.30469396710395813,-12.564732551574707,-38.85732650756836
31,19,local,local,1,-0.8201930522918701,-0.8201930522918701,0.0,-12.564732551574707,-38.85732650756836
31,20,local,bs1,0,-0.774120569229126,-0.4945492446422577,0.2795713245868683,-12.564732551574707,-38.85732650756836
31,21,local,bs1,0,-0.4932994246482849,-0.3074414134025574,0.18585801124572754,-12.564732551574707,-38.85732650756836
31,22,local,bs1,0,-0.47755521535873413,-0.26006513833999634,0.2174900770187378,-12.564732551574707,-38.85732650756836
31,23,local,local,1,-0.6503210663795471,-0.6503210663795471,0.0,-12.564732551574707,-38.85732650756836
32,0,local,bs1,0,-0.474909245967865,-0.27173659205436707,0.20317265391349792,-12.202154159545898,-38.53134536743164
32,1,local,local,1,-0.07754901796579361,-0.07754901796579361,0.0,-12.202154159545898,-38.53134536743164
32,2,local,local,1,-0.08397100120782852,-0.08397100120782852,0.0,-12.202154159545898,-38.53134536743164
32,3,local,bs2,0,-0.8897609710693359,-0.7051903009414673,0.18457067012786865,-12.202154159545898,-38.53134536743164
32,4,local,bs2,0,-0.5231935977935791,-0.2879542112350464,0.23523938655853271,-12.202154159545898,-38.53134536743164
32,5,local,bs1,0,-0.27409014105796814,-0.15899598598480225,0.1150941550731659,-12.202154159545898,-38.53134536743164
32,6,local,bs2,0,-0.13467612862586975,-0.0051076821982860565,0.1295684427022934,-12.202154159545898,-38.53134536743164
32,7,local,bs1,0,-0.4126993417739868,-0.32434478402137756,0.08835455775260925,-12.202154159545898,-38.53134536743164
32,8,local,bs2,0,-1.108312964439392,-1.044991135597229,0.06332182884216309,-12.202154159545898,-38.53134536743164
32,9,local,bs1,0,-0.9155324697494507,-0.777274489402771,0.1382579803466797,-12.202154159545898,-38.53134536743164
32,10,local,local,1,-0.7474385499954224,-0.7474385499954224,0.0,-12.202154159545898,-38.53134536743164
32,11,local,bs1,0,-0.8307788968086243,-0.7082899808883667,0.12248891592025757,-12.202154159545898,-38.53134536743164
32,12,local,bs1,0,-0.5098112225532532,-0.30419960618019104,0.20561161637306213,-12.202154159545898,-38.53134536743164
32,13,local,local,1,-0.22762759029865265,-0.22762759029865265,0.0,-12.202154159545898,-38.53134536743164
32,14,local,local,1,-0.34101730585098267,-0.34101730585098267,0.0,-12.202154159545898,-38.53134536743164
32,15,local,bs2,0,-0.5184351801872253,-0.3468957543373108,0.17153942584991455,-12.202154159545898,-38.53134536743164
32,16,local,local,1,-1.0631544589996338,-1.0631544589996338,0.0,-12.202154159545898,-38.53134536743164
32,17,local,local,1,-1.2148319482803345,-1.2148319482803345,0.0,-12.202154159545898,-38.53134536743164
32,18,local,bs2,0,-1.3090161085128784,-1.1665045022964478,0.14251160621643066,-12.202154159545898,-38.53134536743164
32,19,local,bs1,0,-0.9823249578475952,-0.9025014042854309,0.0798235535621643,-12.202154159545898,-38.53134536743164
32,20,local,local,1,-0.31987613439559937,-0.31987613439559937,0.0,-12.202154159545898,-38.53134536743164
32,21,local,local,1,-0.12271007895469666,-0.12271007895469666,0.0,-12.202154159545898,-38.53134536743164
32,22,local,local,1,-0.0415460579097271,-0.0415460579097271,0.0,-12.202154159545898,-38.53134536743164
32,23,local,local,1,-0.5870182514190674,-0.5870182514190674,0.0,-12.202154159545898,-38.53134536743164
33,0,local,local,1,-1.0021378993988037,-1.0021378993988037,0.0,-11.850017547607422,-38.24608612060547
33,1,local,local,1,-0.8353713154792786,-0.8353713154792786,0.0,-11.850017547607422,-38.24608612060547
33,2,local,bs2,0,-0.9519050717353821,-0.853273332118988,0.09863173961639404,-11.850017547607422,-38.24608612060547
33,3,local,bs2,0,-1.0146939754486084,-0.8278610706329346,0.18683290481567383,-11.850017547607422,-38.24608612060547
33,4,local,local,1,-0.3389236330986023,-0.3389236330986023,0.0,-11.850017547607422,-38.24608612060547
33,5,local,local,1,-0.2235107421875,-0.2235107421875,0.0,-11.850017547607422,-38.24608612060547
33,6,local,local,1,-0.0051076821982860565,-0.0051076821982860565,0.0,-11.850017547607422,-38.24608612060547
33,7,local,bs2,0,-0.4940268397331238,-0.32895997166633606,0.16506686806678772,-11.850017547607422,-38.24608612060547
33,8,local,local,1,-1.044991135597229,-1.044991135597229,0.0,-11.850017547607422,-38.24608612060547
33,9,local,bs1,0,-1.356864094734192,-1.2067327499389648,0.15013134479522705,-11.850017547607422,-38.24608612060547
33,10,local,bs2,0,-1.5311107635498047,-1.383522391319275,0.14758837223052979,-11.850017547607422,-38.24608612060547
33,11,local,local,1,-0.8678060173988342,-0.8678060173988342,0.0,-11.850017547607422,-38.24608612060547
33,12,local,local,1,-0.2850761413574219,-0.2850761413574219,0.0,-11.850017547607422,-38.24608612060547
33,13,local,local,1,-0.008327648043632507,-0.008327648043632507,0.0,-11.850017547607422,-38.24608612060547
33,14,local,local,1,-0.16551929712295532,-0.16551929712295532,0.0,-11.850017547607422,-38.24608612060547
33,15,local,bs2,0,-0.4216863811016083,-0.31686440110206604,0.10482197999954224,-11.850017547607422,-38.24608612060547
33,16,local,local,1,-0.5141462683677673,-0.5141462683677673,0.0,-11.850017547607422,-38.24608612060547
33,17,local,bs2,0,-1.0472053289413452,-0.8735606670379639,0.17364466190338135,-11.850017547607422,-38.24608612060547
33,18,local,local,1,-0.8781136274337769,-0.8781136274337769,0.0,-11.850017547607422,-38.24608612060547
33,19,local,local,1,-0.6644521951675415,-0.6644521951675415,0.0,-11.850017547607422,-38.24608612060547
33,20,local,bs1,0,-0.46409574151039124,-0.35217565298080444,0.11192008852958679,-11.850017547607422,-38.24608612060547
33,21,local,local,1,-0.01535074133425951,-0.01535074133425951,0.0,-11.850017547607422,-38.24608612060547
33,22,local,bs2,0,-0.29962801933288574,-0.08429870754480362,0.21532931923866272,-11.850017547607422,-38.24608612060547
33,23,local,bs2,0,-0.8260848522186279,-0.6882113814353943,0.13787347078323364,-11.850017547607422,-38.24608612060547
34,0,local,local,1,-1.0021378993988037,-1.0021378993988037,0.0,-11.70211124420166,-37.19667053222656
34,1,local,bs1,0,-1.993877649307251,-1.573661208152771,0.42021644115448,-11.70211124420166,-37.19667053222656
34,2,local,local,1,-1.868565320968628,-1.868565320968628,0.0,-11.70211124420166,-37.19667053222656
34,3,local,bs1,0,-1.3135019540786743,-1.0542323589324951,0.2592695951461792,-11.70211124420166,-37.19667053222656
34,4,local,local,1,-0.3598014712333679,-0.3598014712333679,0.0,-11.70211124420166,-37.19667053222656
34,5,local,local,1,-0.5001811981201172,-0.5001811981201172,0.0,-11.70211124420166,-37.19667053222656
34,6,local,bs2,0,-0.7536458373069763,-0.37265440821647644,0.3809914290904999,-11.70211124420166,-37.19667053222656
34,7,local,bs1,0,-0.8491607308387756,-0.4352949559688568,0.4138657748699188,-11.70211124420166,-37.19667053222656
34,8,local,local,1,-1.3751031160354614,-1.3751031160354614,0.0,-11.70211124420166,-37.19667053222656
34,9,local,bs2,0,-0.71226567029953,-0.5466905832290649,0.1655750870704651,-11.70211124420166,-37.19667053222656
34,10,local,bs1,0,-0.746601402759552,-0.48452234268188477,0.26207906007766724,-11.70211124420166,-37.19667053222656
34,11,local,local,1,-0.7952592968940735,-0.7952592968940735,0.0,-11.70211124420166,-37.19667053222656
34,12,local,local,1,-0.4514898657798767,-0.4514898657798767,0.0,-11.70211124420166,-37.19667053222656
34,13,local,bs1,0,-1.2655701637268066,-0.9245314598083496,0.34103870391845703,-11.70211124420166,-37.19667053222656
34,14,local,local,1,-1.2000879049301147,-1.2000879049301147,0.0,-11.70211124420166,-37.19667053222656
