critic_arch_mode,actor_input_mode,actor_raw_input_mode,critic_input_mode,run_dir,epochs_completed,best_reward,final_reward,best_epoch,reward_gap,reward_gap_abs,final_actor_loss,final_critic_loss,final_policy_entropy,final_advantage_mean,final_advantage_std,final_normalized_advantage_mean,final_normalized_advantage_std,final_positive_advantage_ratio,final_negative_advantage_ratio,final_delta_log_prob_selected_action_mean,final_delta_log_prob_selected_action_std,final_selected_action_prob_gain_mean,final_advantage_action_alignment,final_high_advantage_action_prob_gain,final_mid_advantage_action_prob_gain,final_low_advantage_action_prob_gain,final_negative_advantage_action_prob_gain,final_advantage_bucket_high_positive_threshold,final_advantage_bucket_near_zero_threshold,final_ratio_mean,final_ratio_std,final_ratio_min,final_ratio_max,final_clip_fraction,final_positive_adv_clip_fraction,final_negative_adv_clip_fraction,final_approx_kl,final_entropy_loss,final_policy_loss,final_ratio_by_adv_sign,final_actor_grad_norm,final_action_distribution_std,final_action_prob_std,final_policy_std_mean,final_policy_logit_std,final_policy_confidence_mean,final_selected_action_histogram,final_probe_policy_pairwise_kl_mean,final_probe_policy_pairwise_l1_mean,final_policy_logit_delta_mean,final_policy_logit_delta_std,final_selected_action_change_rate,final_top1_action_change_rate,final_top1_prob_delta_mean,final_popart_mean,final_popart_std,final_value_target_mean,final_value_target_std,final_critic_raw_prediction_mean,final_critic_raw_prediction_std,final_critic_normalized_prediction_mean,final_critic_normalized_prediction_std,final_value_explained_variance,final_prediction_target_corr,final_prediction_std_over_target_std,final_probe_prediction_std,final_probe_prediction_range,final_pairwise_prediction_distance_mean,final_critic_vs_constant_mse_gain,final_critic_vs_constant_huber_gain,final_critic_hidden_feature_std,final_critic_hidden_feature_dim_std_mean,final_critic_hidden_feature_dim_std_min,final_critic_head_weight_norm,final_critic_head_bias_mean,final_critic_backbone_grad_norm,final_critic_head_grad_norm,final_actor_input_mean,final_actor_input_std,final_actor_input_dim_std_mean,final_actor_input_dim_std_min,final_actor_input_clip_fraction,final_actor_input_derived_dim,final_actor_input_total_dim,final_actor_derived_feature_mean,final_actor_derived_feature_std,final_actor_raw_dim,final_actor_raw_pruned_dim_count,final_actor_raw_dim_std_mean,final_actor_raw_dim_std_min,final_actor_raw_zero_var_dim_count,final_actor_raw_static_zero_var_dim_count,final_critic_input_mean,final_critic_input_std,final_critic_input_dim_std_mean,final_critic_input_dim_std_min,final_critic_input_clip_fraction,final_critic_input_derived_dim,final_critic_input_total_dim,final_critic_derived_feature_mean,final_critic_derived_feature_std,best_epoch_is_one,final_critic_backbone_to_head_grad_ratio,final_target_bucket_prediction_slope
stronger_critic_backbone,normalized_augmented_actor_input,baseline_actor_raw,normalized_augmented_critic_input,checkpoints\dense_policy_update_diagnosis_20260317_081410\policy_update_diagnosis_20260317_081419_616871,5,-149.54384062042405,-160.17104354957385,1,-10.627202929149803,10.627202929149803,-0.1586288849823177,0.2026144568575546,30.918795824050903,-10.297611236572266,16.06817054748535,4.7087670651535525e-08,1.0,0.1599999964237213,0.8399999737739563,-0.9039159417152404,7.705016613006592,6369611.5,0.6650279760360718,91575.0859375,56521360.0,1654427.25,101754.640625,30.830371856689453,1.6068170547485352,6369612.0,61776332.0,2.083434987032451e-12,620965504.0,1.0,1.0,1.0,0.9039159417152404,-0.0310493279248476,-0.1408912539482116,"{""negative"": {""count"": 84, ""max"": 6984479.5, ""mean"": 176903.671875, ""min"": 2.083434987032451e-12, ""std"": 1019470.1875}, ""positive"": {""count"": 16, ""max"": 620965504.0, ""mean"": 38881336.0, ""min"": 1.7880526781082153, ""std"": 150293600.0}}",5.280251263797939,0.2318986058235168,0.2318986058235168,0.3724423348903656,0.2318986058235168,0.4952173829078674,"{""0p5_to_1"": 810, ""1_to_2"": 68, ""gt_2"": 0, ""lt_neg_2"": 0, ""neg_0p5_to_0"": 2712, ""neg_1_to_neg_0p5"": 736, ""neg_2_to_neg_1"": 69, ""zero_to_0p5"": 2805}",0.0012256914051249,0.0376692079007625,-0.0022512811701744,0.0717169642448425,0.0299479166666666,0.0052083333333333,0.0010418746387585,-35.22461585998535,14.658950732767629,-0.991081953048706,0.9750555157661438,-49.65084457397461,13.542817115783691,-0.98412424325943,0.92385995388031,0.9715399742126464,0.9864361882209778,0.9474947452545166,12.911664009094238,54.737770080566406,12.856406211853027,0.9236269593238832,0.3486765623092651,0.756479024887085,0.3220957517623901,0.1154569089412689,0.4440650045871734,2.376509189605713,1.1235855591950137,0.8231585730854981,0.007842474617064,0.944035530090332,0.8379178047180176,0.0,0.0006500000017695,200,400,0.0455320216715335,0.2874431312084198,200,0,0.1596371978521347,0.0,42,42,0.0059107071720063,0.9226807951927184,0.8198156356811523,0.0,0.0004278074775356,174,374,0.0213711652904748,0.2546591162681579,1,1.3649685276722814,0.9262517499534821
