mode,epoch,update_epoch,minibatch_id,trace_stage,trace_scope,critic_loss,actor_loss,critic_grad_norm,actor_grad_norm,critic_param_delta_norm,actor_param_delta_norm,critic_backbone_delta_norm,critic_head_delta_norm,actor_backbone_delta_norm,actor_head_delta_norm,critic_param_delta_norm_after_popart,critic_backbone_delta_norm_after_popart,critic_head_delta_norm_after_popart,critic_param_delta_norm_after_optimizer_step,value_pred_mean,value_pred_std,value_target_mean,value_target_std,return_mean,return_std,advantage_mean,advantage_std,pearson_value_vs_value_target,spearman_value_vs_value_target,pearson_value_vs_return,spearman_value_vs_return,pearson_value_vs_advantage,spearman_value_vs_advantage,pearson_value_vs_one_step_reward,spearman_value_vs_one_step_reward,popart_mean,popart_std
hierarchical_actor_joint_reward_aligned_credit,0,0,1,after_actor_before_critic,minibatch,0.9282183647155762,0.1504410058259964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0,-20.278730392456055,10.272130966186523,-0.43419966101646423,0.9874957203865051,-30.250341415405273,8.57490062713623,-14.2317533493042,13.444973945617676,0.2558556795120239,0.1946481168270111,0.25585564970970154,0.1946481168270111,-0.7652526497840881,-0.7467009425163269,-0.2366228997707367,-0.33321118354797363,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,0,1,before_critic,minibatch,0.9282183647155762,0.1504410058259964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0,-20.278730392456055,10.272130966186523,-0.43419966101646423,0.9874957203865051,-30.250341415405273,8.57490062713623,-14.2317533493042,13.444973945617676,0.2558556795120239,0.1946481168270111,0.25585564970970154,0.1946481168270111,-0.7652526497840881,-0.7467009425163269,-0.2366228997707367,-0.33321118354797363,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,0,1,after_backward_before_step,minibatch,0.9282183647155762,0.1504410058259964,4.711725739614069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0,-20.278730392456055,10.272130966186523,-0.43419966101646423,0.9874957203865051,-30.250341415405273,8.57490062713623,-14.2317533493042,13.444973945617676,0.2558556795120239,0.1946481168270111,0.25585564970970154,0.1946481168270111,-0.7652526497840881,-0.7467009425163269,-0.2366228997707367,-0.33321118354797363,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,0,1,after_optimizer_step,minibatch,0.9282183647155762,0.1504410058259964,4.711725739614069,0.0,0.0575650329810696,0.0,0.05681467110430026,0.004685997147059623,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0575650329810696,-22.46918296813965,7.316708087921143,-0.43419966101646423,0.9874957203865051,-30.250341415405273,8.57490062713623,-14.2317533493042,13.444973945617676,0.28105178475379944,0.22067449986934662,0.28105178475379944,0.22067449986934662,-0.7162010073661804,-0.7071114778518677,-0.3049856424331665,-0.340175986289978,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,0,1,after_critic,minibatch,0.9282183647155762,0.1504410058259964,4.711725739614069,0.0,0.0575650329810696,0.0,0.05681467110430026,0.004685997147059623,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0575650329810696,-22.46918296813965,7.316708087921143,-0.43419966101646423,0.9874957203865051,-30.250341415405273,8.57490062713623,-14.2317533493042,13.444973945617676,0.28105178475379944,0.22067449986934662,0.28105178475379944,0.22067449986934662,-0.7162010073661804,-0.7071114778518677,-0.3049856424331665,-0.340175986289978,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,0,2,before_actor,minibatch,1.161481261253357,0.03318769484758377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0,-19.237796783447266,13.298821449279785,-0.4140702188014984,1.1297532320022583,-30.07554817199707,9.81019115447998,-16.755380630493164,18.179935455322266,0.1254054307937622,0.12133432179689407,0.1254054456949234,0.12133432179689407,-0.7957572340965271,-0.7833578586578369,-0.3828534781932831,0.04252199828624725,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,0,2,after_actor_before_critic,minibatch,1.161481261253357,0.03318769484758377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0,-19.237796783447266,13.298821449279785,-0.4140702188014984,1.1297532320022583,-30.07554817199707,9.81019115447998,-16.755380630493164,18.179935455322266,0.1254054307937622,0.12133432179689407,0.1254054456949234,0.12133432179689407,-0.7957572340965271,-0.7833578586578369,-0.3828534781932831,0.04252199828624725,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,0,2,before_critic,minibatch,1.161481261253357,0.03318769484758377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0,-19.237796783447266,13.298821449279785,-0.4140702188014984,1.1297532320022583,-30.07554817199707,9.81019115447998,-16.755380630493164,18.179935455322266,0.1254054307937622,0.12133432179689407,0.1254054456949234,0.12133432179689407,-0.7957572340965271,-0.7833578586578369,-0.3828534781932831,0.04252199828624725,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,0,2,after_backward_before_step,minibatch,1.161481261253357,0.03318769484758377,4.5501794638687425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0,-19.237796783447266,13.298821449279785,-0.4140702188014984,1.1297532320022583,-30.07554817199707,9.81019115447998,-16.755380630493164,18.179935455322266,0.1254054307937622,0.12133432179689407,0.1254054456949234,0.12133432179689407,-0.7957572340965271,-0.7833578586578369,-0.3828534781932831,0.04252199828624725,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,0,2,after_optimizer_step,minibatch,1.161481261253357,0.03318769484758377,4.5501794638687425,0.0,0.06454120312567539,0.0,0.06396015417515451,0.004419359395539055,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.06454120312567539,-21.931692123413086,10.464064598083496,-0.4140702188014984,1.1297532320022583,-30.07554817199707,9.81019115447998,-16.755380630493164,18.179935455322266,0.13327138125896454,0.11546921730041504,0.13327139616012573,0.11546921730041504,-0.6880972981452942,-0.7646628022193909,-0.4977775812149048,0.02162756770849228,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,0,2,after_critic,minibatch,1.161481261253357,0.03318769484758377,4.5501794638687425,0.0,0.06454120312567539,0.0,0.06396015417515451,0.004419359395539055,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.06454120312567539,-21.931692123413086,10.464064598083496,-0.4140702188014984,1.1297532320022583,-30.07554817199707,9.81019115447998,-16.755380630493164,18.179935455322266,0.13327138125896454,0.11546921730041504,0.13327139616012573,0.11546921730041504,-0.6880972981452942,-0.7646628022193909,-0.4977775812149048,0.02162756770849228,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,0,3,before_actor,minibatch,2.1647586822509766,0.07918204367160797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0,-16.233333587646484,18.716339111328125,-0.5553416013717651,1.3845242261886597,-31.30227279663086,12.022489547729492,-17.63797378540039,24.617128372192383,-0.07879721373319626,0.0,-0.07879719883203506,0.0,-0.8715158700942993,-0.800000011920929,-0.6841545701026917,-1.0,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,0,3,after_actor_before_critic,minibatch,2.1647586822509766,0.07918204367160797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0,-16.233333587646484,18.716339111328125,-0.5553416013717651,1.3845242261886597,-31.30227279663086,12.022489547729492,-17.63797378540039,24.617128372192383,-0.07879721373319626,0.0,-0.07879719883203506,0.0,-0.8715158700942993,-0.800000011920929,-0.6841545701026917,-1.0,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,0,3,before_critic,minibatch,2.1647586822509766,0.07918204367160797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0,-16.233333587646484,18.716339111328125,-0.5553416013717651,1.3845242261886597,-31.30227279663086,12.022489547729492,-17.63797378540039,24.617128372192383,-0.07879721373319626,0.0,-0.07879719883203506,0.0,-0.8715158700942993,-0.800000011920929,-0.6841545701026917,-1.0,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,0,3,after_backward_before_step,minibatch,2.1647586822509766,0.07918204367160797,8.078982754464697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0,-16.233333587646484,18.716339111328125,-0.5553416013717651,1.3845242261886597,-31.30227279663086,12.022489547729492,-17.63797378540039,24.617128372192383,-0.07879721373319626,0.0,-0.07879719883203506,0.0,-0.8715158700942993,-0.800000011920929,-0.6841545701026917,-1.0,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,0,3,after_optimizer_step,minibatch,2.1647586822509766,0.07918204367160797,8.078982754464697,0.0,0.0667159123430951,0.0,0.06615702233240467,0.004024665017742837,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0667159123430951,-22.008255004882812,9.250967979431152,-0.5553416013717651,1.3845242261886597,-31.30227279663086,12.022489547729492,-17.63797378540039,24.617128372192383,-0.094748854637146,0.0,-0.0947488471865654,0.0,-0.8785269856452942,-0.800000011920929,-0.717798113822937,-1.0,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,0,3,after_critic,minibatch,2.1647586822509766,0.07918204367160797,8.078982754464697,0.0,0.0667159123430951,0.0,0.06615702233240467,0.004024665017742837,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0667159123430951,-22.008255004882812,9.250967979431152,-0.5553416013717651,1.3845242261886597,-31.30227279663086,12.022489547729492,-17.63797378540039,24.617128372192383,-0.094748854637146,0.0,-0.0947488471865654,0.0,-0.8785269856452942,-0.800000011920929,-0.717798113822937,-1.0,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,1,4,before_actor,minibatch,0.546959400177002,0.10606132447719574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0,-25.56587791442871,3.26074481010437,-0.5255455374717712,1.1003859043121338,-31.043540954589844,9.555180549621582,-14.740865707397461,15.379985809326172,0.6003315448760986,0.321847528219223,0.6003315448760986,0.321847528219223,-0.3032304048538208,-0.45637834072113037,-0.5398604869842529,-0.5641496181488037,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,1,4,after_actor_before_critic,minibatch,0.546959400177002,0.10606132447719574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0,-25.56587791442871,3.26074481010437,-0.5255455374717712,1.1003859043121338,-31.043540954589844,9.555180549621582,-14.740865707397461,15.379985809326172,0.6003315448760986,0.321847528219223,0.6003315448760986,0.321847528219223,-0.3032304048538208,-0.45637834072113037,-0.5398604869842529,-0.5641496181488037,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,1,4,before_critic,minibatch,0.546959400177002,0.10606132447719574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0,-25.56587791442871,3.26074481010437,-0.5255455374717712,1.1003859043121338,-31.043540954589844,9.555180549621582,-14.740865707397461,15.379985809326172,0.6003315448760986,0.321847528219223,0.6003315448760986,0.321847528219223,-0.3032304048538208,-0.45637834072113037,-0.5398604869842529,-0.5641496181488037,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,1,4,after_backward_before_step,minibatch,0.546959400177002,0.10606132447719574,2.704777906210314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0,-25.56587791442871,3.26074481010437,-0.5255455374717712,1.1003859043121338,-31.043540954589844,9.555180549621582,-14.740865707397461,15.379985809326172,0.6003315448760986,0.321847528219223,0.6003315448760986,0.321847528219223,-0.3032304048538208,-0.45637834072113037,-0.5398604869842529,-0.5641496181488037,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,1,4,after_optimizer_step,minibatch,0.546959400177002,0.10606132447719574,2.704777906210314,0.0,0.06767742257860185,0.0,0.06714810944457068,0.004098216902417587,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.06767742257860185,-26.09955596923828,3.87479829788208,-0.5255455374717712,1.1003859043121338,-31.043540954589844,9.555180549621582,-14.740865707397461,15.379985809326172,0.7330125570297241,0.32331380248069763,0.7330125570297241,0.32331380248069763,0.09567087888717651,-0.3779325783252716,-0.5317423939704895,-0.5740469694137573,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,1,4,after_critic,minibatch,0.546959400177002,0.10606132447719574,2.704777906210314,0.0,0.06767742257860185,0.0,0.06714810944457068,0.004098216902417587,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.06767742257860185,-26.09955596923828,3.87479829788208,-0.5255455374717712,1.1003859043121338,-31.043540954589844,9.555180549621582,-14.740865707397461,15.379985809326172,0.7330125570297241,0.32331380248069763,0.7330125570297241,0.32331380248069763,0.09567087888717651,-0.3779325783252716,-0.5317423939704895,-0.5740469694137573,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,1,5,before_actor,minibatch,0.8847935199737549,0.18662571907043457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0,-24.153345108032227,8.07408618927002,-0.6367854475975037,1.0061068534851074,-32.009490966796875,8.736509323120117,-21.395896911621094,19.676658630371094,-0.018394125625491142,-0.07771261781454086,-0.018394125625491142,-0.07771261781454086,-0.6143695116043091,-0.6030059456825256,-0.5744346976280212,-0.493035227060318,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,1,5,after_actor_before_critic,minibatch,0.8847935199737549,0.18662571907043457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0,-24.153345108032227,8.07408618927002,-0.6367854475975037,1.0061068534851074,-32.009490966796875,8.736509323120117,-21.395896911621094,19.676658630371094,-0.018394125625491142,-0.07771261781454086,-0.018394125625491142,-0.07771261781454086,-0.6143695116043091,-0.6030059456825256,-0.5744346976280212,-0.493035227060318,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,1,5,before_critic,minibatch,0.8847935199737549,0.18662571907043457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0,-24.153345108032227,8.07408618927002,-0.6367854475975037,1.0061068534851074,-32.009490966796875,8.736509323120117,-21.395896911621094,19.676658630371094,-0.018394125625491142,-0.07771261781454086,-0.018394125625491142,-0.07771261781454086,-0.6143695116043091,-0.6030059456825256,-0.5744346976280212,-0.493035227060318,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,1,5,after_backward_before_step,minibatch,0.8847935199737549,0.18662571907043457,3.9601963556594626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0,-24.153345108032227,8.07408618927002,-0.6367854475975037,1.0061068534851074,-32.009490966796875,8.736509323120117,-21.395896911621094,19.676658630371094,-0.018394125625491142,-0.07771261781454086,-0.018394125625491142,-0.07771261781454086,-0.6143695116043091,-0.6030059456825256,-0.5744346976280212,-0.493035227060318,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,1,5,after_optimizer_step,minibatch,0.8847935199737549,0.18662571907043457,3.9601963556594626,0.0,0.07416974785754482,0.0,0.07371158726970412,0.00397624511904813,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.07416974785754482,-26.29212188720703,4.394153594970703,-0.6367854475975037,1.0061068534851074,-32.009490966796875,8.736509323120117,-21.395896911621094,19.676658630371094,-0.023601753637194633,-0.1081378385424614,-0.02360175922513008,-0.1081378385424614,-0.47514140605926514,-0.4560117721557617,-0.5668502449989319,-0.5234604477882385,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,1,5,after_critic,minibatch,0.8847935199737549,0.18662571907043457,3.9601963556594626,0.0,0.07416974785754482,0.0,0.07371158726970412,0.00397624511904813,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.07416974785754482,-26.29212188720703,4.394153594970703,-0.6367854475975037,1.0061068534851074,-32.009490966796875,8.736509323120117,-21.395896911621094,19.676658630371094,-0.023601753637194633,-0.1081378385424614,-0.02360175922513008,-0.1081378385424614,-0.47514140605926514,-0.4560117721557617,-0.5668502449989319,-0.5234604477882385,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,1,6,before_actor,minibatch,0.4162723124027252,-0.002023667097091675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0,-25.883495330810547,4.432703495025635,-0.538640022277832,0.8558462858200073,-31.15724754333496,7.43172550201416,-15.243285179138184,17.771015167236328,0.35558152198791504,0.13819649815559387,0.3555815815925598,0.13819649815559387,-0.044722653925418854,-0.13379766047000885,-0.287031888961792,-0.5498534440994263,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,1,6,after_actor_before_critic,minibatch,0.4162723124027252,-0.002023667097091675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0,-25.883495330810547,4.432703495025635,-0.538640022277832,0.8558462858200073,-31.15724754333496,7.43172550201416,-15.243285179138184,17.771015167236328,0.35558152198791504,0.13819649815559387,0.3555815815925598,0.13819649815559387,-0.044722653925418854,-0.13379766047000885,-0.287031888961792,-0.5498534440994263,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,1,6,before_critic,minibatch,0.4162723124027252,-0.002023667097091675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0,-25.883495330810547,4.432703495025635,-0.538640022277832,0.8558462858200073,-31.15724754333496,7.43172550201416,-15.243285179138184,17.771015167236328,0.35558152198791504,0.13819649815559387,0.3555815815925598,0.13819649815559387,-0.044722653925418854,-0.13379766047000885,-0.287031888961792,-0.5498534440994263,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,1,6,after_backward_before_step,minibatch,0.4162723124027252,-0.002023667097091675,2.70019555707877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0,-25.883495330810547,4.432703495025635,-0.538640022277832,0.8558462858200073,-31.15724754333496,7.43172550201416,-15.243285179138184,17.771015167236328,0.35558152198791504,0.13819649815559387,0.3555815815925598,0.13819649815559387,-0.044722653925418854,-0.13379766047000885,-0.287031888961792,-0.5498534440994263,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,1,6,after_optimizer_step,minibatch,0.4162723124027252,-0.002023667097091675,2.70019555707877,0.0,0.07368328433805182,0.0,0.07325940491358217,0.004028566224537932,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.07368328433805182,-26.25074005126953,5.976795196533203,-0.538640022277832,0.8558462858200073,-31.15724754333496,7.43172550201416,-15.243285179138184,17.771015167236328,0.6117413640022278,0.18988271057605743,0.6117414236068726,0.18988271057605743,0.24662967026233673,-0.011730206198990345,-0.13430629670619965,-0.46114373207092285,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,1,6,after_critic,minibatch,0.4162723124027252,-0.002023667097091675,2.70019555707877,0.0,0.07368328433805182,0.0,0.07325940491358217,0.004028566224537932,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.07368328433805182,-26.25074005126953,5.976795196533203,-0.538640022277832,0.8558462858200073,-31.15724754333496,7.43172550201416,-15.243285179138184,17.771015167236328,0.6117413640022278,0.18988271057605743,0.6117414236068726,0.18988271057605743,0.24662967026233673,-0.011730206198990345,-0.13430629670619965,-0.46114373207092285,-26.479977289835613,8.683481033755402
hierarchical_actor_joint_reward_aligned_credit,0,1,7,before_actor,minibatch,1.0922224521636963,0.16250930726528168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916590949563415,0.0,0.22916590949563415,0.0,-26.577594757080078,3.405956745147705,0.19591447710990906,1.9631768465042114,-24.778759002685547,17.047208786010742,-8.835071563720703,11.618216514587402,0.8841331601142883,0.800000011920929,0.8841330409049988,0.800000011920929,-0.19459624588489532,0.0,0.10815983265638351,0.0,-26.479977289835613,8.683481033755402
