mode,epoch,update_epoch,minibatch_id,trace_stage,trace_scope,probe_value_pred_mean,probe_value_pred_std,probe_value_target_mean,probe_value_target_std,probe_return_mean,probe_return_std,probe_advantage_mean,probe_advantage_std,probe_pearson_value_vs_value_target,probe_spearman_value_vs_value_target,probe_pearson_value_vs_return,probe_spearman_value_vs_return,probe_pearson_value_vs_advantage,probe_spearman_value_vs_advantage,probe_pearson_value_vs_one_step_reward,probe_spearman_value_vs_one_step_reward
hierarchical_actor_joint_reward_aligned_credit,0,-1,-1,before_popart_update,preloop,-20.807119369506836,7.536558628082275,-1.6966581344604492,0.6889131665229797,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.3278252184391022,-0.0318063385784626,0.3278252184391022,-0.0318063385784626,-0.8455946445465088,-0.7409899830818176,-0.4007069766521454,-0.14090315997600555
hierarchical_actor_joint_reward_aligned_credit,0,-1,-1,after_popart_update,preloop,-22.5444393157959,8.870739936828613,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.3278252184391022,-0.0318063385784626,0.3278252184391022,-0.0318063385784626,-0.8455946445465088,-0.7409899830818176,-0.4007068872451782,-0.14090315997600555
hierarchical_actor_joint_reward_aligned_credit,0,-1,-1,after_target_build,preloop,-22.5444393157959,8.870739936828613,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.3278252184391022,-0.0318063385784626,0.3278252184391022,-0.0318063385784626,-0.8455946445465088,-0.7409899830818176,-0.4007068872451782,-0.14090315997600555
hierarchical_actor_joint_reward_aligned_credit,0,0,0,before_actor,minibatch,-22.5444393157959,8.870739936828613,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.3278252184391022,-0.0318063385784626,0.3278252184391022,-0.0318063385784626,-0.8455946445465088,-0.7409899830818176,-0.4007068872451782,-0.14090315997600555
hierarchical_actor_joint_reward_aligned_credit,0,0,0,after_actor_before_critic,minibatch,-22.5444393157959,8.870739936828613,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.3278252184391022,-0.0318063385784626,0.3278252184391022,-0.0318063385784626,-0.8455946445465088,-0.7409899830818176,-0.4007068872451782,-0.14090315997600555
hierarchical_actor_joint_reward_aligned_credit,0,0,0,before_critic,minibatch,-22.5444393157959,8.870739936828613,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.3278252184391022,-0.0318063385784626,0.3278252184391022,-0.0318063385784626,-0.8455946445465088,-0.7409899830818176,-0.4007068872451782,-0.14090315997600555
hierarchical_actor_joint_reward_aligned_credit,0,0,0,after_backward_before_step,minibatch,-22.5444393157959,8.870739936828613,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.3278252184391022,-0.0318063385784626,0.3278252184391022,-0.0318063385784626,-0.8455946445465088,-0.7409899830818176,-0.4007068872451782,-0.14090315997600555
hierarchical_actor_joint_reward_aligned_credit,0,0,0,after_optimizer_step,minibatch,-23.28789710998535,8.15794849395752,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.3416900336742401,-0.028441164642572403,0.3416900634765625,-0.028441164642572403,-0.8271517753601074,-0.7391446232795715,-0.4226992726325989,-0.16098566353321075
hierarchical_actor_joint_reward_aligned_credit,0,0,0,after_critic,minibatch,-23.28789710998535,8.15794849395752,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.3416900336742401,-0.028441164642572403,0.3416900634765625,-0.028441164642572403,-0.8271517753601074,-0.7391446232795715,-0.4226992726325989,-0.16098566353321075
hierarchical_actor_joint_reward_aligned_credit,0,0,1,before_actor,minibatch,-23.28789710998535,8.15794849395752,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.3416900336742401,-0.028441164642572403,0.3416900634765625,-0.028441164642572403,-0.8271517753601074,-0.7391446232795715,-0.4226992726325989,-0.16098566353321075
