block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,block_local_cost_now_mean,block_local_cost_now_std,block_local_cost_now_max,block_local_cost_now_min,block_local_cost_next_mean,block_local_cost_next_std,block_local_cost_next_max,block_local_cost_next_min,block_delta_cost_mean,block_delta_cost_std,block_delta_cost_max,block_delta_cost_min,block_td_reward_mean,block_td_reward_std,block_td_reward_max,block_td_reward_min,block_value_pred_mean,block_value_pred_std,block_value_pred_max,block_value_pred_min,block_td_target_mean,block_td_target_std,block_td_target_max,block_td_target_min,block_td_advantage_mean,block_td_advantage_std,block_td_advantage_max,block_td_advantage_min,block_clip_fraction,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
19,57,60,3,dispatch_decision_block,blockwise_delta_cost_td_advantage_surrogate_mean,0.7279864549636841,0.21085955202579498,1.2074687480926514,0.34807226061820984,0.7305036783218384,0.2099074423313141,1.2074687480926514,0.34807226061820984,0.002517235465347767,0.2315543293952942,0.7636123299598694,-0.4487353563308716,-0.002517235465347767,0.2315543293952942,0.4487353563308716,-0.7636123299598694,0.21779823303222656,0.1734410524368286,0.6523433923721313,-0.26596614718437195,0.21081586182117462,0.28618761897087097,0.9052917957305908,-0.6542648077011108,-0.006982364691793919,0.2918815612792969,0.8010822534561157,-0.8055568933486938,0.28999999165534973,0.015500612556934357,0.1869746297597885,0
20,60,63,3,dispatch_decision_block,blockwise_delta_cost_td_advantage_surrogate_mean,0.8091120719909668,0.3454049825668335,1.4617575407028198,0.31152451038360596,0.8112417459487915,0.3472271263599396,1.4617575407028198,0.31152451038360596,0.0021296644117683172,0.2831108272075653,0.954591691493988,-0.7508468627929688,-0.0021296644117683172,0.2831108272075653,0.7508468627929688,-0.954591691493988,0.480183482170105,0.15453091263771057,0.7911516427993774,-0.25644761323928833,0.4683387279510498,0.3083339333534241,1.249906063079834,-0.3914809226989746,-0.011844685301184654,0.31627076864242554,0.7796285152435303,-0.9518895149230957,0.4099999964237213,-0.046673741191625595,0.23672261834144592,0
21,63,66,3,dispatch_decision_block,blockwise_delta_cost_td_advantage_surrogate_mean,0.6239272952079773,0.3862362205982208,1.6136113405227661,0.02896680124104023,0.6245793700218201,0.38769397139549255,1.6136113405227661,0.02896680124104023,0.0006521463510580361,0.5020813941955566,1.102911353111267,-1.1217509508132935,-0.0006521463510580361,0.5020813941955566,1.1217509508132935,-1.102911353111267,-0.48421111702919006,0.22229893505573273,0.4965915083885193,-1.009739637374878,-0.4753183424472809,0.5456040501594543,0.7633665800094604,-1.668649435043335,0.008892769925296307,0.5247180461883545,1.2284395694732666,-0.9777491688728333,0.3400000035762787,-0.0015423059230670333,0.26344040036201477,0
22,66,69,3,dispatch_decision_block,blockwise_delta_cost_td_advantage_surrogate_mean,0.6297229528427124,0.39153042435646057,1.6830458641052246,0.028331469744443893,0.6289113163948059,0.38989606499671936,1.6830458641052246,0.028331469744443893,-0.0008116769604384899,0.5146350264549255,1.122358798980713,-1.1651208400726318,0.0008116769604384899,0.5146350264549255,1.1651208400726318,-1.122358798980713,-0.1073436290025711,0.1588621288537979,0.41980355978012085,-0.3847358226776123,-0.1040295660495758,0.5223714113235474,1.1603864431381226,-1.3659031391143799,0.003314065979793668,0.4917042553424835,1.188326120376587,-1.108047604560852,0.38999998569488525,0.0064614806324243546,0.2731899917125702,0
23,69,72,3,dispatch_decision_block,blockwise_delta_cost_td_advantage_surrogate_mean,0.8105676770210266,0.22626779973506927,1.6002485752105713,0.33230355381965637,0.8126999735832214,0.2290307581424713,1.6002485752105713,0.33230355381965637,0.0021322935353964567,0.1965865045785904,0.6305267214775085,-0.4959951639175415,-0.0021322935353964567,0.1965865045785904,0.4959951639175415,-0.6305267214775085,-0.25149449706077576,0.1617821455001831,0.1947549730539322,-0.7871090769767761,-0.24922412633895874,0.25163203477859497,0.2529147267341614,-0.9504210948944092,0.0022703646682202816,0.23851215839385986,0.44771578907966614,-0.6301978826522827,0.30000001192092896,0.026610516011714935,0.2471557855606079,0
0,0,3,3,dispatch_decision_block,blockwise_delta_cost_td_advantage_surrogate_mean,0.7116205096244812,0.2945702075958252,1.49481201171875,0.2692340016365051,0.709098756313324,0.2971537411212921,1.49481201171875,0.2692340016365051,-0.0025217270012944937,0.29438069462776184,0.905177652835846,-0.7499392628669739,0.0025217270012944937,0.29438069462776184,0.7499392628669739,-0.905177652835846,0.24688518047332764,0.09611517190933228,0.44086262583732605,-0.3203522861003876,0.2447091042995453,0.3044380843639374,0.9649574160575867,-0.6572873592376709,-0.0021760750096291304,0.32225993275642395,0.7984787225723267,-0.9381200075149536,0.7300000190734863,0.09794852137565613,0.9379838705062866,1
1,3,6,3,dispatch_decision_block,blockwise_delta_cost_td_advantage_surrogate_mean,0.49553394317626953,0.34001412987709045,1.6163984537124634,0.0,0.4963074028491974,0.33897241950035095,1.6163984537124634,0.00982297770678997,0.0007734394166618586,0.4391010105609894,0.9516047835350037,-1.2005934715270996,-0.0007734394166618586,0.4391010105609894,1.2005934715270996,-0.9516047835350037,0.052509795874357224,0.0901121273636818,0.18565446138381958,-0.30722758173942566,0.05039011314511299,0.4429946541786194,1.2179516553878784,-0.8701417446136475,-0.002119684126228094,0.44041886925697327,1.1558187007904053,-0.9808633923530579,0.8700000047683716,0.08887693285942078,0.6878608465194702,1
2,6,9,3,dispatch_decision_block,blockwise_delta_cost_td_advantage_surrogate_mean,0.5562365055084229,0.36235448718070984,1.7035391330718994,0.0,0.5571300983428955,0.36108964681625366,1.7035391330718994,0.05169547721743584,0.0008935880614444613,0.46746939420700073,1.0818572044372559,-1.4257190227508545,-0.0008935880614444613,0.46746939420700073,1.4257190227508545,-1.0818572044372559,-0.37056463956832886,0.11690188199281693,0.22867479920387268,-0.7812933921813965,-0.36425861716270447,0.4656032919883728,0.9655689597129822,-1.442854642868042,0.006306052207946777,0.4621572196483612,1.3037865161895752,-1.071512222290039,0.7799999713897705,0.02478385530412197,0.5499559640884399,1
3,9,12,3,dispatch_decision_block,blockwise_delta_cost_td_advantage_surrogate_mean,0.7129257917404175,0.1974913775920868,1.2878479957580566,0.280059814453125,0.7125568389892578,0.19784529507160187,1.2878479957580566,0.280059814453125,-0.00036894739605486393,0.22219066321849823,0.611630916595459,-0.5932573080062866,0.00036894739605486393,0.22219066321849823,0.5932573080062866,-0.611630916595459,-0.06602654606103897,0.07065673917531967,0.33627185225486755,-0.3047724962234497,-0.06453131884336472,0.241120845079422,0.6270518898963928,-0.6744498014450073,0.0014952316414564848,0.23408325016498566,0.6477225422859192,-0.5747085809707642,0.6700000166893005,0.028014492243528366,0.5643703937530518,1
4,12,15,3,dispatch_decision_block,blockwise_delta_cost_td_advantage_surrogate_mean,0.7953553795814514,0.29940661787986755,1.6467323303222656,0.2857142984867096,0.7966911792755127,0.29742124676704407,1.6467323303222656,0.2958728075027466,0.0013358151772990823,0.30197030305862427,0.8488607406616211,-0.8382216095924377,-0.0013358151772990823,0.30197030305862427,0.8382216095924377,-0.8488607406616211,0.2153601050376892,0.08410163223743439,0.7268428206443787,-0.11643391102552414,0.20985114574432373,0.2976321578025818,1.0113123655319214,-0.5793517827987671,-0.005508937872946262,0.29310524463653564,0.7749625444412231,-0.7804913520812988,0.6700000166893005,-0.012290401384234428,0.466167688369751,1
5,15,18,3,dispatch_decision_block,blockwise_delta_cost_td_advantage_surrogate_mean,0.622404158115387,0.38525521755218506,1.8518342971801758,0.0,0.6274155378341675,0.380354642868042,1.8518342971801758,0.07385610044002533,0.005011396482586861,0.5382451415061951,1.4395464658737183,-1.5054047107696533,-0.005011396482586861,0.5382451415061951,1.5054047107696533,-1.4395464658737183,-0.4796939194202423,0.11875363439321518,0.2759476602077484,-0.8432875275611877,-0.47467172145843506,0.5455568432807922,1.0112777948379517,-1.9132750034332275,0.0050221942365169525,0.5602402091026306,1.4897913932800293,-1.389629602432251,0.7799999713897705,0.09915481507778168,0.7086634635925293,1
6,18,21,3,dispatch_decision_block,blockwise_delta_cost_td_advantage_surrogate_mean,0.5865409970283508,0.3999442160129547,1.7367274761199951,0.0,0.5942246913909912,0.3959629535675049,1.7367274761199951,0.013687321916222572,0.007683682255446911,0.5177409648895264,1.3036224842071533,-1.53493332862854,-0.007683682255446911,0.5177409648895264,1.53493332862854,-1.3036224842071533,-0.2401861548423767,0.10466830432415009,0.32333824038505554,-0.6692830920219421,-0.24328546226024628,0.5331801772117615,1.2793023586273193,-1.530213475227356,-0.0030993246473371983,0.5426434874534607,1.6064070463180542,-1.2784595489501953,0.800000011920929,0.04985027387738228,0.5982267260551453,1
7,21,24,3,dispatch_decision_block,blockwise_delta_cost_td_advantage_surrogate_mean,0.7683152556419373,0.21440480649471283,1.2854881286621094,0.2973755896091461,0.7696107625961304,0.2130035012960434,1.2854881286621094,0.2973755896091461,0.0012955027632415295,0.24400219321250916,0.5140622854232788,-0.5137130618095398,-0.0012955027632415295,0.24400219321250916,0.5137130618095398,-0.5140622854232788,0.5974540710449219,0.1478283405303955,0.7295148372650146,-0.1152229979634285,0.5835792422294617,0.29421934485435486,1.1648566722869873,-0.428674578666687,-0.013874893076717854,0.268126517534256,0.6294249892234802,-0.5379636287689209,0.6700000166893005,0.030719414353370667,0.5021107196807861,1
8,24,27,3,dispatch_decision_block,blockwise_delta_cost_td_advantage_surrogate_mean,0.8996902704238892,0.3875504732131958,1.6819199323654175,0.25,0.9130246639251709,0.3879068195819855,1.6819199323654175,0.31352436542510986,0.013334369286894798,0.40486228466033936,1.1948062181472778,-0.9329116940498352,-0.013334369286894798,0.40486228466033936,0.9329116940498352,-1.1948062181472778,0.21474124491214752,0.07233346998691559,0.40340501070022583,-0.1083146259188652,0.19692544639110565,0.41901007294654846,1.1283859014511108,-1.080930471420288,-0.01781581901013851,0.42644914984703064,0.9810038208961487,-1.235695481300354,0.699999988079071,0.08506233245134354,0.5902784466743469,1
9,27,30,3,dispatch_decision_block,blockwise_delta_cost_td_advantage_surrogate_mean,0.6204385161399841,0.44489747285842896,1.9393829107284546,0.003968545235693455,0.6218710541725159,0.44456106424331665,1.9393829107284546,0.003968545235693455,0.0014324593357741833,0.5828397870063782,1.7319097518920898,-1.4294651746749878,-0.0014324593357741833,0.5828397870063782,1.4294651746749878,-1.7319097518920898,-0.04339664801955223,0.12645937502384186,0.6168230175971985,-0.708332896232605,-0.044398609548807144,0.5950125455856323,1.463947057723999,-1.8226211071014404,-0.0010019540786743164,0.6083665490150452,1.5555747747421265,-1.7736952304840088,0.8100000023841858,0.21035917103290558,1.3297532796859741,1
10,30,33,3,dispatch_decision_block,blockwise_delta_cost_td_advantage_surrogate_mean,0.6082701086997986,0.4378478229045868,2.032959461212158,0.005844600964337587,0.6078565120697021,0.43802130222320557,2.032959461212158,0.005844600964337587,-0.00041367055382579565,0.5802903175354004,1.5719577074050903,-1.3801727294921875,0.00041367055382579565,0.5802903175354004,1.3801727294921875,-1.5719577074050903,0.200238436460495,0.10923060774803162,0.34493857622146606,-0.5624824166297913,0.19657579064369202,0.5887116193771362,1.6459131240844727,-1.3865783214569092,-0.0036626397632062435,0.5868954062461853,1.421366810798645,-1.609283208847046,0.8199999928474426,0.04424251616001129,0.5583297610282898,1
11,33,36,3,dispatch_decision_block,blockwise_delta_cost_td_advantage_surrogate_mean,0.7704043388366699,0.2546446621417999,1.5298280715942383,0.2432781457901001,0.7760336995124817,0.25394371151924133,1.5298280715942383,0.2432781457901001,0.005629310384392738,0.2509242296218872,0.5700277090072632,-0.668932318687439,-0.005629310384392738,0.2509242296218872,0.668932318687439,-0.5700277090072632,-0.2110019326210022,0.11869239807128906,0.09000622481107712,-0.8185359239578247,-0.21262522041797638,0.299995094537735,0.4705567955970764,-1.060351848602295,-0.001623287214897573,0.3157322108745575,1.2037906646728516,-0.8498620390892029,0.6000000238418579,0.1065879613161087,0.6331998109817505,1
12,36,39,3,dispatch_decision_block,blockwise_delta_cost_td_advantage_surrogate_mean,0.6898187398910522,0.2746891379356384,1.4363778829574585,0.2877952456474304,0.6903218030929565,0.2753021717071533,1.4363778829574585,0.2877952456474304,0.0005030906177125871,0.2533462643623352,0.6006010174751282,-0.8044192790985107,-0.0005030906177125871,0.2533462643623352,0.8044192790985107,-0.6006010174751282,-0.12947149574756622,0.10834050178527832,0.4187581241130829,-0.7060679793357849,-0.12717661261558533,0.27111196517944336,0.6319390535354614,-0.9397351741790771,0.002294891979545355,0.2956657409667969,0.8004941344261169,-0.6881924867630005,0.7599999904632568,0.4058724641799927,2.6851181983947754,1
13,39,42,3,dispatch_decision_block,blockwise_delta_cost_td_advantage_surrogate_mean,0.48876312375068665,0.2769714295864105,1.4488743543624878,0.017590338364243507,0.4855041205883026,0.2767588496208191,1.4488743543624878,0.017590338364243507,-0.0032590150367468596,0.38312891125679016,1.0297505855560303,-1.1259382963180542,0.0032590150367468596,0.38312891125679016,1.1259382963180542,-1.0297505855560303,0.8556305170059204,0.13887624442577362,1.049826979637146,0.07203561812639236,0.8411582708358765,0.4191848337650299,2.019456386566162,-0.09107592701911926,-0.014472167938947678,0.41754356026649475,1.1470470428466797,-0.9768332242965698,0.8199999928474426,0.04287217929959297,0.604243278503418,1
14,42,45,3,dispatch_decision_block,blockwise_delta_cost_td_advantage_surrogate_mean,0.5680920481681824,0.3163192570209503,1.6429284811019897,0.05856506526470184,0.5661481022834778,0.31629571318626404,1.6429284811019897,0.05856506526470184,-0.0019438981544226408,0.43121811747550964,1.149766206741333,-1.192512035369873,0.0019438981544226408,0.43121811747550964,1.192512035369873,-1.149766206741333,0.30661967396736145,0.0961277112364769,0.45475536584854126,-0.23433610796928406,0.302386999130249,0.4378068745136261,1.4858051538467407,-0.7963746786117554,-0.00423266040161252,0.42695027589797974,1.1629559993743896,-1.1451700925827026,0.699999988079071,0.08784304559230804,0.4950909912586212,1
15,45,48,3,dispatch_decision_block,blockwise_delta_cost_td_advantage_surrogate_mean,0.6992952227592468,0.23220419883728027,1.488613247871399,0.26143553853034973,0.7019344568252563,0.23038257658481598,1.488613247871399,0.26143553853034973,0.0026392126455903053,0.2159121185541153,0.5597551465034485,-0.7209592461585999,-0.0026392126455903053,0.2159121185541153,0.7209592461585999,-0.5597551465034485,-0.9056776165962219,0.14175790548324585,-0.2634701430797577,-1.0224322080612183,-0.8896742463111877,0.27422159910202026,-0.015324234962463379,-1.5299891233444214,0.01600334793329239,0.23604939877986908,0.6788328886032104,-0.5497931838035583,0.6700000166893005,0.0806131586432457,0.7385323643684387,1
