probe_index,sensor_id,task_name,old_top1_choice,new_top1_choice,top1_changed,old_sampled_choice,new_sampled_choice,sampled_changed,old_top1_prob,new_top1_prob,top1_prob_delta,decision_kl,decision_l1,old_local_prob,new_local_prob,old_BS1_prob,new_BS1_prob,old_BS2_prob,new_BS2_prob
54,S3,LatCrit,local,local,0,local,local,0,0.510962963104248,0.49798524379730225,-0.0129777193069458,0.0003369026817381382,0.025955453515052795,0.510962963104248,0.49798524379730225,0.2501295208930969,0.25666284561157227,0.23890751600265503,0.24535192549228668
54,S3,ComHvy,local,local,0,local,local,0,0.4885539412498474,0.4946279525756836,0.006074011325836182,7.43689015507698e-05,0.012148037552833557,0.4885539412498474,0.4946279525756836,0.2840646803379059,0.2810514271259308,0.2273813784122467,0.22432060539722443
54,S3,BWHvy,local,local,0,local,local,0,0.509943962097168,0.5077047944068909,-0.0022391676902770996,1.0221381671726704e-05,0.004478350281715393,0.509943962097168,0.5077047944068909,0.2548086941242218,0.2561991512775421,0.23524731397628784,0.23609603941440582
54,S4,LatCrit,local,local,0,local,local,0,0.5046165585517883,0.5108606815338135,0.0062441229820251465,7.849792018532753e-05,0.012488260865211487,0.5046165585517883,0.5108606815338135,0.2646193206310272,0.2616233229637146,0.23076413571834564,0.22751599550247192
54,S4,ComHvy,local,local,0,BS1,BS1,0,0.49841052293777466,0.5094316005706787,0.011021077632904053,0.00024301279336214066,0.022042199969291687,0.49841052293777466,0.5094316005706787,0.2593534588813782,0.2536545395851135,0.24223601818084717,0.23691381514072418
54,S4,BWHvy,local,local,0,local,local,0,0.5083602666854858,0.5073858499526978,-0.0009744167327880859,7.242430001497269e-06,0.0033349543809890747,0.5083602666854858,0.5073858499526978,0.2675193250179291,0.269186794757843,0.22412043809890747,0.22342737019062042
54,S5,LatCrit,local,local,0,local,local,0,0.4773136377334595,0.4788885712623596,0.0015749335289001465,6.110349204391241e-06,0.003149867057800293,0.4773136377334595,0.4788885712623596,0.242606520652771,0.24134406447410583,0.28007984161376953,0.27976736426353455
54,S5,ComHvy,local,local,0,local,local,0,0.504570722579956,0.4945341944694519,-0.01003652811050415,0.00020239362493157387,0.020073100924491882,0.504570722579956,0.4945341944694519,0.24018676578998566,0.24555182456970215,0.2552424669265747,0.25991398096084595
54,S5,BWHvy,local,local,0,local,local,0,0.501203179359436,0.49944835901260376,-0.0017548203468322754,6.83485995978117e-06,0.0035096704959869385,0.501203179359436,0.49944835901260376,0.25192397832870483,0.2532286047935486,0.24687282741069794,0.24732305109500885
54,S6,LatCrit,local,local,0,local,local,0,0.5228783488273621,0.5110107660293579,-0.01186758279800415,0.00028263265267014503,0.023735225200653076,0.5228783488273621,0.5110107660293579,0.2441561073064804,0.2506609559059143,0.23296552896499634,0.23832832276821136
54,S6,ComHvy,local,local,0,local,local,0,0.49271494150161743,0.485757052898407,-0.006957888603210449,9.703519754111767e-05,0.01391574740409851,0.49271494150161743,0.485757052898407,0.2618277072906494,0.26525500416755676,0.24545738101005554,0.24898794293403625
54,S6,BWHvy,local,local,0,local,local,0,0.5066133737564087,0.5090962648391724,0.002482891082763672,1.2342818081378937e-05,0.00496576726436615,0.5066133737564087,0.5090962648391724,0.2373896837234497,0.23608531057834625,0.2559969127178192,0.2548184096813202
