block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,theta_advantage_mean,theta_advantage_std,theta_advantage_norm_mean,theta_advantage_norm_std,theta_advantage_max,theta_advantage_min,route_advantage_mean,route_advantage_std,route_advantage_norm_mean,route_advantage_norm_std,route_advantage_max,route_advantage_min,route_gate_mean,route_gate_std,route_gate_min,route_gate_max,route_gate_active_fraction,route_credit_gate_fraction,route_credit_effective_fraction,route_mask_mean,route_mask_active_fraction,theta_selected_action_prob_gain_mean,theta_selected_action_prob_gain_std,theta_ratio_mean,theta_ratio_std,theta_ratio_max,route_selected_action_prob_gain_mean,route_selected_action_prob_gain_std,route_ratio_mean,route_ratio_std,route_ratio_max,theta_clip_fraction,route_clip_fraction,offload_vs_local_value_gap_mean,offload_vs_local_value_gap_std,bs1_vs_bs2_value_gap_mean,bs1_vs_bs2_value_gap_std,epoch
0,0,3,3,dispatch_decision_block,hierarchical_actor_route_residual_credit_vectorized,-0.008819322101771832,0.31040680408477783,-0.014745458029210567,0.9548946619033813,0.7426692247390747,-0.9636408090591431,0.0020717910956591368,0.2843516767024994,-0.004194419831037521,0.37089666724205017,0.757501482963562,-0.7209600806236267,0.5221013426780701,0.08343633264303207,0.33707255125045776,0.7425917983055115,0.6100000143051147,0.5199999809265137,0.6100000143051147,0.6100000143051147,0.6100000143051147,-0.005667557939887047,0.01816008798778057,0.9943324327468872,0.01816008798778057,1.0361148118972778,1.1363625162630342e-05,0.000848626543302089,1.000008225440979,0.0009467318886891007,1.0021919012069702,0.0,0.0,0.05615750700235367,0.24504926800727844,-0.09991145133972168,0.23440925776958466,0
1,3,6,3,dispatch_decision_block,hierarchical_actor_route_residual_credit_vectorized,-0.018217163160443306,0.41618019342422485,-0.043655719608068466,1.2802820205688477,1.3584926128387451,-1.4784787893295288,-0.014783749356865883,0.34188786149024963,-0.03520164266228676,0.5278281569480896,0.9737231135368347,-0.9503806829452515,0.4848388731479645,0.08927711099386215,0.26443347334861755,0.7477823495864868,0.4399999976158142,0.47999998927116394,0.4399999976158142,0.4399999976158142,0.4399999976158142,-0.00308633572421968,0.028762144967913628,0.9969136118888855,0.028762144967913628,1.0518574714660645,-0.00025688231107778847,0.002149566076695919,0.9999608397483826,0.002150854794308543,1.0032819509506226,0.0,0.0,0.6778044104576111,0.33083680272102356,0.7507957220077515,0.2850690484046936,0
2,6,9,3,dispatch_decision_block,hierarchical_actor_route_residual_credit_vectorized,-0.002984317485243082,0.2616190016269684,0.0032045936677604914,0.8048102855682373,0.6161150932312012,-0.6755871176719666,0.0054131424985826015,0.3409265875816345,0.04102075472474098,0.4431862235069275,0.8856194615364075,-0.8920828104019165,0.5138542056083679,0.08957148343324661,0.22991807758808136,0.7304589748382568,0.5799999833106995,0.6100000143051147,0.5799999833106995,0.5799999833106995,0.5799999833106995,-0.005810122936964035,0.045186832547187805,0.9941899180412292,0.045186832547187805,1.08990478515625,-2.1017192921135575e-05,0.0006635859608650208,0.9999541640281677,0.0006007261108607054,1.0012595653533936,0.0,0.0,0.06968916952610016,0.2093426138162613,-0.27581843733787537,0.2545260787010193,0
3,9,12,3,dispatch_decision_block,hierarchical_actor_route_residual_credit_vectorized,-0.004469206556677818,0.3298947513103485,-0.0013633441412821412,1.0148447751998901,0.8369683027267456,-0.8580033779144287,0.013043170794844627,0.38522544503211975,0.08340290933847427,0.53985595703125,1.0709576606750488,-0.963834285736084,0.5082816481590271,0.09639731049537659,0.28657230734825134,0.7034381031990051,0.47999998927116394,0.550000011920929,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.0012322604889050126,0.009419508278369904,1.0012322664260864,0.009419508278369904,1.0269352197647095,-0.0002301383065059781,0.001014811103232205,0.9999585747718811,0.0010561650851741433,1.0019396543502808,0.0,0.0,0.24751995503902435,0.27083221077919006,-0.7699496746063232,0.2971664369106293,0
4,12,15,3,dispatch_decision_block,hierarchical_actor_route_residual_credit_vectorized,0.008425971493124962,0.37151697278022766,0.038305703550577164,1.1428859233856201,0.9295569658279419,-1.2247314453125,-0.009647177532315254,0.4038827121257782,-0.1613885462284088,0.5956240892410278,1.3555891513824463,-1.4028661251068115,0.4882330298423767,0.08957263082265854,0.2642447352409363,0.6931856274604797,0.46000000834465027,0.49000000953674316,0.46000000834465027,0.46000000834465027,0.46000000834465027,-0.0029111981857568026,0.013858085498213768,0.9970888495445251,0.013858085498213768,1.0323567390441895,-8.059322863118723e-05,0.001173888216726482,1.0000723600387573,0.0011583955492824316,1.0019245147705078,0.0,0.0,-0.6792900562286377,0.2322809249162674,0.450984388589859,0.285159170627594,0
5,15,18,3,dispatch_decision_block,hierarchical_actor_route_residual_credit_vectorized,2.854824015230406e-05,0.24791014194488525,0.012472948990762234,0.7626381516456604,0.49085816740989685,-0.7229204177856445,-0.007877959869801998,0.4357796609401703,0.0421375036239624,0.6918198466300964,0.9928951263427734,-1.2099827527999878,0.5057384371757507,0.08905000239610672,0.2969743311405182,0.7257776856422424,0.5,0.5199999809265137,0.5,0.5,0.5,-2.603292523417622e-05,0.041417866945266724,0.9999740719795227,0.041417866945266724,1.097640872001648,-5.117714317748323e-05,0.0020121573470532894,0.9997982978820801,0.002014934318140149,1.003098964691162,0.0,0.0,0.16928012669086456,0.22788706421852112,0.4650436341762543,0.3390364646911621,0
6,18,21,3,dispatch_decision_block,hierarchical_actor_route_residual_credit_vectorized,0.007472272031009197,0.34257644414901733,0.03537188470363617,1.0538570880889893,1.055442452430725,-0.9027106761932373,0.02014368213713169,0.3815004825592041,0.046054936945438385,0.4985986649990082,0.8753132820129395,-0.8769755363464355,0.47231364250183105,0.08395185321569443,0.2651485800743103,0.6751421093940735,0.36000001430511475,0.4699999988079071,0.36000001430511475,0.36000001430511475,0.36000001430511475,-0.014882870018482208,0.05073099583387375,0.9851171970367432,0.05073099583387375,1.090456247329712,2.516746462788433e-05,0.0012554634595289826,1.0003535747528076,0.001074324594810605,1.002224326133728,0.0,0.0,-0.2832805812358856,0.27697333693504333,-0.9363602995872498,0.370510071516037,0
7,21,24,3,dispatch_decision_block,hierarchical_actor_route_residual_credit_vectorized,-0.013045363128185272,0.38415995240211487,-0.027745895087718964,1.181779146194458,1.1857528686523438,-0.7900964021682739,-0.005326969549059868,0.36278966069221497,0.1329207420349121,0.4640033543109894,1.0321913957595825,-0.9132299423217773,0.5208706855773926,0.08321810513734818,0.32791709899902344,0.6702137589454651,0.6399999856948853,0.4699999988079071,0.6399999856948853,0.6399999856948853,0.6399999856948853,-0.0025258492678403854,0.015452609397470951,0.9974741339683533,0.015452609397470951,1.0468868017196655,-0.0009257036726921797,0.0027072422672063112,0.9995279312133789,0.002884897170588374,1.004934549331665,0.0,0.0,0.5585346221923828,0.3386452794075012,0.2808636426925659,0.280293732881546,0
8,24,27,3,dispatch_decision_block,hierarchical_actor_route_residual_credit_vectorized,0.024814339354634285,0.36243459582328796,0.08872070163488388,1.1149461269378662,0.8963406085968018,-0.8824045658111572,-0.013264837674796581,0.34341248869895935,-0.0475221648812294,0.5078669786453247,0.6537662148475647,-1.0043830871582031,0.5048123002052307,0.08622371405363083,0.2724779546260834,0.6808863282203674,0.5400000214576721,0.5199999809265137,0.5400000214576721,0.5400000214576721,0.5400000214576721,-0.0018369138706475496,0.01802079938352108,0.9981631636619568,0.01802079938352108,1.0670826435089111,3.0459761546808295e-05,0.0018629555124789476,1.0000524520874023,0.0018638918409124017,1.00290048122406,0.0,0.0,-1.4280296564102173,0.2857098877429962,0.5570660829544067,0.3016815185546875,0
9,27,30,3,dispatch_decision_block,hierarchical_actor_route_residual_credit_vectorized,0.0010003065690398216,0.3464008867740631,0.015462351031601429,1.0656222105026245,1.0086246728897095,-0.9870266318321228,-0.0026793372817337513,0.3449799716472626,-0.0008547048782929778,0.48973459005355835,0.8906196355819702,-1.2097351551055908,0.5049477219581604,0.09651096165180206,0.30854126811027527,0.7117556929588318,0.5099999904632568,0.5199999809265137,0.5099999904632568,0.5099999904632568,0.5099999904632568,6.931125972187147e-05,0.013919123448431492,1.000069260597229,0.013919123448431492,1.0395588874816895,5.312740904628299e-05,0.00043037181603722274,1.0000849962234497,0.0004559970402624458,1.0009886026382446,0.0,0.0,-0.25269877910614014,0.2649635076522827,0.45021307468414307,0.29327261447906494,0
