telemetry_step,train_epoch,update_epoch,minibatch_id,final_critic_backbone_delta_norm,backbone_active_count,backbone_clipped_active_count,backbone_clipped_active_fraction,backbone_active_preconditioner_mean,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_active_preconditioner_max,backbone_active_preconditioner_mean_after_clip,backbone_active_preconditioner_p95_after_clip,backbone_active_preconditioner_p99_after_clip,backbone_active_preconditioner_max_after_clip,backbone_soft_geometry_scale_factor_mean,backbone_soft_geometry_scale_factor_min,backbone_soft_geometry_trigger_active_fraction,backbone_soft_geometry_overflow_stat_mean
0,0,0,0,0.0800632636736473,76800,0,0.0,357431.21875,588355.25,9411497.0,87483448.0,357431.21875,588355.25,9411497.0,87483448.0,0.519376995448145,0.2873403070319367,0.49783794581890106,3.53667888002933
1,0,0,1,0.06160574724531923,76800,0,0.0,284789.1875,403687.75,7849004.5,69653048.0,284789.1875,403687.75,7849004.5,69653048.0,0.5599470708532365,0.28720494113963435,0.4523233473300934,3.0587484885225953
2,0,0,2,0.05377591407613063,76800,0,0.0,257837.171875,400194.46875,7381957.5,63330408.0,257837.171875,400194.46875,7381957.5,63330408.0,0.5864536200802246,0.28900049799769695,0.43506620824337006,2.9617186489207716
3,0,0,3,0.04978280593504746,76800,0,0.0,235929.84375,380467.46875,6743953.384999582,51596572.0,235929.84375,380467.46875,6743953.384999582,51596572.0,0.5983921716618703,0.2888442230507122,0.4271213412284851,2.864549621520837
4,0,0,4,0.046455480778598617,76800,0,0.0,229063.171875,368831.8125,6483412.5,52408968.0,229063.171875,368831.8125,6483412.5,52408968.0,0.601722947840294,0.28919370302652536,0.4348708838224411,2.8606185338599426
5,0,0,5,0.04520674540187027,76800,0,0.0,216762.859375,370726.90625,6436091.5,46899256.0,216762.859375,370726.90625,6436091.5,46899256.0,0.6102223784150671,0.2904913080474121,0.4251975864171982,2.79604237982541
6,0,0,6,0.043165105043086,76800,0,0.0,216814.59375,379008.53125,6408878.0,43874000.0,216814.59375,379008.53125,6408878.0,43874000.0,0.6156106684674322,0.2903190948999134,0.401218019425869,2.778566922150634
7,0,1,7,0.04421887066186473,76800,0,0.0,208863.859375,386470.59375,6091534.0,38505368.0,208863.859375,386470.59375,6091534.0,38505368.0,0.6146101532546896,0.2909018160515245,0.4018000364303589,2.7873417495043458
8,0,1,8,0.043413595344324096,76800,0,0.0,194530.046875,363352.28125,5620854.0,33945352.0,194530.046875,363352.28125,5620854.0,33945352.0,0.6203832450212813,0.2919552747148428,0.4011863172054291,2.739950506368042
9,0,1,9,0.04317209557238458,76800,0,0.0,191294.34375,365270.5625,5514623.0,34529368.0,191294.34375,365270.5625,5514623.0,34529368.0,0.6263508404492871,0.2922673499018185,0.3962530791759491,2.6901311618030728
10,0,1,10,0.04263050556443541,76800,0,0.0,187268.59375,357900.96875,5277837.0,34364328.0,187268.59375,357900.96875,5277837.0,34364328.0,0.6289128295521402,0.2928373844453664,0.387176014482975,2.674796047270595
11,0,1,11,0.042523647193879285,76800,0,0.0,181497.078125,352778.53125,5071620.854999831,33718864.0,181497.078125,352778.53125,5071620.854999831,33718864.0,0.631094071392635,0.2935609448187388,0.38178255409002304,2.6551592890406477
12,0,1,12,0.04265906838342684,76800,0,0.0,179778.5625,359417.34375,5062748.609999827,34264440.0,179778.5625,359417.34375,5062748.609999827,34264440.0,0.6361235041462515,0.2934303764801184,0.38416365534067154,2.6101249677098606
13,0,1,13,0.042322439829277504,76800,0,0.0,179822.109375,364003.84375,5043391.5,34243600.0,179822.109375,364003.84375,5043391.5,34243600.0,0.6393733230288127,0.2927879446504369,0.3679603710770607,2.5947108443332554
14,0,2,14,0.043411724164719105,76800,0,0.0,175622.234375,356492.65625,5040704.0,34294400.0,175622.234375,356492.65625,5040704.0,34294400.0,0.6415369383200442,0.2933715706803423,0.365024670958519,2.574537928512611
15,0,2,15,0.043740191616048814,76800,0,0.0,171671.828125,350811.625,4967253.5,34326172.0,171671.828125,350811.625,4967253.5,34326172.0,0.6444431633677528,0.2936318567101559,0.360150970518589,2.5512670869051997
16,0,2,16,0.04345803123826092,76800,0,0.0,167910.234375,331214.40625,4833490.5,34139928.0,167910.234375,331214.40625,4833490.5,34139928.0,0.6496742973796062,0.29540848860481433,0.3589542657136917,2.501476816479574
17,0,2,17,0.04360450008275428,76800,0,0.0,166095.203125,334247.1875,4742276.0,34549704.0,166095.203125,334247.1875,4742276.0,34549704.0,0.6505168150864276,0.2961348672792414,0.3587487041950226,2.4940969723409094
