epoch,offload_active_fraction,theta_positive_fraction,route_credit_weight_mean,route_credit_weight_std,route_credit_effective_fraction,route_credit_effective_count,theta_ratio_mean,route_ratio_mean,theta_approx_kl,route_approx_kl,theta_clip_fraction,route_clip_fraction,advantage_action_alignment
0,0.5024999976158142,0.48895835876464844,1.0,0.0,0.5024999976158142,2412.0,1.0010075569152832,0.999774694442749,0.01917113922536373,0.001008235733024776,0.5262500047683716,0.002487562131136656,-0.031698279082775116
1,0.4972916841506958,0.49562501907348633,1.0,0.0,0.4972916841506958,2387.0,1.0180065631866455,0.9956845045089722,0.011231111362576485,0.01395708043128252,0.5535416603088379,0.14327608048915863,-0.15320871770381927
2,0.4283333420753479,0.503125011920929,1.0,0.0,0.4283333420753479,2056.0,1.051652193069458,1.0264090299606323,-0.025987084954977036,-0.008855750784277916,0.47208333015441895,0.27383267879486084,0.012879075482487679
3,0.39645835757255554,0.5131250023841858,1.0,0.0,0.39645835757255554,1903.0,1.043723225593567,1.0355556011199951,-0.020994173362851143,-0.015095028094947338,0.3774999976158142,0.3042564392089844,0.025711597874760628
4,0.32229167222976685,0.527916669845581,1.0,0.0,0.32229167222976685,1547.0,1.0533671379089355,1.0764379501342773,-0.03652673959732056,-0.05367768928408623,0.26895833015441895,0.3380737006664276,0.04906051233410835
5,0.2693749964237213,0.533958375453949,1.0,0.0,0.2693749964237213,1293.0,1.0322293043136597,1.0891001224517822,-0.021503189578652382,-0.0613771490752697,0.15520833432674408,0.307037889957428,0.08998210728168488
6,0.25312501192092896,0.5545833706855774,1.0,0.0,0.25312501192092896,1215.0,1.0110961198806763,1.061866283416748,-0.0033406587317585945,-0.03780939057469368,0.12395833432674408,0.23374485969543457,-0.07591839879751205
7,0.2641666829586029,0.5506250262260437,1.0,0.0,0.2641666829586029,1268.0,1.0204720497131348,1.0524921417236328,-0.013592968694865704,-0.03181423619389534,0.11395833641290665,0.20189274847507477,0.14444203674793243
8,0.25958335399627686,0.5583333373069763,1.0,0.0,0.25958335399627686,1246.0,1.0214463472366333,1.0231232643127441,-0.014267497695982456,-0.0003607981198001653,0.11708333343267441,0.1556982398033142,0.07583906501531601
9,0.25854167342185974,0.54645836353302,1.0,0.0,0.25854167342185974,1241.0,1.0183067321777344,1.0254275798797607,-0.010756364092230797,-0.0040298644453287125,0.12270833551883698,0.18694600462913513,0.19129611551761627
10,0.2574999928474426,0.5587500333786011,1.0,0.0,0.2574999928474426,1236.0,1.018418788909912,1.0289236307144165,-0.010895555838942528,-0.009922469966113567,0.12479166686534882,0.15614886581897736,-0.026261216029524803
11,0.2529166638851166,0.5520833730697632,1.0,0.0,0.2529166638851166,1214.0,1.0135138034820557,1.0143159627914429,-0.006443960592150688,0.0057050324976444244,0.11375000327825546,0.1317957192659378,-0.04826587811112404
