epoch,theta_advantage_mean,theta_advantage_std,theta_advantage_max,theta_advantage_min,route_advantage_mean,route_advantage_std,route_advantage_max,route_advantage_min,theta_adv_norm_mean,theta_adv_norm_std,route_adv_norm_mean,route_adv_norm_std,route_adv_norm_active_count,route_adv_norm_used_fallback,theta_advantage_alignment,route_advantage_alignment,theta_adv_to_route_delta_alignment,route_adv_to_theta_delta_alignment,theta_alignment_margin_over_cross,route_alignment_margin_over_cross,cross_branch_alignment_mean,theta_selected_action_prob_gain,route_selected_action_prob_gain,theta_negative_adv_prob_gain,route_negative_adv_prob_gain,theta_clip_fraction,route_clip_fraction,theta_ratio_mean,theta_ratio_std,theta_ratio_max,route_ratio_mean,route_ratio_std,route_ratio_max,theta_approx_kl,route_approx_kl,theta_loss_mean,route_loss_mean,theta_route_loss_ratio,theta_head_grad_norm,route_head_grad_norm,theta_backbone_grad_norm,route_backbone_grad_norm,theta_kl_target,route_kl_target,theta_early_stop_count,route_early_stop_count,coupled_stop_trigger_count,coupled_stop_blocked_by_theta_floor_count,coupled_stop_blocked_by_severity_gate_count,coupled_stop_min_theta_updates_per_epoch,coupled_stop_severity_factor,coupled_stop_severity_freeze_kl_threshold,theta_update_count,route_update_count,theta_only_step_kl,route_only_step_kl,theta_only_step_prob_gain,route_only_step_prob_gain,theta_after_route_shift,route_after_theta_shift,theta_route_feature_correlation,theta_route_head_correlation,offload_rate_mean,bs1_vs_bs2_entropy,offload_vs_local_value_gap_mean,offload_vs_local_value_gap_std,bs1_vs_bs2_value_gap_mean,bs1_vs_bs2_value_gap_std
0,-0.004098778590559959,0.19644087553024292,1.0995252132415771,-1.190568208694458,0.002062007784843445,0.20101191103458405,1.1771864891052246,-0.9934781789779663,-1.4305115314527939e-08,0.9999999403953552,-1.976936836456389e-09,0.9999998807907104,2412.0,0.0,0.005998985841870308,0.009870166890323162,-0.022392917424440384,0.01585134118795395,0.028391903266310692,-0.005981174297630787,-0.0032707881182432175,0.0010074629681184888,-0.00022529749548994005,-0.0008706614607945085,-0.0009668687707744539,0.5262500047683716,0.002487562131136656,1.0010075569152832,0.19866199791431427,1.3340097665786743,0.999774694442749,0.039741385728120804,1.2708457708358765,0.01917113922536373,0.001008235733024776,0.004255532752722502,-0.0004039698396809399,0.09492792934179306,0.07683863815483642,0.08097520888254615,0.06965874302928199,0.06044781237646355,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,0.0002396218557156057,0.00023203974722361766,-0.00018591068138838247,-0.00016839589128332072,0.0,0.0003194113476118738,-0.0448392778635025,0.15601375699043274,0.49927452206611633,0.6604965329170227,0.09183232486248016,0.5310255885124207,-0.12574145197868347,0.6232749819755554
1,-0.0014955825172364712,0.20794285833835602,1.372369408607483,-1.5860185623168945,0.0016106991097331047,0.211141899228096,2.020476818084717,-1.665244698524475,4.76837147544984e-09,0.9999998211860657,2.197406256954082e-09,0.9999999403953552,2387.0,0.0,0.013379496522247791,0.01377533096820116,0.01886625960469246,-0.0034263520501554012,-0.005486763082444668,0.01720168301835656,0.007719953777268529,0.018006540834903717,-0.0043153888545930386,0.011138212867081165,-0.0008079313556663692,0.5535416603088379,0.14327608048915863,1.0180065631866455,0.2351548820734024,1.651496171951294,0.9956845045089722,0.13601312041282654,1.4979649782180786,0.011231111362576485,0.01395708043128252,0.014323136769235134,0.0007821036269888282,0.0546041764318943,0.06624247968149721,0.08657640093098937,0.09226414820675188,0.09117404842913981,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,0.0001926758695325199,0.0008958366011938779,-0.0001512964998125556,-0.0008096962570379317,0.0,0.0002936782519100234,0.0375891737639904,0.0677698627114296,0.5004986524581909,0.6567218899726868,-0.12407773733139038,0.8516289591789246,-0.09845203161239624,1.003222107887268
2,0.0017520376713946462,0.2592805027961731,1.6617127656936646,-1.4357610940933228,0.004169005434960127,0.24836908280849457,1.4621570110321045,-1.3606261014938354,-3.1789144649962964e-09,1.0,-9.2769871784526e-09,1.0,2056.0,0.0,0.05132593959569931,-0.015558095648884773,-0.03001297637820244,-0.017800938338041306,0.08133891597390175,0.0022428426891565323,-0.023906957358121872,0.0516522116959095,0.02640897035598755,0.04527485743165016,0.02365013025701046,0.47208333015441895,0.27383267879486084,1.051652193069458,0.21635012328624725,1.682408094406128,1.0264090299606323,0.18216946721076965,1.885496973991394,-0.025987084954977036,-0.008855750784277916,0.004683628212660551,0.012359626591205597,2.638894557952881,0.06263650253746393,0.09002558379568115,0.0972391540071125,0.11320340185609823,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-0.0004375717211587471,-0.001069177719598104,0.00047801918434353343,0.0011993689888186055,0.0,0.0003142926325381268,0.031164569780230522,-0.0038544582203030586,0.47826123237609863,0.6479583978652954,-0.29099002480506897,1.6253448724746704,-0.25822409987449646,1.3813878297805786
3,0.00534391263499856,0.2578766644001007,1.8036057949066162,-1.7683669328689575,0.0024472209624946117,0.26216423511505127,1.5323179960250854,-1.3511515855789185,-5.9604645663569045e-09,1.0,8.018281150157236e-09,0.9999999403953552,1903.0,0.0,0.048909686505794525,0.007393617182970047,-0.03915213420987129,0.0067146592773497105,0.08806182071566582,0.0006789579056203365,-0.01621873746626079,0.04372315853834152,0.03555558994412422,0.03132566064596176,0.031419433653354645,0.3774999976158142,0.3042564392089844,1.043723225593567,0.2031853049993515,1.6874258518218994,1.0355556011199951,0.1971578150987625,2.441765785217285,-0.020994173362851143,-0.015095028094947338,0.0034801214933395386,0.011742963455617428,3.3742873668670654,0.05541733246077814,0.08937019836746306,0.10191924114452668,0.12033051478563912,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-0.00035901559011628187,-0.0011248222212348732,0.00042468694487719663,0.0013029137462906095,0.0,0.0004052065024942359,0.03358521685004234,-0.010345964692533016,0.4539112448692322,0.6262319684028625,-0.5341760516166687,2.4829649925231934,-0.17456530034542084,1.8841356039047241
4,0.011369124986231327,0.2665052115917206,1.5124109983444214,-1.6015796661376953,0.003366066375747323,0.28000596165657043,2.173032760620117,-1.8432960510253906,-6.357828929992593e-09,1.0,6.164669330566142e-10,1.0000001192092896,1547.0,0.0,0.0547264963388443,0.03456839546561241,-0.02598818764090538,-0.009208339266479015,0.08071468397974968,0.04377673473209143,-0.017598263453692198,0.05336717888712883,0.07643800228834152,0.045192454010248184,0.06411538273096085,0.26895833015441895,0.3380737006664276,1.0533671379089355,0.17297782003879547,1.7653006315231323,1.0764379501342773,0.19912812113761902,1.9691585302352905,-0.03652673959732056,-0.05367768928408623,0.0020852263551205397,0.009271993301808834,4.446495056152344,0.04871637076504163,0.09455529129374189,0.08907060998179818,0.1454313500435696,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-0.0009337206514568867,-0.0038694870602090045,0.000996882073429463,0.004184943209111225,0.0,0.000375568065231034,0.04633796587586403,0.004651255439966917,0.40289306640625,0.5955997109413147,-0.8362778425216675,3.081965923309326,-0.23737794160842896,2.8527276515960693
5,0.02048465423285961,0.26606857776641846,1.974273443222046,-1.267446756362915,0.0077786217443645,0.2726856768131256,1.4312950372695923,-1.6476706266403198,1.5894572324981482e-09,1.0,4.425402710950266e-09,1.0000001192092896,1293.0,0.0,-0.03363383188843727,0.013841640204191208,-0.005620092619210482,-0.017887527123093605,-0.02801373926922679,0.03172916732728481,-0.011753809871152043,0.03222934156656265,0.08910024166107178,0.03625065088272095,0.07972583174705505,0.15520833432674408,0.307037889957428,1.0322293043136597,0.1375407725572586,1.6523898839950562,1.0891001224517822,0.2145380824804306,3.247110605239868,-0.021503189578652382,-0.0613771490752697,0.011513127014040947,0.0158846415579319,1.3796970844268799,0.04497501631485335,0.0889239761489089,0.07682455396915228,0.16020269212106428,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-0.000436965008858741,-0.004108867985736911,0.0004751180337734695,0.004822316456199717,0.0,0.0002245993706830112,0.04747791588306427,0.022668292745947838,0.34317612648010254,0.547072172164917,-1.366134524345398,3.449509859085083,-0.5219613313674927,3.344313144683838
6,0.029466871172189713,0.24303017556667328,1.6399507522583008,-1.078542709350586,0.013359400443732738,0.2622377872467041,1.6801326274871826,-1.5016108751296997,7.947286384535346e-09,1.0,-7.849171312912517e-10,0.9999998807907104,1215.0,0.0,-0.10143387317657471,-0.02959161251783371,-0.012732797302305698,-0.05563373118638992,-0.08870107587426901,0.026042118668556213,-0.03418326424434781,0.011096070520579815,0.06186620891094208,0.024577880278229713,0.0646095797419548,0.12395833432674408,0.23374485969543457,1.0110961198806763,0.12076868116855621,1.7037827968597412,1.061866283416748,0.20128975808620453,2.2720117568969727,-0.0033406587317585945,-0.03780939057469368,0.015769043937325478,0.020866185426712036,1.3232364654541016,0.04162111405762119,0.08242329762610268,0.07117882541783602,0.15561740621744186,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-0.00022163485606532568,-0.003507317620408555,0.0002446156392904543,0.004313367259913191,0.0,0.00015192239879979752,0.03883587568998337,0.026860488578677177,0.31472209095954895,0.4947059154510498,-2.0628414154052734,3.774022102355957,-0.8556274771690369,4.0718865394592285
7,0.03518091142177582,0.29247504472732544,2.2919840812683105,-1.606918454170227,0.022076712921261787,0.31682899594306946,2.028928756713867,-1.261385202407837,0.0,1.0,-1.2033745555584119e-08,1.0,1268.0,0.0,-0.03342556580901146,-0.01623689755797386,-0.025993401184678078,0.03896113112568855,-0.007432164624333382,-0.055198028683662415,0.006483864970505238,0.020471906289458275,0.05249210074543953,0.02512405440211296,0.04559149965643883,0.11395833641290665,0.20189274847507477,1.0204720497131348,0.11275900900363922,1.5955944061279297,1.0524921417236328,0.19122196733951569,2.0556464195251465,-0.013592968694865704,-0.03181423619389534,0.005812171380966902,0.01629527099430561,2.8036413192749023,0.03768893334135922,0.06505539714448634,0.0678547252510082,0.13218386830008702,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-0.0002597273167858865,-0.0037856145797247466,0.0002806827484229351,0.004350267490683888,0.0,0.00010316936604795046,0.0330277681350708,0.049235183745622635,0.32558560371398926,0.4612630307674408,-2.34513258934021,4.0598978996276855,-1.407736897468567,4.48293399810791
8,0.03550203889608383,0.3661383092403412,6.0944905281066895,-4.3593854904174805,0.02706620655953884,0.4111497402191162,6.499263763427734,-2.7161335945129395,-9.53674295089968e-09,1.0000001192092896,-7.653887301728446e-09,1.0,1246.0,0.0,-0.0037679728120565414,0.04546085372567177,0.0006652493611909449,-0.001999946078285575,-0.004433222173247486,0.04746079980395734,-0.000667348358547315,0.02144634537398815,0.02312331460416317,0.021974794566631317,0.019546756520867348,0.11708333343267441,0.1556982398033142,1.0214463472366333,0.115256167948246,1.563197374343872,1.0231232643127441,0.1824466586112976,2.48417329788208,-0.014267497695982456,-0.0003607981198001653,0.0039733825251460075,0.002906107110902667,0.731391966342926,0.035401980864491624,0.06099697345479591,0.06701485454490784,0.12239174194326262,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-0.00040064443117963884,-0.0006083978401355645,0.00042948821584494517,0.00152191046165951,0.0,9.969494967663196e-05,0.05569665879011154,0.04341233894228935,0.31514033675193787,0.43122029304504395,-2.437800645828247,4.378894805908203,-1.776829481124878,5.259679317474365
9,0.03841899335384369,0.2948813736438751,1.7266006469726562,-1.3785992860794067,0.02306337095797062,0.34550097584724426,1.9427484273910522,-1.701880693435669,-1.0331471678171056e-08,0.9999998211860657,-1.075861444377324e-08,1.0,1241.0,0.0,-0.0007662316784262657,-0.010962150990962982,-0.026091938838362694,0.08709724247455597,0.025325707159936428,-0.09805939346551895,0.030502651818096638,0.018306761980056763,0.025427695363759995,0.019508929923176765,0.02361280657351017,0.12270833551883698,0.18694600462913513,1.0183067321777344,0.11824237555265427,1.670287847518921,1.0254275798797607,0.19148775935173035,2.4234471321105957,-0.010756364092230797,-0.0040298644453287125,0.0032588669564574957,0.013299833051860332,4.081109046936035,0.03234838021660497,0.06061156616433656,0.06723622092965038,0.12820172064980656,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-0.00035520488733839425,-0.00137843521978149,0.0003806179666623523,0.0020956542963631365,0.0,0.00012414838867178852,0.0531073734164238,0.01943371258676052,0.31837475299835205,0.4174494743347168,-2.7342512607574463,4.200491428375244,-1.4863508939743042,5.6173858642578125
