epoch,layer_name,layer_active_count,layer_clipped_active_count,layer_clipped_active_fraction,layer_active_preconditioner_mean,layer_active_preconditioner_p95,layer_active_preconditioner_p99,layer_active_preconditioner_max,layer_active_preconditioner_mean_after_clip,layer_active_preconditioner_p95_after_clip,layer_active_preconditioner_p99_after_clip,layer_active_preconditioner_max_after_clip,layer_actual_param_delta_norm,layer_raw_grad_norm,layer_preconditioned_grad_norm,layer_soft_geometry_scale_factor,layer_soft_geometry_trigger_active_fraction,layer_soft_geometry_overflow_stat
0,critic_backbone.0.weight,3001600,0,0.0,295404.59375,1730617.0,6769833.5,87483448.0,295404.59375,1730617.0,6769833.5,87483448.0,0.013172165943043573,0.14263840434806688,196.70227279663087,0.2967614327641656,0.3904924077647073,6.771896790703191
0,critic_backbone.4.bias,8960,0,0.0,1309.5943603515625,3520.3056884765574,5059.735346679683,39666.48046875,1309.5943603515625,3520.3056884765574,5059.735346679683,39666.48046875,0.004377399667698358,0.013159463740885257,8.93155255317688,0.9823773559856168,0.03705357142857143,0.05423401990640287
0,critic_backbone.6.weight,1146880,0,0.0,3632.144775390625,9011.548291015626,17849.129687499946,54959136.0,3632.144775390625,9011.548291015626,17849.129687499946,54959136.0,0.028172655110912662,0.05580322276800871,104.18988206045968,0.7753480412850219,0.24376133510044642,0.8534731521066974
0,critic_backbone.7.bias,8960,0,0.0,1272.5250244140625,3256.472937011717,6804.690644531239,33100.484375,1272.5250244140625,3256.472937011717,6804.690644531239,33100.484375,0.005057895462960005,0.012885726921792542,10.428900568825858,1.0,0.0,0.0
0,critic_backbone.7.weight,8960,0,0.0,10782.953125,27115.390624999967,87337.37414062492,17483244.0,10782.953125,27115.390624999967,87337.37414062492,17483244.0,0.0038716834437634265,0.005302079361198204,16.532957771846228,0.6317608921859319,0.5354910714285714,1.7565533701177385
1,critic_backbone.0.weight,3001600,0,0.0,325352.375,2023674.125,7405124.0,37154600.0,325352.375,2023674.125,7405124.0,37154600.0,0.009726328050185527,0.23887488719608102,249.50528341020856,0.2924281392326464,0.37959455251693724,6.91366081359332
1,critic_backbone.4.bias,8960,0,0.0,1730.86767578125,4555.230786132811,5468.161586914062,6344.93994140625,1730.86767578125,4555.230786132811,5468.161586914062,6344.93994140625,0.0012334304287963148,0.003643189966013389,4.737100044318608,0.9504987782406776,0.07142857142857142,0.1493621577401855
1,critic_backbone.6.weight,1146880,0,0.0,3686.98828125,7666.3908203125,9748.958124999994,15385.9501953125,3686.98828125,7666.3908203125,9748.958124999994,15385.9501953125,0.015522310337317841,0.02430240466658558,90.13261489868164,0.8157932972341061,0.33974434988839286,0.6471891961551963
1,critic_backbone.7.bias,8960,0,0.0,1186.2366943359375,2076.054211425781,2380.441850585937,3651.670654296875,1186.2366943359375,2076.054211425781,2380.441850585937,3651.670654296875,0.00325812405083395,0.006151403337051826,7.283536461421422,1.0,0.0,0.0
1,critic_backbone.7.weight,8960,0,0.0,2540.30029296875,6099.839892578125,13472.486845703124,16456.5078125,2540.30029296875,6099.839892578125,13472.486845703124,16456.5078125,0.0044247372566522765,0.005317325586552865,11.539893635681697,0.8995146584789105,0.08984375,0.3509377679092607
2,critic_backbone.0.weight,3001600,0,0.0,340642.5,2187961.0,7611224.0,36111508.0,340642.5,2187961.0,7611224.0,36111508.0,0.011641912035910147,0.34575434987034115,272.6129256112235,0.28987985253923193,0.22147821273122514,6.999173110292272
2,critic_backbone.4.bias,8960,0,0.0,1989.140380859375,4715.244604492183,5792.986674804687,6381.1953125,1989.140380859375,4715.244604492183,5792.986674804687,6381.1953125,0.001468253565586305,0.004692382508489703,7.971188657624381,0.9392600469213986,0.09475446428571428,0.1848547738073393
2,critic_backbone.6.weight,1146880,0,0.0,3584.212646484375,6029.122534179688,7111.406103515624,12234.8955078125,3584.212646484375,6029.122534179688,7111.406103515624,12234.8955078125,0.020560138539544175,0.03673626040773732,130.8442620413644,0.8775969237956023,0.32785295758928573,0.39985964083455655
2,critic_backbone.7.bias,8960,0,0.0,1336.7904052734375,2064.4838745117186,2376.671984863281,2640.68359375,1336.7904052734375,2064.4838745117186,2376.671984863281,2640.68359375,0.0018961581276796225,0.004973362542555801,6.8071136202131,1.0,0.0,0.0
2,critic_backbone.7.weight,8960,0,0.0,2310.357421875,3683.3177978515564,11355.601874999997,13815.990234375,2310.357421875,3683.3177978515564,11355.601874999997,13815.990234375,0.0028722508411322322,0.004037778129402016,8.969644611222403,0.9859987817904029,0.045089285714285714,0.04067327334616147
3,critic_backbone.0.weight,3001600,0,0.0,317874.59375,2053567.0749999983,6973395.0,33385190.0,317874.59375,2053567.0749999983,6973395.0,33385190.0,0.0104652846830764,0.3481217236391136,242.3759910583496,0.2916044052401373,0.1217817172408104,6.940903808035865
3,critic_backbone.4.bias,8960,0,0.0,1938.9049072265625,4141.974438476562,5142.144038085937,5705.685546875,1938.9049072265625,4141.974438476562,5142.144038085937,5705.685546875,0.001532987127679267,0.006385363215979721,9.879481029510497,0.9667676602364786,0.065625,0.09833748576587682
3,critic_backbone.6.weight,1146880,0,0.0,3286.616455078125,4984.8782714843765,5907.322734374993,8577.126953125,3286.616455078125,4984.8782714843765,5907.322734374993,8577.126953125,0.01892347994393536,0.0403193250165454,128.41392211914064,0.9250187889229945,0.18892299107142857,0.2317618719849188
3,critic_backbone.7.bias,8960,0,0.0,1439.3875732421875,2105.01973876953,2298.057766113281,2624.59521484375,1439.3875732421875,2105.01973876953,2298.057766113281,2624.59521484375,0.0013790218313390922,0.00493566029305969,7.187087202072144,1.0,0.0,0.0
3,critic_backbone.7.weight,8960,0,0.0,2399.25048828125,3387.9551147460934,7876.616430664062,11677.8271484375,2399.25048828125,3387.9551147460934,7876.616430664062,11677.8271484375,0.001696765800339303,0.0030991234974603035,7.378679255076817,0.9895966935519267,0.03136160714285714,0.030037029165640692
4,critic_backbone.0.weight,3001600,0,0.0,315459.59375,2054106.125,6995429.5,30550316.0,315459.59375,2054106.125,6995429.5,30550316.0,0.008760295575484633,0.29754563570022585,205.37824608939036,0.29175068911261065,0.0986430578998157,6.935980822888767
4,critic_backbone.4.bias,8960,0,0.0,1940.765625,3943.601611328125,4847.2493847656215,5528.7939453125,1940.765625,3943.601611328125,4847.2493847656215,5528.7939453125,0.0014246961525973996,0.005659416587358075,9.195545213563102,0.9798682795546396,0.049107142857142856,0.05876596344901469
4,critic_backbone.6.weight,1146880,0,0.0,3214.558349609375,4640.615161132814,5507.455180664061,8053.46044921875,3214.558349609375,4640.615161132814,5507.455180664061,8053.46044921875,0.01711759120891137,0.039048560682152,122.86154490879603,0.942336818276892,0.13755318777901784,0.17495573146713014
4,critic_backbone.7.bias,8960,0,0.0,1516.225341796875,2132.3763671874995,2333.9632153320313,2554.21923828125,1516.225341796875,2132.3763671874995,2333.9632153320313,2554.21923828125,0.0013380938623283457,0.004858082887117884,7.373174049173083,1.0,0.0,0.0
4,critic_backbone.7.weight,8960,0,0.0,2490.488525390625,3406.011694335936,5839.185371093739,9261.62109375,2490.488525390625,3406.011694335936,5839.185371093739,9261.62109375,0.0015370667546189256,0.003147898100516094,7.779957524367741,0.9891347191481641,0.03125,0.03138571574110558
5,critic_backbone.0.weight,3001598,0,0.0,317415.53125,2105256.0,6832497.5,28868292.0,317415.53125,2105256.0,6832497.5,28868292.0,0.00876133354779865,0.297747879581792,205.4643230983189,0.2912357633116615,0.0939959320638861,6.953282593484461
5,critic_backbone.4.bias,8960,0,0.0,1969.486328125,3682.9512451171854,4630.2208203125,5264.48193359375,1969.486328125,3682.9512451171854,4630.2208203125,5264.48193359375,0.001319875684566796,0.0055383300259044125,9.028154529844011,0.9832457272881722,0.046875,0.048687494306954675
5,critic_backbone.6.weight,1146880,0,0.0,3207.70166015625,4446.041552734375,5267.044980468747,7139.52490234375,3207.70166015625,4446.041552734375,5267.044980468747,7139.52490234375,0.016589722709198083,0.037528034885014806,117.60659495762417,0.9521004158873205,0.11610979352678572,0.14377250713062995
5,critic_backbone.7.bias,8960,0,0.0,1588.0325927734375,2157.8810180664063,2365.011884765625,2610.5595703125,1588.0325927734375,2157.8810180664063,2365.011884765625,2610.5595703125,0.0009855272362723814,0.00468941602490044,7.426093760558537,1.0,0.0,0.0
5,critic_backbone.7.weight,8960,0,0.0,2599.2919921875,3440.385693359375,5244.355717773437,7457.64990234375,2599.2919921875,3440.385693359375,5244.355717773437,7457.64990234375,0.0012735801503627694,0.00280068580427074,7.2748223406927925,0.9885213461846123,0.03125,0.03317787501592143
6,critic_backbone.0.weight,3001600,0,0.0,319627.96875,2166283.25,6728546.159999963,26589856.0,319627.96875,2166283.25,6728546.159999963,26589856.0,0.008152687842292445,0.26278849829520495,181.53804561070032,0.2901741326870825,0.09442664012312889,6.989171579971141
6,critic_backbone.4.bias,8960,0,0.0,1997.8839111328125,3717.9332885742183,4758.115141601562,5420.84423828125,1997.8839111328125,3717.9332885742183,4758.115141601562,5420.84423828125,0.0013220055132738447,0.005088837641025228,8.56884377513613,0.9824170497857173,0.046651785714285715,0.05113951850048155
6,critic_backbone.6.weight,1146880,0,0.0,3213.8935546875,4363.061254882813,5155.830874023437,6572.86962890625,3213.8935546875,4363.061254882813,5155.830874023437,6572.86962890625,0.016001099328111324,0.03576323056061353,109.71008415222168,0.9560868142717165,0.107940673828125,0.13123643554867118
6,critic_backbone.7.bias,8960,0,0.0,1652.318115234375,2202.9159912109376,2451.9152856445307,2603.4638671875,1652.318115234375,2202.9159912109376,2451.9152856445307,2603.4638671875,0.000994095202102991,0.0042719999852124605,6.99409476007734,1.0,0.0,0.0
6,critic_backbone.7.weight,8960,0,0.0,2725.5419921875,3474.510217285156,4906.277973632812,6487.2529296875,2725.5419921875,3474.510217285156,4906.277973632812,6487.2529296875,0.0010105821042088793,0.002345574164064601,6.39618535893304,0.987723562869689,0.03125,0.03551304519789585
7,critic_backbone.0.weight,3001600,0,0.0,324676.0625,2243696.0,6863966.5,27382584.0,324676.0625,2243696.0,6863966.5,27382584.0,0.00854013003408909,0.26124791417803084,184.77362485613142,0.2891602234536294,0.09482043087482453,7.023705103718154
7,critic_backbone.4.bias,8960,0,0.0,2023.0552978515625,3646.118908691406,4795.258159179687,5441.1904296875,2023.0552978515625,3646.118908691406,4795.258159179687,5441.1904296875,0.0014102587626049561,0.005285789077502809,9.34476112638201,0.9837263616184397,0.03627232142857143,0.04726760674760735
7,critic_backbone.6.weight,1146880,0,0.0,3248.12646484375,4414.0068359375,5254.945825195313,6697.55029296875,3248.12646484375,4414.0068359375,5254.945825195313,6697.55029296875,0.017604574454682213,0.038988981622138194,120.42673187255859,0.953697820308979,0.11875087193080357,0.1387178079904445
7,critic_backbone.7.bias,8960,0,0.0,1722.822509765625,2318.621374511719,2557.678369140625,2703.308349609375,1722.822509765625,2318.621374511719,2557.678369140625,2703.308349609375,0.0009208892538611378,0.004336688720754215,7.342298873833248,1.0,0.0,0.0
7,critic_backbone.7.weight,8960,0,0.0,2859.8857421875,3551.1312011718746,4878.678891601562,6036.68994140625,2859.8857421875,3551.1312011718746,4878.678891601562,6036.68994140625,0.001093534245488367,0.00250282554271897,7.169922918932778,0.9860809044138719,0.03125,0.040330860313343174
8,critic_backbone.0.weight,3001598,0,0.0,326923.5,2305659.5,6786079.399999963,28261272.0,326923.5,2305659.5,6786079.399999963,28261272.0,0.009056459773065788,0.2752597723688398,192.63134869166782,0.2884306915776753,0.09540518202951977,7.048697780702291
8,critic_backbone.4.bias,8960,0,0.0,2001.002197265625,3600.5142333984363,4410.434360351563,5283.302734375,2001.002197265625,3600.5142333984363,4410.434360351563,5283.302734375,0.0018433786163638746,0.0060043775592930615,10.576316779000418,0.9849509832627169,0.03125,0.04365529172188875
8,critic_backbone.6.weight,1146880,0,0.0,3195.894775390625,4252.508447265625,4879.361987304686,6703.02001953125,3195.894775390625,4252.508447265625,4879.361987304686,6703.02001953125,0.02005253765465958,0.043256793304213455,136.56928896222794,0.9610358133895238,0.09185529436383928,0.11588443326798353
