epoch,policy_surrogate_mode,actor_structure_mode,theta_adv_norm_mean,theta_adv_norm_std,route_adv_norm_mean,route_adv_norm_std,route_adv_norm_active_count,route_adv_norm_used_fallback,theta_loss_mean,route_loss_mean,theta_route_loss_ratio,theta_clip_fraction,route_clip_fraction,route_mask_mean,route_mask_active_fraction
0,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-1.4305115314527939e-08,0.9999999403953552,-1.976936836456389e-09,0.9999998807907104,2412.0,0.0,0.004255532752722502,-0.0004039698396809399,0.09492792934179306,0.5262500047683716,0.002487562131136656,0.5024999976158142,0.5024999976158142
1,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,4.76837147544984e-09,0.9999998211860657,2.197406256954082e-09,0.9999999403953552,2387.0,0.0,0.014323136769235134,0.0007821036269888282,0.0546041764318943,0.5535416603088379,0.14327608048915863,0.4972916841506958,0.4972916841506958
2,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-3.1789144649962964e-09,1.0,-9.2769871784526e-09,1.0,2056.0,0.0,0.004683628212660551,0.012359626591205597,2.638894557952881,0.47208333015441895,0.27383267879486084,0.4283333420753479,0.4283333420753479
3,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-5.9604645663569045e-09,1.0,8.018281150157236e-09,0.9999999403953552,1903.0,0.0,0.0034801214933395386,0.011742963455617428,3.3742873668670654,0.3774999976158142,0.3042564392089844,0.39645835757255554,0.39645835757255554
4,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-6.357828929992593e-09,1.0,6.164669330566142e-10,1.0000001192092896,1547.0,0.0,0.0020852263551205397,0.009271993301808834,4.446495056152344,0.26895833015441895,0.3380737006664276,0.32229167222976685,0.32229167222976685
5,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,1.5894572324981482e-09,1.0,4.425402710950266e-09,1.0000001192092896,1293.0,0.0,0.011513127014040947,0.0158846415579319,1.3796970844268799,0.15520833432674408,0.307037889957428,0.2693749964237213,0.2693749964237213
6,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,7.947286384535346e-09,1.0,-7.849171312912517e-10,0.9999998807907104,1215.0,0.0,0.015769043937325478,0.020866185426712036,1.3232364654541016,0.12395833432674408,0.23374485969543457,0.25312501192092896,0.25312501192092896
7,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.0,1.0,-1.2033745555584119e-08,1.0,1268.0,0.0,0.005812171380966902,0.01629527099430561,2.8036413192749023,0.11395833641290665,0.20189274847507477,0.2641666829586029,0.2641666829586029
8,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-9.53674295089968e-09,1.0000001192092896,-7.653887301728446e-09,1.0,1246.0,0.0,0.0039733825251460075,0.002906107110902667,0.731391966342926,0.11708333343267441,0.1556982398033142,0.25958335399627686,0.25958335399627686
9,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-1.0331471678171056e-08,0.9999998211860657,-1.075861444377324e-08,1.0,1241.0,0.0,0.0032588669564574957,0.013299833051860332,4.081109046936035,0.12270833551883698,0.18694600462913513,0.25854167342185974,0.25854167342185974
10,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-4.76837147544984e-09,0.9999999403953552,-2.3147435967985075e-08,0.9999999403953552,1236.0,0.0,0.0030873252544552088,0.021150672808289528,6.850785732269287,0.12479166686534882,0.15614886581897736,0.2574999928474426,0.2574999928474426
11,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-4.76837147544984e-09,1.0000001192092896,-7.855636696696422e-10,1.0,1214.0,0.0,0.0029828501865267754,0.009749755263328552,3.2685928344726562,0.11375000327825546,0.1317957192659378,0.2529166638851166,0.2529166638851166
