epoch,policy_surrogate_mode,actor_structure_mode,theta_ratio_mean,theta_ratio_std,theta_ratio_max,route_ratio_mean,route_ratio_std,route_ratio_max,offload_active_fraction,route_logprob_active_fraction,theta_positive_fraction,route_credit_gate_fraction,route_credit_effective_fraction,route_credit_effective_count,route_credit_fallback_trigger_count,route_credit_fallback_rate,theta_old_logprob_mean,theta_new_logprob_mean,route_old_logprob_mean,route_new_logprob_mean,theta_approx_kl,route_approx_kl,theta_clip_fraction,route_clip_fraction,conditional_policy_consistency_score,theta_only_step_kl,route_only_step_kl,theta_kl_target,route_kl_target,theta_early_stop_count,route_early_stop_count,coupled_stop_trigger_count,coupled_stop_blocked_by_theta_floor_count,coupled_stop_blocked_by_severity_gate_count,coupled_stop_min_theta_updates_per_epoch,coupled_stop_severity_factor,coupled_stop_severity_freeze_kl_threshold,route_update_cap_trigger_count,route_update_cap_per_epoch,route_alignment_gate_threshold,route_alignment_gate_accept_count,route_alignment_gate_reject_count,route_alignment_gate_reject_rate,route_alignment_gate_score_mean,route_step_alignment_mean,route_step_alignment_min,route_step_alignment_max,route_step_accept_count,route_step_reject_count,route_step_accept_rate,route_step_reject_rate,theta_update_count,route_update_count,route_mask_mean,route_mask_active_fraction,route_mask_threshold,route_confident_mask_margin
0,hierarchical_actor_route_credit_theta_gate,hierarchical_actor_separate_theta_route_backbones,0.993874728679657,0.036763936281204224,1.1167610883712769,0.9999033212661743,0.0015081774909049273,1.004934549331665,0.4970833361148834,0.4970833361148834,0.49125000834465027,0.49125000834465027,0.23624999821186066,567.0,0,0.0,-0.6858436465263367,-0.6926692724227905,-0.6878681778907776,-0.6879659295082092,0.006825629156082869,9.771493205334991e-05,0.0,0.0,0.5021116435527802,0.00013102341749799963,0.0,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,40,0,0.4970833361148834,0.4970833361148834,0.5,0.0
1,hierarchical_actor_route_credit_theta_gate,hierarchical_actor_separate_theta_route_backbones,0.9887312650680542,0.057611268013715744,1.2412638664245605,0.9999574422836304,0.002497263252735138,1.0071464776992798,0.49958333373069763,0.49958333373069763,0.4962500035762787,0.4962500035762787,0.23916666209697723,574.0,0,0.0,-0.6801601648330688,-0.693180501461029,-0.6756733655929565,-0.6757189631462097,0.01302031334489584,4.5656950533157215e-05,0.00041666667675599456,0.0,0.504668116569519,0.00041869890660564126,0.0,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,40,0,0.49958333373069763,0.49958333373069763,0.5,0.0
2,hierarchical_actor_route_credit_theta_gate,hierarchical_actor_separate_theta_route_backbones,0.9978240728378296,0.03104633465409279,1.164615273475647,0.9999146461486816,0.001325113931670785,1.0057226419448853,0.5120833516120911,0.5120833516120911,0.49791666865348816,0.49791666865348816,0.23333333432674408,560.0,0,0.0,-0.6899207830429077,-0.6925812363624573,-0.6780644655227661,-0.6781505346298218,0.002660464495420456,8.617022103862837e-05,0.0,0.0,0.5044951140880585,4.7132880754929826e-05,0.0,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,40,0,0.5120833516120911,0.5120833516120911,0.5,0.0
3,hierarchical_actor_route_credit_theta_gate,hierarchical_actor_separate_theta_route_backbones,0.9990281462669373,0.020238809287548065,1.07832932472229,0.9999875426292419,0.0008542306604795158,1.0024327039718628,0.49666666984558105,0.49666666984558105,0.4854166805744171,0.4854166805744171,0.22875000536441803,549.0,0,0.0,-0.691800594329834,-0.6929780840873718,-0.6841970086097717,-0.6842097640037537,0.0011773661244660616,1.2730477465083823e-05,0.0,0.0,0.5036488175392151,2.9193212188260987e-05,0.0,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,40,0,0.49666666984558105,0.49666666984558105,0.5,0.0
4,hierarchical_actor_route_credit_theta_gate,hierarchical_actor_separate_theta_route_backbones,0.9987359642982483,0.014815904200077057,1.049086570739746,0.9999791383743286,0.0006754975183866918,1.0020757913589478,0.502916693687439,0.502916693687439,0.4854166805744171,0.4854166805744171,0.2266666740179062,544.0,0,0.0,-0.6915187835693359,-0.6928936243057251,-0.6838040351867676,-0.6838250160217285,0.001374824671074748,2.1072268282296136e-05,0.0,0.0,0.5032892227172852,7.010747645495031e-05,0.0,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,40,0,0.502916693687439,0.502916693687439,0.5,0.0
