seed,epochs_completed,stopped_early,best_reward,final_reward,best_epoch,reward_gap,final_critic_loss,avg_theta_last10_mean
2025,11,True,-393.09730376396254,-401.7067435146094,6,-8.609439750646857,2756.915728759765,0.49445393355824985
2026,11,True,-401.69672451414914,-435.76652788014525,5,-34.06980336599611,3064.4500091552736,0.48721213757225856
2027,12,True,-396.30154304221884,-443.0561748602274,8,-46.754631818008534,3307.52516784668,0.5030983793182505
2028,11,True,-403.0182506473269,-446.53390004731625,3,-43.51564939998934,3583.1482696533203,0.493670321379663
2029,11,True,-402.38657507862865,-413.9345162983044,2,-11.54794121967575,2527.823693847656,0.4906330189852087
